URGENT,AIRCRAFT,REPORT,TURBULENCE,PRODUCT_ID,FL,LAT,LON,datetime,turbulence_intensity,Plane Weight,nexrad_sites,aws_files
F,B752,AMG UA /OV AMG/TM 0349/FL190/TP B752/TB LGT CHOP 240-190 /RM DURD,LGT CHOP 240-190,,19000.0,31.53606,-82.50656,2024-05-28 03:49:00,1.0,M,"('KJAX', 'KVAX', 'KJGX', 'KCLX', 'KTLH')","['s3://unidata-nexrad-level2/2024/05/28/KJAX/KJAX20240528_034856_V06', 's3://unidata-nexrad-level2/2024/05/28/KVAX/KVAX20240528_034533_V06', 's3://unidata-nexrad-level2/2024/05/28/KJGX/KJGX20240528_034701_V06', 's3://unidata-nexrad-level2/2024/05/28/KCLX/KCLX20240528_034517_V06', 's3://unidata-nexrad-level2/2024/05/28/KTLH/KTLH20240528_034659_V06']"
F,B738,MOT UA /OV MOT220060/TM 1715/FL350/TP B738/TB NEG,NEG,,35000.0,47.49327350721908,-102.24590339032532,2024-05-04 17:15:00,0.0,M,"('KMBX', 'KBIS', 'KGGW', 'KMVX', 'KABR')","['s3://unidata-nexrad-level2/2024/05/04/KMBX/KMBX20240504_170746_V06', 's3://unidata-nexrad-level2/2024/05/04/KBIS/KBIS20240504_171249_V06', 's3://unidata-nexrad-level2/2024/05/04/KGGW/KGGW20240504_171123_V06', 's3://unidata-nexrad-level2/2024/05/04/KMVX/KMVX20240504_171134_V06', 's3://unidata-nexrad-level2/2024/05/04/KABR/KABR20240504_170828_V06']"
T,PC12,SJN UUA /OV SJN245025/TM 2227/FL075/TP PC12/TB SEV CAT DEP SOW DURC/RM ZAB/FDCS,SEV CAT DEP SOW DURC,,7500.0,34.343894794227445,-109.83836364045816,2024-05-22 22:27:00,5.0,L,"('KFSX', 'KFSX', 'KIWA', 'KEMX', 'KABX')","['s3://unidata-nexrad-level2/2024/05/22/KFSX/KFSX20240522_221846_V06', 's3://unidata-nexrad-level2/2024/05/22/KFSX/KFSX20240522_221846_V06', 's3://unidata-nexrad-level2/2024/05/22/KIWA/KIWA20240522_222319_V06', 's3://unidata-nexrad-level2/2024/05/22/KEMX/KEMX20240522_222138_V06', 's3://unidata-nexrad-level2/2024/05/22/KABX/KABX20240522_221907_V06']"
T,C172,PRC UUA /OV 2 MILES SW OF PRC/TM 1818/FL060/TP C172/TB SEV/RM RIGHT CROSSWIND RY21R,SEV,,6000.0,34.65,-112.42,2024-05-31 18:18:00,5.0,L,"('KFSX', 'KFSX', 'KIWA', 'KESX', 'KICX')","['s3://unidata-nexrad-level2/2024/05/31/KFSX/KFSX20240531_181103_V06', 's3://unidata-nexrad-level2/2024/05/31/KFSX/KFSX20240531_181103_V06', 's3://unidata-nexrad-level2/2024/05/31/KIWA/KIWA20240531_181447_V06', 's3://unidata-nexrad-level2/2024/05/31/KESX/KESX20240531_181446_V06', 's3://unidata-nexrad-level2/2024/05/31/KICX/KICX20240531_181513_V06']"
T,PA24,RIW UUA /OV RIW245033/TM 0215/FL128/TP PA24/TB SEV/ZLC,SEV,,12800.0,42.83177112838023,-109.14217967413572,2024-05-30 02:15:00,5.0,L,"('KRIW', 'KSFX', 'KMTX', 'KBLX', 'KGJX')","['s3://unidata-nexrad-level2/2024/05/30/KRIW/KRIW20240530_021223_V06', 's3://unidata-nexrad-level2/2024/05/30/KSFX/KSFX20240530_021318_V06', 's3://unidata-nexrad-level2/2024/05/30/KMTX/KMTX20240530_021446_V06', 's3://unidata-nexrad-level2/2024/05/30/KBLX/KBLX20240530_021058_V06', 's3://unidata-nexrad-level2/2024/05/30/KGJX/KGJX20240530_021316_V06']"
F,PC12,MCO UA /OV MCO18010/TM 1510/FL090/TP PC12/TB SEV-EXTRM 090,SEV-EXTRM 090,,9000.0,28.42939,-81.30899,2024-05-17 15:10:00,6.0,L,"('KMLB', 'KTBW', 'KJAX', 'KAMX', 'KAMX')","['s3://unidata-nexrad-level2/2024/05/17/KMLB/KMLB20240517_150752_V06', 's3://unidata-nexrad-level2/2024/05/17/KTBW/KTBW20240517_150958_V06', 's3://unidata-nexrad-level2/2024/05/17/KJAX/KJAX20240517_150627_V06', 's3://unidata-nexrad-level2/2024/05/17/KAMX/KAMX20240517_150626_V06', 's3://unidata-nexrad-level2/2024/05/17/KAMX/KAMX20240517_150626_V06']"
F,A21N,BIS UA /OV BIS120050/TM 1624/FL330/TP A21N/TB CONS LGT CHOP,CONS LGT CHOP,,33000.0,46.356019583299584,-99.69194287323242,2024-05-16 16:24:00,1.0,U,"('KBIS', 'KABR', 'KMVX', 'KMBX', 'KUDX')","['s3://unidata-nexrad-level2/2024/05/16/KBIS/KBIS20240516_161856_V06', 's3://unidata-nexrad-level2/2024/05/16/KABR/KABR20240516_162127_V06', 's3://unidata-nexrad-level2/2024/05/16/KMVX/KMVX20240516_161537_V06', 's3://unidata-nexrad-level2/2024/05/16/KUDX/KUDX20240516_162053_V06']"
T,B737,LIT UUA /OV LIT/TM 0240/FL310/TP B737/TB SEV/RM ZME,SEV,,31000.0,34.7273,-92.23573,2024-05-14 02:40:00,5.0,M,"('KLZK', 'KNQA', 'KSRX', 'KSGF', 'KSHV')","['s3://unidata-nexrad-level2/2024/05/14/KLZK/KLZK20240514_023654_V06', 's3://unidata-nexrad-level2/2024/05/14/KNQA/KNQA20240514_023849_V06', 's3://unidata-nexrad-level2/2024/05/14/KSRX/KSRX20240514_023640_V06', 's3://unidata-nexrad-level2/2024/05/14/KSGF/KSGF20240514_023607_V06', 's3://unidata-nexrad-level2/2024/05/14/KSHV/KSHV20240514_023721_V06']"
F,M20P,PSP UA /OV L35090005/TM 1810/FL080/TP M20P/TB SEV,SEV,,8000.0,34.2637778,-116.75518728843316,2024-05-31 18:10:00,5.0,L,"('KSOX', 'KEYX', 'KNKX', 'KVTX', 'KESX')","['s3://unidata-nexrad-level2/2024/05/31/KSOX/KSOX20240531_180713_V06', 's3://unidata-nexrad-level2/2024/05/31/KEYX/KEYX20240531_180754_V06', 's3://unidata-nexrad-level2/2024/05/31/KNKX/KNKX20240531_180507_V06', 's3://unidata-nexrad-level2/2024/05/31/KVTX/KVTX20240531_180319_V06', 's3://unidata-nexrad-level2/2024/05/31/KESX/KESX20240531_180556_V06']"
T,BE35,LIT UUA /OV LIT350012/TM 2200/FL030/TP BE35/TB SEV 030/RM NO INJURIES,SEV 030,,3000.0,34.92427750450399,-92.27799013179796,2024-05-22 22:00:00,5.0,L,"('KLZK', 'KSRX', 'KNQA', 'KSGF', 'KSHV')","['s3://unidata-nexrad-level2/2024/05/22/KLZK/KLZK20240522_215554_V06', 's3://unidata-nexrad-level2/2024/05/22/KSRX/KSRX20240522_215504_V06', 's3://unidata-nexrad-level2/2024/05/22/KNQA/KNQA20240522_215823_V06', 's3://unidata-nexrad-level2/2024/05/22/KSGF/KSGF20240522_215902_V06', 's3://unidata-nexrad-level2/2024/05/22/KSHV/KSHV20240522_215449_V06']"
