URGENT,AIRCRAFT,REPORT,TURBULENCE,PRODUCT_ID,FL,LAT,LON,datetime,turbulence_intensity,in_sigmet,Plane Weight,nexrad_sites,aws_files
T,C172,BJC UUA /OV BJC/TM 1410/FL065/TP C172/TB SEV/RM UP AND DOWNDRAFTS 1000FPM,SEV,,6500.0,39.90881,-105.11719,2024-01-17 14:10:00+00:00,5.0,0,L,"('KFTG', 'KCYS', 'KPUX', 'KGJX', 'KGLD')","['s3://unidata-nexrad-level2/2024/01/17/KFTG/KFTG20240117_140726_V06', 's3://unidata-nexrad-level2/2024/01/17/KCYS/KCYS20240117_140619_V06', 's3://unidata-nexrad-level2/2024/01/17/KPUX/KPUX20240117_140327_V06', 's3://unidata-nexrad-level2/2024/01/17/KGJX/KGJX20240117_140829_V06', 's3://unidata-nexrad-level2/2024/01/17/KGLD/KGLD20240117_140842_V06']"
T,A320,ILM UUA /OV ILM030050/TM 0250/FL390/TP A320/TB SEV CAT,SEV CAT,,39000.0,34.99174629326025,-77.39576013558303,2024-01-13 02:50:00+00:00,5.0,1,M,"('KMHX', 'KRAX', 'KLTX', 'KAKQ', 'KFCX')","['s3://unidata-nexrad-level2/2024/01/13/KMHX/KMHX20240113_024629_V06', 's3://unidata-nexrad-level2/2024/01/13/KRAX/KRAX20240113_024755_V06', 's3://unidata-nexrad-level2/2024/01/13/KAKQ/KAKQ20240113_024525_V06', 's3://unidata-nexrad-level2/2024/01/13/KFCX/KFCX20240113_024601_V06']"
F,A320,FAY UA /OV FAY/TM 1344/FL350/TP A320/TB MOD,MOD,,35000.0,34.99122,-78.88028,2024-01-03 13:44:00+00:00,3.0,0,M,"('KRAX', 'KLTX', 'KMHX', 'KCAE', 'KFCX')","['s3://unidata-nexrad-level2/2024/01/03/KRAX/KRAX20240103_133534_V06', 's3://unidata-nexrad-level2/2024/01/03/KLTX/KLTX20240103_140512_V06', 's3://unidata-nexrad-level2/2024/01/03/KMHX/KMHX20240103_134324_V06', 's3://unidata-nexrad-level2/2024/01/03/KCAE/KCAE20240103_133112_V06', 's3://unidata-nexrad-level2/2024/01/03/KFCX/KFCX20240103_134305_V06']"
T,BE30,GNV UUA /OV GNV360008/TM 1445/FL230/TP BE30/TB SEV/RM 100FT LOSS MINUS 10KT,SEV,,23000.0,29.825044133344136,-82.27602,2024-01-16 14:45:00+00:00,5.0,1,L,"('KJAX', 'KVAX', 'KTLH', 'KMLB', 'KTBW')","['s3://unidata-nexrad-level2/2024/01/16/KJAX/KJAX20240116_144158_V06', 's3://unidata-nexrad-level2/2024/01/16/KVAX/KVAX20240116_144343_V06', 's3://unidata-nexrad-level2/2024/01/16/KTLH/KTLH20240116_144048_V06', 's3://unidata-nexrad-level2/2024/01/16/KMLB/KMLB20240116_144010_V06', 's3://unidata-nexrad-level2/2024/01/16/KTBW/KTBW20240116_144308_V06']"
F,EC35,MLU UA /OV MLU040010/TM 1750/FL010/TP EC35/TB SEV,SEV,,1000.0,32.638544415463485,-91.91063999574595,2024-01-12 17:50:00+00:00,5.0,0,L,"('KSHV', 'KDGX', 'KPOE', 'KLZK', 'KHDC')","['s3://unidata-nexrad-level2/2024/01/12/KSHV/KSHV20240112_174623_V06', 's3://unidata-nexrad-level2/2024/01/12/KDGX/KDGX20240112_174643_V06', 's3://unidata-nexrad-level2/2024/01/12/KPOE/KPOE20240112_174947_V06', 's3://unidata-nexrad-level2/2024/01/12/KLZK/KLZK20240112_174704_V06']"
F,C56X,MKE UA /OV DLL250010/TM 2051/FL230/TP C56X/TB NEG,NEG,,23000.0,43.4649920255025,-89.98700601405886,2024-01-24 20:51:00+00:00,0.0,0,M,"('KARX', 'KMKX', 'KGRB', 'KDVN', 'KLOT')","['s3://unidata-nexrad-level2/2024/01/24/KARX/KARX20240124_204826_V06', 's3://unidata-nexrad-level2/2024/01/24/KMKX/KMKX20240124_205001_V06', 's3://unidata-nexrad-level2/2024/01/24/KGRB/KGRB20240124_204923_V06', 's3://unidata-nexrad-level2/2024/01/24/KDVN/KDVN20240124_204920_V06', 's3://unidata-nexrad-level2/2024/01/24/KLOT/KLOT20240124_204816_V06']"
F,B737,DFW UA /OV DFW080053/TM 1805/FL380/TP B737/TB MOD CAT/RM ZFW,MOD CAT,,38000.0,33.05023164814533,-96.00187296390966,2024-01-25 18:05:00+00:00,3.0,0,M,"('KFWS', 'KSHV', 'KOUN', 'KTLX', 'KINX')","['s3://unidata-nexrad-level2/2024/01/25/KFWS/KFWS20240125_180254_V06', 's3://unidata-nexrad-level2/2024/01/25/KSHV/KSHV20240125_180131_V06', 's3://unidata-nexrad-level2/2024/01/25/KTLX/KTLX20240125_175842_V06', 's3://unidata-nexrad-level2/2024/01/25/KINX/KINX20240125_180145_V06']"
F,C560,MIA UA /OV DHP320035/TM 1705/FL110/TP C560/TB NEG CHOP/RM SMOOTH VMC,NEG CHOP,,11000.0,26.246895454122203,-80.7665078221625,2024-01-12 17:05:00+00:00,0.0,0,M,"('KAMX', 'KAMX', 'KBYX', 'KMLB', 'KTBW')","['s3://unidata-nexrad-level2/2024/01/12/KAMX/KAMX20240112_170228_V06', 's3://unidata-nexrad-level2/2024/01/12/KAMX/KAMX20240112_170228_V06', 's3://unidata-nexrad-level2/2024/01/12/KBYX/KBYX20240112_170026_V06', 's3://unidata-nexrad-level2/2024/01/12/KMLB/KMLB20240112_170425_V06', 's3://unidata-nexrad-level2/2024/01/12/KTBW/KTBW20240112_170047_V06']"
F,B737,LYH UA /OV LYH070025/TM 1210/FL400/TP B737/TB CONS LGT CHOP,CONS LGT CHOP,,40000.0,37.46331993624374,-78.71431570055437,2024-01-27 12:10:00+00:00,1.0,0,M,"('KLWX', 'KRAX', 'KFCX', 'KAKQ', 'KDOX')","['s3://unidata-nexrad-level2/2024/01/27/KLWX/KLWX20240127_120856_V06', 's3://unidata-nexrad-level2/2024/01/27/KRAX/KRAX20240127_120541_V06', 's3://unidata-nexrad-level2/2024/01/27/KFCX/KFCX20240127_120635_V06', 's3://unidata-nexrad-level2/2024/01/27/KAKQ/KAKQ20240127_120613_V06', 's3://unidata-nexrad-level2/2024/01/27/KDOX/KDOX20240127_120644_V06']"
T,B737,DFW UUA /OV BYP020020/TM 0316/FL200/TP B737/TB SEV,SEV,,20000.0,33.85325624532143,-96.093208267842,2024-01-07 03:16:00+00:00,5.0,0,M,"('KFWS', 'KTLX', 'KOUN', 'KSRX', 'KSHV')","['s3://unidata-nexrad-level2/2024/01/07/KFWS/KFWS20240107_031437_V06', 's3://unidata-nexrad-level2/2024/01/07/KTLX/KTLX20240107_031156_V06', 's3://unidata-nexrad-level2/2024/01/07/KSRX/KSRX20240107_031536_V06']"
