URGENT,AIRCRAFT,REPORT,TURBULENCE,PRODUCT_ID,FL,LAT,LON,datetime,turbulence_intensity,Plane Weight,nexrad_sites,aws_files
F,B752,APF UA /OV DHP290040 /TM 1214 /FL120 /TP B752 /WX RA /TB MOD /RM IMC SMOOTH BLW 120,MOD,,12000.0,26.02803189798999,-81.0458785160806,2012-06-01 12:14:00,3.0,M,"('KAMX', 'KAMX', 'KBYX', 'KTBW', 'KMLB')","['s3://unidata-nexrad-level2/2012/06/01/KAMX/KAMX20120601_121039_V06.gz', 's3://unidata-nexrad-level2/2012/06/01/KAMX/KAMX20120601_121039_V06.gz', 's3://unidata-nexrad-level2/2012/06/01/KBYX/KBYX20120601_121127_V06.gz', 's3://unidata-nexrad-level2/2012/06/01/KTBW/KTBW20120601_121115_V06.gz', 's3://unidata-nexrad-level2/2012/06/01/KMLB/KMLB20120601_121223_V06.gz']"
F,C172,JOT UA /OV LOT180009 /TM 1336 /FL020 /TP C172 /TA 22 /TB NEG /RM SMTH,NEG,,2000.0,41.45809784998785,-88.09619,2012-06-21 13:36:00,0.0,L,"('KLOT', 'KMKX', 'KILX', 'KIWX', 'KDVN')","['s3://unidata-nexrad-level2/2012/06/21/KLOT/KLOT20120621_133224_V06.gz', 's3://unidata-nexrad-level2/2012/06/21/KMKX/KMKX20120621_133025_V06.gz', 's3://unidata-nexrad-level2/2012/06/21/KILX/KILX20120621_133319_V03.gz', 's3://unidata-nexrad-level2/2012/06/21/KIWX/KIWX20120621_133443_V03.gz', 's3://unidata-nexrad-level2/2012/06/21/KDVN/KDVN20120621_133353_V06.gz']"
F,B737,LGC UA /OV LGC360010/TM 2354/FL360/TP B737/TB MOD/RM ZTL CWSU,MOD,201206140000-KMSC-UBUS01-PIREP,36000.0,33.21668016668016,-85.21,2012-06-13 23:54:00,3.0,M,"('KFFC', 'KMXX', 'KJGX', 'KHTX', 'KBMX')","['s3://unidata-nexrad-level2/2012/06/13/KFFC/KFFC20120613_235359_V06.gz', 's3://unidata-nexrad-level2/2012/06/13/KJGX/KJGX20120613_235139_V07.gz', 's3://unidata-nexrad-level2/2012/06/13/KHTX/KHTX20120613_235204_V06.gz', 's3://unidata-nexrad-level2/2012/06/13/KBMX/KBMX20120613_234957_V06.gz']"
T,PA32,FWA UUA /OV FWA230010 /TM 2124 /FL050 /TP PA32 /TB SEV,SEV,201206292135-KWBC-UBIN91-PIREP,5000.0,40.8728600540775,-85.35913219865317,2012-06-29 21:24:00,5.0,L,"('KIWX', 'KIND', 'KILN', 'KGRR', 'KDTX')","['s3://unidata-nexrad-level2/2012/06/29/KIWX/KIWX20120629_212329_V03.gz', 's3://unidata-nexrad-level2/2012/06/29/KIND/KIND20120629_212248_V03.gz', 's3://unidata-nexrad-level2/2012/06/29/KILN/KILN20120629_212216_V03.gz', 's3://unidata-nexrad-level2/2012/06/29/KGRR/KGRR20120629_211931_V06.gz', 's3://unidata-nexrad-level2/2012/06/29/KDTX/KDTX20120629_211858_V03.gz']"
T,BE9L,FSD UUA /OV FSD/TM 1717/FL080/TP BE9L/TB SEV-EXT,SEV-EXT,,8000.0,43.57694,-96.75361,2012-06-27 17:17:00,5.0,L,"('KFSD', 'KABR', 'KOAX', 'KMPX', 'KDMX')","['s3://unidata-nexrad-level2/2012/06/27/KFSD/KFSD20120627_171532_V03.gz', 's3://unidata-nexrad-level2/2012/06/27/KABR/KABR20120627_171158_V03.gz', 's3://unidata-nexrad-level2/2012/06/27/KOAX/KOAX20120627_171327_V03.gz', 's3://unidata-nexrad-level2/2012/06/27/KMPX/KMPX20120627_171301_V03.gz', 's3://unidata-nexrad-level2/2012/06/27/KDMX/KDMX20120627_171025_V03.gz']"
T,B737,LBL UUA /OV LBL240030/TM 0041/FL380/TP B737/TB SEV/RM LOST 10000 FPMCWSU ZKC,SEV,,38000.0,36.79419974997976,-101.5024102606583,2012-06-15 00:41:00,5.0,M,"('KAMA', 'KDDC', 'KGLD', 'KVNX', 'KPUX')","['s3://unidata-nexrad-level2/2012/06/15/KAMA/KAMA20120615_003949_V06.gz', 's3://unidata-nexrad-level2/2012/06/15/KDDC/KDDC20120615_003825_V06.gz', 's3://unidata-nexrad-level2/2012/06/15/KGLD/KGLD20120615_003929_V06.gz', 's3://unidata-nexrad-level2/2012/06/15/KVNX/KVNX20120615_002126_V06.gz', 's3://unidata-nexrad-level2/2012/06/15/KPUX/KPUX20120615_003722_V03.gz']"
T,A332,PVC UUA /OV BOS100100 /TM 2347 /FL370 /TP A332 /TB SEV,SEV,,37000.0,42.071132928027694,-68.78827035548653,2012-06-25 23:47:00,5.0,H,"('KBOX', 'KGYX', 'KOKX', 'KCBW', 'KCXX')","['s3://unidata-nexrad-level2/2012/06/25/KBOX/KBOX20120625_234359_V06.gz', 's3://unidata-nexrad-level2/2012/06/25/KGYX/KGYX20120625_234458_V03.gz', 's3://unidata-nexrad-level2/2012/06/25/KOKX/KOKX20120625_234259_V06.gz', 's3://unidata-nexrad-level2/2012/06/25/KCBW/KCBW20120625_234536_V03.gz', 's3://unidata-nexrad-level2/2012/06/25/KCXX/KCXX20120625_234614_V03.gz']"
T,B737,GNV UUA /OV SZW 090040/TM 2032/FL360/TP B737/TB SEV/RM NO INJURIES ORDAMAGE. ZJX CWSU,SEV,,36000.0,30.56,-83.59573122933992,2012-06-07 20:32:00,5.0,M,"('KVAX', 'KTLH', 'KJAX', 'KEVX', 'KEOX')","['s3://unidata-nexrad-level2/2012/06/07/KTLH/KTLH20120607_202906_V03.gz', 's3://unidata-nexrad-level2/2012/06/07/KJAX/KJAX20120607_203102_V06.gz', 's3://unidata-nexrad-level2/2012/06/07/KEVX/KEVX20120607_202939_V04.gz']"
T,G150,GRK UUA /OV LZZ/TM 1541/FL405/TP G150/TB SEV 405-430/RM FM ZHU AWC-WEB:KZHU,SEV 405-430,201206121552-KKCI-UBUS35-PIREP,40500.0,31.19,-98.14,2012-06-12 15:41:00,5.0,U,"('KGRK', 'KEWX', 'KFWS', 'KDYX', 'KSJT')","['s3://unidata-nexrad-level2/2012/06/12/KGRK/KGRK20120612_153712_V03.gz', 's3://unidata-nexrad-level2/2012/06/12/KEWX/KEWX20120612_153741_V06.gz', 's3://unidata-nexrad-level2/2012/06/12/KFWS/KFWS20120612_153750_V03.gz', 's3://unidata-nexrad-level2/2012/06/12/KDYX/KDYX20120612_153802_V03.gz', 's3://unidata-nexrad-level2/2012/06/12/KSJT/KSJT20120612_153652_V06.gz']"
F,C172,JST UA /OV JST /TM 2000 /FL035 /TP C172 /SK FEW035/SCT040/OVC057 /WX FV10SM /TA 10 /TB NEG /RM -RA E-W JST,NEG,,3500.0,40.31611,-78.83394,2012-06-05 20:00:00,0.0,L,"('KCCX', 'KPBZ', 'KLWX', 'KCLE', 'KBUF')","['s3://unidata-nexrad-level2/2012/06/05/KCCX/KCCX20120605_195710_V06.gz', 's3://unidata-nexrad-level2/2012/06/05/KPBZ/KPBZ20120605_195457_V06.gz', 's3://unidata-nexrad-level2/2012/06/05/KLWX/KLWX20120605_195837_V06.gz', 's3://unidata-nexrad-level2/2012/06/05/KCLE/KCLE20120605_195457_V06.gz', 's3://unidata-nexrad-level2/2012/06/05/KBUF/KBUF20120605_195634_V06.gz']"
