URGENT,AIRCRAFT,REPORT,TURBULENCE,PRODUCT_ID,FL,LAT,LON,datetime,turbulence_intensity,in_sigmet,Plane Weight
F,LJ60,IKK UA /OV PLL180030/TM 1633/FL400/TP LJ60/TB LGT CHOP,LGT CHOP,,40000.0,41.4699594999595,-89.52,2016-12-26 16:33:00+00:00,1.0,0,M
F,A320,RNO UA /OV FMG073005 /TM 2228 /FL330 /TP A320 /TB LGT CHOP 350-330 /RM ZOA CWSU AWC-WEB,LGT CHOP 350-330,,33000.0,39.55436628223788,-119.5566687361192,2016-12-28 22:28:00+00:00,1.0,0,M
T,B777,ORF UUA /OV 3637N06350W/TM 0406/FL340/TP B777/TB SEV,SEV,,34000.0,36.6166,-63.8333,2016-12-24 04:06:00+00:00,5.0,0,H
T,E75L,ONL UUA /OV ONL/TM 2352/FL340/TP E75L/TB CONT SEV,CONT SEV,,34000.0,42.46972,-98.68806,2016-12-23 23:52:00+00:00,5.0,0,U
F,DH8D,ANC UA /OV TED320022/TM 2105/FL090/TP DH8D/TB LGT - MOD TURB DURD/RM LGT- MOD TURB DURD FROM TAGER OUT OF 090,LGT - MOD TURB DURD,,9000.0,61.45090571401967,-150.47880505958844,2016-12-25 21:05:00+00:00,2.0,0,M
F,B737,PRB UA /OV AVE /TM 1547 /FL410 /TP B737 /TB NEG/RM AWC-WEB:,NEG,,41000.0,35.65,-119.98,2016-12-27 15:47:00+00:00,0.0,0,M
F,P28A,CNO UA /OV CNO/TM 2110/FL1400/TP P28A/TB SEV/RM GREATER THAN MODERATE TURBULENCE EXPERIENCED IN THE PATTERN.,SEV,,14000.0,33.97528,-117.63611,2016-12-18 21:10:00+00:00,5.0,0,L
T,DH8D,SEA UUA /OV SEA031030/TM 1951/FL120/TP DH8D/TB SEV RIME,SEV RIME,,12000.0,47.87330836566145,-121.933563729596,2016-12-10 19:51:00+00:00,5.0,0,M
F,B737,DDC UA /OV DDC160020/TM 1432/FL280/TP B737/TB MOD/RM ZKC FDC,MOD,,28000.0,37.44986375467857,-99.8211963065566,2016-12-11 14:32:00+00:00,3.0,0,M
F,B777,UUA /OV 6009N13923W /TM 1755 /FL330 /TP B777 /TB MDT-SEV,MDT-SEV,,33000.0,60.15,-139.3833,2016-12-17 17:55:00+00:00,5.0,0,H
T,K35R,EEO UUA /OV EKR230037/TM 1644/FL370/TP K35R/TB SEV/RM +/-400FT ZDV,SEV,,37000.0,39.67358220008676,-108.53734995582003,2016-12-28 16:44:00+00:00,5.0,0,H
T,B733,CNM UUA /OV SFL/TM 1804/FL215/TP B733/TB SEV/RM ZAB,SEV,,21500.0,31.75,-105.09,2016-12-03 18:04:00+00:00,5.0,0,M
F,PA32,GSO UA /OV 10 MILES SOUTH EAST OF MWK/TM 1752/FL070/TP PA32/TB SEV,SEV,,7000.0,36.0975,-79.94361,2016-12-06 17:52:00+00:00,5.0,0,L
F,BE58,AFK UA /OV 15W AFK/TM 0245/FL090/TP BE58/TB SEV/RM ONLY FOR A MOMENT  THEN CALM,SEV,,9000.0,40.60689,-96.19501368379736,2016-12-14 02:45:00+00:00,5.0,0,L
F,AT43,KIDA UA /OV KIDA/TM 1627/FL150/TP AT43/SK BKN007-TOPS150/TA -20/TB NEG/IC LGT RIME IC/RM DURGD ILS RWY 20. RWY 20 BRAKING ACTION GOOD,NEG,,15000.0,43.51372,-112.07075,2016-12-01 16:27:00+00:00,0.0,0,M
F,B77W,UUA /OV 4543N03130W /TM 1930 /FL310 /TP B77W/TB MDT-SEV/RM,MDT-SEV,,31000.0,45.7166,-31.5,2016-12-10 19:30:00+00:00,5.0,0,U
T,GLF4,PBI UUA /OV PBI135025/TM 0100/FL080/TP GLF4/TB SEV/RM ZMACWSU,SEV,,8000.0,26.39004830962788,-79.76962434689354,2016-12-01 01:00:00+00:00,5.0,0,M
F,SF34,CDB UA /OV PTH-CDB340020 /TM 1852 /FL160 /TP SF34 /SK OVCUNKN-TOP130 /TB OCNL LGT,OCNL LGT,,16000.0,55.2,-162.72,2016-12-20 18:52:00+00:00,1.0,0,M
F,B737,LOZ UA /OV LVT/TM 0007/FL390/TP B737/TB LGT,LGT,,39000.0,36.58,-85.17,2016-12-07 00:07:00+00:00,1.0,0,M
F,B190,UUA /OV 5028N11449W /TM 2330 /FL200 /TP B190 /TB MDT-SEV 140-200,MDT-SEV 140-200,,20000.0,50.4666,-114.8166,2016-12-28 23:30:00+00:00,5.0,0,M
T,CRJ7,COS UUA /OV COS/TM 1534/FL085/TP CRJ7/TB SEV/RM ZDV TMU,SEV,,8500.0,38.80581,-104.70078,2016-12-16 15:34:00+00:00,5.0,0,M
F,R44,ACT UA /OV 20 NE/TM 2235/FL023/TP R44/TB EXTRM,EXTRM,,2300.0,31.61797,-97.2283,2016-12-17 22:35:00+00:00,7.0,0,L
T,B739,TLH UUA /OV CTY240055/TM 1310/FL340/TP B739/TB SEV,SEV,,34000.0,29.17715954162954,-84.01815481137598,2016-12-06 13:10:00+00:00,5.0,1,M
F,B739,RDM UA /OV DSD /TM 0245 /FL370 /TP B739 /WV 28798KT /TB NEG /RM ASA448. AWC-WEB,NEG,,37000.0,44.25,-121.3,2016-12-06 02:45:00+00:00,0.0,0,M
F,B733,SBA UA /OV RZS /TM 1415 /FL260 /TP B733 /TA M58 /WV 20641KT /TB CONT LGT CHOP 240/RM AWC-WEB:,CONT LGT CHOP 240,,26000.0,34.51,-119.77,2016-12-26 14:15:00+00:00,1.0,0,M
T,PA46,PUB UUA /OV PUB220030/TM 1939/FL155/TP PA46/TB SEV/RM SEV MTW LOSS OF 1000FT AND LOSS OF 50KTS GROUND SPEED ZDV,SEV,,15500.0,37.90694675360954,-104.90784225983852,2016-12-15 19:39:00+00:00,5.0,0,L
T,B787,TWF UUA /OV TWF160050/TM 0415/FL390/TP B787/TB OCNL SEV/RM +/-2000 FPM ZLC,OCNL SEV,,39000.0,41.698669386696416,-114.10125095134585,2016-12-28 04:15:00+00:00,5.0,0,U
F,B752,MKT UA /OV MKT/TM 2235/FL260/TP B752/TB MOD 260-270/RM DURC,MOD 260-270,,26000.0,44.22,-93.92,2016-12-22 22:35:00+00:00,3.0,0,M
F,B733,BAD UA /OV EMG202042 /TM 2034 /FL340 /TP B733 /TA M48 /WV 28182KT /TB OCNL LGT CHOP 340 /RM FL340 WAS SMOOTH UP TO THIS POINT /KMSY-KDAL AWC-WEB:,OCNL LGT CHOP 340,,34000.0,31.75091873042612,-93.91059715980649,2016-12-29 20:34:00+00:00,1.0,0,M
T,A319,DEN UUA /OV DEN260040/TM 0323/FL320/TP A319/TB SEV/RM ZDV,SEV,,32000.0,39.71702517121108,-105.51252954070368,2016-12-28 03:23:00+00:00,5.0,0,M
F,A319,BLH UA /OV PKE190020 /TM 0428 /FL310 /TP A319 /TB MOD /RM ZLAWC AWC-WEB:,MOD,,31000.0,33.77170415916001,-114.74990724223116,2016-12-20 04:28:00+00:00,3.0,0,M
F,B763,UUA /OV 46N040W /TM 0936 /FL370 /TP B763/TB CONTUS MDT OCNL SEV/RM,CONTUS MDT OCNL SEV,,37000.0,46.0,-40.0,2016-12-28 09:36:00+00:00,5.0,0,H
T,BE65,DEN UUA /OV DEN334068/TM 1927/FL113/TP BE65/TB SEV/RM ZDV,SEV,,11300.0,40.85151576184835,-105.30452422838935,2016-12-20 19:27:00+00:00,5.0,0,L
F,B737,SGU UA /OV MMM060067 /TM 0324 /FL240 /TP B737 /TB MOD /RM ZLAWC AWC-WEB:,MOD,,24000.0,37.32837855837856,-113.07265192017624,2016-12-03 03:24:00+00:00,3.0,0,M
T,BE40,ROW UUA /OV CME300025/TM 1550/FL100/TP BE40/TB SEV/RM ZAB,SEV,,10000.0,33.548350208350215,-105.05196413302951,2016-12-16 15:50:00+00:00,5.0,0,M
F,B738,LOZ UA /OV LVT24050/TM 1828/FL350/TP B738/TB LGT/RM CONTINUOUS,LGT,,35000.0,36.58,-85.17,2016-12-13 18:28:00+00:00,1.0,0,M
F,B738,TXK UA /OV TXK350040 /TM 1342 /FL280 /TP B738 /TB MOD CHOP/RM AWC-WEB,MOD CHOP,,28000.0,34.11031168167998,-94.12979360503564,2016-12-31 13:42:00+00:00,3.0,0,M
F,TBM8,FLL UA /OV ZQA160060 /TM 1405 /FL220 /TP TBM8 /TB MOD 215-220 /RM CWSU ZMA AWC-WEB:,MOD 215-220,,22000.0,24.060231264035693,-77.07259195840811,2016-12-31 14:05:00+00:00,3.0,0,U
T,B763,BLH UUA /OV PKE065031/TM 1427/FL240/TP B763/TB SEV/RM ZAB TMU,SEV,,24000.0,34.31837045515797,-114.11446517996232,2016-12-20 14:27:00+00:00,5.0,0,H
F,C560,6R3 UA /OV DAS030060 /TM 1839 /FL320 /TP C560 /TB MOD FL320-200 /RM FM KZHU AWC-WEB:,MOD FL320-200,,32000.0,31.056095551912296,-94.07149219521833,2016-12-09 18:39:00+00:00,3.0,0,M
F,B739,GEG UA /OV GEG080040/TM 0129/FL360/TP B739/TB MOD/RM ..ZSE,MOD,,36000.0,47.73737482878892,-116.55386297849785,2016-12-26 01:29:00+00:00,3.0,0,M
T,C550,DEN UUA /OV 40 SW DEN/TM 1707/FL210/TP C550/TB MDT-SEV,MDT-SEV,,21000.0,39.3613572954046,-105.27142407248736,2016-12-05 17:07:00+00:00,5.0,0,L
T,C680,DEN UUA /OV 5 SE LARKS /TM 2235/FL150/TP C680/TB SEV TURB,SEV TURB,,15000.0,39.8328,-104.6575,2016-12-11 22:35:00+00:00,5.0,0,U
F,B747,SNP UA /OV SPY085104/TM 1745/FL320/TP B747/TA M49/WV 10032KT/TB NEG/RM ZAN,NEG,,32000.0,57.32108219077446,-167.03475071704372,2016-12-18 17:45:00+00:00,0.0,0,H
F,B752,PVU UA /OV DTA260025/TM 1737/FL340/TP B752/TB MOD/ZLC,MOD,,34000.0,39.30824073200692,-113.0386148413089,2016-12-22 17:37:00+00:00,3.0,0,M
T,PC12,PGA UUA /OV TBC075080/TM 2207/FL240/TP PC12/TB SEV/RM ZDV' RPTD FL240-200,SEV,,24000.0,36.46512001262152,-109.67550796181904,2016-12-22 22:07:00+00:00,5.0,0,L
F,A343,UUA /OV 46N040W /TM 0826 /FL370 /TP A343/TB SEV/RM,SEV,,37000.0,46.0,-40.0,2016-12-28 08:26:00+00:00,5.0,0,H
F,E55P,SLC UA /OV TCH010010/TM 0735/FL090/TP E55P/SK OVC091-TOPUNKN/TB LGT 190-090/IC NEG/RM DURD ILS17 SLC,LGT 190-090,,9000.0,41.01414792042,-111.9417361610215,2016-12-09 07:35:00+00:00,1.0,0,U
T,B747,JNU UUA /OV SSR312062/TM 2035/FL360/TP B747/TB SEV/RM ZAN,SEV,,36000.0,58.86149096619192,-136.70615749668315,2016-12-10 20:35:00+00:00,5.0,0,H
