URGENT,AIRCRAFT,REPORT,TURBULENCE,PRODUCT_ID,FL,LAT,LON,datetime,turbulence_intensity,in_sigmet,Plane Weight
F,B737,BOS UA /OV BOS120010/TM 1107/FL200/TP B737/TB MOD 200-230,MOD 200-230,,20000.0,42.27722991665992,-70.81437811738675,2016-04-08 11:07:00+00:00,3.0,0,M
T,BE9L,RAP UUA /OV RAP180015 /TM 0046 /FL080 /TP BE9L /TB SEV,SEV,,8000.0,43.79530974997975,-103.05736,2016-04-06 00:46:00+00:00,5.0,0,L
T,A320,ISO UUA /OV 60 SW ISO/TM 0258/FL290/TP A320/TB SEV CAT 290,SEV CAT 290,,29000.0,34.6228359431069,-78.47679798315373,2016-04-01 02:58:00+00:00,5.0,0,M
T,TBM8,OXR UUA /OV FIM275010/TM 2239/FL100/TP TBM8/TB SEV CAT 100/RM ZLAWC AWC-WEB:FAAZLA,SEV CAT 100,,10000.0,34.374527133728314,-119.08114396824328,2016-04-15 22:39:00+00:00,5.0,0,U
T,CL60,IGM UUA /OV PGS075020/TM 2322/FL450/TP CL60/TB SEV 450/RM MOD-SEV....MOUNTAIN WAVE AWC-WEB:SWA,SEV 450,,45000.0,35.70628000315538,-113.14388443734312,2016-04-05 23:22:00+00:00,5.0,0,M
F,BE35,LBB UA /OV LBB160027 /TM 1733 /FL095 /TP BE35 /TB LGT-MOD CHOP,LGT-MOD CHOP,,9500.0,33.24074406881606,-101.63784618949973,2016-04-27 17:33:00+00:00,2.0,0,L
F,B737,LGC UA /OV LGC350015/TM 2143/FL390/TP B737/TB LGT/RM ZTLFD,LGT,,39000.0,33.255081880629994,-85.12438232072486,2016-04-25 21:43:00+00:00,1.0,0,M
F,UNKN,RDU UA /OV RDU020020/TM 2210/FL030/TP UNKN/TB SEV 030/RM AWC-WEB:lou,SEV 030,,3000.0,36.19089624532143,-78.64675654552332,2016-04-27 22:10:00+00:00,5.0,1,U
T,BE36,DAL UUA /OV TTT030040/TM 0937/FL040/TP BE36/TB SEV/RM AWC-WEB:KZFW,SEV,,4000.0,33.447397034608194,-96.64309717315544,2016-04-21 09:37:00+00:00,5.0,0,L
F,P28A,ENA UA /OV LVR-TPO /TM 2346 /FL025 /TP P28A /WX FV99SM /TB NEG /RMSMOOTH RIDE WITH 7KT TAILWIND,NEG,,2500.0,60.505,-153.3,2016-04-12 23:46:00+00:00,0.0,0,L
