URGENT,AIRCRAFT,REPORT,TURBULENCE,PRODUCT_ID,FL,LAT,LON,datetime,turbulence_intensity,Plane Weight
F,SR20,TIX UA /OV TIX270005/TM 2100/FL040/TP SR20/TB SEV/RM */- 35KT,SEV,,4000.0,28.5148,-80.894075417804,2016-08-31 21:00:00,5.0,L
F,B748,UUA /OV YMW 140020 /TM 2100 /FL390 /TP B748 /TB SEV,SEV,,39000.0,45.91463116907303,-75.64057993274062,2016-08-11 21:00:00,5.0,U
F,B737,LAR UA /OV LAR180028 /TM 2149 /FL370 /TP B737 /TB CONT LGT/RM AWC-WEB:,CONT LGT,,37000.0,40.84535553329554,-105.675,2016-08-21 21:49:00,1.0,M
F,B748,BET UA /OV BET252160/TM 2309/FL340/TP B748/TB LGT TURB FL340/RM ZAN,LGT TURB FL340,,34000.0,59.94588793392928,-167.0240807712528,2016-08-27 23:09:00,1.0,U
F,C208,FAI UA /OV 51Z /TM 2100 /FL065 /TP C208 /SK FEW040-TOP045 /WX FV10SM /TA 07 /TB NEG /IC NEG /RM SOUTH VFR CAVU  NORTH SCT-BKN042-TOP125,NEG,,6500.0,65.14,-149.36,2016-08-15 21:00:00,0.0,L
F,DH8A,UUA /OV CSM5 333025 /TM 2245 /FL160 /TP DH8A /TB SEV,SEV,,16000.0,47.05128278991208,-74.26574064154488,2016-08-16 22:45:00,5.0,M
T,BE36,FLO UUA /OV CTF180010/TM 2340/FL030/TP BE36/SK SCT050 TOPS EST 080-120/WX ++RA/TB EXTRM,EXTRM,,3000.0,34.48331983331983,-80.27,2016-08-27 23:40:00,7.0,L
F,B77W,BOS UA /OV 4139N 04346W/TM 1624/FL330/TP B77W/TB MOD,MOD,,33000.0,41.65,-43.7666,2016-08-17 16:24:00,3.0,U
T,GLF5,LIC UUA /OV HGO212013/TM 1922/FL230/TP GLF5/TB SEV/RM FL230-235 ZDV,SEV,,23000.0,38.62624136257381,-103.7773574534355,2016-08-30 19:22:00,5.0,M
F,C172,FDY UA /OV FDY180004 /TM 1500 /FL025 /TP C172 /SK SKC /TB NEG /RM SMOOTH,NEG,,2500.0,40.94693793332793,-83.66861,2016-08-03 15:00:00,0.0,L
