URGENT,AIRCRAFT,REPORT,TURBULENCE,PRODUCT_ID,FL,LAT,LON,datetime,turbulence_intensity,Plane Weight
F,B737,ALS UA /OV ALS310050/TM 0000/FL390/TP B737/TB NEG/RM MTWV+-5-10KT ZDV,NEG,,39000.0,37.97458972961249,-106.66544582830052,2016-10-18 00:00:00,0.0,M
T,DH8B,HSP UUA /OV MOL240030/TM 1911/FL110/TP DH8B/TB SEV CAT,SEV CAT,,11000.0,37.64997974997975,-79.65879801060348,2016-10-08 19:11:00,5.0,M
F,A320,JFK UA /OV JFK045013/TM 2329/FL290/TP A320/TB MOD CAT,MOD CAT,,29000.0,40.79182887899351,-73.56030606053469,2016-10-09 23:29:00,3.0,M
F,H,FOD UA /OV FOD/TM 0055/FL330/TP H/B777/TB CONT LGT OCNL MOD,CONT LGT OCNL MOD,,33000.0,42.549741,-94.203203,2016-10-07 00:55:00,2.0,L
T,C25B,RNO UUA /OV FMG180015/TM 0053/FL130/TP C25B/TB SEV 130 DURC,SEV 130 DURC,,13000.0,39.27997974997975,-119.66,2016-10-14 00:53:00,5.0,U
F,B748,HYR UA /OV HYR/TM 0806/FL360/TP B748/TB CONT MOD,CONT MOD,,36000.0,46.02528,-91.44425,2016-10-05 08:06:00,3.0,U
T,A321,ALS UUA /OV ALS080030/TM 0245/FL340/TP A321/TB SEV/RM SEVERE MTN WAVE UNABLE TO MAINTAIN ALTITUDE ZDV,SEV,,34000.0,37.525721121591694,-105.2411854512866,2016-10-04 02:45:00,5.0,M
T,CRJ9,MEM UUA /OV MEM/TM 1118/FL340/TP CRJ9/TB SEV 340-360/RM ZME,SEV 340-360,,34000.0,35.06111,-89.985,2016-10-14 11:18:00,5.0,U
F,C402,ACK UA /OV ACK/TM 1845/FL005/TP C402/TB OCNL LGT/RM DURD RY24 ACK,OCNL LGT,,500.0,41.25311,-70.06031,2016-10-28 18:45:00,1.0,L
T,H,SEA UUA /OV TOU/TM 1730/FL280/TP H/B744/TB SEV/RM * ..ZSE,SEV,,28000.0,48.3,-124.63,2016-10-21 17:30:00,5.0,L
F,CRJ7,KCOS UA /OV BRK360010/TM 1416/FL090/TP CRJ7/TB SEV/RM BTW 090-120,SEV,,9000.0,39.10668016668016,-104.63,2016-10-17 14:16:00,5.0,M
F,CRJ2,BAD UA /OV EMG /TM 1209 /FL150 /TP CRJ2 /TB LGT CHOP 150-160/RM AWC-WEB,LGT CHOP 150-160,,15000.0,32.4,-93.6,2016-10-24 12:09:00,1.0,M
F,B737,ANC UA /OV TED109027/TM 0856/FL082/TP B737/TB LGT-OCCNL MOD/RM DURD 120-SFC,LGT-OCCNL MOD,,8200.0,61.02348246352319,-149.10757186895998,2016-10-02 08:56:00,2.0,M
