URGENT,AIRCRAFT,REPORT,TURBULENCE,PRODUCT_ID,FL,LAT,LON,datetime,turbulence_intensity,Plane Weight
T,CRJ7,LBF UUA /OV LBF290030/TM 2323/FL380/TP CRJ7/TB MDT TO SEV/RM ZDV,MDT TO SEV,,38000.0,41.29293392349249,-101.29271801198956,2016-07-06 23:23:00,5.0,M
F,PA32,FAY UA /OV 15 MILES WEST OF SDZ/TM 1755/FL100/TP PA32/TB SEV,SEV,,10000.0,34.99122,-78.88028,2016-07-02 17:55:00,5.0,L
T,B738,DEN UUA /OV DEN 250038/TM 2151/FL200/TP B738/TB SEV RIME/RM DURC 200-230. ZDV.,SEV RIME,,20000.0,39.61616969690951,-105.43256670730491,2016-07-31 21:51:00,5.0,M
F,B737,PNT UA /OV PNT225030/TM 1520/FL390/TP B737/TB MOD,MOD,,39000.0,40.57085797155344,-89.09190471894212,2016-07-10 15:20:00,3.0,M
F,B737,CRW UA /OV HVQ280020/TM 1858/FL290/TP B737/TB MOD CHOP,MOD CHOP,,29000.0,38.40788741439447,-82.18861910252026,2016-07-10 18:58:00,3.0,M
F,PC12,GNV UA /OV GNV271015/TM 0030/FL090/TP PC12/TB SEV/RM 090B100,SEV,,9000.0,29.696063455020905,-82.56378473725566,2016-07-25 00:30:00,5.0,L
T,C560,MYNN UUA /OV ZQA148104/TM 1923/FL430/TP C560/TB SEV/RM NO INJURIES NO STRUCTURAL DAMAGE/ ZMACWSU,SEV,,43000.0,23.52993090059043,-76.43643580188852,2016-07-19 19:23:00,5.0,M
F,B737,GBG UA /OV BDF060015/TM 1531/FL190/TP B737/TB MOD CHOP 190-160,MOD CHOP 190-160,,19000.0,41.285010125010125,-89.30240377288443,2016-07-18 15:31:00,3.0,M
T,B757,ORF UUA /OV 35N070W/TM 2059/FL380/TP B757/TB SEV,SEV,,38000.0,35.0,-70.0,2016-07-19 20:59:00,5.0,M
T,BE55,LOZ UUA /OV LOZ210045/TM 2137/FL105/TP BE55/TB SEV,SEV,,10500.0,36.437428336065786,-84.54712737823405,2016-07-08 21:37:00,5.0,L
F,J3,ILI UA /OV DLG333046-5NN /TM 0000 /FL012 /TP J3 /TB SEV /RM WINDAT 20-30KTS//GOT PRETTY BEAT UP,SEV,,1200.0,59.72316033343823,-159.17663457629934,2016-07-15 00:00:00,5.0,M
T,M7,VGT UUA /OV VGT24010/TM 1455/FL070/TP M7/TB SEV/RM 060-070,SEV,,7000.0,36.21069,-115.19444,2016-07-09 14:55:00,5.0,L
F,C172,MAI UA /OV MAI180010 /TM 1918 /FL020 /TP C172 /WX SHRA /TB LGT-MOD /RM SINGLE CELL LGT-MOD SHRA MOVING TOWARDS KMAI GUSTY WINDS OUT OF SE,LGT-MOD,,2000.0,30.668879833319835,-85.18389,2016-07-07 19:18:00,2.0,L
T,PA46,CPR UUA /OV 5 S CPR/TM 1545/FL070 /TP PA46/TB SEV TURB/RM DURD,SEV TURB,,7000.0,42.82465991665992,-106.46442,2016-07-11 15:45:00,5.0,L
T,B753,PWM UUA /OV PWM /TM 0145 /FL060 /TP B753 /TB SEV 060-100 /RM DURC,SEV 060-100,,6000.0,43.64243,-70.30442,2016-07-23 01:45:00,5.0,M
F,B737,DKX UA /OV VXV274030 /TM 1117 /FL390 /TP B737 /WV 27125KT /TB NEG/RM AWC-WEB,NEG,,39000.0,35.934881062012074,-84.5057984992473,2016-07-29 11:17:00,0.0,M
F,C182,BJI UA /OV BJI/TM 2055/FL034/TP C182/TB SEV FL034/RM WND GUST TO 35KTS UNABLE TO LAND,SEV FL034,,3400.0,47.50943,-94.93372,2016-07-11 20:55:00,5.0,L
F,PA32,HUF UA /OV HUF/TM 1424/FL040/TP PA32/SK OVC 040 TOP 060/TB NEG/IC NEG,NEG,,4000.0,39.45147,-87.30758,2016-07-11 14:24:00,0.0,L
F,B737,LBL UA /OV LBL303050 /TM 1453 /FL380 /TP B737 /TB NEG/RM AWC-WEB:,NEG,,38000.0,37.49812262568416,-101.83554819816916,2016-07-10 14:53:00,0.0,M
T,C560,DAG UUA /OV VCV040020 /TM 2128 /FL145 /TP C560 /TB SEV,SEV,,14500.0,34.85283883092698,-117.12268667513464,2016-07-01 21:28:00,5.0,M
F,C182,BIH UA /OV HZN-BIH /TM 1630 /FL075 /TP C182 /WX FV10SM /TB LGT CHOP /RM FU AND HZ,LGT CHOP,,7500.0,38.446555,-118.681805,2016-07-31 16:30:00,1.0,L
F,B739,RDM UA /OV DSD /TM 0200 /FL330 /TP B739 /TA M46 /WV 31871KT /TB NEG/RM AWC-WEB:,NEG,,33000.0,44.25,-121.3,2016-07-11 02:00:00,0.0,M
F,GLF4,LAL UA /OV LAL/TM 2300/FL190/TP GLF4/TB MOD/RM CWSU ZMA,MOD,,19000.0,27.98892,-82.01856,2016-07-10 23:00:00,3.0,M
T,F2TH,ELM UUA /OV ULW190010/TM 2145/FL340/TP F2TH/TB SEV,SEV,,34000.0,41.92585207958001,-77.05900281149552,2016-07-21 21:45:00,5.0,M
F,GLF4,MHK UA /OV MHK/TM 1546/FL430/TP GLF4/TB LGT-MOD 430/RM ZKCFDC/OH,LGT-MOD 430,,43000.0,39.13528,-96.67778,2016-07-25 15:46:00,2.0,M
T,BE9L,GCK UUA /OV KGCK/TM 0023/FL040/TP BE9L/TB SEV/RM DURGD RWY 17,SEV,,4000.0,37.92753,-100.72442,2016-07-16 00:23:00,5.0,L
F,CRJ9,OMA UA /OV 10 SE OMA/TM 0306/FL040/TP CRJ9/WV +/- 50 KTS/TB MDT OCL SEV @ 040 ON 32L FINAL,MDT OCL SEV @ 040 ON 32L FINAL,,4000.0,41.19241932385115,-95.74226212511093,2016-07-12 03:06:00,5.0,U
F,LJ25,MLF UA /OV MLF040030 /TM 2253 /FL270 /TP LJ25 /SK SKC /WV 26040KT /TB NEG,NEG,,27000.0,38.80968324639046,-112.60217416935656,2016-07-14 22:53:00,0.0,L
F,A320,PHN UA /OV FNT100070/TM 1722/FL340/TP A320/TB CONT LGT OCNL MDT TURB,CONT LGT OCNL MDT TURB,,34000.0,42.764064049619385,-82.17918382215078,2016-07-14 17:22:00,1.0,M
T,C172,DMN UUA /OV DMN090020/TM 1955/FL066/TP C172/TB SEV/RM ZAB,SEV,,6600.0,32.26231,-107.3264167888854,2016-07-14 19:55:00,5.0,L
F,B737,GRI UA /OV OBH306049 /TM 1520 /FL320 /TP B737 /WV 26071KT /TB NEG/RM AWC-WEB,NEG,,32000.0,41.86006350473885,-99.2305995761987,2016-07-13 15:20:00,0.0,M
F,JS32,UUA /OV CYMX /TM 0035 /FL100 /TP JS32 /TB MDT-SEV 100-160 /RM CONTUS MDT TURB 100-160 OCNL SEV 120,MDT-SEV 100-160,,10000.0,45.6795,-74.03867,2016-07-25 00:35:00,5.0,M
F,C182,LVS UA /OV FTI200015/TM 1514/FL125/TP C182/TB LGT-MOD/RM ZAB,LGT-MOD,,12500.0,35.42505781600892,-105.24524669377298,2016-07-31 15:14:00,2.0,L
F,B737,ASG UA /OV RZC081021 /TM 1343 /FL410 /TP B737 /TB OCNL LGT CHOP 410/RM AWC-WEB:,OCNL LGT CHOP 410,,41000.0,36.3047564976856,-93.69130481328624,2016-07-07 13:43:00,1.0,M
F,PC12,KBIL UA /OV BIL030020/TM 0235/FL080/TP PC12/TB EXTRM,EXTRM,,8000.0,46.0955985173041,-108.30308761300356,2016-07-09 02:35:00,7.0,L
F,PA32,KAEG UA /OV KAEG/TM 2322/FL100/TP PA32/TB LT-SEV/RM 5N KAEG SURF-100 TURB LT-SEV,LT-SEV,,10000.0,35.14517,-106.79517,2016-07-24 23:22:00,5.0,L
T,C56X,ASE UUA /OV DBL/TM 1900/FL160/TP C56X/TB CONS MDT INTMT SEV/RM ZDV. CORRECTION TO UUA,CONS MDT INTMT SEV,,16000.0,39.44,-106.9,2016-07-12 19:00:00,5.0,M
F,COUR,REO UA /OV REO090003 /TM 1502 /FL115 /TP COUR /TB NEG /RM SMOOTH AIR,NEG,,11500.0,42.59056,-117.79651896498392,2016-07-11 15:02:00,0.0,L
F,B738,MCK UA /OV HCT070050 /TM 1321 /FL360 /TP B738 /TB OCNL LGT CHOP/RM AWC-WEB,OCNL LGT CHOP,,36000.0,40.73503987248749,-99.89086860678324,2016-07-07 13:21:00,1.0,M
F,B739,GCK UA /OV GCK240085/TM 0753/FL350/TP B739/TB MOD CAT,MOD CAT,,35000.0,37.21913929160929,-102.2799297155782,2016-07-10 07:53:00,3.0,M
F,J3,ILI UA /OV DLG333046-5NN /TM 0000 /FL012 /TP J3 /TB SEV /RM WIND AT 20-30KTS//GOT PRETTY BEAT UP,SEV,,1200.0,59.72316033343823,-159.17663457629934,2016-07-15 00:00:00,5.0,M
