label,issue,expire,fl_low,fl_high,polygon
1E,2013-09-01 00:55:00+00:00,2013-09-01 02:55:00+00:00,0.0,40000.0,"POLYGON ((-77.62503222155166 38.086920639754624, -77.46840771728921 37.96254715116264, -78.99289892993937 36.04274347646562, -79.14952343420183 36.1671169650576, -77.62503222155166 38.086920639754624))"
2E,2013-09-01 00:55:00+00:00,2013-09-01 02:55:00+00:00,0.0,42000.0,"POLYGON ((-74.89880916009514 42.031606542748335, -76.43237979588291 42.15423357305256, -76.4728635192148 42.149118679856244, -79.28486048851197 41.182328129951046, -76.44832126813729 41.95486991171388, -74.91475063234952 41.832242881409655, -79.21983451410257 40.993194255004994, -76.4078375448054 41.95998480491019, -74.89880916009514 42.031606542748335))"
3E,2013-09-01 00:55:00+00:00,2013-09-01 02:55:00+00:00,0.0,45000.0,"POLYGON ((-86.44622681465863 41.02889155356552, -84.39615231154083 39.25488779012915, -86.33353634597987 38.685806022637635, -89.87166285697703 39.32898979095147, -86.44622681465863 41.02889155356552))"
4E,2013-09-01 00:55:00+00:00,2013-09-01 02:55:00+00:00,0.0,42000.0,"POLYGON ((-73.17012273936413 42.93927736286389, -71.84013725708732 42.75858930279252, -72.27755491764104 41.811927827031006, -74.1434097114414 42.13466445952399, -73.17012273936413 42.93927736286389))"
5E,2013-09-01 00:55:00+00:00,2013-09-01 02:55:00+00:00,0.0,45000.0,"POLYGON ((-83.90580578242958 39.27197892304491, -82.7114084512464 35.96802465736739, -84.83690133437722 35.57441874148439, -86.85643290630723 38.63240449095374, -83.90580578242958 39.27197892304491))"
6E,2013-09-01 00:55:00+00:00,2013-09-01 02:55:00+00:00,0.0,45000.0,"POLYGON ((-80.40322886812616 29.55280592310109, -81.1506781538118 27.09023183832174, -82.39015455956361 28.524515941007245, -80.40322886812616 29.55280592310109))"
7E,2013-09-01 00:55:00+00:00,2013-09-01 02:55:00+00:00,0.0,42000.0,"POLYGON ((-69.97278792382752 43.99745229055436, -69.94112316443065 43.79997484117762, -71.30006558367934 43.58207358270217, -71.33173034307622 43.779551032078906, -69.97278792382752 43.99745229055436))"
1W,2013-09-01 00:55:00+00:00,2013-09-01 02:55:00+00:00,0.0,42000.0,"POLYGON ((-112.05162163252628 39.65202544875053, -110.45775652831409 37.95863531910409, -114.85397256071542 34.00087124969707, -117.1332725757636 36.67205141532598, -112.05162163252628 39.65202544875053))"
2W,2013-09-01 00:55:00+00:00,2013-09-01 02:55:00+00:00,0.0,38000.0,"POLYGON ((-106.02708358455597 37.13045099392766, -107.18251191220008 36.505812890663385, -107.21244151333264 36.481057962516964, -108.02912990113389 35.479967430745496, -107.87508500792327 35.48108751409351, -107.55621678128905 35.1016231713842, -107.08739881319167 36.3298768272852, -105.93197048554755 36.95451493054947, -107.87415759986037 35.35354122366015, -107.05746921205912 36.35463175543162, -107.70933426643676 34.972956797602826, -108.02820249307098 35.35242114031214, -106.02708358455597 37.13045099392766))"
3W,2013-09-01 00:55:00+00:00,2013-09-01 02:55:00+00:00,0.0,38000.0,"POLYGON ((-106.64430557305477 38.9786260732145, -106.61513237101352 38.44923285840661, -107.49916594151914 37.20910582017988, -109.52943783186964 38.27904810513437, -106.64430557305477 38.9786260732145))"
