label,issue,expire,fl_low,fl_high,polygon
1C,2013-01-01 03:55:00+00:00,2013-01-01 05:55:00+00:00,0.0,32000.0,"POLYGON ((-95.22543187281032 30.44554590820191, -95.0315862921373 30.39631288215696, -95.45396892325742 28.733262426535717, -95.64781450393043 28.78249545258067, -95.22543187281032 30.44554590820191))"
2C,2013-01-01 04:55:00+00:00,2013-01-01 06:55:00+00:00,0.0,37000.0,"POLYGON ((-94.51444342417244 30.58814431914766, -94.33416639600009 30.50154066383596, -95.34586557347619 28.395554254101082, -95.52614260164854 28.48215790941278, -94.51444342417244 30.58814431914766))"
BRAVO 1,2013-01-01 05:30:00+00:00,2013-01-01 09:30:00+00:00,0.0,31000.0,"POLYGON ((-40.05 36.45, -40.05 31.4, -42.15 27.2, -43.35 27.55, -40.05 36.45))"
3C,2013-01-01 05:55:00+00:00,2013-01-01 07:55:00+00:00,0.0,35000.0,"POLYGON ((-94.26000320727813 30.737244187888177, -94.0856183238668 30.639316089583286, -95.3488116458567 28.389892032604486, -95.52319652926803 28.487820130909377, -94.26000320727813 30.737244187888177))"
4C,2013-01-01 06:55:00+00:00,2013-01-01 08:55:00+00:00,0.0,34000.0,"POLYGON ((-92.99270586435328 31.674468765999716, -92.83612063445331 31.550045834925196, -95.35771147261238 28.37664461621967, -95.51429670251235 28.50106754729419, -92.99270586435328 31.674468765999716))"
5C,2013-01-01 07:55:00+00:00,2013-01-01 09:55:00+00:00,0.0,34000.0,"POLYGON ((-91.51917744437976 32.588944796529184, -91.37700030252957 32.448283286743056, -95.10026827636798 28.684896986769473, -95.24244541821818 28.825558496555594, -91.51917744437976 32.588944796529184))"
6C,2013-01-01 08:55:00+00:00,2013-01-01 10:55:00+00:00,0.0,35000.0,"POLYGON ((-92.0267224811148 31.523886117427544, -91.89223836678744 31.37585225983549, -96.57922723547901 27.11786995010431, -96.71371134980637 27.265903807696365, -92.0267224811148 31.523886117427544))"
BRAVO 2,2013-01-01 09:00:00+00:00,2013-01-01 13:00:00+00:00,0.0,30000.0,"POLYGON ((-40.2 33.4, -38.35 32, -41.3 26.4, -42.35 27.3, -40.2 33.4))"
7C,2013-01-01 09:55:00+00:00,2013-01-01 11:55:00+00:00,0.0,37000.0,"POLYGON ((-92.38055508044262 31.276025424001126, -95.61113485979095 28.837696001244804, -95.6420967501772 28.798886759566614, -96.54912865989684 26.781567172931915, -95.4906485673969 28.67806187787158, -92.26006878804857 31.116391300627903, -96.36671858673029 26.699551532915073, -95.45968667701065 28.716871119549772, -92.38055508044262 31.276025424001126))"
8C,2013-01-01 10:55:00+00:00,2013-01-01 12:55:00+00:00,0.0,37000.0,"POLYGON ((-92.28646682635707 31.10364883785494, -95.23238048280446 28.834449682493183, -95.25563752671368 28.80904936442143, -96.54220430273416 26.79438097568239, -95.11033321178171 28.676005800831884, -92.16441955533432 30.945204956193642, -96.37364294389296 26.686737730164598, -95.08707616787248 28.701406118903638, -92.28646682635707 31.10364883785494))"
9C,2013-01-01 11:55:00+00:00,2013-01-01 13:55:00+00:00,0.0,36000.0,"POLYGON ((-91.38148516063526 31.341788446418843, -95.03455415704468 29.278040499885336, -95.07209154403428 29.24076185699116, -96.4118460463751 26.907083507195534, -94.93617992474441 29.103906900544686, -91.28311092833499 31.167654847078193, -96.23839704009563 26.807507193643236, -94.89864253775481 29.141185543438862, -91.38148516063526 31.341788446418843))"
10C,2013-01-01 12:55:00+00:00,2013-01-01 14:55:00+00:00,0.0,34000.0,"POLYGON ((-92.14790447847629 30.98699465881524, -94.90027849850385 28.963659783944983, -94.92739000925496 28.933537328178367, -96.43763769497883 26.348813703422678, -94.7818182527201 28.80251646211981, -92.02944423269254 30.82585133699007, -96.26495442769286 26.24791529313074, -94.75470674196899 28.832638917886428, -92.14790447847629 30.98699465881524))"
11C,2013-01-01 13:55:00+00:00,2013-01-01 15:55:00+00:00,0.0,31000.0,"POLYGON ((-92.06101648585148 30.825787044996602, -94.46293910195249 29.216233343301386, -94.48860531269379 29.191339265924018, -95.74613487568634 27.43330531204385, -94.35160324766824 29.05008784215617, -91.94968063156723 30.659641543851386, -95.58346659991948 27.31694796565337, -94.32593703692693 29.07498191953354, -92.06101648585148 30.825787044996602))"
12C,2013-01-01 14:55:00+00:00,2013-01-01 16:55:00+00:00,0.0,30000.0,"POLYGON ((-91.62308545374576 32.166390090680345, -90.800750591841 31.48986740793502, -94.39425047683054 28.04616856105403, -96.31 27.76178626558165, -94.80941104213585 29.48833419869212, -91.62308545374576 32.166390090680345))"
13C,2013-01-01 15:55:00+00:00,2013-01-01 17:55:00+00:00,0.0,33000.0,"POLYGON ((-90.62025737875608 31.42683058754843, -93.11 28.97541730984525, -95.80675184763398 27.683134932112573, -94.46578189163453 29.63871484929557, -92.5 31.26, -90.62025737875608 31.42683058754843))"
14C,2013-01-01 16:55:00+00:00,2013-01-01 18:55:00+00:00,0.0,29000.0,"POLYGON ((-91.50604886503179 30.87082065717748, -91.37042404464843 30.723831174234025, -92.74952046643136 29.45136119372804, -92.88514528681472 29.598350676671494, -91.50604886503179 30.87082065717748))"
15C,2013-01-01 16:55:00+00:00,2013-01-01 18:55:00+00:00,0.0,33000.0,"POLYGON ((-94.13129872177495 29.377046960247107, -93.97747527967215 29.249225410187485, -95.5878890167515 27.3112158638188, -95.74171245885431 27.43903741387842, -94.13129872177495 29.377046960247107))"
HOTEL 1,2013-01-01 20:40:00+00:00,2013-01-02 00:40:00+00:00,25000.0,35000.0,"POLYGON ((-145.3 47.3, -142.15 47.3, -141.45 41, -145 41.15, -145.3 47.3))"
CHARLIE 1,2013-01-02 01:30:00+00:00,2013-01-02 05:30:00+00:00,32000.0,40000.0,"POLYGON ((-67 39, -57 37.3, -56 35, -72.3 36.3, -67 39))"
CHARLIE 2,2013-01-02 03:15:00+00:00,2013-01-02 07:15:00+00:00,32000.0,42000.0,"POLYGON ((-66.3 40, -43.3 35, -43.3 28, -72.3 37.3, -66.3 40))"
CHARLIE 3,2013-01-02 05:30:00+00:00,2013-01-02 09:30:00+00:00,32000.0,42000.0,"POLYGON ((-54.45 39, -40 38.3, -40 25.15, -55.3 34.45, -54.45 39))"
DELTA 1,2013-01-02 16:40:00+00:00,2013-01-02 20:40:00+00:00,0.0,30000.0,"POLYGON ((-39.45 42.3, -40 41, -41 39.3, -42.15 40.3, -39.45 42.3))"
ALFA 1,2013-01-05 09:30:00+00:00,2013-01-05 13:30:00+00:00,28000.0,36000.0,"POLYGON ((-138.15 35.3, -132.15 30, -140 26.15, -140 30, -146.15 30, -138.15 35.3))"
ALFA 2,2013-01-05 13:20:00+00:00,2013-01-05 17:20:00+00:00,29000.0,33000.0,"POLYGON ((-133.15 36, -130 34, -132.3 29.45, -140 24.15, -140 31, -136.15 33.15, -133.15 36))"
DELTA 1,2013-01-05 15:35:00+00:00,2013-01-05 19:35:00+00:00,0.0,39000.0,"POLYGON ((-95.15 27.3, -90.45 27.15, -89.15 24.3, -93 24.3, -96 26, -95.15 27.3))"
ECHO 1,2013-01-05 18:00:00+00:00,2013-01-05 22:00:00+00:00,0.0,31000.0,"POLYGON ((-47 44, -48 39.45, -50.15 37.15, -52 38.45, -49.45 43.15, -47 44))"
DELTA 2,2013-01-05 19:15:00+00:00,2013-01-05 23:15:00+00:00,0.0,39000.0,"POLYGON ((-95.15 27.3, -91.15 27.15, -90 24.3, -93 24.3, -96 26, -95.15 27.3))"
ECHO 2,2013-01-05 20:15:00+00:00,2013-01-06 00:15:00+00:00,0.0,31000.0,"POLYGON ((-47 42, -44.15 41.15, -48.3 37.15, -52.3 37, -53.3 38.15, -50.3 39.3, -47 42))"
FOXTROT 1,2013-01-05 23:40:00+00:00,2013-01-06 03:40:00+00:00,0.0,43000.0,"POLYGON ((-94.05 27.2, -92.35 26.45, -93.55 25, -95 25.4, -94.05 27.2))"
FOXTROT 2,2013-01-06 03:10:00+00:00,2013-01-06 07:10:00+00:00,0.0,39000.0,"POLYGON ((-93.45 27.35, -91.25 26.45, -91.15 24.35, -93.5 25, -93.45 27.35))"
FOXTROT 3,2013-01-06 06:45:00+00:00,2013-01-06 10:45:00+00:00,0.0,40000.0,"POLYGON ((-92 26.3, -90.3 26, -91.45 24.3, -93.15 24.3, -92 26.3))"
FOXTROT 4,2013-01-06 10:15:00+00:00,2013-01-06 14:15:00+00:00,0.0,40000.0,"POLYGON ((-91.3 26.15, -89.45 26.15, -90.45 24.3, -92.45 24.3, -91.3 26.15))"
FOXTROT 4,2013-01-06 13:00:00+00:00,2013-01-06 17:00:00+00:00,0.0,40000.0,"POLYGON ((-86.15 27.45, -88.45 24.3, -91.45 24.3, -87.45 27.45, -86.15 27.45))"
FOXTROT 5,2013-01-06 13:00:00+00:00,2013-01-06 17:00:00+00:00,0.0,40000.0,"POLYGON ((-86.15 27.45, -88.45 24.3, -91.45 24.3, -87.45 27.45, -86.15 27.45))"
FOXTROT 6,2013-01-06 16:00:00+00:00,2013-01-06 20:00:00+00:00,0.0,40000.0,"POLYGON ((-84.9329502802068 27.603189492115455, -88.9329502802068 23.903189492115455, -89.6670497197932 24.696810507884546, -85.6670497197932 28.396810507884545, -84.9329502802068 27.603189492115455))"
FOXTROT 7,2013-01-06 18:00:00+00:00,2013-01-06 22:00:00+00:00,0.0,40000.0,"POLYGON ((-84.52448296563452 27.74296376520785, -86.52448296563452 24.04296376520785, -87.47551703436548 24.55703623479215, -85.47551703436548 28.25703623479215, -84.52448296563452 27.74296376520785))"
GOLF 1,2013-01-06 19:00:00+00:00,2013-01-06 23:00:00+00:00,0.0,36000.0,"POLYGON ((-90.45 26.15, -92.15 24.15, -95 25.3, -90.45 26.15))"
GOLF 2,2013-01-06 22:40:00+00:00,2013-01-07 02:40:00+00:00,0.0,41000.0,"POLYGON ((-90.25 26.4, -91.5 24.3, -93 24.3, -94.05 25.05, -90.25 26.4))"
HOTEL 1,2013-01-08 03:30:00+00:00,2013-01-08 07:30:00+00:00,29000.0,39000.0,"POLYGON ((-40 45, -52.3 35.3, -53.35 38.1, -45.15 45, -40 45))"
YANKEE 1,2013-01-08 06:15:00+00:00,2013-01-08 10:15:00+00:00,0.0,35000.0,"POLYGON ((-140 14.3, -140 8.3, -145.3 7, -149.3 9.3, -140 14.3))"
