label,issue,expire,fl_low,fl_high,polygon
ECHO 2,2013-02-01 02:15:00+00:00,2013-02-01 06:15:00+00:00,27000.0,40000.0,"POLYGON ((-40 37.15, -40 21.45, -42.3 20, -45 30, -40 37.15))"
ECHO 3,2013-02-01 06:00:00+00:00,2013-02-01 10:00:00+00:00,27000.0,40000.0,"POLYGON ((-40 36.15, -40 26.15, -43 26, -45 30.45, -40 36.15))"
FOXTROT 1,2013-02-01 16:45:00+00:00,2013-02-01 20:45:00+00:00,0.0,20000.0,"POLYGON ((-67.15 40.15, -67 35.3, -72 33.45, -72 39, -67.15 40.15))"
FOXTROT 2,2013-02-01 20:25:00+00:00,2013-02-02 00:25:00+00:00,0.0,20000.0,"POLYGON ((-64.15 41.15, -65.3 35.3, -71.45 33.15, -69.3 39.45, -64.15 41.15))"
HOTEL 1,2013-02-01 20:30:00+00:00,2013-02-02 00:30:00+00:00,27000.0,39000.0,"POLYGON ((-127.45 27, -128.15 14.45, -135.15 14.15, -134.3 26.45, -127.45 27))"
HOTEL 2,2013-02-02 00:15:00+00:00,2013-02-02 04:15:00+00:00,32000.0,38000.0,"POLYGON ((-127.27278616865263 32.200064785517895, -130.57278616865264 29.2000647855179, -132.02721383134738 30.7999352144821, -128.72721383134737 33.799935214482105, -127.27278616865263 32.200064785517895))"
ALFA 1,2013-02-02 04:15:00+00:00,2013-02-02 08:15:00+00:00,24000.0,34000.0,"POLYGON ((-138.95236826141053 45.34980433170339, -139.95236826141053 31.899804331703383, -142.6476317385895 32.100195668296614, -141.6476317385895 45.55019566829662, -138.95236826141053 45.34980433170339))"
ALFA 2,2013-02-02 08:00:00+00:00,2013-02-02 12:00:00+00:00,24000.0,32000.0,"POLYGON ((-138.3 43, -135.15 42.45, -137.15 34, -137.15 26.15, -140.15 24.45, -140 36.15, -138.3 43))"
ALFA 3,2013-02-02 11:30:00+00:00,2013-02-02 15:30:00+00:00,24000.0,31000.0,"POLYGON ((-137.15 40.3, -133.3 40.3, -136.15 33.15, -136.15 24.15, -140 22.15, -140 34, -137.15 40.3))"
ALFA 4,2013-02-02 15:15:00+00:00,2013-02-02 19:15:00+00:00,29000.0,45000.0,"POLYGON ((-140.3 39.3, -136.3 37.45, -137.45 32, -137.45 25.3, -142 24.45, -142.15 33.45, -140.3 39.3))"
ALFA 5,2013-02-02 17:25:00+00:00,2013-02-02 21:25:00+00:00,22000.0,39000.0,"POLYGON ((-137.45 31.45, -137.45 25.15, -142 24.45, -142.15 31.3, -137.45 31.45))"
BRAVO 1,2013-02-02 18:00:00+00:00,2013-02-02 22:00:00+00:00,29000.0,39000.0,"POLYGON ((-125.15 37, -123 33.45, -124.15 32.15, -125.15 29.3, -129.45 31.3, -128.15 34.3, -125.15 37))"
ALFA 6,2013-02-02 21:25:00+00:00,2013-02-03 01:25:00+00:00,24000.0,34000.0,"POLYGON ((-136.8284863157856 31.468709773279393, -136.67848631578562 18.468709773279393, -139.9215136842144 18.431290226720606, -140.07151368421438 31.431290226720606, -136.8284863157856 31.468709773279393))"
GOLF 1,2013-02-03 00:45:00+00:00,2013-02-03 04:45:00+00:00,36000.0,40000.0,"POLYGON ((-47 45, -40 45, -40 38, -50 40, -47 45))"
GOLF 2,2013-02-03 01:00:00+00:00,2013-02-03 05:00:00+00:00,35000.0,40000.0,"POLYGON ((-47 45, -40 45, -40 38, -54 35, -47 45))"
ALFA 7,2013-02-03 01:15:00+00:00,2013-02-03 05:15:00+00:00,24000.0,34000.0,"POLYGON ((-134.65017819226426 30.064277228939797, -134.10017819226425 18.514277228939797, -136.79982180773573 18.385722771060202, -137.34982180773574 29.935722771060203, -134.65017819226426 30.064277228939797))"
CHARLIE 1,2013-02-03 01:45:00+00:00,2013-02-03 05:45:00+00:00,0.0,32000.0,"POLYGON ((-131.45 20.3, -127.3 15.3, -133.45 11.45, -136 12.45, -131.45 20.3))"
QUEBEC 1,2013-02-03 02:34:00+00:00,2013-02-03 06:33:00+00:00,0.0,53000.0,"POLYGON ((135.45 9.3, 140 9, 134.3 6, 131.3 6.45, 135.45 9.3))"
GOLF 3,2013-02-03 03:00:00+00:00,2013-02-03 07:00:00+00:00,30000.0,37000.0,"POLYGON ((-46.15 45, -40 45, -40 23.45, -42.15 23.3, -42.3 31.45, -53.15 34.15, -46.15 45))"
