URGENT,AIRCRAFT,REPORT,TURBULENCE,PRODUCT_ID,FL,LAT,LON,datetime,turbulence_intensity,Plane Weight,nexrad_sites,aws_files
T,B737,HNM UUA /OV 3128N 14417W/TM 1309/FL340/TP B737/TB SEV/RM LASTED UNTIL AXELE FIX ...ZOA CWSU AWC-WEB:KZOA,SEV,,34000.0,31.4666,-144.2833,2016-02-22 13:09:00,5.0,M,"('PHKM', 'PHMO', 'PHWA', 'PHKI', 'KBHX')","['s3://unidata-nexrad-level2/2016/02/22/PHKM/PHKM20160222_130522_V07.gz', 's3://unidata-nexrad-level2/2016/02/22/PHMO/PHMO20160222_130606_V07.gz', 's3://unidata-nexrad-level2/2016/02/22/PHWA/PHWA20160222_130711_V07.gz', 's3://unidata-nexrad-level2/2016/02/22/PHKI/PHKI20160222_130450_V07.gz', 's3://unidata-nexrad-level2/2016/02/22/KBHX/KBHX20160222_130554_V06.gz']"
T,BE36,PRC UUA /OV DRK180008 /TM 2040 /FL084 /TP BE36 /TB SEV,SEV,,8400.0,34.56665586665587,-112.48,2016-02-14 20:40:00,5.0,L,"('KIWA', 'KFSX', 'KFSX', 'KESX', 'KYUX')","['s3://unidata-nexrad-level2/2016/02/14/KIWA/KIWA20160214_203259_V06.gz', 's3://unidata-nexrad-level2/2016/02/14/KFSX/KFSX20160214_203252_V06.gz', 's3://unidata-nexrad-level2/2016/02/14/KFSX/KFSX20160214_203252_V06.gz', 's3://unidata-nexrad-level2/2016/02/14/KESX/KESX20160214_203340_V06.gz', 's3://unidata-nexrad-level2/2016/02/14/KYUX/KYUX20160214_203515_V06.gz']"
F,B767,UUA /OV CYSB 040050 /TM 0955 /FL350 /TP B767 /TB SEV,SEV,,35000.0,47.26453207731743,-80.02153662510676,2016-02-16 09:55:00,5.0,H,"('KBUF', 'KAPX', 'KTYX', 'KDTX', 'KCLE')","['s3://unidata-nexrad-level2/2016/02/16/KBUF/KBUF20160216_095129_V06.gz', 's3://unidata-nexrad-level2/2016/02/16/KAPX/KAPX20160216_094724_V06.gz', 's3://unidata-nexrad-level2/2016/02/16/KTYX/KTYX20160216_095201_V06.gz', 's3://unidata-nexrad-level2/2016/02/16/KDTX/KDTX20160216_094835_V06.gz', 's3://unidata-nexrad-level2/2016/02/16/KCLE/KCLE20160216_094727_V06.gz']"
T,H25B,MQS UUA /OV MXE270005 /TM 0119 /FL030 /TP H25B /TB SEV /RM IMC,SEV,,3000.0,39.92,-75.77866554525266,2016-02-25 01:19:00,5.0,M,"('KDIX', 'KDOX', 'KLWX', 'KCCX', 'KBGM')","['s3://unidata-nexrad-level2/2016/02/25/KDIX/KDIX20160225_011849_V06.gz', 's3://unidata-nexrad-level2/2016/02/25/KDOX/KDOX20160225_011808_V06.gz', 's3://unidata-nexrad-level2/2016/02/25/KLWX/KLWX20160225_011637_V06.gz', 's3://unidata-nexrad-level2/2016/02/25/KCCX/KCCX20160225_011750_V06.gz', 's3://unidata-nexrad-level2/2016/02/25/KBGM/KBGM20160225_011746_V06.gz']"
T,BE9L,FTW UUA /OV UKW110023/TM 2236/FL080/TP BE9L/TB SEV 080-090/RM AWC-WEB:KZFW,SEV 080-090,,8000.0,33.40888165865576,-97.38779297543694,2016-02-08 22:36:00,5.0,L,"('KFWS', 'KFDR', 'KDYX', 'KOUN', 'KTLX')","['s3://unidata-nexrad-level2/2016/02/08/KFWS/KFWS20160208_222703_V06.gz', 's3://unidata-nexrad-level2/2016/02/08/KFDR/KFDR20160208_223439_V06.gz', 's3://unidata-nexrad-level2/2016/02/08/KDYX/KDYX20160208_223222_V06.gz', 's3://unidata-nexrad-level2/2016/02/08/KTLX/KTLX20160208_223513_V06.gz']"
F,B738,ANC UA /OV TED090060/TM 0508/FL300/TP B738/TB LGT-MOD/RM 210-300 DURC. ZAN,LGT-MOD,,30000.0,61.17,-147.91605724211368,2016-02-10 05:08:00,2.0,M,"('PAHG', 'PAIH', 'PAIH', 'PAPD', 'PAKC')","['s3://unidata-nexrad-level2/2016/02/10/PAHG/PAHG20160210_050527_V06.gz', 's3://unidata-nexrad-level2/2016/02/10/PAIH/PAIH20160210_050406_V06.gz', 's3://unidata-nexrad-level2/2016/02/10/PAIH/PAIH20160210_050406_V06.gz', 's3://unidata-nexrad-level2/2016/02/10/PAPD/PAPD20160210_050555_V06.gz', 's3://unidata-nexrad-level2/2016/02/10/PAKC/PAKC20160210_050415_V06.gz']"
T,P46T,STL UUA /OV STL245040/TM 1838/FL110/TP P46T/TB SEV/RM CWSU ZKC,SEV,,11000.0,38.47068167076392,-91.14822612332824,2016-02-02 18:38:00,5.0,L,"('KLSX', 'KSGF', 'KILX', 'KPAH', 'KEAX')","['s3://unidata-nexrad-level2/2016/02/02/KLSX/KLSX20160202_183436_V06.gz', 's3://unidata-nexrad-level2/2016/02/02/KSGF/KSGF20160202_183203_V06.gz', 's3://unidata-nexrad-level2/2016/02/02/KILX/KILX20160202_183346_V06.gz', 's3://unidata-nexrad-level2/2016/02/02/KPAH/KPAH20160202_183610_V06.gz', 's3://unidata-nexrad-level2/2016/02/02/KEAX/KEAX20160202_183728_V06.gz']"
F,B738,TTN UA /OV RBV120015/TM 1554/FL220/TP B738/TB MOD 220-250/RM MOD CHOP TO MOD TURBULENCE FL220-FL250 AS REPORTED BY MULTIPLE AIRCRAFT,MOD 220-250,,22000.0,40.07498987498988,-74.2165160856294,2016-02-22 15:54:00,3.0,M,"('KDIX', 'KOKX', 'KDOX', 'KBGM', 'KENX')","['s3://unidata-nexrad-level2/2016/02/22/KDIX/KDIX20160222_154953_V06.gz', 's3://unidata-nexrad-level2/2016/02/22/KOKX/KOKX20160222_155243_V06.gz', 's3://unidata-nexrad-level2/2016/02/22/KDOX/KDOX20160222_154512_V06.gz', 's3://unidata-nexrad-level2/2016/02/22/KBGM/KBGM20160222_154527_V06.gz', 's3://unidata-nexrad-level2/2016/02/22/KENX/KENX20160222_154641_V06.gz']"
F,A332,SFM UA /OV ENE /TM 1830 /FL300 /TP A332 /TB MOD,MOD,,30000.0,43.43,-70.61,2016-02-05 18:30:00,3.0,H,"('KGYX', 'KBOX', 'KENX', 'KCXX', 'KOKX')","['s3://unidata-nexrad-level2/2016/02/05/KGYX/KGYX20160205_182837_V06.gz', 's3://unidata-nexrad-level2/2016/02/05/KBOX/KBOX20160205_182836_V06.gz', 's3://unidata-nexrad-level2/2016/02/05/KENX/KENX20160205_182809_V06.gz', 's3://unidata-nexrad-level2/2016/02/05/KCXX/KCXX20160205_182328_V06.gz', 's3://unidata-nexrad-level2/2016/02/05/KOKX/KOKX20160205_182541_V06.gz']"
T,B739,SEA UUA /OV SEA310050/TM 1300/FL160/TP B739/TB SEV 160-140/RM ..ZSE ..ZSE,SEV 160-140,,16000.0,47.98038972961249,-123.25836016810165,2016-02-06 13:00:00,5.0,M,"('KATX', 'KLGX', 'KRTX', 'KPDT', 'KOTX')","['s3://unidata-nexrad-level2/2016/02/06/KATX/KATX20160206_125727_V06.gz', 's3://unidata-nexrad-level2/2016/02/06/KLGX/KLGX20160206_125825_V06.gz', 's3://unidata-nexrad-level2/2016/02/06/KRTX/KRTX20160206_125917_V06.gz', 's3://unidata-nexrad-level2/2016/02/06/KPDT/KPDT20160206_125506_V06.gz', 's3://unidata-nexrad-level2/2016/02/06/KOTX/KOTX20160206_125749_V06.gz']"
