URGENT,AIRCRAFT,REPORT,TURBULENCE,PRODUCT_ID,FL,LAT,LON,datetime,turbulence_intensity,Plane Weight,nexrad_sites,aws_files
F,C180,PAQ UA /OV PAQ090005 /TM 2111 /FL020 /TP C180 /SK BKN-OVC030 /WX FV99SM /TB OCNL LGT,OCNL LGT,,2000.0,61.59,-148.90483399667744,2016-03-15 21:11:00,1.0,L,"('PAHG', 'PAIH', 'PAIH', 'PAPD', 'PAKC')","['s3://unidata-nexrad-level2/2016/03/15/PAHG/PAHG20160315_210853_V06.gz', 's3://unidata-nexrad-level2/2016/03/15/PAIH/PAIH20160315_211036_V06.gz', 's3://unidata-nexrad-level2/2016/03/15/PAIH/PAIH20160315_211036_V06.gz', 's3://unidata-nexrad-level2/2016/03/15/PAPD/PAPD20160315_210940_V06.gz', 's3://unidata-nexrad-level2/2016/03/15/PAKC/PAKC20160315_210142_V06.gz']"
F,GLF4,LAS UA /OV LAS270030/TM 2254/FL380/TP GLF4/TB SEV 380/RM ZLAWC AWC-WEB:FAAZLA,SEV 380,,38000.0,36.08006,-115.77096277401732,2016-03-28 22:54:00,5.0,M,"('KESX', 'KEYX', 'KHNX', 'KSOX', 'KICX')","['s3://unidata-nexrad-level2/2016/03/28/KESX/KESX20160328_225113_V06.gz', 's3://unidata-nexrad-level2/2016/03/28/KEYX/KEYX20160328_225045_V06.gz', 's3://unidata-nexrad-level2/2016/03/28/KHNX/KHNX20160328_225214_V06.gz', 's3://unidata-nexrad-level2/2016/03/28/KSOX/KSOX20160328_225017_V06.gz', 's3://unidata-nexrad-level2/2016/03/28/KICX/KICX20160328_225348_V06.gz']"
F,B738,HDN UA /OV CHE/TM 2131/FL360/TP B738/WV 20758KT/TB NEG/RM AWC-WEB:SWA,NEG,,36000.0,40.52,-107.31,2016-03-29 21:31:00,0.0,M,"('KGJX', 'KCYS', 'KRIW', 'KFTG', 'KPUX')","['s3://unidata-nexrad-level2/2016/03/29/KGJX/KGJX20160329_212705_V06.gz', 's3://unidata-nexrad-level2/2016/03/29/KCYS/KCYS20160329_212923_V06.gz', 's3://unidata-nexrad-level2/2016/03/29/KRIW/KRIW20160329_212604_V06.gz', 's3://unidata-nexrad-level2/2016/03/29/KFTG/KFTG20160329_212719_V06.gz', 's3://unidata-nexrad-level2/2016/03/29/KPUX/KPUX20160329_212647_V06.gz']"
F,A321,ELP UA /OV ELP100020/TM 1534/FL360/TP A321/TB MOD/RM ZAB/FDCS,MOD,,36000.0,31.75322258560554,-105.98950437978046,2016-03-09 15:34:00,3.0,M,"('KEPZ', 'KHDX', 'KMAF', 'KABX', 'KFDX')","['s3://unidata-nexrad-level2/2016/03/09/KEPZ/KEPZ20160309_152438_V06.gz', 's3://unidata-nexrad-level2/2016/03/09/KHDX/KHDX20160309_153123_V06.gz', 's3://unidata-nexrad-level2/2016/03/09/KMAF/KMAF20160309_153345_V06.gz', 's3://unidata-nexrad-level2/2016/03/09/KABX/KABX20160309_152504_V06.gz', 's3://unidata-nexrad-level2/2016/03/09/KFDX/KFDX20160309_153347_V06.gz']"
F,B737,SPI UA /OV SPI/TM 1654/FL390/TP B737/TB MOD CHOP/RM ZKC FD,MOD CHOP,,39000.0,39.8447,-89.6839,2016-03-30 16:54:00,3.0,M,"('KILX', 'KLSX', 'KDVN', 'KLOT', 'KVWX')","['s3://unidata-nexrad-level2/2016/03/30/KILX/KILX20160330_165039_V06.gz', 's3://unidata-nexrad-level2/2016/03/30/KLSX/KLSX20160330_165108_V06.gz', 's3://unidata-nexrad-level2/2016/03/30/KDVN/KDVN20160330_165221_V06.gz', 's3://unidata-nexrad-level2/2016/03/30/KLOT/KLOT20160330_165242_V06.gz', 's3://unidata-nexrad-level2/2016/03/30/KVWX/KVWX20160330_165345_V06.gz']"
F,A321,UUA /OV CYQT 270060 /TM 1700 /FL280 /TP A321 /TB SEV CAT /RM LOST ALTITUDE,SEV CAT,,28000.0,48.3719,-90.8293820375734,2016-03-08 17:00:00,5.0,M,"('KDLH', 'KMQT', 'KMPX', 'KARX', 'KGRB')","['s3://unidata-nexrad-level2/2016/03/08/KDLH/KDLH20160308_165905_V06.gz', 's3://unidata-nexrad-level2/2016/03/08/KMQT/KMQT20160308_165624_V06.gz', 's3://unidata-nexrad-level2/2016/03/08/KMPX/KMPX20160308_165712_V06.gz', 's3://unidata-nexrad-level2/2016/03/08/KARX/KARX20160308_165939_V06.gz', 's3://unidata-nexrad-level2/2016/03/08/KGRB/KGRB20160308_165714_V06.gz']"
F,B738,ORF UA /OV 3729N06724W/TM 1904/FL330/TP B738/TB LGT-MOD,LGT-MOD,,33000.0,37.4833,-67.4,2016-03-27 19:04:00,2.0,M,"('KBOX', 'KOKX', 'KGYX', 'KDIX', 'KDOX')","['s3://unidata-nexrad-level2/2016/03/27/KBOX/KBOX20160327_185741_V06.gz', 's3://unidata-nexrad-level2/2016/03/27/KOKX/KOKX20160327_185851_V06.gz', 's3://unidata-nexrad-level2/2016/03/27/KGYX/KGYX20160327_190318_V06.gz', 's3://unidata-nexrad-level2/2016/03/27/KDIX/KDIX20160327_185446_V06.gz', 's3://unidata-nexrad-level2/2016/03/27/KDOX/KDOX20160327_190027_V06.gz']"
T,E145,DBQ UUA /OV DBQ/TM 1115/FL220/TP E145/TB SEV CAT,SEV CAT,,22000.0,42.39835,-90.709143,2016-03-24 11:15:00,5.0,M,"('KDVN', 'KARX', 'KMKX', 'KLOT', 'KDMX')","['s3://unidata-nexrad-level2/2016/03/24/KDVN/KDVN20160324_111137_V06.gz', 's3://unidata-nexrad-level2/2016/03/24/KARX/KARX20160324_111407_V06.gz', 's3://unidata-nexrad-level2/2016/03/24/KMKX/KMKX20160324_111108_V06.gz', 's3://unidata-nexrad-level2/2016/03/24/KLOT/KLOT20160324_111211_V06.gz', 's3://unidata-nexrad-level2/2016/03/24/KDMX/KDMX20160324_111458_V06.gz']"
F,B737,DAG UA /OV KDAG116015/TM 1735/FL190/TP B737/TB MOD CHOP 190-150/RM DURD. SWA. COR TURB ALT. ZLA CWSU,MOD CHOP 190-150,,19000.0,34.744008336278135,-116.5119905584198,2016-03-29 17:35:00,3.0,M,"('KEYX', 'KSOX', 'KESX', 'KNKX', 'KVTX')","['s3://unidata-nexrad-level2/2016/03/29/KEYX/KEYX20160329_173026_V06.gz', 's3://unidata-nexrad-level2/2016/03/29/KSOX/KSOX20160329_173019_V06.gz', 's3://unidata-nexrad-level2/2016/03/29/KESX/KESX20160329_173231_V06.gz', 's3://unidata-nexrad-level2/2016/03/29/KNKX/KNKX20160329_173257_V06.gz', 's3://unidata-nexrad-level2/2016/03/29/KVTX/KVTX20160329_172641_V06.gz']"
F,B737,SHV UA /OV EMG301007/TM 2025/FL390/TP B737/TB LGT/RM AWC-WEB:KZFW,LGT,,39000.0,32.46009264252085,-93.71845036622258,2016-03-11 20:25:00,1.0,M,"('KSHV', 'KPOE', 'KLCH', 'KDGX', 'KHGX')","['s3://unidata-nexrad-level2/2016/03/11/KSHV/KSHV20160311_202121_V06.gz', 's3://unidata-nexrad-level2/2016/03/11/KPOE/KPOE20160311_202337_V06.gz', 's3://unidata-nexrad-level2/2016/03/11/KLCH/KLCH20160311_202042_V06.gz', 's3://unidata-nexrad-level2/2016/03/11/KDGX/KDGX20160311_202300_V06.gz', 's3://unidata-nexrad-level2/2016/03/11/KHGX/KHGX20160311_202242_V06.gz']"
