label,issue,expire,fl_low,fl_high,polygon
ALFA 1,2016-04-01 00:15:00+00:00,2016-04-01 04:15:00+00:00,30000.0,38000.0,"POLYGON ((-149.45759616354937 53.602670929389596, -139.45759616354937 44.602670929389596, -140.54240383645063 43.397329070610404, -150.54240383645063 52.397329070610404, -149.45759616354937 53.602670929389596))"
3C,2016-04-01 00:55:00+00:00,2016-04-01 02:55:00+00:00,,,"POLYGON ((-84.21842780951272 40.27709095405257, -85.8904084909723 38.10793393600448, -89.96360451974246 37.37397389014629, -84.06830991703535 40.14493718619804, -85.83308321028855 38.14027207687518, -89.99907185085232 37.57080393974223, -85.92587582208216 38.30476398560042, -85.98320110276592 38.27242584472972, -84.21842780951272 40.27709095405257))"
4C,2016-04-01 00:55:00+00:00,2016-04-01 02:55:00+00:00,,,"POLYGON ((-91.92255132043121 32.57828339452047, -92.58390591408659 31.3675733166708, -94.44281193791646 31.06106918063967, -91.76025732690206 32.46140456981574, -92.51902766762116 31.40780166888065, -94.47534943851475 31.2584047097641, -92.61644341468488 31.56490884579522, -92.6813216611503 31.52468049358538, -91.92255132043121 32.57828339452047))"
1E,2016-04-01 00:55:00+00:00,2016-04-01 02:55:00+00:00,,,"POLYGON ((-82.75965526402993 31.62454097366211, -84.2968194241706 30.45696956362629, -86.47093525678144 30.92942682665035, -82.65330854524771 31.45515863867923, -84.2224106803844 30.4699976800536, -86.42846448799128 31.12486539448785, -84.25434865538043 30.65240813146379, -84.32875739916662 30.63938001503648, -82.75965526402993 31.62454097366211))"
1C,2016-04-01 00:55:00+00:00,2016-04-01 02:55:00+00:00,0.0,38000.0,"POLYGON ((-83.22233068809669 38.35665362712361, -83.10176632759917 37.35769217962298, -85.67920207933685 34.95885230078638, -89.32939076741496 34.79696286050115, -83.22233068809669 38.35665362712361))"
2C,2016-04-01 00:55:00+00:00,2016-04-01 02:55:00+00:00,0.0,45000.0,"POLYGON ((-86.36793862330549 34.95392076862826, -86.61901039387087 31.604828217834875, -90.95273161336281 31.88634538079279, -90.2119215643087 34.558664395551276, -86.36793862330549 34.95392076862826))"
8C,2016-04-01 01:55:00+00:00,2016-04-01 03:55:00+00:00,,,"POLYGON ((-90.38967984697699 32.60448297186129, -92.486460253909 31.32837769457068, -94.44554094212461 31.0606578087715, -90.29957082690602 32.42593223816957, -92.45494548996452 31.33818146415521, -94.4726204343066 31.25881608163227, -92.513539746091 31.52653596743145, -92.54505451003548 31.51673219784692, -90.38967984697699 32.60448297186129))"
3E,2016-04-01 01:55:00+00:00,2016-04-01 03:55:00+00:00,,,"POLYGON ((-82.24796311507357 38.55000901215686, -83.83786463224561 35.9821227614326, -85.22859785429652 35.13244585809807, -82.08495212958603 38.43413227329016, -83.80849450725623 36.00951846156771, -85.3328685898053 35.30311399723499, -83.94213536775439 36.15279090056952, -83.97150549274377 36.12539520043441, -82.24796311507357 38.55000901215686))"
7C,2016-04-01 01:55:00+00:00,2016-04-01 03:55:00+00:00,,,"POLYGON ((-82.5235078251236 40.44520654637643, -84.81083081667649 39.04748096452287, -87.4350967919426 37.83883147148736, -82.43224007534968 40.26724532068048, -84.80702998082286 39.04932984493141, -87.51876287000927 38.02049045800039, -84.89449689474316 39.2291399510359, -84.89829773059678 39.22729107062736, -82.5235078251236 40.44520654637643))"
2E,2016-04-01 01:55:00+00:00,2016-04-01 03:55:00+00:00,,,"POLYGON ((-84.58221538781767 31.65229898402068, -84.09446094273773 31.60144739812092, -84.10450707036256 31.60198595597119, -82.63063849633659 31.59722057937573, -84.11519984339003 31.40252555919987, -84.60295428846997 31.45337714509963, -82.63128514173923 31.39722162475416, -84.1051537157652 31.40198700134961, -84.58221538781767 31.65229898402068))"
6C,2016-04-01 01:55:00+00:00,2016-04-01 03:55:00+00:00,0.0,45000.0,"POLYGON ((-85.85559764871739 34.957959664532126, -85.84723003376524 32.05314522476477, -90.45507788461087 31.700551042226287, -90.57560808976149 32.59508149655363, -88.38756738168891 33.387712694737466, -85.85559764871739 34.957959664532126))"
5C,2016-04-01 01:55:00+00:00,2016-04-01 03:55:00+00:00,0.0,39000.0,"POLYGON ((-85.85598104936543 36.137177784925875, -85.15 35.45910686720919, -87.64093461279063 33.92245771569492, -89.4086900535937 34.54809648938937, -85.85598104936543 36.137177784925875))"
