label,issue,expire,fl_low,fl_high,polygon
1E,2016-12-01 00:55:00+00:00,2016-12-01 02:55:00+00:00,0.0,42000.0,"POLYGON ((-82.57976719307024 32.33449643613348, -82.44023280692977 32.19121295807547, -84.21600104957629 30.461908679426514, -84.35553543571676 30.60519215748453, -82.57976719307024 32.33449643613348))"
2E,2016-12-01 01:55:00+00:00,2016-12-01 03:55:00+00:00,0.0,39000.0,"POLYGON ((-81.65861471196651 32.64530685735176, -81.5317909746672 32.490659711702584, -82.78584587312943 31.462228644747903, -82.91266961042874 31.61687579039708, -81.65861471196651 32.64530685735176))"
VICTOR 2,2016-12-01 02:10:00+00:00,2016-12-01 06:10:00+00:00,0.0,56000.0,"POLYGON ((152.2 8.3, 161.1 8.1, 157.4 3.2, 152.5 5.1, 152.2 8.3))"
4E,2016-12-01 02:55:00+00:00,2016-12-01 04:55:00+00:00,0.0,37000.0,"POLYGON ((-71.18476220426493 38.77728025322719, -71.57889432966589 38.00417881575755, -72.24885203076799 38.24216413225924, -72.41702371631723 38.301063751040715, -71.18476220426493 38.77728025322719))"
3E,2016-12-01 02:55:00+00:00,2016-12-01 04:55:00+00:00,0.0,38000.0,"POLYGON ((-81.05 33.42628718173732, -80.17217010993525 33.15706279409366, -80.74650910264015 32.466161993525596, -81.30692558589288 32.560546010504225, -81.05 33.42628718173732))"
5E,2016-12-01 03:55:00+00:00,2016-12-01 05:55:00+00:00,0.0,36000.0,"POLYGON ((-70.03 38.618096708217735, -70.03 38.28535879674494, -71.1017607889584 37.83141170401015, -71.01956956556548 38.453275082292286, -70.03 38.618096708217735))"
6E,2016-12-01 04:55:00+00:00,2016-12-01 06:55:00+00:00,0.0,36000.0,"POLYGON ((-71.11610559378445 38.6430022747771, -71.4120874770974 37.9440902560442, -72.7399328010859 37.446039405728555, -72.41702371631723 38.301063751040715, -71.11610559378445 38.6430022747771))"
VICTOR 3,2016-12-01 05:21:00+00:00,2016-12-01 09:20:00+00:00,0.0,55000.0,"POLYGON ((152.2 8.4, 161.2 7.5, 161.4 4.1, 152.5 6.1, 152.2 8.4))"
7E,2016-12-01 05:55:00+00:00,2016-12-01 07:55:00+00:00,0.0,39000.0,"POLYGON ((-70.03 39.283572531163294, -70.03 38.45172775248133, -70.86334728687149 38.14394774694664, -70.34171230557553 39.37355632435215, -70.03 39.283572531163294))"
8E,2016-12-01 06:55:00+00:00,2016-12-01 08:55:00+00:00,0.0,37000.0,"POLYGON ((-70.03 39.25600684810749, -68.8200037601979 39.002922405318266, -71.57889432966589 38.00417881575755, -70.03 39.25600684810749))"
9E,2016-12-01 07:55:00+00:00,2016-12-01 09:55:00+00:00,0.0,38000.0,"POLYGON ((-75.61165319950501 35.926977656579645, -74.74127072810501 35.20454093251237, -74.86900663044077 35.050646360631276, -75.73938910184077 35.77308308469855, -75.61165319950501 35.926977656579645))"
10E,2016-12-01 09:55:00+00:00,2016-12-01 11:55:00+00:00,0.0,36000.0,"POLYGON ((-72.16058714121074 38.243509901503685, -72.00131920860771 38.12253996455918, -74.47967153255205 34.85956355185278, -74.63893946515508 34.980533488797285, -72.16058714121074 38.243509901503685))"
11E,2016-12-01 10:55:00+00:00,2016-12-01 12:55:00+00:00,0.0,40000.0,"POLYGON ((-71.81488835084343 38.13649411645568, -71.67706017297684 37.99156864117279, -73.60155270914694 36.16132244697912, -73.73938088701354 36.30624792226201, -71.81488835084343 38.13649411645568))"
12E,2016-12-01 12:55:00+00:00,2016-12-01 14:55:00+00:00,0.0,38000.0,"POLYGON ((-76.00026822008518 34.417609537294375, -75.88779936644751 34.25222889465011, -76.5263694674511 33.81796254957579, -76.63883832108877 33.983343192220055, -76.00026822008518 34.417609537294375))"
LIMA 1,2016-12-01 13:55:00+00:00,2016-12-01 17:55:00+00:00,0.0,38000.0,"POLYGON ((-67.3 39.3, -66.3 37.45, -72.3 35, -72.3 37.15, -67.3 39.3))"
13E,2016-12-01 13:55:00+00:00,2016-12-01 15:55:00+00:00,0.0,38000.0,"POLYGON ((-75.37771108988153 34.5913525847069, -75.23668479520936 34.44953726744167, -76.03284736895155 33.657804329866686, -76.17387366362372 33.79961964713191, -75.37771108988153 34.5913525847069))"
14E,2016-12-01 14:55:00+00:00,2016-12-01 16:55:00+00:00,,,"POLYGON ((-75.56029494421182 35.78489497846834, -75.84728948996602 35.5652101632455, -75.86296529211656 35.55025532103966, -77.0750962602814 34.11230818510549, -75.72572322297006 35.40639693102392, -75.43872867721586 35.62608174624677, -76.92217838898436 33.98340463729559, -75.71004742081952 35.42135177322976, -75.56029494421182 35.78489497846834))"
15E,2016-12-01 15:55:00+00:00,2016-12-01 17:55:00+00:00,,,"POLYGON ((-75.08968454648975 35.95340905076274, -75.35579298562324 35.53784533672001, -75.71326213713644 35.34602952744601, -74.97926611228134 35.78665243354182, -75.34786613113442 35.54258273718294, -75.80782686236722 35.52226094559279, -75.45035771085402 35.7140767548668, -75.45828456534284 35.70933935440387, -75.08968454648975 35.95340905076274))"
LIMA 2,2016-12-01 17:40:00+00:00,2016-12-01 21:40:00+00:00,0.0,38000.0,"POLYGON ((-65.45 39.45, -65.15 38, -68.3 36.15, -70 37.45, -65.45 39.45))"
MIKE 1,2016-12-01 22:05:00+00:00,2016-12-02 02:05:00+00:00,0.0,41000.0,"POLYGON ((-60.15 38.45, -63.3 36.45, -67 37, -64.15 38.45, -60.15 38.45))"
HOTEL 1,2016-12-02 02:50:00+00:00,2016-12-02 06:50:00+00:00,27000.0,36000.0,"POLYGON ((-131.45 24.26081081081081, -120 24.26081081081081, -120 22.63918918918919, -131.45 22.63918918918919, -131.45 24.26081081081081))"
1E,2016-12-02 03:55:00+00:00,2016-12-02 05:55:00+00:00,0.0,40000.0,"POLYGON ((-78.95800646472907 28.414934203996502, -78.68527919200179 28.414934203996502, -78.68527919200179 28.14220693126923, -78.95800646472907 28.14220693126923, -78.95800646472907 28.414934203996502))"
2E,2016-12-02 04:55:00+00:00,2016-12-02 06:55:00+00:00,0.0,40000.0,"POLYGON ((-78.36342046881481 28.438291023208663, -79.0400697088157 27.06341073210027, -79.2810215785833 26.67770868792275, -78.82164282836543 28.278570567632865, -78.36342046881481 28.438291023208663))"
ALFA 1,2016-12-02 06:10:00+00:00,2016-12-02 10:10:00+00:00,0.0,35000.0,"POLYGON ((-60 37.3, -59.3 35.45, -67 33.45, -67.45 35, -60 37.3))"
WHISKEY 1,2016-12-02 11:35:00+00:00,2016-12-02 15:35:00+00:00,0.0,56000.0,"POLYGON ((-178 10.2, 178.5 6.2, -173.3 4.2, -169.2 7.5, -178 10.2))"
3E,2016-12-02 12:55:00+00:00,2016-12-02 14:55:00+00:00,,,"POLYGON ((-79.74528323226957 26.77486935205915, -79.94705604586096 26.71117344916733, -80.01062808926964 26.65081000087662, -80.28593736737741 25.913911356327, -79.88684853391868 26.52045099242529, -79.68507572032729 26.5841468953171, -80.09858576861777 25.84391579616637, -79.82327649051 26.580814440716, -79.74528323226957 26.77486935205915))"
4E,2016-12-02 13:55:00+00:00,2016-12-02 15:55:00+00:00,,,"POLYGON ((-79.74528323226957 26.77486935205915, -79.94705604586096 26.71117344916733, -80.01062808926964 26.65081000087662, -80.28593736737741 25.913911356327, -79.88684853391868 26.52045099242529, -79.68507572032729 26.5841468953171, -80.09858576861777 25.84391579616637, -79.82327649051 26.580814440716, -79.74528323226957 26.77486935205915))"
BRAVO 1,2016-12-02 14:15:00+00:00,2016-12-02 18:15:00+00:00,0.0,42000.0,"POLYGON ((-95 27.3, -90 26, -95 25.3, -95 27.3))"
5E,2016-12-02 14:55:00+00:00,2016-12-02 16:55:00+00:00,,,"POLYGON ((-79.88390999743648 26.84265132649582, -79.9997077019731 26.67195081510474, -80.01514072012971 26.63476036495415, -80.20306146638784 25.66096351546393, -79.83419687780655 26.55967362648788, -79.71839917326993 26.73037413787896, -80.00668460590806 25.62306722714824, -79.81876385964993 26.59686407663847, -79.88390999743648 26.84265132649582))"
1C,2016-12-02 14:55:00+00:00,2016-12-02 16:55:00+00:00,0.0,45000.0,"POLYGON ((-95.87211502214578 27.824332103723787, -95.15510191809048 27.732825765152626, -95.43762868170505 26.626248553121815, -96.48645830073013 26.249207067972687, -95.87211502214578 27.824332103723787))"
BRAVO 2,2016-12-02 15:15:00+00:00,2016-12-02 19:15:00+00:00,0.0,45000.0,"POLYGON ((-95.45 26.84054054054054, -90 26.84054054054054, -90 25.75945945945946, -95.45 25.75945945945946, -95.45 26.84054054054054))"
6E,2016-12-02 15:55:00+00:00,2016-12-02 17:55:00+00:00,,,"POLYGON ((-79.95854713475039 26.77441048191854, -79.85580709310159 25.86795201450518, -80.10511746015347 25.53388047127983, -79.75938675623628 26.75610355344545, -79.83636984200409 25.91860749159979, -80.26540333647257 25.65349835394215, -80.0160929694207 25.9875698971675, -80.0355302205182 25.93691442007288, -79.95854713475039 26.77441048191854))"
BRAVO 3,2016-12-02 17:45:00+00:00,2016-12-02 21:45:00+00:00,0.0,38000.0,"POLYGON ((-93 28.15, -93.15 26.15, -95.45 27, -93 28.15))"
BRAVO 4,2016-12-02 20:45:00+00:00,2016-12-03 00:45:00+00:00,0.0,40000.0,"POLYGON ((-92.45 28.15, -93.15 26.3, -95.15 27.15, -92.45 28.15))"
CHARLIE 1,2016-12-02 21:45:00+00:00,2016-12-03 01:45:00+00:00,0.0,39000.0,"POLYGON ((-48.3 38.45, -43 38.45, -56.3 33.15, -61.15 33.45, -48.3 38.45))"
BRAVO 5,2016-12-02 22:15:00+00:00,2016-12-03 02:15:00+00:00,0.0,45000.0,"POLYGON ((-93.3 28.15, -91.15 28.15, -93 26.15, -94.45 27.15, -93.3 28.15))"
CHARLIE 2,2016-12-03 01:15:00+00:00,2016-12-03 05:15:00+00:00,0.0,40000.0,"POLYGON ((-40 40.45, -40 38, -53.15 33, -58 33.3, -40 40.45))"
1C,2016-12-03 03:05:00+00:00,2016-12-03 04:55:00+00:00,0.0,43000.0,"POLYGON ((-94.40727117481036 29.13316059272878, -94.00790516320308 28.77679499917426, -95.24596869650843 27.814712502074258, -95.77562240551393 28.288386992922547, -94.40727117481036 29.13316059272878))"
2C,2016-12-03 03:55:00+00:00,2016-12-03 05:55:00+00:00,0.0,44000.0,"POLYGON ((-94.64635889931616 29.344768229756717, -93.67891582966323 28.936678513136577, -95.49924352940661 28.04199287185996, -95.70184762460734 28.53733935882633, -94.64635889931616 29.344768229756717))"
4C,2016-12-03 04:55:00+00:00,2016-12-03 06:55:00+00:00,0.0,37000.0,"POLYGON ((-99.95121011194051 28.505178193884923, -99.76939193012232 28.505178193884923, -99.76939193012232 28.323360012066743, -99.95121011194051 28.323360012066743, -99.95121011194051 28.505178193884923))"
3C,2016-12-03 04:55:00+00:00,2016-12-03 06:55:00+00:00,0.0,42000.0,"POLYGON ((-94.52991598859232 29.241871360836555, -93.74130471400191 28.80282875408366, -95.24742699699355 28.36857154434882, -95.48544163943535 28.75749741507897, -94.52991598859232 29.241871360836555))"
CHARLIE 3,2016-12-03 05:05:00+00:00,2016-12-03 09:05:00+00:00,0.0,38000.0,"POLYGON ((-40 40, -40 36.45, -52.3 32.15, -55.45 34.15, -40 40))"
5C,2016-12-03 05:55:00+00:00,2016-12-03 07:55:00+00:00,0.0,41000.0,"POLYGON ((-94.41370710319178 29.138873824233276, -94.79445604851396 28.198301738072974, -95.85364364968687 28.593258853575165, -95.32053692452018 28.7563963177493, -94.41370710319178 29.138873824233276))"
6C,2016-12-03 05:55:00+00:00,2016-12-03 07:55:00+00:00,0.0,45000.0,"POLYGON ((-98.83893185056934 28.838064795572592, -98.72474132086462 28.091633562846052, -99.87233888676006 27.645243491090437, -99.99883715737353 27.989937262150494, -98.83893185056934 28.838064795572592))"
8C,2016-12-03 06:55:00+00:00,2016-12-03 08:55:00+00:00,0.0,44000.0,"POLYGON ((-98.24124241342822 29.178705907425243, -98.66246103227479 28.34026939224268, -99.42 27.97910686720918, -99.5409007759733 28.908701497443122, -98.24124241342822 29.178705907425243))"
