label,issue,expire,fl_low,fl_high,polygon
1W,2016-11-01 00:55:00+00:00,2016-11-01 02:55:00+00:00,0.0,27000.0,"POLYGON ((-124.65461716279616 41.43775163252894, -123.44758478692022 41.255575322824875, -123.42250240663171 40.41251482285025, -124.55528432372071 39.042946482126524, -124.65461716279616 41.43775163252894))"
LIMA 5,2016-11-01 02:15:00+00:00,2016-11-01 06:15:00+00:00,0.0,38000.0,"POLYGON ((-53 45, -46.3 45, -47 41.45, -62.3 36.15, -53 45))"
MIKE 1,2016-11-01 02:35:00+00:00,2016-11-01 06:35:00+00:00,0.0,50000.0,"POLYGON ((-65.09855149876046 21.352082888212735, -63.94855149876046 19.352082888212735, -64.65144850123954 18.947917111787262, -65.80144850123955 20.947917111787262, -65.09855149876046 21.352082888212735))"
OSCAR 4,2016-11-01 03:11:00+00:00,2016-11-01 07:15:00+00:00,0.0,56000.0,"POLYGON ((135.3 14, 137.1 11, 129.5 9.3, 129.5 13.3, 135.3 14))"
LIMA 6,2016-11-01 03:15:00+00:00,2016-11-01 07:15:00+00:00,0.0,37000.0,"POLYGON ((-50.15 45, -47.15 42, -51 40.3, -55 42.3, -54.3 44.45, -50.15 45))"
PAPA 1,2016-11-01 05:09:00+00:00,2016-11-01 09:10:00+00:00,0.0,61000.0,"POLYGON ((143.4 12.5, 143.4 9.1, 139 9.1, 139.1 12.5, 143.4 12.5))"
MIKE 2,2016-11-01 06:15:00+00:00,2016-11-01 10:15:00+00:00,0.0,50000.0,"POLYGON ((-64.3 19.3, -62 18, -63 16.3, -68 16.3, -68 18.15, -64.3 19.3))"
ALFA 1,2016-11-01 06:30:00+00:00,2016-11-01 10:30:00+00:00,0.0,48000.0,"POLYGON ((-63.45 30.15, -62 29.45, -63.45 27.45, -66 28.3, -63.45 30.15))"
PAPA 2,2016-11-01 08:40:00+00:00,2016-11-01 12:40:00+00:00,0.0,61000.0,"POLYGON ((137.1 13, 142.1 13, 142.1 9.1, 137.1 9.1, 137.1 13))"
MIKE 3,2016-11-01 10:00:00+00:00,2016-11-01 14:00:00+00:00,,,"POLYGON ((-61 20.3, -56.45 18, -62 18, -63 15.45, -66.45 15.3, -68 16, -68.15 19, -61 20.3))"
QUEBEC 1,2016-11-01 10:04:00+00:00,2016-11-01 14:05:00+00:00,0.0,61000.0,"POLYGON ((130.3 12.5, 137.1 12.4, 137.1 10.3, 130.3 10.3, 130.3 12.5))"
