label,issue,expire,fl_low,fl_high,polygon
1E,2016-01-01 00:55:00+00:00,2016-01-01 02:55:00+00:00,0.0,40000.0,"POLYGON ((-80.63124715597822 33.27297346737947, -80.08579261052368 33.27297346737947, -80.08579261052368 32.727518921924926, -80.63124715597822 32.727518921924926, -80.63124715597822 33.27297346737947))"
2E,2016-01-01 01:55:00+00:00,2016-01-01 03:55:00+00:00,,,"POLYGON ((-75.15969773375525 35.97053527575299, -77.02366518533337 34.25366278769381, -77.70599408475492 33.99842103549025, -75.03593725388134 35.81342593923417, -76.99682127059877 34.26876950911187, -77.77606673515963 34.1857438148452, -77.09373783573808 34.44098556704875, -77.12058175047268 34.42587884563068, -75.15969773375525 35.97053527575299))"
3E,2016-01-01 02:55:00+00:00,2016-01-01 04:55:00+00:00,,,"POLYGON ((-75.56636061642585 35.77986065003837, -77.2041544793136 34.04443603114043, -77.62121937138367 33.84689253474914, -75.43266300500183 35.63111607467675, -77.18011190858249 34.06043866391192, -77.70683184134548 34.02764237565375, -77.2897669492754 34.22518587204504, -77.31380952000652 34.20918323927354, -75.56636061642585 35.77986065003837))"
XRAY 8,2016-01-01 02:55:00+00:00,2016-01-01 06:55:00+00:00,0.0,57000.0,"POLYGON ((-180 6, 176.4 3.3, 179.1 0.2, -177.2 3.2, -180 6))"
4E,2016-01-01 03:55:00+00:00,2016-01-01 05:55:00+00:00,0.0,38000.0,"POLYGON ((-74.23173840575555 34.69995048453905, -74.15402132984926 34.51566794029632, -77.30174232192431 33.18818642392038, -77.3794593978306 33.37246896816311, -74.23173840575555 34.69995048453905))"
5E,2016-01-01 04:55:00+00:00,2016-01-01 06:55:00+00:00,0.0,39000.0,"POLYGON ((-75.15704019794573 34.20691001187991, -75.0649533837922 34.02937123116129, -76.60059612424229 33.23285541037182, -76.69268293839582 33.41039419109044, -75.15704019794573 34.20691001187991))"
6E,2016-01-01 05:55:00+00:00,2016-01-01 07:55:00+00:00,0.0,39000.0,"POLYGON ((-75.83923781537374 33.63286179856822, -75.29134565535617 33.431553251189904, -78.114134192269 31.228223940412413, -78.7939420029141 31.825042268081663, -75.83923781537374 33.63286179856822))"
XRAY 9,2016-01-01 06:21:00+00:00,2016-01-01 10:25:00+00:00,0.0,58000.0,"POLYGON ((-180 6.3, 177.5 3.4, -175.4 0.4, -174.2 3.1, -180 6.3))"
7E,2016-01-01 06:55:00+00:00,2016-01-01 08:55:00+00:00,0.0,39000.0,"POLYGON ((-75.65632359998345 33.566027191238696, -75.29134565535617 33.431553251189904, -77.68267016581326 32.040179807225364, -78.65728330880478 31.705967249332993, -75.65632359998345 33.566027191238696))"
8E,2016-01-01 07:55:00+00:00,2016-01-01 09:55:00+00:00,0.0,39000.0,"POLYGON ((-75.47369288951381 33.49892397615319, -75.10928185556631 33.36391611371047, -77.68267016581326 32.040179807225364, -78.04244026577516 32.173763670293084, -75.47369288951381 33.49892397615319))"
XRAY 10,2016-01-01 09:58:00+00:00,2016-01-01 14:00:00+00:00,,,"POLYGON ((-179.4 6.3, -172.5 2.4, -173.5 1.1, -177.5 1.4, 177.4 3.3, -179.4 6.3))"
XRAY 11,2016-01-01 13:49:00+00:00,2016-01-01 17:50:00+00:00,0.0,59000.0,"POLYGON ((180 6.4, 177.5 4.1, -174.5 0.3, -172.4 2.4, 180 6.4))"
XRAY 12,2016-01-01 17:25:00+00:00,2016-01-01 21:25:00+00:00,,,"POLYGON ((179.2 6.5, -172 3.1, -175.3 0.3, -178.5 1, 177.1 5.4, 179.2 6.5))"
XRAY 13,2016-01-01 21:20:00+00:00,2016-01-02 01:20:00+00:00,,,"POLYGON ((178.2 7, -172 4, -175.2 -0.1, -179.1 0.5, 177.3 5.4, 178.2 7))"
XRAY 14,2016-01-02 01:05:00+00:00,2016-01-02 05:05:00+00:00,,,"POLYGON ((179 6.4, -172.3 4.3, -172.1 0.1, -177 1.1, 177.3 5.2, 177.3 5.2, 179 6.4))"
XRAY 15,2016-01-02 05:02:00+00:00,2016-01-02 09:05:00+00:00,,,"POLYGON ((178.5 7.1, -171.5 5.2, -171 1, -178.4 4.2, 178.5 4, 178.5 7.1))"
XRAY 16,2016-01-02 09:05:00+00:00,2016-01-02 13:05:00+00:00,0.0,57000.0,"POLYGON ((-173.1 6, -169.2 2.5, -175.2 3.3, -173.1 6))"
XRAY 17,2016-01-02 13:01:00+00:00,2016-01-02 17:05:00+00:00,0.0,58000.0,"POLYGON ((-173.1 6.3, -171.3 5, -174 3.3, -175.3 5.3, -173.1 6.3))"
ALFA 1,2016-01-02 17:00:00+00:00,2016-01-02 21:00:00+00:00,29000.0,38000.0,"POLYGON ((-62.15 38.45, -63 35, -69.3 32.15, -76.45 32, -72.45 35, -62.15 38.45))"
ALFA 2,2016-01-02 20:10:00+00:00,2016-01-03 00:10:00+00:00,29000.0,38000.0,"POLYGON ((-58.15 40, -58.45 36.15, -66.15 32.15, -75.45 32.15, -73.15 34.15, -58.15 40))"
ALFA 3,2016-01-02 23:45:00+00:00,2016-01-03 03:45:00+00:00,24000.0,36000.0,"POLYGON ((-53 45, -45.25 44.55, -59.4 38.05, -60.45 40.2, -53 45))"
1E,2016-01-03 18:55:00+00:00,2016-01-03 20:55:00+00:00,,,"POLYGON ((-80.55326798002477 27.75744135008885, -81.65695487546714 26.59886702829139, -81.91584183324251 26.44405286900919, -80.42673201997522 27.60255864991115, -81.64501014316065 26.60725064102599, -82.01848832867908 26.61570279465611, -81.75960137090371 26.7705169539383, -81.7715461032102 26.7621333412037, -80.55326798002477 27.75744135008885))"
ZULU 1,2016-01-03 19:53:00+00:00,2016-01-03 23:55:00+00:00,0.0,58000.0,"POLYGON ((-174.3 5.3, -171.4 2.2, -176.4 1.3, -179.2 5, -174.3 5.3))"
2E,2016-01-03 19:55:00+00:00,2016-01-03 21:55:00+00:00,,,"POLYGON ((-80.55326798002477 27.75744135008885, -81.6859031395497 26.58722733030232, -81.98835419594421 26.51779357471317, -80.42673201997522 27.60255864991115, -81.64501014316065 26.60725064102599, -82.03310416321567 26.71272289633823, -81.73065310682115 26.78215665192737, -81.7715461032102 26.7621333412037, -80.55326798002477 27.75744135008885))"
NOVEMBER 1,2016-01-03 19:56:00+00:00,2016-01-04 00:00:00+00:00,0.0,55000.0,"POLYGON ((176 6.5, 178 3.3, 173.2 3.2, 171.5 6.4, 176 6.5))"
ZULU 2,2016-01-03 23:48:00+00:00,2016-01-04 03:50:00+00:00,0.0,57000.0,"POLYGON ((-179.1 6.1, -173.2 5.4, -167.4 1, -170.4 -0.4, -179.2 3, -179.1 6.1))"
NOVEMBER 2,2016-01-03 23:50:00+00:00,2016-01-04 03:50:00+00:00,0.0,50000.0,"POLYGON ((176.3 6.4, 178 3.3, 173.2 3.3, 173.1 6.3, 176.3 6.4))"
ZULU 3,2016-01-04 03:19:00+00:00,2016-01-04 07:20:00+00:00,0.0,56000.0,"POLYGON ((-174.5 6.1, -168.4 0.3, -170.5 -0.3, -178.3 2.1, -179 5.5, -174.5 6.1))"
ZULU 4,2016-01-04 06:35:00+00:00,2016-01-04 10:35:00+00:00,0.0,56000.0,"POLYGON ((-178.2 6.4, -173.1 6.3, -168 1, -178 1, -178.2 6.4))"
ZULU 5,2016-01-04 10:10:00+00:00,2016-01-04 14:10:00+00:00,0.0,56000.0,"POLYGON ((-173.5 6.3, -170.4 1, -177.1 1, -178.2 6.2, -173.5 6.3))"
OSCAR 1,2016-01-04 13:13:00+00:00,2016-01-04 17:13:00+00:00,0.0,57000.0,"POLYGON ((-166.5 1.2, -159.2 -0.3, -159.1 -2.4, -167.4 -2.3, -166.5 1.2))"
OSCAR 2,2016-01-04 15:05:00+00:00,2016-01-04 19:05:00+00:00,0.0,58000.0,"POLYGON ((-166.1 3, -156.4 -1.4, -156.3 -5, -160 -5, -168.5 -1.2, -166.1 3))"
PAPA 1,2016-01-04 17:35:00+00:00,2016-01-04 21:35:00+00:00,0.0,59000.0,"POLYGON ((-168.4 8.1, -168.2 3.5, -175.1 4.2, -174.2 8, -168.4 8.1))"
BRAVO 1,2016-01-04 18:15:00+00:00,2016-01-04 22:15:00+00:00,0.0,28000.0,"POLYGON ((-160.92355602365552 38.53510783441144, -153.92355602365552 37.53510783441144, -154.07644397634448 36.46489216558856, -161.07644397634448 37.46489216558856, -160.92355602365552 38.53510783441144))"
QUEBEC 1,2016-01-04 18:28:00+00:00,2016-01-04 22:30:00+00:00,0.0,56000.0,"POLYGON ((-179.5 8.1, 176.1 3.4, -176.2 -5.2, -172 -1.3, -179.5 8.1))"
OSCAR 4,2016-01-04 18:53:00+00:00,2016-01-04 22:35:00+00:00,0.0,58000.0,"POLYGON ((-166.1 3, -156.4 -1.4, -156.3 -5, -160 -5, -168.5 -1.2, -166.1 3))"
BRAVO 2,2016-01-04 20:45:00+00:00,2016-01-05 00:45:00+00:00,0.0,32000.0,"POLYGON ((-151.87447132241678 41.96666920255979, -156.57447132241677 35.96666920255979, -157.42552867758323 36.6333307974402, -152.72552867758324 42.6333307974402, -151.87447132241678 41.96666920255979))"
PAPA 2,2016-01-04 20:50:00+00:00,2016-01-05 00:55:00+00:00,0.0,59000.0,"POLYGON ((-172.4 8.5, -161 3.3, -162.3 0.4, -173.1 4.3, -172.4 8.5))"
OSCAR 5,2016-01-04 20:59:00+00:00,2016-01-05 01:00:00+00:00,0.0,56000.0,"POLYGON ((-170.4 0.3, -157.5 -0.2, -159.3 -5, -171.5 -1.3, -170.4 0.3))"
ROMEO 1,2016-01-04 21:02:00+00:00,2016-01-05 01:05:00+00:00,0.0,59000.0,"POLYGON ((-156 6.2, -150 2, -152 0.1, -158.3 4.2, -156 6.2))"
QUEBEC 2,2016-01-04 21:48:00+00:00,2016-01-05 01:50:00+00:00,,,"POLYGON ((-179.4 8.3, -171.5 1, -172 -5, -180 -4.5, 175.5 4.1, -179.4 8.3))"
SIERRA 1,2016-01-04 21:51:00+00:00,2016-01-05 01:55:00+00:00,0.0,54000.0,"POLYGON ((148 10, 159.5 7.5, 159.4 3.1, 147 7.3, 148 10))"
BRAVO 3,2016-01-04 23:25:00+00:00,2016-01-05 03:25:00+00:00,0.0,33000.0,"POLYGON ((-152.4 40.25, -150.5 39.45, -154.15 35.45, -156.35 36.2, -152.4 40.25))"
PAPA 3,2016-01-05 00:22:00+00:00,2016-01-05 06:25:00+00:00,0.0,57000.0,"POLYGON ((-173.2 9.3, -159.4 4.5, -162.4 0.2, -173.5 4.1, -173.2 9.3))"
OSCAR 6,2016-01-05 00:26:00+00:00,2016-01-05 04:30:00+00:00,0.0,54000.0,"POLYGON ((-172 1.1, -158.1 -1.3, -158 -4.4, -166 -6.3, -171.4 -1.4, -172 1.1))"
QUEBEC 3,2016-01-05 00:32:00+00:00,2016-01-05 04:35:00+00:00,,,"POLYGON ((-179.4 7.1, 176.2 4.1, -179 -0.4, 178.4 -6.3, -172 -5, -171.5 1, -179.4 7.1))"
