URGENT,AIRCRAFT,REPORT,TURBULENCE,PRODUCT_ID,FL,LAT,LON,datetime,turbulence_intensity,Plane Weight,nexrad_sites,aws_files
T,BE60,BJC UUA /OV DEN270030 /TM 0148 /FL140 /TP BE60 /TB SEV,SEV,,14000.0,39.8328,-105.30866481218422,2014-01-01 01:48:00,5.0,L,"('KFTG', 'KCYS', 'KPUX', 'KGJX', 'KGLD')","['s3://unidata-nexrad-level2/2014/01/01/KFTG/KFTG20140101_014739_V06.gz', 's3://unidata-nexrad-level2/2014/01/01/KCYS/KCYS20140101_013847_V06.gz', 's3://unidata-nexrad-level2/2014/01/01/KPUX/KPUX20140101_014415_V06.gz', 's3://unidata-nexrad-level2/2014/01/01/KGJX/KGJX20140101_013951_V06.gz', 's3://unidata-nexrad-level2/2014/01/01/KGLD/KGLD20140101_014545_V06.gz']"
T,BE60,BJC UUA /OV DEN270030 /TM 0148 /FL140 /TP BE60 /TB SEV,SEV,,14000.0,39.8328,-105.30866481218422,2014-01-01 01:48:00,5.0,L,"('KFTG', 'KCYS', 'KPUX', 'KGJX', 'KGLD')","['s3://unidata-nexrad-level2/2014/01/01/KFTG/KFTG20140101_014739_V06.gz', 's3://unidata-nexrad-level2/2014/01/01/KCYS/KCYS20140101_013847_V06.gz', 's3://unidata-nexrad-level2/2014/01/01/KPUX/KPUX20140101_014415_V06.gz', 's3://unidata-nexrad-level2/2014/01/01/KGJX/KGJX20140101_013951_V06.gz', 's3://unidata-nexrad-level2/2014/01/01/KGLD/KGLD20140101_014545_V06.gz']"
T,BE60,BJC UUA /OV DEN270030 /TM 0148 /FL140 /TP BE60 /TB SEV,SEV,,14000.0,39.8328,-105.30866481218422,2014-01-01 01:48:00,5.0,L,"('KFTG', 'KCYS', 'KPUX', 'KGJX', 'KGLD')","['s3://unidata-nexrad-level2/2014/01/01/KFTG/KFTG20140101_014739_V06.gz', 's3://unidata-nexrad-level2/2014/01/01/KCYS/KCYS20140101_013847_V06.gz', 's3://unidata-nexrad-level2/2014/01/01/KPUX/KPUX20140101_014415_V06.gz', 's3://unidata-nexrad-level2/2014/01/01/KGJX/KGJX20140101_013951_V06.gz', 's3://unidata-nexrad-level2/2014/01/01/KGLD/KGLD20140101_014545_V06.gz']"
T,PC12,SRQ UUA /OV SRQ360006 /TM 2037 /FL070 /TP PC12 /TB EXTRM,EXTRM,,7000.0,27.5013981000081,-82.55861,2014-01-02 20:37:00,7.0,L,"('KTBW', 'KMLB', 'KAMX', 'KAMX', 'KBYX')","['s3://unidata-nexrad-level2/2014/01/02/KTBW/KTBW20140102_203413_V06.gz', 's3://unidata-nexrad-level2/2014/01/02/KMLB/KMLB20140102_203350_V06.gz', 's3://unidata-nexrad-level2/2014/01/02/KAMX/KAMX20140102_203443_V06.gz', 's3://unidata-nexrad-level2/2014/01/02/KAMX/KAMX20140102_203443_V06.gz', 's3://unidata-nexrad-level2/2014/01/02/KBYX/KBYX20140102_203646_V06.gz']"
T,MD90,BNA UUA /OV GHM 180050/TM 0057/FL290/TP MD90/TB OCNL SEV/RM ZME,OCNL SEV,,29000.0,34.99659916659917,-87.44,2014-01-03 00:57:00,5.0,M,"('KHTX', 'KGWX', 'KBMX', 'KOHX', 'KNQA')","['s3://unidata-nexrad-level2/2014/01/03/KHTX/KHTX20140103_005605_V06.gz', 's3://unidata-nexrad-level2/2014/01/03/KGWX/KGWX20140103_005547_V07.gz', 's3://unidata-nexrad-level2/2014/01/03/KBMX/KBMX20140103_004821_V06.gz', 's3://unidata-nexrad-level2/2014/01/03/KOHX/KOHX20140103_004934_V06.gz', 's3://unidata-nexrad-level2/2014/01/03/KNQA/KNQA20140103_005653_V06.gz']"
T,B737,8A0 UUA /OV HSV125030 /TM 0120 /FL240 /TP B737 /TB SEV /RM SEV JOLT FOR 3 SECONDS,SEV,,24000.0,34.357078551955574,-86.28822665494418,2014-01-03 01:20:00,5.0,M,"('KHTX', 'KFFC', 'KGWX', 'KBMX', 'KMXX')","['s3://unidata-nexrad-level2/2014/01/03/KHTX/KHTX20140103_011944_V06.gz', 's3://unidata-nexrad-level2/2014/01/03/KFFC/KFFC20140103_011755_V06.gz', 's3://unidata-nexrad-level2/2014/01/03/KGWX/KGWX20140103_011539_V07.gz', 's3://unidata-nexrad-level2/2014/01/03/KBMX/KBMX20140103_011753_V06.gz', 's3://unidata-nexrad-level2/2014/01/03/KMXX/KMXX20140103_011903_V06.gz']"
F,B733,GAD UA /OV KHSV/TM 0132/FL240/TP B733/TB OCAS SEV/RM 10 WEST OF CALCO. 2 SECOND JOLT AWC-WEB:SWA,OCAS SEV,,24000.0,34.64389,-86.78611,2014-01-03 01:32:00,5.0,M,"('KHTX', 'KBMX', 'KGWX', 'KOHX', 'KFFC')","['s3://unidata-nexrad-level2/2014/01/03/KHTX/KHTX20140103_013133_V06.gz', 's3://unidata-nexrad-level2/2014/01/03/KBMX/KBMX20140103_012745_V06.gz', 's3://unidata-nexrad-level2/2014/01/03/KGWX/KGWX20140103_013036_V07.gz', 's3://unidata-nexrad-level2/2014/01/03/KOHX/KOHX20140103_012833_V06.gz', 's3://unidata-nexrad-level2/2014/01/03/KFFC/KFFC20140103_012944_V06.gz']"
T,BE9L,PDK UUA /OV PDK090005 /TM 0425 /FL040 /TP BE9L /TB SEV,SEV,201401030435-KWBC-UBGA90-PIREP,4000.0,33.88,-84.19961528758525,2014-01-03 04:25:00,5.0,L,"('KFFC', 'KJGX', 'KHTX', 'KMXX', 'KGSP')","['s3://unidata-nexrad-level2/2014/01/03/KFFC/KFFC20140103_042313_V06.gz', 's3://unidata-nexrad-level2/2014/01/03/KJGX/KJGX20140103_042026_V07.gz', 's3://unidata-nexrad-level2/2014/01/03/KHTX/KHTX20140103_042237_V06.gz', 's3://unidata-nexrad-level2/2014/01/03/KMXX/KMXX20140103_042455_V06.gz', 's3://unidata-nexrad-level2/2014/01/03/KGSP/KGSP20140103_041849_V06.gz']"
T,B772,BOS UUA /OV 42N040W/TM 0737/FL370/TP B772/TB SEV,SEV,,37000.0,42.0,-40.0,2014-01-03 07:37:00,5.0,H,"('LPLA', 'KCBW', 'KGYX', 'KBOX', 'KOKX')","['s3://unidata-nexrad-level2/2014/01/03/KCBW/KCBW20140103_073156_V06.gz', 's3://unidata-nexrad-level2/2014/01/03/KGYX/KGYX20140103_073523_V06.gz', 's3://unidata-nexrad-level2/2014/01/03/KBOX/KBOX20140103_073433_V06.gz', 's3://unidata-nexrad-level2/2014/01/03/KOKX/KOKX20140103_073338_V06.gz']"
T,BE33,65S UUA /OV COE-65S /TM 1621 /FL035 /TP BE33 /TB SEV /RM 035-060,SEV,,3500.0,48.250155,-116.55739,2014-01-03 16:21:00,5.0,L,"('KOTX', 'KMSX', 'KPDT', 'KTFX', 'KCBX')","['s3://unidata-nexrad-level2/2014/01/03/KOTX/KOTX20140103_161732_V06.gz', 's3://unidata-nexrad-level2/2014/01/03/KMSX/KMSX20140103_161935_V06.gz', 's3://unidata-nexrad-level2/2014/01/03/KPDT/KPDT20140103_161847_V06.gz', 's3://unidata-nexrad-level2/2014/01/03/KTFX/KTFX20140103_161932_V06.gz', 's3://unidata-nexrad-level2/2014/01/03/KCBX/KCBX20140103_161928_V06.gz']"
