URGENT,AIRCRAFT,REPORT,TURBULENCE,PRODUCT_ID,FL,LAT,LON,datetime,turbulence_intensity,Plane Weight,nexrad_sites,aws_files
F,A320,1A5 UA /OV BZM010028/TM 1243/FL340/TP A320/TB NEG 340/RM SMOOTH ZTLFD,NEG 340,,34000.0,36.32961417717598,-81.13999071408456,2023-05-23 12:43:00,0.0,M,"('KFCX', 'KMRX', 'KJKL', 'KRAX', 'KGSP')","['s3://unidata-nexrad-level2/2023/05/23/KFCX/KFCX20230523_123804_V06', 's3://unidata-nexrad-level2/2023/05/23/KMRX/KMRX20230523_124108_V06', 's3://unidata-nexrad-level2/2023/05/23/KJKL/KJKL20230523_124036_V06', 's3://unidata-nexrad-level2/2023/05/23/KRAX/KRAX20230523_123923_V06', 's3://unidata-nexrad-level2/2023/05/23/KGSP/KGSP20230523_123949_V06']"
T,A319,HEZ UUA /OV KHEZ130025/TM 2206/FL350/TP A319/TB SEV/RM ZHU,SEV,,35000.0,31.345810135193755,-90.92250405066837,2023-05-07 22:06:00,5.0,M,"('KLIX', 'KHDC', 'KDGX', 'KLCH', 'KPOE')","['s3://unidata-nexrad-level2/2023/05/07/KLIX/KLIX20230507_220304_V06', 's3://unidata-nexrad-level2/2023/05/07/KDGX/KDGX20230507_215719_V06', 's3://unidata-nexrad-level2/2023/05/07/KLCH/KLCH20230507_220352_V06', 's3://unidata-nexrad-level2/2023/05/07/KPOE/KPOE20230507_220558_V06']"
T,C208,DGW UUA /OV IIP267011/TM 0100/FL100/TP C208/TB SEV/RM ZDV,SEV,,10000.0,42.67040429749907,-105.47906018369432,2023-05-26 01:00:00,5.0,L,"('KCYS', 'KRIW', 'KUDX', 'KFTG', 'KPUX')","['s3://unidata-nexrad-level2/2023/05/26/KCYS/KCYS20230526_005714_V06', 's3://unidata-nexrad-level2/2023/05/26/KRIW/KRIW20230526_005735_V06', 's3://unidata-nexrad-level2/2023/05/26/KUDX/KUDX20230526_005826_V06', 's3://unidata-nexrad-level2/2023/05/26/KFTG/KFTG20230526_005706_V06', 's3://unidata-nexrad-level2/2023/05/26/KPUX/KPUX20230526_005735_V06']"
T,E75L,SLC UUA /OV TCH183013/TM 0300/FL058/TP E75L/TB SEV 054-058/RM DUR D,SEV 054-058,,5800.0,40.63361274150398,-111.99499207776428,2023-05-04 03:00:00,5.0,U,"('KMTX', 'KSFX', 'KICX', 'KGJX', 'KRIW')","['s3://unidata-nexrad-level2/2023/05/04/KMTX/KMTX20230504_025501_V06', 's3://unidata-nexrad-level2/2023/05/04/KSFX/KSFX20230504_025414_V06', 's3://unidata-nexrad-level2/2023/05/04/KICX/KICX20230504_025518_V06', 's3://unidata-nexrad-level2/2023/05/04/KGJX/KGJX20230504_025902_V06', 's3://unidata-nexrad-level2/2023/05/04/KRIW/KRIW20230504_025648_V06']"
F,C208,ENA UA /OV ENA360005/TM 2058/FL020/TP C208/TB LGT SFC-020/RM ZAN,LGT SFC-020,,2000.0,60.65334008334008,-151.24,2023-05-10 20:58:00,1.0,L,"('PAHG', 'PAIH', 'PAIH', 'PAKC', 'PAPD')","['s3://unidata-nexrad-level2/2023/05/10/PAHG/PAHG20230510_205134_V06', 's3://unidata-nexrad-level2/2023/05/10/PAIH/PAIH20230510_205526_V06', 's3://unidata-nexrad-level2/2023/05/10/PAIH/PAIH20230510_205526_V06', 's3://unidata-nexrad-level2/2023/05/10/PAKC/PAKC20230510_205658_V06', 's3://unidata-nexrad-level2/2023/05/10/PAPD/PAPD20230510_205719_V06']"
F,B38M,MKC UA /OV ANX/TM 1830/FL280/TP B38M/TB NEG/RM SMOOTH MOVING WESTBOUND /ZKC/FDC/XJ,NEG,,28000.0,39.1,-94.13,2023-05-28 18:30:00,0.0,U,"('KEAX', 'KTWX', 'KSGF', 'KDMX', 'KLSX')","['s3://unidata-nexrad-level2/2023/05/28/KEAX/KEAX20230528_182749_V06', 's3://unidata-nexrad-level2/2023/05/28/KTWX/KTWX20230528_182846_V06', 's3://unidata-nexrad-level2/2023/05/28/KSGF/KSGF20230528_182956_V06', 's3://unidata-nexrad-level2/2023/05/28/KDMX/KDMX20230528_182926_V06', 's3://unidata-nexrad-level2/2023/05/28/KLSX/KLSX20230528_182923_V06']"
F,A339,UUA /OV 6005N04030W /TM 0802 /FL390 /TP A339 /TB SEV,SEV,,39000.0,60.833,-40.5,2023-05-21 08:02:00,5.0,U,"('LPLA', 'KCBW', 'KGYX', 'KBOX', 'KCXX')","['s3://unidata-nexrad-level2/2023/05/21/KCBW/KCBW20230521_075753_V06', 's3://unidata-nexrad-level2/2023/05/21/KGYX/KGYX20230521_075829_V06', 's3://unidata-nexrad-level2/2023/05/21/KBOX/KBOX20230521_075757_V06', 's3://unidata-nexrad-level2/2023/05/21/KCXX/KCXX20230521_075951_V06']"
F,B772,GUM UA /OV UNZ300150/TM 2338/FL400/TP B772/TB SEV,SEV,,40000.0,14.70010125010125,142.50370101833036,2023-05-20 23:38:00,5.0,H,"('PGUA', 'RODN', 'RKJK', 'RKSG', 'LPLA')","['s3://unidata-nexrad-level2/2023/05/20/PGUA/PGUA20230520_233217_V06', 's3://unidata-nexrad-level2/2023/05/20/RODN/RODN20230520_233503_V06', 's3://unidata-nexrad-level2/2023/05/20/RKJK/RKJK20230520_233255_V06', 's3://unidata-nexrad-level2/2023/05/20/RKSG/RKSG20230520_233536_V06']"
T,C172,VGT UUA /OV LAS280012/TM 1910/FL042/TP C172/TB SEV/RM COR MSG TYPE. ZLA CWSU,SEV,,4200.0,36.106632448636674,-115.40709996653996,2023-05-24 19:10:00,5.0,L,"('KESX', 'KEYX', 'KICX', 'KSOX', 'KNKX')","['s3://unidata-nexrad-level2/2023/05/24/KESX/KESX20230524_190810_V06', 's3://unidata-nexrad-level2/2023/05/24/KEYX/KEYX20230524_190704_V06', 's3://unidata-nexrad-level2/2023/05/24/KICX/KICX20230524_190554_V06', 's3://unidata-nexrad-level2/2023/05/24/KSOX/KSOX20230524_190701_V06', 's3://unidata-nexrad-level2/2023/05/24/KNKX/KNKX20230524_190848_V06']"
T,C182,PSP UUA /OV BNG/TM 2212/FL040/TP C182/TB SEV 040,SEV 040,,4000.0,33.92,-116.85,2023-05-25 22:12:00,5.0,L,"('KSOX', 'KNKX', 'KEYX', 'KVTX', 'KYUX')","['s3://unidata-nexrad-level2/2023/05/25/KSOX/KSOX20230525_220658_V06', 's3://unidata-nexrad-level2/2023/05/25/KNKX/KNKX20230525_221139_V06', 's3://unidata-nexrad-level2/2023/05/25/KEYX/KEYX20230525_221127_V06', 's3://unidata-nexrad-level2/2023/05/25/KVTX/KVTX20230525_220927_V06', 's3://unidata-nexrad-level2/2023/05/25/KYUX/KYUX20230525_220656_V06']"
