URGENT,AIRCRAFT,REPORT,TURBULENCE,PRODUCT_ID,FL,LAT,LON,datetime,turbulence_intensity,in_sigmet,Plane Weight,nexrad_sites,aws_files
F,B737,YNG UA /OV YNG180010/TM 2109/FL340/TP B737/TB LGT-MOD CHOP,LGT-MOD CHOP,,34000.0,41.08775983331984,-80.67389,2023-11-17 21:09:00+00:00,2.0,0,M,"('KPBZ', 'KCLE', 'KCCX', 'KRLX', 'KBUF')","['s3://unidata-nexrad-level2/2023/11/17/KPBZ/KPBZ20231117_210415_V06', 's3://unidata-nexrad-level2/2023/11/17/KCLE/KCLE20231117_210338_V06', 's3://unidata-nexrad-level2/2023/11/17/KCCX/KCCX20231117_210326_V06', 's3://unidata-nexrad-level2/2023/11/17/KRLX/KRLX20231117_210844_V06', 's3://unidata-nexrad-level2/2023/11/17/KBUF/KBUF20231117_210632_V06']"
F,CRJ9,SDF UA /OV IIU110030/TM 1322/FL300/TP CRJ9/TB CONS LGT OCNL MOD CHOP,CONS LGT OCNL MOD CHOP,,30000.0,37.92897607650751,-84.98289305359542,2023-11-20 13:22:00+00:00,2.0,0,U,"('KLVX', 'KJKL', 'KIND', 'KMRX', 'KILN')","['s3://unidata-nexrad-level2/2023/11/20/KJKL/KJKL20231120_132140_V06', 's3://unidata-nexrad-level2/2023/11/20/KIND/KIND20231120_131952_V06', 's3://unidata-nexrad-level2/2023/11/20/KMRX/KMRX20231120_131856_V06', 's3://unidata-nexrad-level2/2023/11/20/KILN/KILN20231120_131805_V06']"
F,BE20,OWB UA /OV OWB/TM 1915/FL230/TP BE20/TB NEG 230,NEG 230,,23000.0,37.73883,-87.16683,2023-11-09 19:15:00+00:00,0.0,0,M,"('KVWX', 'KLVX', 'KHPX', 'KPAH', 'KOHX')","['s3://unidata-nexrad-level2/2023/11/09/KVWX/KVWX20231109_191150_V06', 's3://unidata-nexrad-level2/2023/11/09/KLVX/KLVX20231109_190946_V06', 's3://unidata-nexrad-level2/2023/11/09/KHPX/KHPX20231109_190836_V06', 's3://unidata-nexrad-level2/2023/11/09/KPAH/KPAH20231109_191438_V06', 's3://unidata-nexrad-level2/2023/11/09/KOHX/KOHX20231109_191144_V06']"
F,E75L,ILM UA /OV ILM/TM 2104/FL140/TP E75L/TB MOD,MOD,,14000.0,34.27,-77.9,2023-11-26 21:04:00+00:00,3.0,0,U,"('KLTX', 'KMHX', 'KRAX', 'KCAE', 'KAKQ')","['s3://unidata-nexrad-level2/2023/11/26/KLTX/KLTX20231126_210326_V06', 's3://unidata-nexrad-level2/2023/11/26/KMHX/KMHX20231126_205817_V06', 's3://unidata-nexrad-level2/2023/11/26/KRAX/KRAX20231126_210048_V06', 's3://unidata-nexrad-level2/2023/11/26/KCAE/KCAE20231126_205812_V06', 's3://unidata-nexrad-level2/2023/11/26/KAKQ/KAKQ20231126_210354_V06']"
F,C172,LSE UA /OV KLSE /TM 2145 /FL035 /TP C172 /TB LGT CHOP /RM DURC,LGT CHOP,,3500.0,43.88,-91.25,2023-11-28 21:45:00+00:00,1.0,0,L,"('KARX', 'KMPX', 'KMKX', 'KDVN', 'KDLH')","['s3://unidata-nexrad-level2/2023/11/28/KARX/KARX20231128_213913_V06', 's3://unidata-nexrad-level2/2023/11/28/KMPX/KMPX20231128_214323_V06', 's3://unidata-nexrad-level2/2023/11/28/KMKX/KMKX20231128_213843_V06', 's3://unidata-nexrad-level2/2023/11/28/KDVN/KDVN20231128_214020_V06', 's3://unidata-nexrad-level2/2023/11/28/KDLH/KDLH20231128_213841_V06']"
F,ISPT,UUA /OV CYBW /TM 1822 /FL050 /TP ISPT /TB SEV BLW 050 /RM IN CYBW CZ,SEV BLW 050,,5000.0,51.10306,-114.37444,2023-11-11 18:22:00+00:00,5.0,0,U,"('KMSX', 'KTFX', 'KOTX', 'KPDT', 'KBLX')","['s3://unidata-nexrad-level2/2023/11/11/KMSX/KMSX20231111_181751_V06', 's3://unidata-nexrad-level2/2023/11/11/KTFX/KTFX20231111_181250_V06', 's3://unidata-nexrad-level2/2023/11/11/KOTX/KOTX20231111_181608_V06', 's3://unidata-nexrad-level2/2023/11/11/KPDT/KPDT20231111_182112_V06', 's3://unidata-nexrad-level2/2023/11/11/KBLX/KBLX20231111_181504_V06']"
F,A319,BDL UA /OV BDL/TM 2340/FL260/TP A319/TB LGT CHOP LGT CAT/RM DURC 260-280,LGT CHOP LGT CAT,,26000.0,41.9381,-72.6825,2023-11-15 23:40:00+00:00,1.0,0,M,"('KOKX', 'KENX', 'KBOX', 'KDIX', 'KBGM')","['s3://unidata-nexrad-level2/2023/11/15/KOKX/KOKX20231115_233230_V06', 's3://unidata-nexrad-level2/2023/11/15/KENX/KENX20231115_233547_V06', 's3://unidata-nexrad-level2/2023/11/15/KBOX/KBOX20231115_233328_V06', 's3://unidata-nexrad-level2/2023/11/15/KDIX/KDIX20231115_233824_V06', 's3://unidata-nexrad-level2/2023/11/15/KBGM/KBGM20231115_233800_V06']"
T,A388,SEA UUA /OV 4240N13050W/TM 2131/FL320/TP A388/TB SEV/RM ZOACWSU,SEV,,32000.0,42.6666,-130.8333,2023-11-15 21:31:00+00:00,5.0,1,U,"('KBHX', 'KLGX', 'KMAX', 'KRTX', 'KBBX')","['s3://unidata-nexrad-level2/2023/11/15/KBHX/KBHX20231115_213054_V06', 's3://unidata-nexrad-level2/2023/11/15/KLGX/KLGX20231115_213041_V06', 's3://unidata-nexrad-level2/2023/11/15/KMAX/KMAX20231115_212858_V06', 's3://unidata-nexrad-level2/2023/11/15/KRTX/KRTX20231115_213035_V06', 's3://unidata-nexrad-level2/2023/11/15/KBBX/KBBX20231115_212625_V06']"
F,B753,SPA UA /OV SPA349014/TM 2043/FL350/TP B753/TB CONS LGT CHOP/RM ZTLFD-15,CONS LGT CHOP,,35000.0,35.144787095576774,-82.01079998181486,2023-11-10 20:43:00+00:00,1.0,0,M,"('KGSP', 'KMRX', 'KCAE', 'KCLX', 'KFCX')","['s3://unidata-nexrad-level2/2023/11/10/KGSP/KGSP20231110_204037_V06', 's3://unidata-nexrad-level2/2023/11/10/KMRX/KMRX20231110_204145_V06', 's3://unidata-nexrad-level2/2023/11/10/KCAE/KCAE20231110_204054_V06', 's3://unidata-nexrad-level2/2023/11/10/KCLX/KCLX20231110_204050_V06', 's3://unidata-nexrad-level2/2023/11/10/KFCX/KFCX20231110_204114_V06']"
F,CL35,ELD UA /OV ELD/TM 1719/FL410/TP CL35/TB MOD CHOP/RM ZFW,MOD CHOP,,41000.0,33.22097,-92.81328,2023-11-14 17:19:00+00:00,3.0,0,U,"('KSHV', 'KLZK', 'KDGX', 'KPOE', 'KSRX')","['s3://unidata-nexrad-level2/2023/11/14/KSHV/KSHV20231114_171313_V06', 's3://unidata-nexrad-level2/2023/11/14/KLZK/KLZK20231114_171827_V06', 's3://unidata-nexrad-level2/2023/11/14/KDGX/KDGX20231114_171454_V06', 's3://unidata-nexrad-level2/2023/11/14/KPOE/KPOE20231114_171517_V06', 's3://unidata-nexrad-level2/2023/11/14/KSRX/KSRX20231114_171612_V06']"
