label,issue,expire,fl_low,fl_high,polygon
HOTEL 1,2010-03-01 14:55:00+00:00,2010-03-01 18:55:00+00:00,29000.0,39000.0,"POLYGON ((178.45 49.45, 178.15 46, 167 41.15, 165.15 46.3, 178.45 49.45))"
1C,2010-03-01 16:55:00+00:00,2010-03-01 18:55:00+00:00,0.0,30000.0,"POLYGON ((-93.78064841747899 30.15285809788646, -93.5929416482364 28.92418050138253, -93.79064781367086 28.893976658097166, -93.97835458291344 30.1226542546011, -93.78064841747899 30.15285809788646))"
2C,2010-03-01 17:55:00+00:00,2010-03-01 19:55:00+00:00,0.0,31000.0,"POLYGON ((-93.01000002230181 29.80732887447646, -93.01000002230181 28.31000827284893, -93.20999997769819 28.30987470095045, -93.20999997769819 29.80719530257798, -93.01000002230181 29.80732887447646))"
SIERRA 1,2010-03-01 18:01:00+00:00,2010-03-01 22:05:00+00:00,0.0,37000.0,"POLYGON ((169.5 27.1, 172.4 27.1, 170.2 20, 168 20, 169.5 27.1))"
HOTEL 2,2010-03-01 18:25:00+00:00,2010-03-01 22:25:00+00:00,29000.0,39000.0,"POLYGON ((-177.15 50.3, 168 47.15, 171 42.15, -177 46.3, -177.15 50.3))"
3C,2010-03-01 18:55:00+00:00,2010-03-01 20:55:00+00:00,0.0,32000.0,"POLYGON ((-92.68297221989891 29.119139171620997, -92.51735238499072 29.007022846828487, -93.0271900825459 28.253883324503434, -93.1928099174541 28.365999649295944, -92.68297221989891 29.119139171620997))"
4C,2010-03-01 19:55:00+00:00,2010-03-01 21:55:00+00:00,0.0,32000.0,"POLYGON ((-91.70218338091779 29.809940109467504, -93.15564053269452 29.064394507909476, -93.04344081459604 29.050048903948287, -92.10502248778708 28.213133115785986, -93.06435946730548 28.88644011178102, -91.61090231552875 29.63198571333905, -92.238140858595 28.06386992757991, -93.17655918540396 28.90078571574221, -91.70218338091779 29.809940109467504))"
5C,2010-03-01 19:55:00+00:00,2010-03-01 21:55:00+00:00,0.0,35000.0,"POLYGON ((-89.44275491527175 32.17871862674159, -88.82691613115378 31.254869017368286, -88.9933312575613 31.14393657980935, -89.60917004167926 32.06778618918266, -89.44275491527175 32.17871862674159))"
BRAVO 1,2010-03-01 19:55:00+00:00,2010-03-01 23:55:00+00:00,0.0,27000.0,"POLYGON ((-52.15 41, -53.15 35.3, -55.3 35.3, -56 39.15, -52.15 41))"
6C,2010-03-01 20:55:00+00:00,2010-03-01 22:55:00+00:00,0.0,33000.0,"POLYGON ((-91.64720747567252 30.616846463044233, -91.16021316153126 29.557823271061874, -91.50138679977834 28.66337422306781, -93.11 27.977203575426895, -92.43385434104938 29.55006451683722, -91.64720747567252 30.616846463044233))"
