URGENT,AIRCRAFT,REPORT,TURBULENCE,PRODUCT_ID,FL,LAT,LON,datetime,turbulence_intensity,Plane Weight
F,B738,MCW UA /OV MCW/TM 1948/FL3740/TP B738/TB NEG,NEG,,37400.0,43.154383,-93.326097,2022-03-26 19:48:00,0.0,M
F,C25A,LAS UA /OV LAS290030 /TM 0220 /FL410 /TP C25A /TB SEV/RM AWC-WEB,SEV,,41000.0,36.251083923492494,-115.73364982813004,2022-03-21 02:20:00,5.0,L
F,B38M,PHNL UA /OV 2957N 14140W /TM 0035 /FL360 /TP B38M /TB NEG/RM AWC-WEB,NEG,,36000.0,29.95,-141.6666,2022-03-10 00:35:00,0.0,U
F,B38M,LAS UA /OV GFS317027 /TM 0108 /FL215 /TP B38M /TB LGT-MOD TURB /RM DURC OUT OF LAS//LAS-LIH AWC-WEB:,LGT-MOD TURB,,21500.0,35.45913582359771,-115.55528235170428,2022-03-17 01:08:00,2.0,U
T,E170,CTY UUA /OV CTY270015/TM 1412/FL350/TP E170/TB SEV,SEV,,35000.0,29.63553,-83.39239791657837,2022-03-10 14:12:00,5.0,U
T,AT72,SPS UUA /OV KONY /TM 0349 /FL210 /TP AT72 /TB SEV 210-180 /RM DURD. ZFW AWC-WEB,SEV 210-180,,21000.0,33.35,-98.81,2022-03-22 03:49:00,5.0,M
F,A319,PHX UA /OV BXK094023/TM 1309/FL360/TP A319/TB LGT-MOD/RM ZAB/FDCS,LGT-MOD,,36000.0,33.393674552457405,-112.2279890193286,2022-03-17 13:09:00,2.0,M
T,TBM8,CTY UUA /OV CTY140025/TM 1706/FL230/TP TBM8/TB SEV 230-240/RM NO DAMAGE OR INJURIES,SEV 230-240,,23000.0,29.31631896134128,-82.79658913878545,2022-03-10 17:06:00,5.0,U
F,E145,DAY UA /OV DQN280030/TM 2142/FL120/TP E145/TA M02/TB LGT CHOP/IC LGT RIME 120-160,LGT CHOP,,12000.0,40.106831121591696,-85.0430280582849,2022-03-18 21:42:00,1.0,M
T,FA50,SPS UUA /OV UKW030020 /TM 0220 /FL155 /TP FA50 /TB SEV 175-155 /RM ZFW AWC-WEB:,SEV 175-155,,15500.0,33.8286985173041,-97.62002386580524,2022-03-07 02:20:00,5.0,M
