URGENT,AIRCRAFT,REPORT,TURBULENCE,PRODUCT_ID,FL,LAT,LON,datetime,turbulence_intensity,Plane Weight
F,B77W,UUA /OV 6115N13900W /TM 1129 /FL340 /TP B77W /TB MDT-SEV CAT,MDT-SEV CAT,,34000.0,61.25,-139.0,2018-04-25 11:29:00,5.0,U
F,B737,DRA UA /OV BTY165020 /TM 1347 /FL360 /TP B737 /TB MOD/RM AWC-WEB:,MOD,,36000.0,36.53799864454692,-116.6721639656705,2018-04-12 13:47:00,3.0,M
F,B738,SLC UA /OV U42/TM 0200/FL080/TP B738/TB LGT 160-100  OCNL MOD 110-100/RM DURD,LGT 160-100  OCNL MOD 110-100,,8000.0,40.6196,-111.9902,2018-04-17 02:00:00,2.0,M
F,CL30,GJT UA /OV GJT170010/TM 1855/FL230/TP CL30/TB SEV/RM NO INJURIES OR DAMAGE ZDV,SEV,,23000.0,38.970022079580005,-108.502685547073,2018-04-12 18:55:00,5.0,U
F,C145,PNS UA /OV 340020/TM 1509/FL080/TP C145/TB MOD,MOD,,8000.0,30.47806,-87.18694,2018-04-04 15:09:00,3.0,L
T,B744,PASY UUA /OV SYA354163/TM 1629/FL370/TP B744/TB MOD-SEV/RM BRIEF DURATION OF SEV TURB (CORRECTION TO PREVIOUS PIREP,MOD-SEV,,37000.0,55.412003327179065,173.64124997588183,2018-04-13 16:29:00,4.0,H
T,C425,DFW UUA /OV BYP295013/TM 0257/FL040/TP C425/TB SEV,SEV,,4000.0,33.631574707001725,-96.46561190593486,2018-04-14 02:57:00,5.0,L
T,EA50,DEN UUA /OV FQF216077/TM 2200/FL250/TP EA50/TB SEV/RM FL250-240 DURD.....ZDV,SEV,,25000.0,38.65167742648482,-105.60034398297114,2018-04-12 22:00:00,5.0,U
F,A333,ECG UA /OV ECG/TM 0221/FL410/TP A333/TB LGT-MOD CHOP,LGT-MOD CHOP,,41000.0,36.26058,-76.17457,2018-04-21 02:21:00,2.0,H
T,P28A,BED UUA /OV KBED/TM 1855/FL011/TP P28A/TB SEV 011/RM RIGHT DOWNWIND RY 29 KBED,SEV 011,,1100.0,42.46995,-71.28903,2018-04-08 18:55:00,5.0,L
T,E170,PSB UUA /OV PSB110015/TM 1348/FL220/TP E170/TB SEV,SEV,,22000.0,40.79887803825376,-77.77658299615426,2018-04-16 13:48:00,5.0,U
T,B734,PHX UUA /OV 30 NE IWA/TM 0307/FL110/TP B734/TB SEV,SEV,,11000.0,33.66141202844656,-111.23238952544992,2018-04-17 03:07:00,5.0,M
T,BE35,TUS UUA /OV TUS135015 /TM 1952 /FL065 /TP BE35 /TB SEV,SEV,,6500.0,31.94347898577672,-110.72923759371324,2018-04-27 19:52:00,5.0,L
T,B734,IWA UUA /OV IWA045030/TM 0307/FL110/TP B734/TB SEV/RM ZAB TMU,SEV,,11000.0,33.66141202844656,-111.23238952544992,2018-04-17 03:07:00,5.0,M
T,B772,ORF UUA /OV 3930N072W/TM 0220/FL260/TP B772/TB SEV/RM SEV TB FL260-290,SEV,,26000.0,39.5,-0.12,2018-04-11 02:20:00,5.0,H
F,B737,ABY UA /OV PZD262021 /TM 1925 /FL370 /TP B737 /TB CONT LGT CHOP /RM PRETTY MUCH SINCE STL//STL-CUN AWC-WEB:,CONT LGT CHOP,,37000.0,31.61128546910262,-84.69722622036849,2018-04-14 19:25:00,1.0,M
F,E170,SDF UA /OV IIU050020/TM 2305/FL220/TP E170/TB MOD CHOP/RM 220-250,MOD CHOP,,22000.0,38.314279891845,-85.25548930496129,2018-04-15 23:05:00,3.0,U
T,P28A,LAF UUA /OV BVT045010 /TM 0020 /FL030 /TP P28A /TB SEV 030-045,SEV 030-045,,3000.0,40.67786067614885,-86.91486411979449,2018-04-28 00:20:00,5.0,L
F,B737,JAN UA /OV JAN226027 /TM 1904 /FL400 /TP B737 /TB OCNL LGT CHOP 400/RM AWC-WEB:,OCNL LGT CHOP 400,,40000.0,32.007378412970525,-90.46307727887384,2018-04-23 19:04:00,1.0,M
T,C150,MRI UUA /OV MRI07004/TM 1915/FL010/TP C150/TB SEV,SEV,,1000.0,61.21,-149.84,2018-04-24 19:15:00,5.0,L
F,BE23,SGF UA /OV EOS/TM 1800/FL040/TP BE23/TB SEV 040/RM ZKC/FD2,SEV 040,,4000.0,36.81,-94.39,2018-04-23 18:00:00,5.0,L
T,BE99,BIH UUA /OV O26 /TM 1350 /FL100 /TP BE99 /TB SEV,SEV,,10000.0,36.58,-118.04,2018-04-16 13:50:00,5.0,L
T,PC12,6A2 UUA /OV ATL161035/TM 2108/FL110/TP PC12/TB SEV 110/RM NO INJ OR DMG/ZTLFD,SEV 110,,11000.0,33.07850282176969,-84.21369141931052,2018-04-26 21:08:00,5.0,L
F,B737,SCK UA /OV LIN077028/TM 1345/FL250/TP B737/TB MOD BLO250/LGT CHOP ABV270/RM ZOA CWSU,MOD BLO250,,25000.0,38.17498566185216,-120.42237123620691,2018-04-07 13:45:00,3.0,M
T,P46T,DEN UUA /OV DEN330030/TM 1935/FL120/TP P46T/TB SEV/RM 120-150 DURC,SEV,,12000.0,40.26584777595615,-104.98308240609212,2018-04-04 19:35:00,5.0,L
F,E75,ELP UA /OV ELP090030/TM 1428/FL300/TP E75/TB MOD CHOP/RM ZAB/FDCS,MOD CHOP,,30000.0,31.81111,-105.78740202656373,2018-04-06 14:28:00,3.0,U
F,A319,ALS UA /OV ALS120040/TM 1421/FL380/TP A319/TB OCNL MOD CHOP/RM ZDV,OCNL MOD CHOP,,38000.0,37.10552966663967,-105.13419169747432,2018-04-25 14:21:00,3.0,M
F,A319,AUS UA /OV CWK315025 /TM 1546 /FL300 /TP A319 /TB MOD /RM FM ZHU AWC-WEB:,MOD,,30000.0,30.674651690372123,-97.87154980701814,2018-04-10 15:46:00,3.0,M
F,B738,IGM UA /OV PGS125035 /TM 1619 /FL300 /TP B738 /TB LGT/RM AWC-WEB,LGT,,30000.0,35.285386643948165,-112.95213081567512,2018-04-11 16:19:00,1.0,M
