URGENT,AIRCRAFT,REPORT,TURBULENCE,PRODUCT_ID,FL,LAT,LON,datetime,turbulence_intensity,in_sigmet,Plane Weight
F,PRM1,ORD UA /OV ORD /TM 1858 /FL380 /TP PRM1 /TB NEG /RM SMTH SDF-ORD,NEG,200802241900-KMSC-UBUS01-PIREP,38000.0,41.99,-87.9,2008-02-24 18:58:00+00:00,0.0,0,L
T,B747,LSV UUA /OV LAS020035/TM 0118/FL180/TP B747/TB SEV 180-240/RM AWC-WEB:KZLA,SEV 180-240,200802140100-KMSC-UBUS01-PIREP,18000.0,36.62819842931251,-114.91311925146624,2008-02-14 01:18:00+00:00,5.0,0,H
F,B737,CCR UA /OV CCR135005/TM 0539/FL170/TP B737/TB MOD CHOP,MOD CHOP,200802250545-KWBC-UBCA90-PIREP,17000.0,37.98106966192557,-121.9751754970356,2008-02-25 05:39:00+00:00,3.0,0,M
F,B767,SFO UA /OV 3930N 13400W-4300N 13000W/TM 1755/FL320/TP B767/TB MOD/RMZOA CWSU,MOD,,32000.0,39.5,-134.0,2008-02-20 17:55:00+00:00,3.0,0,H
T,C500,APA UUA /OV DEN240015 /TM 1934 /FL120 /TP C500 /TB SEV,SEV,,12000.0,39.70778987498987,-104.93946263470104,2008-02-06 19:34:00+00:00,5.0,0,L
T,B737,HUT UUA /OV HUT/TM 1606/FL380/TP B737/TB SEV/RM FM ZKC,SEV,,38000.0,38.0655,-97.86064,2008-02-16 16:06:00+00:00,5.0,0,M
F,E145,ELD UA /OV ELD/TM 1551/FL350/TP E145/TB LGT/RM ZFW AWC-WEB:KZFW,LGT,,35000.0,33.22097,-92.81328,2008-02-16 15:51:00+00:00,1.0,0,M
T,E145,MFD UUA /OV MFD210020 /TM 2015 /FL150 /TP E145 /TB SEV,SEV,,15000.0,40.5313014826959,-82.74025297575287,2008-02-06 20:15:00+00:00,5.0,0,M
F,B738,MKK UA /OV NGF023299/TM 1014/FL370/TP B738/TA M52/WV 35252KT/TB NEG/RM LIH-SEA OVER ZURIC AWC-WEB:ASA,NEG,200802131155-KWBC-UBHI90-PIREP,37000.0,26.03755408186032,-155.6677858956541,2008-02-13 10:14:00+00:00,0.0,0,M
T,B757,VGT UUA /OV LAS347007/TM 2110/FL120/TP B757/TB SEV 070-120/RM ZLACWSU,SEV 070-120,,12000.0,36.1855857153646,-115.1958719849926,2008-02-03 21:10:00+00:00,5.0,0,M
F,A320,CRW UA /OV HVQ180020/TM 1016/FL370/TP A320/TB SEV TURB/RM CORRECTS EARLIER TRANSMIT OF ICE,SEV TURB,200802261030-KWBC-UBWV90-PIREP,37000.0,38.01663966663967,-81.77,2008-02-26 10:16:00+00:00,5.0,0,M
T,A320,HND UUA /OV LAS220008 /TM 0134 /FL093 /TP A320 /TB SEV,SEV,,9300.0,35.96975246762921,-115.26944257091044,2008-02-14 01:34:00+00:00,5.0,0,M
F,C172,NIP UA /OV NIP360005 /TM 1859 /FL035 /TP C172 /SK SCT CI /WX FV30SM /TB MOD CHOP,MOD CHOP,,3500.0,30.31751008334008,-81.67472,2008-02-27 18:59:00+00:00,3.0,0,L
F,A320,CRW UA /OV HVQ180020/TM 1016/FL370/TP A320/TB SEV TURB/RMCORRECTS EARLIER TRANSMIT OF ICE,SEV TURB,,37000.0,38.01663966663967,-81.77,2008-02-26 10:16:00+00:00,5.0,0,M
F,B757,JYO UA /OV IAD270010 /TM 1830 /FL100 /TP B757 /SK BKN-TOP130 /TA M06 /TB LGT-OCNL MOD 090-130 /IC LGT RIME 100-110,LGT-OCNL MOD 090-130,,10000.0,38.93484,-77.66156010009128,2008-02-18 18:30:00+00:00,2.0,0,M
T,B757,SUN UUA /OV HLE 360020/TM 0912/FL370/TP B757/TB SEV/ZLC,SEV,,37000.0,43.66336033336033,-114.24,2008-02-14 09:12:00+00:00,5.0,0,M
F,PA31,SMP UA /OV ELN270025 /TM 1134 /FL080 /TP PA31 /TA M06 /TB NEG /IC CONTUS LGT-OCNL MOD RIME /RM ICG BEGAN 10W ELN,NEG,,8000.0,47.03303,-121.14206720354623,2008-02-05 11:34:00+00:00,0.0,0,L
T,BE58,FAM UUA /OV FAM245020/TM 1555/FL055/TP BE58/TB SEV/SMOOTH 070/RM FMZKC,SEV,,5500.0,37.62014583538196,-90.81077276339424,2008-02-18 15:55:00+00:00,5.0,0,L
F,CRJ7,GAG UA /OV GAG/TM 1658/FL110/TP CRJ7/TB MOD CHOP 230-110/RM FM ZKC,MOD CHOP 230-110,,11000.0,36.29554,-99.77642,2008-02-18 16:58:00+00:00,3.0,0,M
F,B772,HNL UA /OV 3800N 14500W/TM 1358/FL370/TP B772/TB MOD CHOP/RM ZOA CWSU,MOD CHOP,200802181415-KWBC-UBHI90-PIREP,37000.0,38.0,-145.0,2008-02-18 13:58:00+00:00,3.0,0,H
