URGENT,AIRCRAFT,REPORT,TURBULENCE,PRODUCT_ID,FL,LAT,LON,datetime,turbulence_intensity,in_sigmet,Plane Weight
T,B737,HLN UUA /OV HLN 090050/TM 1959/FL400/TP B737/TB SEV/ZLC,SEV,,40000.0,46.6056,-110.7505274732266,2008-08-26 19:59:00+00:00,5.0,0,M
F,BE19,LVR UA /OV TPO-LVR /TM 0038 /FL024 /TP BE19 /SK CAVU W END /WX FV15 /WV 20 KT TWND /TB NEG /RM ACFT W-E THRU LAKE CLARK PASS/BECOMES OVC012 AT THE NARROWS,NEG,,2400.0,60.505,-153.3,2008-08-02 00:38:00+00:00,0.0,0,L
T,C208,HNL UUA /OV HNL /TM 0157 /FL025 /TP C208 /TB SEV /RM ACFT ON FRWY DEPTR N OF DIAMOND,SEV,200808060200-KMSC-UBUS01-PIREP,2500.0,21.31,-157.93,2008-08-06 01:57:00+00:00,5.0,0,L
T,GLF5,SLC UUA /OV TCH180016 /TM 2315 /FL090 /TP GLF5 /TB SEV,SEV,200808312300-KMSC-UBUS01-PIREP,9000.0,40.58331173331173,-111.98,2008-08-31 23:15:00+00:00,5.0,1,M
T,A306,JHW UUA /OV JHW110002 /TM 2119 /FL330 /TP A306 /TB SEV,SEV,,33000.0,42.141988405100506,-79.21577520676672,2008-08-26 21:19:00+00:00,5.0,0,H
F,C414,KBPI UA /OV BPI270016 /TM 0127 /FL155 /TP C414 /WX FV25SM HZ FU /TB LGT,LGT,,15500.0,42.58507,-110.47336361776811,2008-08-05 01:27:00+00:00,1.0,0,L
F,PA20,SVE UA /OV FMG360057 /TM 1903 /FL105 /TP PA20 /TA 09 /TB MOD /RM OCNL MOD,MOD,,10500.0,40.48007695007695,-119.66,2008-08-09 19:03:00+00:00,3.0,0,L
F,BE9L,HZY UA /OV CXR090013 /TM 1854 /FL090 /TP BE9L /TB MOD,MOD,,9000.0,41.52,-80.87059548306196,2008-08-27 18:54:00+00:00,3.0,0,L
T,AT72,KMYR UUA /OV MYR135020 /TM 2352 /FL020 /TP AT72 /TB SEV 040-020,SEV 040-020,,2000.0,33.4442786477023,-78.6467313705159,2008-08-07 23:52:00+00:00,5.0,1,M
T,AC50,ICT UUA /OV ICT060050/TM 1221/FL060/TP AC50/TB SEV/RM FM ZKC,SEV,200808141230-KWBC-UBKS91-PIREP,6000.0,38.166700416700415,-96.66719386567496,2008-08-14 12:21:00+00:00,5.0,1,L
T,C210,AFP UUA /OV CLT100030 /TM 0045 /FL090 /TP C210 /TB SEV,SEV,,9000.0,35.135718878408305,-80.35150313223264,2008-08-30 00:45:00+00:00,5.0,0,L
T,E145,LAL UUA /OV LAL043013/TM 1925/FL360/TP E145/TB SEV/RM SEVERE TURB. ZMA CWSU,SEV,,36000.0,28.147392803954453,-81.85120795000148,2008-08-18 19:25:00+00:00,5.0,1,M
T,E145,BOW UUA /OV LAL090015 /TM 1923 /FL360 /TP E145 /TB SEV,SEV,,36000.0,27.98892,-81.7354236604766,2008-08-18 19:23:00+00:00,5.0,1,M
F,B738,TTD UA /OV PDX160030/TM 0138/FL410/TP B738/TB NEG/RM SMOOTH AWC-WEB:ASA,NEG,200808200145-KWBC-UBOR90-PIREP,41000.0,45.12011563201785,-122.3656061029361,2008-08-20 01:38:00+00:00,0.0,0,M
T,BE19,HFD UUA /OV BDL180020 /TM 1349 /FL100 /TP BE19 /WX FV02SM RA /TB SEV,SEV,200808061355-KWBC-UBCT90-PIREP,10000.0,41.60663966663967,-72.69,2008-08-06 13:49:00+00:00,5.0,1,L
T,SR22,MMU UUA /OV STW 270015/TM 1650/FL110/TP SR22/TB SEV/RM ZNY CWSU,SEV,200808141700-KWBC-UBNJ91-PIREP,11000.0,41.0,-75.20128007987715,2008-08-14 16:50:00+00:00,5.0,0,L
F,P180,EEO UA /OV DEN-EKR /TM 2011 /FL360 /TP P180 /TA M31 /WV 24140KT /TB NEG,NEG,,36000.0,39.9514,-106.28875,2008-08-02 20:11:00+00:00,0.0,0,L
F,BE36,MOD UA /OV O27 /TM 2048 /FL095 /TP BE36 /SK SKC /TB NEG /RM SMTH OTP HZ LYR SKY GETTING CLEARER SBND,NEG,200808132055-KWBC-UBCA90-PIREP,9500.0,37.63,-120.96,2008-08-13 20:48:00+00:00,0.0,0,L
F,BE99,AMA UA /OV PNH/TM 1332/FL100/TP BE99/TB SEV/RM ZAB,SEV,200808131345-KWBC-UBTX90-PIREP,10000.0,35.24,-101.7,2008-08-13 13:32:00+00:00,5.0,1,L
T,C172,4S2 UUA /OV DLS-4S2 /TM 2342 /FL015 /TP C172 /TB SEV 015-035,SEV 015-035,,1500.0,45.64558,-121.351915,2008-08-25 23:42:00+00:00,5.0,0,L
T,MD80,TCL UUA /OV VUZ270040/TM 2345/FL320/TP MD80/TB SEV 320/RM AWC-WEB:KZTL,SEV 320,,32000.0,33.67,-87.70111150935091,2008-08-19 23:45:00+00:00,5.0,0,M
T,C172,KSRC UUA /OV SRC320006 /TM 2001 /FL020 /TP C172 /TB SEV ABV 030 /RM TURBULENCE WAS EXPERIENCE 30E HOT/TCU VC,SEV ABV 030,,2000.0,35.286610649278096,-91.81867868262304,2008-08-02 20:01:00+00:00,5.0,0,L
T,C25A,TXK UUA /OV TXK210025/TM 1428/FL270/TP C25A/TB SEV/RM AWC-WEB:KZFW,SEV,,27000.0,33.09284685336988,-94.24075117275432,2008-08-20 14:28:00+00:00,5.0,0,L
F,MD80,CAK UA /OV BSV360010 /TM 2050 /FL320 /TP MD82 /TB CONT MOD CHOP /RM /TP MD80,CONT MOD CHOP,200808252105-KWBC-UBOH90-PIREP,32000.0,40.90668016668017,-81.43,2008-08-25 20:50:00+00:00,3.0,0,M
T,B753,GNV UUA /OV GNV180005 /TM 1920 /FL270 /TP B753 /TB SEV,SEV,,27000.0,29.60835991665992,-82.27602,2008-08-23 19:20:00+00:00,5.0,1,M
T,B737,CEZ UUA /OV DVC 260025/TM 0122/FL350/TP B737/WX GS/TB SEV/RM HAILRPRTD..ZDV,SEV,,35000.0,37.73764073200692,-109.44942386610457,2008-08-09 01:22:00+00:00,5.0,1,M
F,C182,DLS UA /OV DLS180005 /TM 2353 /FL054 /TP C182 /SK FEW060 /TB MOD,MOD,,5400.0,45.53521991665992,-121.16733,2008-08-11 23:53:00+00:00,3.0,0,L
T,CRJ9,BOI UUA /OV DBS 300040/TM 2238/FL380/TP CRJ9/WX +RA/TB SEV/RM ASSOCIATED WITH EXTREME PCPN AREA/ZLC,SEV,200808092320-KWBC-UBID91-PIREP,38000.0,44.423360333360336,-113.01389675763689,2008-08-09 22:38:00+00:00,5.0,1,U
F,DH8,LKV UA /OV LKV150040/TM 0250/FL250/TP DH8/TB CONT LGT OCNL MODFL250-FL210/RM DURGD ..ZSE,CONT LGT OCNL MODFL250-FL210,,25000.0,41.58371296539181,-119.94935902396008,2008-08-26 02:50:00+00:00,1.0,0,M
T,B722,JBR UUA /OV ARG300030/TM 1518/FL320/TP B722/TB SEV FL350-320/RM SEVUPDRAFT/ZME,SEV FL350-320,,32000.0,36.37469025002025,-91.46123530970748,2008-08-29 15:18:00+00:00,5.0,0,M
T,CRJ9,BOI UUA /OV DBS 300040/TM 2238/FL380/TP CRJ9/WX +RA/TB SEV/RMASSOCIATED WITH EXTREME PCPN AREA/ZLC,SEV,,38000.0,44.423360333360336,-113.01389675763689,2008-08-09 22:38:00+00:00,5.0,1,U
F,C550,LMT UA /OV LMT360025 /TM 0353 /FL390 /TP C550 /TA M36 /WV 24170KT /TB NEG /RM SMTH,NEG,,39000.0,42.563640416700416,-121.72417,2008-08-25 03:53:00+00:00,0.0,0,L
T,C210,KBJC UUA /OV BJC /TM 1950 /FL060 /TP C210 /TB SEV BLO 060 /RM 1500 FPM UDDF,SEV BLO 060,,6000.0,39.90881,-105.11719,2008-08-02 19:50:00+00:00,5.0,1,L
F,C172,EAT UA /OV EAT /TM 1837 /FL065 /TP C172 /WX FV99SM /TA 14 /TB NEG,NEG,,6500.0,47.399,-120.207,2008-08-24 18:37:00+00:00,0.0,0,L
F,A320,AVP UA /OV SFK-LVZ/TM 2118/FL320/TP A320/TB MOD 370-320/RM OVR HOXIE...ZNY CWSU...FYI...SEE SIGMET NOVEMBER SERIES,MOD 370-320,,32000.0,41.485,-76.555,2008-08-26 21:18:00+00:00,3.0,0,M
T,PA31,SIT UUA /OV AKW-SIT /TM 1737 /FL020 /TP PA31 /TB ISOL SEV VC TRRN/RM CONT LGT OCNL MOD ISOL SEV TB <3SM OFFSHORE,ISOL SEV VC TRRN,,2000.0,56.305,-134.215,2008-08-19 17:37:00+00:00,5.0,0,L
T,B777,GFK UUA /OV GFK225010/TM 0951/FL330/TP B777/TB SEV TURBC,SEV TURBC,200808271005-KWBC-UBND90-PIREP,33000.0,47.83213932385115,-97.36596953537074,2008-08-27 09:51:00+00:00,5.0,0,H
T,C172,MBS UUA /OV MBS150008 /TM 1536 /FL035 /TP C172 /TB SEV,SEV,,3500.0,43.414520593078365,-83.98804028547367,2008-08-06 15:36:00+00:00,5.0,0,L
F,C182,SEP UA /OV JEN240020 /TM 0159 /FL065 /TP C182 /SK SKC /TB NEG /RM SMTH,NEG,200808210200-KMSC-UBUS01-PIREP,6500.0,31.99331983331983,-98.22102345939985,2008-08-21 01:59:00+00:00,0.0,0,L
T,A320,SLC UUA /OV SLC135005 /TM 0400 /FL090 /TP A320 /TB SEV,SEV,,9000.0,40.721069661925576,-111.89217572554416,2008-08-31 04:00:00+00:00,5.0,0,M
T,C182,KDEN UUA /OV COS180010 /TM 2245 /FL080 /TP C182 /TB SEV,SEV,,8000.0,38.63912983331984,-104.70078,2008-08-04 22:45:00+00:00,5.0,1,L
T,DHC2,SIT UUA /OV AHP-SIT /TM 1849 /FL003 /TP DHC2 /SK CIG003 /TB SEV/RM TB IN THE LARCH BAY AREA,SEV,,300.0,56.64,-135.0,2008-08-22 18:49:00+00:00,5.0,0,L
F,C185,PAQ UA /OV PAQ270002 /TM 2335 /FL012 /TP C185 /WX FV02-03 RA /TBLGT,LGT,,1200.0,61.59,-149.15006640132904,2008-08-25 23:35:00+00:00,1.0,0,L
F,C680,JAC UA /OV JAC/TM 1435/FL400/TP C680/TB MOD MTN WAVE/RM LOST 500FT ZLC,MOD MTN WAVE,,40000.0,43.61281,-110.73699,2008-08-26 14:35:00+00:00,3.0,0,U
