URGENT,AIRCRAFT,REPORT,TURBULENCE,PRODUCT_ID,FL,LAT,LON,datetime,turbulence_intensity,in_sigmet,Plane Weight
F,E190,POU UA /OV IGN360020/TM 1057/FL240/TP E190/TB MOD CHOP,MOD CHOP,,24000.0,42.003360333360334,-73.82,2017-01-25 10:57:00+00:00,3.0,0,U
F,B738,FRI UA /OV FRI320020 /TM 1418 /FL360 /TP B738 /WV 302100KT /TB NEG /RM SMOOTH AT 360 AWC-WEB:,NEG,,36000.0,39.30800993092698,-97.0404196098679,2017-01-07 14:18:00+00:00,0.0,0,M
F,C182,PHX UA /OV PXR140040/TM 0325/FL055/TP C182/TB MOD TURB,MOD TURB,,5500.0,32.919262338146055,-111.45648385818927,2017-01-14 03:25:00+00:00,3.0,0,L
F,C56X,KACT UA /OV 10 NE ACT/TM 2336/FL150/TP C56X/TA 16/TB MDT-EXTRM/IC LGT RIME/RM DURD,MDT-EXTRM,,15000.0,31.73583067614885,-97.0898948107049,2017-01-21 23:36:00+00:00,7.0,1,M
F,B772,OKK UA /OV OKK/TM 2153/FL380/TP B772/TB LGT-MOD,LGT-MOD,,38000.0,40.52818,-86.05899,2017-01-24 21:53:00+00:00,2.0,0,H
T,A320,PHNL UUA /OV 3000N 13000W/TM 1910/FL320/TP A320/TB SEV/RM ZOA CWSU,SEV,,32000.0,30.0,-130.0,2017-01-19 19:10:00+00:00,5.0,0,M
T,B788,MIA UUA /OV 2430N041W/TM 0341/FL380/TP B788/TB SEV,SEV,,38000.0,24.5,-0.6833,2017-01-25 03:41:00+00:00,5.0,0,U
F,B772,PASY UA /OV SYA232474/TM 1055/FL310/TP B772/TB CONT MOD/RM ZAN,CONT MOD,,31000.0,47.84588038275528,163.8338693112129,2017-01-21 10:55:00+00:00,3.0,0,H
F,B738,EWR UA /OV SAX090010/TM 1740/FL050/TP B738/TB LGT TO MOD,LGT TO MOD,,5000.0,41.07,-74.31891164510054,2017-01-26 17:40:00+00:00,2.0,0,M
T,B789,GTF UUA /OV GTF299094/TM 0357/FL370/TP B789/TB SEV/ZLC,SEV,,37000.0,48.2328965941216,-113.40954160918852,2017-01-30 03:57:00+00:00,5.0,0,U
F,B737,MOT UA /OV MOT200035/TM 0935/FL310/TP B737/TB CONT LGT CAT,CONT LGT CAT,,31000.0,47.711181570687486,-101.58002967407288,2017-01-19 09:35:00+00:00,1.0,0,M
F,C208,FAM UA /OV FAM2371015/TM 1317/FL050/TP C208/TB NEG/IC NEG/RM ZKC FD,NEG,,5000.0,37.76103,-90.42861,2017-01-27 13:17:00+00:00,0.0,0,L
F,E75S,KMIA UA /OV 45 NE KMIA/TM 1452/FL100/TP E75S/TB MOD TURB,MOD TURB,,10000.0,26.318423042669824,-79.72789464774836,2017-01-29 14:52:00+00:00,3.0,0,U
T,C560,STS UUA /OV STS120010/TM 0131/FL095/TP C560/TB SEV/RM ZOA CWSU,SEV,,9500.0,38.42039334665992,-122.6265196671202,2017-01-11 01:31:00+00:00,5.0,0,M
T,BE9L,BIH UUA /OV BIH140025/TM 1650/FL115/TP BE9L/TB SEV-EXTRM/RM OWENS VALLEY. STRONG UDDFS. COR SA-ID. ZLA CWSU,SEV-EXTRM,,11500.0,37.05389896134128,-118.02656456862177,2017-01-02 16:50:00+00:00,6.0,0,L
T,C172,LIC UUA /OV LIC180010/TM 2056/FL065/TP C172/TB MOD-SEV/RM ZDV/TMU,MOD-SEV,,6500.0,39.10809983331984,-103.66586,2017-01-11 20:56:00+00:00,4.0,0,L
F,B77W,UUA /OV 4530N04745W /TM 1817 /FL360 /TP B77W/TB MDT OCNL SEV/RM,MDT OCNL SEV,,36000.0,45.5,-47.75,2017-01-10 18:17:00+00:00,5.0,0,U
T,A333,ILM UUA /OV 65NE BAHAA-210S ILM/TM 0020/FL350/TP A333/TB SEV/RM SEV AND MOD-SEV,SEV,,35000.0,34.27,-77.9,2017-01-04 00:20:00+00:00,5.0,0,H
T,C500,DEN UUA /OV DEN235050/TM 2015/FL210/TP C500/TB SEV/RM ZDSV,SEV,,21000.0,39.35478091992596,-105.5465049784496,2017-01-23 20:15:00+00:00,5.0,0,L
T,A346,MPV UUA /OV MPV/TM 2341/FL400/TP A346/TB SEV CAT,SEV CAT,,40000.0,44.2035,-72.56233,2017-01-23 23:41:00+00:00,5.0,0,H
F,B747,UUA /OV CYQU /TM 0110 /FL350 /TP B747 /TB SEV,SEV,,35000.0,55.17972,-118.885,2017-01-27 01:10:00+00:00,5.0,0,H
T,B744,BGM UUA /OV HNK/TM 1432/FL340/TP B744/TB SEV/RM -20 - 25 KTS,SEV,,34000.0,42.06,-75.32,2017-01-25 14:32:00+00:00,5.0,0,H
F,B748,MOT UA /OV MOT/TM 1905/FL330/TP B748/TA M50/WV 20010KT/TB NEG,NEG,,33000.0,48.25938,-101.28033,2017-01-21 19:05:00+00:00,0.0,0,U
T,B744,BGM UUA /OV HNK /TM 1432 /FL340 /TP B744 /TB SEV /RM +/-20KT,SEV,,34000.0,42.06,-75.32,2017-01-25 14:32:00+00:00,5.0,0,H
F,R44,UUA /OV CYBW 200020 /TM 1735 /FL070 /TP R44 /TB SEV,SEV,,7000.0,50.789803754678566,-114.55601675800958,2017-01-18 17:35:00+00:00,5.0,0,L
F,SR22,TYS UA /OV TYS140030/TM 1730/FL080/TP SR22/TB SEV 080,SEV 080,,8000.0,35.43504675360954,-83.58941553000992,2017-01-31 17:30:00+00:00,5.0,0,L
T,C550,BNA UUA /OV BNA270010/TM 1549/FL027/TP C550/TB SEV 027,SEV 027,,2700.0,36.11889,-86.89550953628456,2017-01-10 15:49:00+00:00,5.0,0,L
F,B737,DEN UA /OV DEN/TM 1648/FL150/TP B737/TB MOD,MOD,,15000.0,39.8328,-104.6575,2017-01-10 16:48:00+00:00,3.0,0,M
F,B77W,VIH UA /OV VIH/TM 2351/FL360/TP B77W/TB NEG/RM ZKC,NEG,,36000.0,38.13,-91.77,2017-01-14 23:51:00+00:00,0.0,0,U
F,B737,TRM UA /OV TRM360025 /TM 1510 /FL290 /TP B737 /TB OCNL LGT CHOP /RM FL300-ABV LGT-MDT  OAK-PHX AWC-WEB:,OCNL LGT CHOP,,29000.0,34.04337041670041,-116.15967,2017-01-27 15:10:00+00:00,1.0,0,M
F,B763,UUA /OV 4412N06100W /TM 0010 /FL350 /TP B763 /TB SEV /RM SEV TB FOR 1 MINUTE,SEV,,35000.0,44.2,-61.0,2017-01-30 00:10:00+00:00,5.0,0,H
F,B734,OME UA /OV OME /TM 1848 /FL050 /TP B734 /SK OVC010-TOP020 /TB NEG/IC NEG /RM CLEAR ABOVE,NEG,,5000.0,64.51,-165.44,2017-01-10 18:48:00+00:00,0.0,0,M
T,A321,ALS UUA /OV CIM270040/TM 0101/FL340/TP A321/TB SEV /RM MOD-SEV TURB 340-300 MOD MTN WSVE 340-300 ZAB,SEV,,34000.0,36.49,-105.6992951336207,2017-01-21 01:01:00+00:00,5.0,0,M
T,BE9L,EDW UUA /OV BIH140025/TM 1650/FL115/TP BE9L/TB SEV-EXTRM/RM OWENS VALLEY STRONG UP AND DOWN DRAFTS,SEV-EXTRM,,11500.0,37.05389896134128,-118.02656456862177,2017-01-02 16:50:00+00:00,6.0,0,L
T,C340,ABQ UUA /OV CIM335015/TM 2145/FL170/TP C340/TB SEV/RM ZAB,SEV,,17000.0,36.7165952995102,-105.0014282254403,2017-01-09 21:45:00+00:00,5.0,0,L
F,M20P,SAF UA /OV SAF090014 /TM 1921 /FL105 /TP M20P /TB OCNL LGT,OCNL LGT,,10500.0,35.61711,-105.8023680684625,2017-01-04 19:21:00+00:00,1.0,0,L
F,B77W,KTN UA /OV ANN248230/TM 2230/FL350/TP B77W/TB LIGHT OCNL MOD/RM ZAN,LIGHT OCNL MOD,,35000.0,53.60389174310876,-137.7732552260712,2017-01-03 22:30:00+00:00,3.0,0,U
T,A319,MBPV UUA /OV GTK330020/TM 1506/FL370/TP A319/TB SEV/RM CWSU ZMA,SEV,,37000.0,21.618698517304097,-71.32893720373838,2017-01-27 15:06:00+00:00,5.0,0,M
T,A319,ABQ UUA /OV FTI045041/TM 0128/FL390/TP A319/TB SEV/RM ZAB,SEV,,39000.0,36.14322877221028,-104.5452501010089,2017-01-10 01:28:00+00:00,5.0,0,M
T,C680,RIC UUA /OV RIC/TM 1421/FL220/TP C680/TB SEV,SEV,,22000.0,37.5115,-77.32336,2017-01-23 14:21:00+00:00,5.0,1,U
F,B767,MIA UA /OV MIA 150/015/TM 1830/FL070/TP B767/SK BKN 050/TB NEG TURB/RM TOPS 070,NEG TURB,,7000.0,25.78805,-80.31693,2017-01-21 18:30:00+00:00,0.0,0,H
T,B737,WRG UUA /OV LVD003007/TM 1130/FL350/TP B737/WV 227017/TB SEV/RM FL370 MOD  SEV AT 340-350. 90 DEGREE WIND SHIFT AT 370. ZAN,SEV,,35000.0,56.58651621611324,-133.0689452412331,2017-01-09 11:30:00+00:00,5.0,0,M
T,C172,RBD UUA /OV DAL135010 /TM 0331 /FL030 /TP C172 /TB SEV,SEV,,3000.0,32.72924932385115,-96.71148986527967,2017-01-22 03:31:00+00:00,5.0,0,L
F,B747,BGR UA /OV BGR045030/TM 1703/FL400/TP B747/TB SEV CAT,SEV CAT,,40000.0,45.16102202844655,-68.32977160177612,2017-01-07 17:03:00+00:00,5.0,0,H
F,CRJ9,BRO UA /OV BRO /TM 1300 /FL390 /TP CRJ9 /TB MOD CHOP 390 /RM FM ZHU AWC-WEB,MOD CHOP 390,,39000.0,25.91461,-97.42313,2017-01-28 13:00:00+00:00,3.0,0,U
F,E75L,SCK UA /OV LIN160015 /TM 0336 /FL310 /TP E75L /TB MOD CHOP /RM ZOA CWSU AWC-WEB,MOD CHOP,,31000.0,37.83505781600893,-120.89138000188812,2017-01-18 03:36:00+00:00,3.0,0,U
T,P32R,PUB UUA /OV PUB183040/TM 1738/FL170/TP P32R/TB SEV MTW/RM MTW 231KTS - 65KTS ZDV CORRECTION,SEV MTW,,17000.0,37.62419305078148,-104.54278681152712,2017-01-10 17:38:00+00:00,5.0,0,L
F,B737,MEI UA /OV EWA185022/TM 2011/FL370/TP B737/TB MOD/RM ZTLFD,MOD,,37000.0,32.00469902368757,-88.49783966085703,2017-01-19 20:11:00+00:00,3.0,1,M
F,B737,LIC UA /OV HGO /TM 1900 /FL260 /TP B737 /TB MOD/RM AWC-WEB,MOD,,26000.0,38.81,-103.63,2017-01-05 19:00:00+00:00,3.0,0,M
F,C206,CDV UA /OV CDV /TM 2125 /FL020 /TP C206 /WV 27040KT /TB LGT,LGT,,2000.0,60.49,-145.47,2017-01-05 21:25:00+00:00,1.0,0,L
T,C172,DEN UUA /OV FTG 090011/TM 1837/FL075/TP C172/TB SEV/RM DURC 070-075. ZDV.,SEV,,7500.0,39.78525,-104.30454355556569,2017-01-11 18:37:00+00:00,5.0,0,L
F,C172,UUA /OV CYBW /TM 1814 /FL050 /TP C172 /TB MDT-SEV CHOP /RM 050 AND BLO,MDT-SEV CHOP,,5000.0,51.10306,-114.37444,2017-01-29 18:14:00+00:00,5.0,0,L
F,B752,GTB UA /OV ART090025 /TM 1507 /FL340 /TP B752 /TB LGT-MOD CHOP,LGT-MOD CHOP,,34000.0,43.98883,-75.44702727881885,2017-01-25 15:07:00+00:00,2.0,0,M
F,BE9L,PUB UA /OV PUB 230040/TM 2323/FL175/TP BE9L/TB SEV/RM COULD NOT HOLD ALT. ZDV,SEV,,17500.0,37.86144021631001,-105.14904694249856,2017-01-08 23:23:00+00:00,5.0,0,L
F,BE20,AUG UA /OV AUG /TM 2052 /FL120 /TP BE20 /TA 01 /TB LGT CHOP /IC TRACE CLR,LGT CHOP,,12000.0,44.32,-69.8,2017-01-12 20:52:00+00:00,1.0,0,M
T,MD83,PVU UUA /OV FFU190035/TM 1830/FL210/TP MD83/TB SEV /ZLC,SEV,,21000.0,39.69548227853002,-112.0727681012907,2017-01-09 18:30:00+00:00,5.0,0,M
T,C180,SXQ UUA /OV ENA108040 /TM 0040 /FL040 /TP C180 /TB SEV /RM WEST OF ICEBERG LAKE,SEV,,4000.0,60.36397198348232,-149.94952209254237,2017-01-02 00:40:00+00:00,5.0,0,L
F,B737,0A9 UA /OV HMV296052 /TM 1215 /FL400 /TP B737 /TA M63 /WV 316107KT /TB LGT CHOP/RM AWC-WEB,LGT CHOP,,40000.0,36.81995243423581,-83.09835048379064,2017-01-09 12:15:00+00:00,1.0,0,M
F,B737,GSO UA /OV GSO/TM 2235/FL360/TP B737/TB LGT-MOD/RM ZTLFD022254ZYL.,LGT-MOD,,36000.0,36.0975,-79.94361,2017-01-02 22:35:00+00:00,2.0,0,M
T,C650,BUR UUA /OV BUR135003 /TM 2020 /FL070 /TP C650 /TB SEV,SEV,,7000.0,34.16531179715535,-118.3159190456892,2017-01-20 20:20:00+00:00,5.0,0,M
F,C172,UUA /OV CYBW 270010 /TM 2310 /FL060 /TP C172 /TB MDT-SEV,MDT-SEV,,6000.0,51.10306,-114.63988746201788,2017-01-30 23:10:00+00:00,5.0,0,L
F,A346,MPV UA /OV MPV/TM 2341/FL400/TP A346/TB SEV CAT,SEV CAT,,40000.0,44.2035,-72.56233,2017-01-23 23:41:00+00:00,5.0,0,H
T,CRJ9,CAE UUA /OV CAE010035/TM 0133/FL220/TP CRJ9/TB EXTRM TURB/RM 800FT CLIMB,EXTRM TURB,,22000.0,34.51641772146998,-80.99598999062343,2017-01-23 01:33:00+00:00,7.0,0,U
T,C421,RBL UUA /OV RBL270035/TM 0039/FL210/TP C421/TB SEV 210/NEG 230/RM ZOA CWSU,SEV 210,,21000.0,40.1519,-123.01684985919395,2017-01-11 00:39:00+00:00,5.0,0,L
F,BE20,SIT UA /OV BKA090020/TM 0336/FL120/TP BE20/SK TOP030/TB NEG/IC NEG/RM DURGC ZAN,NEG,,12000.0,56.86,-134.9402168204063,2017-01-17 03:36:00+00:00,0.0,0,M
F,B738,LAS UA /OV LAS215090/TM 1830/FL060/TP B738/TB MOD/RM DURC 060-090,MOD,,6000.0,34.85123240649361,-116.21688720413718,2017-01-02 18:30:00+00:00,3.0,0,M
T,A319,DEN UUA /OV DEN300040/TM 0200/FL170/TP A319/TB SEV ZDV/FD,SEV ZDV,,17000.0,40.16616033336033,-105.40940035920272,2017-01-04 02:00:00+00:00,5.0,0,M
F,B737,GLS UA /OV VUH315010 /TM 1605 /FL190 /TP B737 /TB MOD CHOP 190-SFC /RM FM ZHU AWC-WEB:,MOD CHOP 190-SFC,,19000.0,29.38786067614885,-95.00511090827332,2017-01-01 16:05:00+00:00,3.0,0,M
T,PC12,BUR UUA /OV BUR/TM 2050/FL075/TP PC12/TB SEV BLO 080/RM COR MSG TYPE. ZLA CWSU,SEV BLO 080,,7500.0,34.20067,-118.35867,2017-01-27 20:50:00+00:00,5.0,0,L
F,PC12,DEN UA /OV 40SW DEN/TM 2030/FL170/TP PC12/TB SEV/RM 170-160,SEV,,17000.0,39.3613572954046,-105.27142407248736,2017-01-01 20:30:00+00:00,5.0,0,L
T,C56X,LIT UUA /OV LIT 135030/TM 1657/FL430/TP C56X/TB OCNL SEV/RM ZME,OCNL SEV,,43000.0,34.37371797155345,-91.80551492130373,2017-01-02 16:57:00+00:00,5.0,1,M
F,DH8D,UUA /OV YYC 200030 /TM 2346 /FL130 /TP DH8D /TB MDT-SEV 130 /RM MDT TURB 070-140,MDT-SEV 130,,13000.0,50.55011563201785,-114.15187691641684,2017-01-28 23:46:00+00:00,5.0,0,M
