URGENT,AIRCRAFT,REPORT,TURBULENCE,PRODUCT_ID,FL,LAT,LON,datetime,turbulence_intensity,Plane Weight
T,COL4,LEB UUA /OV LEB125025/TM 1851/FL090/TP COL4/TB SEV/RM TOPS 090,SEV,,9000.0,43.38710045996297,-71.83263173415726,2017-02-19 18:51:00,5.0,U
F,B717,PNM UA /OV OGG230020/TM 2100/FL190/TP B717/TB LGT CHOP,LGT CHOP,,19000.0,20.675720108155005,-156.7033361092122,2017-02-26 21:00:00,1.0,M
F,A320,HON UA /OV DPR/TM 1716/FL320/TP A320/TB CONT LGT CHOP,CONT LGT CHOP,,32000.0,45.08,-101.72,2017-02-04 17:16:00,1.0,M
T,C17,EGE UUA /OV RLG090020/TM 2030/FL340/TP C17/TB SEV/RM ZDV,SEV,,34000.0,40.0,-106.00482899085718,2017-02-09 20:30:00,5.0,L
F,MD88,CRW UA /OV HVQ/TM 1115/FL340/TP MD88/TB MOD CHOP,MOD CHOP,,34000.0,38.35,-81.77,2017-02-15 11:15:00,3.0,M
T,C56X,LWT UUA /OV LWT150040/TM 2340/FL430/TP C56X/TB SEV MTW/RM STEADILY DECREASING AIRSPEED /ZLC,SEV MTW,,43000.0,46.47185296539181,-108.97743951940504,2017-02-09 23:40:00,5.0,M
F,C441,TCC UA /OV TCC250030/TM 2331/FL120/TP C441/TB MOD 120-150/RM ZAB,MOD 120-150,,12000.0,35.01175607650751,-104.17810001938776,2017-02-08 23:31:00,3.0,L
T,B737,FAT UUA /OV FRA/TM 1829/FL310/TP B737/TB SEV/RM ZOA CWSU,SEV,,31000.0,37.1,-119.6,2017-02-16 18:29:00,5.0,M
F,E145,GGG UA /OV GGG /TM 1531 /FL310 /TP E145 /TB MOD/RM AWC-WEB:,MOD,,31000.0,32.38401,-94.71149,2017-02-21 15:31:00,3.0,M
F,C421,GLR UA /OV GLR /TM 1314 /FL080 /TP C421 /SK OVC017-TOP050/ SKC /WX FV01SM FG /TA 00 /TB NEG /IC NEG /RM DURC SOUTH BOUND VIS 1 1/2,NEG,,8000.0,45.01354,-84.70362,2017-02-23 13:14:00,0.0,L
T,A332,SFO UUA /OV 4000N 13925W/TM 1524/FL370/TP A332/TB SEV/RM ZOA CWSU,SEV,,37000.0,40.0,-139.4166,2017-02-23 15:24:00,5.0,H
F,C560,ASE UA /OV DBL140026/TM 2217/FL170/TP C560/TB SEV,SEV,,17000.0,39.10802051979493,-106.53930160209993,2017-02-02 22:17:00,5.0,M
F,E145,DAY UA /OV ROD090030/TM 1417/FL230/TP E145/TB MOD CHOP  OCNL MOD TURB,MOD CHOP  OCNL MOD TURB,,23000.0,40.29,-83.38445094177341,2017-02-27 14:17:00,3.0,M
T,PA32,KMGJ UUA /OV KMGJ250005/TM 1405/FL027/TP PA32/TB SEV 027,SEV 027,,2700.0,41.48066601275125,-74.36957915040054,2017-02-10 14:05:00,5.0,L
F,B737,LAS UA /OV LAS/TM 1555/FL050/TP B737/TB MOD 050-150/RM DURC,MOD 050-150,,5000.0,36.08006,-115.15225,2017-02-07 15:55:00,3.0,M
F,B738,OJC UA /OV BUM/TM 0125/FL380/TP B738/TB LGT CHOP/RM ZKCFD,LGT CHOP,,38000.0,38.28,-94.34,2017-02-22 01:25:00,1.0,M
