URGENT,AIRCRAFT,REPORT,TURBULENCE,PRODUCT_ID,FL,LAT,LON,datetime,turbulence_intensity,in_sigmet,Plane Weight
F,B738,MWA UA /OV MWA040030/TM 0950/FL370/TP B738/TB CONT LGT-OCNL MOD/RM ZKCFD,CONT LGT-OCNL MOD,,37000.0,38.13802324639046,-88.60454697012011,2017-04-28 09:50:00+00:00,2.0,0,M
F,B737,ELP UA /OV ELP270010/TM 1430/FL140/TP B737/TB CONS LGT OCNL MOD ABV 140,CONS LGT OCNL MOD ABV 140,,14000.0,31.81111,-106.57197265781208,2017-04-29 14:30:00+00:00,2.0,0,M
T,PA32,ALX UUA /OV MGM015050/TM 1922/FL070/TP PA32/TB SEV/RM NO DMG OR INJS RPTS/ZTLFD,SEV,,7000.0,33.1056433886327,-86.13878098922329,2017-04-28 19:22:00+00:00,5.0,0,L
F,B737,LAA UA /OV LAA/TM 1420/FL390/TP B737/TB CONT LGT OCNL MOD TURB/RM /ZDV,CONT LGT OCNL MOD TURB,,39000.0,38.07,-102.68806,2017-04-07 14:20:00+00:00,2.0,0,M
F,B738,UTS UA /OV LOA /TM 1433 /FL350 /TP B738 /TB LGT CHOP/RM AWC-WEB,LGT CHOP,,35000.0,31.12,-95.97,2017-04-01 14:33:00+00:00,1.0,0,M
T,A319,FAM UUA/OV FAM 270020/TM 1637/FL390/TP A319/TB SEV/RM +500 FT CWSU ZKC,SEV,,39000.0,37.76103,-90.8502799545789,2017-04-26 16:37:00+00:00,5.0,1,M
F,B737,JOT UA /OV JOT/TM 2158/FL300/TP B737/TB LGT OCNL MOD TURB,LGT OCNL MOD TURB,,30000.0,41.51769,-88.17561,2017-04-18 21:58:00+00:00,2.0,0,M
F,A320,DYS UA /OV ABI /TM 1730 /FL350 /TP A320 /TB CONT LGT/RM AWC-WEB:,CONT LGT,,35000.0,32.41062851,-99.68208563,2017-04-18 17:30:00+00:00,1.0,0,M
F,TEX2,ILM UA /OV ILM /TM 1525 /FL200 /TP TEX2 /SK SKC /TB NEG,NEG,,20000.0,34.27,-77.9,2017-04-28 15:25:00+00:00,0.0,0,L
T,EA50,SWF UUA /OV IGN225015 /TM 2209 /FL060 /TP EA50 /TB SEV /RM ACFT HAD 45 DEG ROLL,SEV,,6000.0,41.493208985776725,-74.05667233527853,2017-04-29 22:09:00+00:00,5.0,0,U
T,F2TH,AMA UUA /OV PNH080054/TM 1420/FL430/TP F2TH/TB SEV MTN WAVE/RM +/- 1000FPM ZAB TMU,SEV MTN WAVE,,43000.0,35.39629601886505,-100.61471422630916,2017-04-02 14:20:00+00:00,5.0,0,M
T,C152,IMM UUA /OV LAL-IMM /TM 1845 /FL001 /TP C152 /SK BKN030-TOP095 /TB EXTRM BLO 030,EXTRM BLO 030,,100.0,27.21106,-81.70978,2017-04-28 18:45:00+00:00,7.0,0,L
F,CRJ2,MIC UA /OV GEP/TM 1416/FL110/TP CRJ2/TB LGT-MOD CAT 110-140/RM DURC,LGT-MOD CAT 110-140,,11000.0,45.15,-93.37,2017-04-12 14:16:00+00:00,2.0,0,M
F,A321,COS UA /OV BRK030020/TM 2054/FL210/TP A321/TB CONT LGT OCNL MOD/RM DURC ZDV,CONT LGT OCNL MOD,,21000.0,39.228698517304096,-104.41570430711968,2017-04-14 20:54:00+00:00,2.0,0,M
T,P46T,DMN UUA /OV DMN/TM 1722/FL130/TP P46T/TB SEV/RM ZAB,SEV,,13000.0,32.26231,-107.72064,2017-04-29 17:22:00+00:00,5.0,0,L
F,A359,HNL UA /OV 3707N 14040W /TM 1529 /FL410 /TP A359 /TB MOD /RM ZOA CWSU AWC-WEB:,MOD,,41000.0,37.1166,-140.6666,2017-04-19 15:29:00+00:00,3.0,0,U
T,F900,RST UUA /OV RST170020/TM 0346/FL370/TP F900/TB SEV /RM +300 FT FOR TURB,SEV,,37000.0,43.57580415916001,-92.41125677363029,2017-04-13 03:46:00+00:00,5.0,0,M
F,DH8D,UUA /OV YVO 090070 /TM 1340 /FL240 /TP DH8D /TB MDT-SEV /RM SMOOTH BLO 200,MDT-SEV,,24000.0,48.18,-76.0701889200146,2017-04-05 13:40:00+00:00,5.0,0,M
F,B737,AEG UA /OV ABQ309023 /TM 1831 /FL380 /TP B737 /TB CONT SEV CAT 380 /RM MTN WAVE AWC-WEB,CONT SEV CAT 380,,38000.0,35.283159023653454,-106.97939190432218,2017-04-30 18:31:00+00:00,5.0,0,M
T,AT43,TNI UUA /OV UNZ010100 /TM 1056 /FL100 /TP AT43 /TB SEV,SEV,,10000.0,15.091479204199953,145.02759924625713,2017-04-14 10:56:00+00:00,5.0,0,M
F,C680,MSP UA /OV MSP110030/TM 1114/FL125/TP C680/SK BASEUNKN-TOP120/TB NEG/RM DURC,NEG,,12500.0,44.71434607650751,-92.56811865353738,2017-04-12 11:14:00+00:00,0.0,0,U
F,H60,PUB UA /OV TAD-PUB180010 /TM 1942 /FL070 /TP H60 /WV 22512KT /TB LGT CHOP,LGT CHOP,,7000.0,38.29,-104.49833,2017-04-18 19:42:00+00:00,1.0,0,L
F,B737,CXO UA /OV 15 SE IAH/TM 2248/FL120/TP B737/TB MOD- CLIMB OUT FROM 080-120,MOD- CLIMB OUT FROM 080-120,,12000.0,29.807638985776723,-95.13733133651118,2017-04-11 22:48:00+00:00,3.0,1,M
F,CL60,GAG UA /OV MMB /TM 1802 /FL410 /TP CL60 /TB CONT MOD CHOP/RM AWC-WEB,CONT MOD CHOP,,41000.0,36.34,-99.88,2017-04-08 18:02:00+00:00,3.0,0,M
F,B737,ATL UA /OV ATL180015/TM 1713/FL140/TP B737/TB SEV/RM NO DAMAGE NO INJURIES ZTLFD,SEV,,14000.0,33.38007974997975,-84.4418,2017-04-05 17:13:00+00:00,5.0,1,M
T,E190,CMX UUA /OV CMX/TM 2113/FL310/TP E190/TB SEV,SEV,,31000.0,47.16842,-88.48906,2017-04-26 21:13:00+00:00,5.0,0,U
F,BE35,EZM UA /OV DBN200020 /TM 1302 /FL008 /TP BE35 /SK OVC040 /WX FV20SM /TB NEG,NEG,,800.0,32.25116045467857,-83.12056224459354,2017-04-19 13:02:00+00:00,0.0,0,L
F,MD90,UIN UA /OV UIN360029/TM 2025/FL300/TP MD90/TB LGT CHOP/RM ZKCFD,LGT CHOP,,30000.0,40.42622248337248,-91.19458,2017-04-18 20:25:00+00:00,1.0,0,M
T,G150,BKW UUA /OV AZQ010020/TM 1347/FL310/TP G150/TB SEV,SEV,,31000.0,37.71829584083999,-83.18714170876892,2017-04-11 13:47:00+00:00,5.0,0,U
