URGENT,AIRCRAFT,REPORT,TURBULENCE,PRODUCT_ID,FL,LAT,LON,datetime,turbulence_intensity,Plane Weight
T,C25A,SCK UUA /OV SCK070040/TM 0040/FL240/TP C25A/TB SEV/RM DURD 240-220,SEV,,24000.0,38.12220189798999,-120.44439857490158,2024-04-01 00:40:00,5.0,L
T,A320,ASE UUA /OV DBL108028/TM 0042/FL270/TP A320/TB SEV/RM FL270-250  +-30KTS......ZDV,SEV,,27000.0,39.29578038843762,-106.32526489405883,2024-04-01 00:42:00,5.0,M
T,B737,ASE UUA /OV DBL060040/TM 0158/FL280/TP B737/TB SEV/RM ZDV,SEV,,28000.0,39.77336033336033,-106.15235748174533,2024-04-01 01:58:00,5.0,M
T,A319,ASE UUA /OV DBL060035/TM 0204/FL280/TP A319/TB SEV/RM ZDV,SEV,,28000.0,39.73169029169029,-106.24581279652716,2024-04-01 02:04:00,5.0,M
T,TBM9,IRK UUA /OV IRK309025/TM 0216/FL160/TP TBM9/TB SEV/RM ZKC FDC,SEV,,16000.0,40.35945806918853,-92.96667260128147,2024-04-01 02:16:00,5.0,U
T,A320,EGE UUA /OV RLG080013/TM 0218/FL280/TP A320/TB SEV/RM FL280-290 ZDV,SEV,,28000.0,40.0376268193564,-106.1614361406015,2024-04-01 02:18:00,5.0,M
T,A320,ASE UUA /OV DBL103025/TM 0225/FL280/TP A320/TB SEV/RM FL280-290 ZDV,SEV,,28000.0,39.34626280191771,-106.37426449200812,2024-04-01 02:25:00,5.0,M
T,E75L,OAK UUA /OV OAK300010/TM 0332/FL140/TP E75L/WV 01061KT/TB SEV 140-130/RM DURD,SEV 140-130,,14000.0,37.80462008334008,-122.40321042236958,2024-04-01 03:32:00,5.0,U
T,E175,SCK UUA /OV SCK139012/TM 0405/FL175/TP E175/TB SEV/IC LGT RIME/RM TOP 230,SEV,,17500.0,37.743215857648025,-121.07202602145212,2024-04-01 04:05:00,5.0,U
T,C55B,TUS UUA /OV 30 N TUS/TM 1227/FL240/TP C55B/TB SEV DURD 240-220/RM PINNG1 ARRIVAL...ZAB/FDCS,SEV DURD 240-220,,24000.0,32.620310500040496,-110.93798,2024-04-01 12:27:00,5.0,U
T,CRJ9,LGC UUA /OV LGC270015/TM 1300/FL310/TP CRJ9/TB SEV/RM NO DAMAGE OR INJURIES REPORTED ZTLFD-10,SEV,,31000.0,33.00886,-85.37075491243417,2024-04-01 13:00:00,5.0,U
T,P46T,ABQ UUA /OV ABQ195030/TM 1539/FL280/TP P46T/TB SEV/RM ZAB/FDCS,SEV,,28000.0,34.55889796682038,-106.77357363800404,2024-04-01 15:39:00,5.0,L
T,P46T,ABQ UUA /OV ABQ195030/TM 1539/FL280/TP P46T/TB SEV +/-500FT/RM ZAB/FDCS,SEV +,,28000.0,34.55889796682038,-106.77357363800404,2024-04-01 15:39:00,5.0,L
T,EGRT,ABQ UUA /OV ABQ340030/TM 1710/FL190/TP EGRT/TB SEV MTN WAVE 170-190 -1500FPM/RM ZAB/FDCS,SEV MTN WAVE 170-190 -1500FPM,,19000.0,35.51178436798215,-106.82438867859295,2024-04-01 17:10:00,5.0,U
T,C750,MJX UUA /OV CYN105035/TM 1734/FL340/TP C750/TB SEV,SEV,,34000.0,39.66900999447809,-73.69633030574388,2024-04-01 17:34:00,5.0,M
T,C750,ISP UUA /OV DPK170045/TM 1735/FL340/TP C750/TB SEV,SEV,,34000.0,40.05133435811002,-73.12796840702003,2024-04-01 17:35:00,5.0,M
T,GALX,BWG UUA /OV BWG135020/TM 1817/FL260/TP GALX/TB SEV ..NO INJURIES/RM ZME,SEV ..NO INJURIES,,26000.0,36.7288086477023,-86.12465245895841,2024-04-01 18:17:00,5.0,M
T,BE20,AMA UUA /OV PNH140020/TM 1933/FL130/TP BE20/TA 01/TB OCNL SEV DURC/IC MOD MX/RM ZAB/FDCS,OCNL SEV DURC,,13000.0,34.984631169073026,-101.437640748151,2024-04-01 19:33:00,5.0,M
T,B747,ORF UUA /OV 3020N07302W/TM 2220/FL330/TP B747/TB SEV-EXTRM 310-330,SEV-EXTRM 310-330,,33000.0,30.3333,-73.333,2024-04-01 22:20:00,6.0,H
T,PC24,MKC UUA /OV BUM090030/TM 0145/FL400/TP PC24/TB SEV/RM ZKC FDC FX/DL,SEV,,40000.0,38.28,-93.70299978148084,2024-04-02 01:45:00,5.0,U
T,B737,FDY UUA /OV ROD340025/TM 0150/FL340/TP B737/TB SEV CHOP,SEV CHOP,,34000.0,40.68157030665179,-84.22684248570972,2024-04-02 01:50:00,5.0,M
T,LNP4,DSM UUA /OV DSM070010/TM 0153/FL230/TP LNP4/TB OCNL SEV/RM -500 FT,OCNL SEV,,23000.0,41.59095797449749,-93.44387559142685,2024-04-02 01:53:00,5.0,U
T,LNP9,OMA UUA /OV OVR360040/TM 0225/FL240/TP LNP9/TB SEV CAT,SEV CAT,,24000.0,41.836720666720666,-95.74,2024-04-02 02:25:00,5.0,U
T,B738,SZL UUA /OV SZL270030/TM 0251/FL360/TP B738/TB SEV/RM ZKC FDC FX/DL,SEV,,36000.0,38.73029,-94.18898558462494,2024-04-02 02:51:00,5.0,M
T,A332,ORF UUA /OV 3809N05710W/TM 0955/FL370/TP A332/TB OCNL SEV 350-370,OCNL SEV 350-370,,37000.0,38.15,-57.1666,2024-04-02 09:55:00,5.0,H
T,B738,IOW UUA /OV IOW270020/TM 1239/FL340/TP B738/TB SEV,SEV,,34000.0,41.63939,-91.99059659940276,2024-04-02 12:39:00,5.0,M
T,CRJ9,DBQ UUA /OV DBQ/TM 1241/FL320/TP CRJ9/TB SEV,SEV,,32000.0,42.39835,-90.709143,2024-04-02 12:41:00,5.0,U
F,C172,UUA /OV CYBW 315010 /TM 1730 /FL060 /TP C172 /TB SEV,SEV,,6000.0,51.22092067614885,-114.5621397004416,2024-04-02 17:30:00,5.0,L
T,E170,MSL UUA /OV MSL225015/TM 1944/FL330/TP E170/TB SEV 330 +/-1000FT/RM ZME,SEV 330 +,,33000.0,34.567058985776725,-87.81477062455225,2024-04-02 19:44:00,5.0,U
F,MU2,UUA /OV CYYZ 045020 /TM 2006 /FL030 /TP MU2 /TB SEV,SEV,,3000.0,43.9129413522977,-79.3046366908218,2024-04-02 20:06:00,5.0,L
T,A20N,YIP UUA /OV CRL/TM 2204/FL240/TP A20N/TB SEV,SEV,,24000.0,42.05,-83.46,2024-04-02 22:04:00,5.0,U
F,A21N,DTW UA /OV 35 SE DTW/TM 2230/FL145/TP A21N/TB SEV/RM DURD,SEV,,14500.0,41.81748763347903,-82.77289173304246,2024-04-02 22:30:00,5.0,U
T,A321,ONZ UUA /OV CRAKN/TM 2234/FL120/TP A321/TB SEV,SEV,,12000.0,42.09908,-83.16147,2024-04-02 22:34:00,5.0,M
T,B712,MPG UUA /OV AIR/TM 0031/FL350/TP B712/TB SEV/RM LOST 2000 FT,SEV,,35000.0,40.02,-80.82,2024-04-03 00:31:00,5.0,M
T,E75S,HLG UUA /OV AIR020025/TM 0121/FL320/TP E75S/TB SEV,SEV,,32000.0,40.4115703066518,-80.63389891581686,2024-04-03 01:21:00,5.0,U
T,BCS3,DTW UUA /OV DXO090030/TM 0216/FL160/TP BCS3/TB SEV 160-170,SEV 160-170,,16000.0,42.21,-82.69489666303812,2024-04-03 02:16:00,5.0,U
T,H,CHA UUA /OV GQO160035/TM 0410/FL340/TP H/A306/TB SEV 340/RM LOSS 500 FT NO DAMAGE OR INJURIES ZTLFD-37,SEV 340,,34000.0,34.41180157068749,-84.90654034958364,2024-04-03 04:10:00,5.0,L
T,B738,BNA UUA /OV HCH/TM 0415/FL200/TP B738/TB SEV 200/RM SEV TURB FL200 -ZME,SEV 200,,20000.0,35.78,-84.98,2024-04-03 04:15:00,5.0,M
T,B737,CSV UUA /OV HCH/TM 0416/FL200/TP B737/TB SEV 200/RM NO DAMAGE OR INJURIES REPORTED ZTLFD-41,SEV 200,,20000.0,35.78,-84.98,2024-04-03 04:16:00,5.0,M
T,H,CHA UUA /OV GQO115025/TM 0443/FL320/TP H/B767/TB SEV 320/RM LOSS 500-1000FT LOSS OF 30-40 KTS NO DAMAGE NO INJURIES ZTLFD-37,SEV 320,,32000.0,34.78389479422744,-84.68918884330682,2024-04-03 04:43:00,5.0,L
T,B767,MGW UUA /OV MGW13020/TM 0922/FL350/TP B767/TB SEV FL350-370,SEV FL350-370,,35000.0,39.64291,-79.91631,2024-04-03 09:22:00,5.0,H
T,B737,PIT UUA /OV 10NW PIT/TM 1025/FL150/TP B737/TB SEV TURB/RM NO INJURIES,SEV TURB,,15000.0,40.58707381601481,-80.41239441742192,2024-04-03 10:25:00,5.0,M
T,A21N,SAV UUA /OV SAV/TM 1111/FL380/TP A21N/TB SEV,SEV,,38000.0,32.13136751,-81.20230227,2024-04-03 11:11:00,5.0,U
T,A21,PSB UUA /OV PSB27020/TM 1150/FL320/TP A21/TB SEV OCNL,SEV OCNL,,32000.0,40.88439,-78.08734,2024-04-03 11:50:00,5.0,U
T,B737,PIE UUA /OV PIE280177/TM 1226/FL370/TP B737/TB SEV,SEV,,37000.0,28.42230361739099,-85.97526765158904,2024-04-03 12:26:00,5.0,M
T,BE20,MLU UUA /OV KSWB180020/TM 1230/FL200/TP BE20/TB SEV/RM ZHU,SEV,,20000.0,31.636639666639667,-92.68,2024-04-03 12:30:00,5.0,M
T,B738M,BGR UUA /OV MRB/TM 1245/FL320/TP B738M/TB SEV CAT 320,SEV CAT 320,,32000.0,39.4019,-77.98467,2024-04-03 12:45:00,5.0,U
T,B38M,MRB UUA /OV MRB/TM 1245/FL320/TP B38M/TB SEV,SEV,,32000.0,39.4019,-77.98467,2024-04-03 12:45:00,5.0,U
T,C68A,PSK UUA /OV PSK/TM 1344/FL140/TP C68A/TB SEV/IC NEG/RM +8000FT UPDRAFT NO DAMAGES OR INJURIES REPORTED ZTLFD-46,SEV,,14000.0,37.13735,-80.67848,2024-04-03 13:44:00,5.0,U
T,PC12,HKY UUA /OV BZM270035/TM 1345/FL110/TP PC12/TB SEV/IC NEG/RM NO DAMAGES OR INJURIES REPORTED ZTLFD-46,SEV,,11000.0,35.87,-81.95991315471264,2024-04-03 13:45:00,5.0,L
T,B738,IAH UUA /OV 50NE DAS/TM 1350/FL170/TP B738/TB SEV TURB FL 170-230/RM KZHU,SEV TURB FL 170-230,,17000.0,30.77930338074425,-93.96822201378257,2024-04-03 13:50:00,5.0,M
T,B737,PIT UUA /OV MMJ100030/TM 1424/FL175/TP B737/TB SEV,SEV,,17500.0,40.40316887840831,-79.54249012271666,2024-04-03 14:24:00,5.0,M
T,C56X,AMG UUA /OV AMG240025/TM 1447/FL390/TP C56X/TB SEV CAT,SEV CAT,,39000.0,31.32770979164979,-82.92996540240031,2024-04-03 14:47:00,5.0,M
T,C56X,AMG UUA /OV AMG240025/TM 1447/FL350/TP C56X/TB SEV CAT 390,SEV CAT 390,,35000.0,31.32770979164979,-82.92996540240031,2024-04-03 14:47:00,5.0,M
F,C56X,AMG UA /OV AMG335040/TM 1454/FL390/TP C56X/TB SEV CAT 350/RM KNOCKED OFF AUTOPILOT A GOOD JOLT NO DAMAGES OR INJURIES REPORTED ZTLFD 27,SEV CAT 350,,39000.0,32.14031413202721,-82.8371532678503,2024-04-03 14:54:00,5.0,M
F,C700,DCA UA /OV BAL100015/TM 1456/FL270/TP C700/TB CONS SEV/RM FL350-240 JAIKE ARRIVAL,CONS SEV,,27000.0,39.12658443920415,-76.34240716975542,2024-04-03 14:56:00,5.0,U
T,BE20,LIT UUA /OV 10NE LIT/TM 1505/FL020/TP BE20/TB SEV TURB/RM ON FINAL 22R,SEV TURB,,2000.0,34.84516067614885,-92.0923249737679,2024-04-03 15:05:00,5.0,M
T,PC12,SAV UUA /OV SAV170065/TM 1527/FL100/TP PC12/TB SEV,SEV,,10000.0,31.064406027270028,-80.98013973071697,2024-04-03 15:27:00,5.0,L
T,B737,LNS UUA /OV LRP180010/TM 1536/FL260/TP B737/TB SEV CHOP,SEV CHOP,,26000.0,39.95331983331983,-76.29,2024-04-03 15:36:00,5.0,M
T,B350,GSO UUA /OV GSO360030/TM 1537/FL110/TP B350/TB SEV,SEV,,11000.0,36.597540500040495,-79.94361,2024-04-03 15:37:00,5.0,M
T,B350,GSO UUA /OV GSO030030/TM 1544/FL110/TP B350/TB SEV/RM NO INJURIES NO DAMAGE,SEV,,11000.0,36.530547775956144,-79.63418496835727,2024-04-03 15:44:00,5.0,M
T,PC12,JST UUA /OV JST240025/TM 1550/FL220/TP PC12/TB SEV CAT 220/RM NO INJURIES OR DAMAGES,SEV CAT 220,,22000.0,40.10775979164979,-79.30722467456924,2024-04-03 15:50:00,5.0,L
T,SF50,VQQ UUA /OV VQQ180030/TM 1550/FL270/TP SF50/TB SEV,SEV,,27000.0,29.7186486999595,-81.8767178,2024-04-03 15:50:00,5.0,U
F,C550,AVL UA /OV SUG080025/TM 1613/FL110/TP C550/TB CONS SEV CHOP 110-080/RM NO DAMAGES OR INJURIES REPORTED ZTLFD 44,CONS SEV CHOP 110-080,,11000.0,35.482359267993075,-81.76649525434811,2024-04-03 16:13:00,5.0,L
T,E75,W99 UUA /OV ESL090020/TM 1630/FL190/TP E75/TB SEV 175/RM SEV 170-190,SEV 175,,19000.0,39.23,-78.55964298491246,2024-04-03 16:30:00,5.0,U
T,PC12,MLB UUA /OV MLB140015/TM 1633/FL080/TP PC12/TB SEV CONS CHOP 080/RM SEV TURB 080,SEV CONS CHOP 080,,8000.0,27.91122337680477,-80.46307074355286,2024-04-03 16:33:00,5.0,L
T,CRJ9,BWI UUA /OV EMI040010/TM 1633/FL300/TP CRJ9/TB CONS SEV/RM CLIMBED TO FL305 DESCENDED TO FL297 LEVELED AT FL300,CONS SEV,,30000.0,39.62768441546349,-76.84115016521103,2024-04-03 16:33:00,5.0,U
T,B737,RDG UUA /OV ETX/TM 1710/FL280/TP B737/TB SEV CAT 280-290,SEV CAT 280-290,,28000.0,40.58,-75.68,2024-04-03 17:10:00,5.0,M
T,B39M,MJX UUA /OV CYN/TM 1712/FL190/TP B39M/TB SEV CAT 190,SEV CAT 190,,19000.0,39.82,-74.43,2024-04-03 17:12:00,5.0,U
T,GLT5,SEG UUA /OV SEG170010/TM 1713/FL270/TP GLT5/TB SEV/RM J64/Q62 STARTED AT FL260 - FL290,SEV,,27000.0,40.65641207958001,-76.8256431492335,2024-04-03 17:13:00,5.0,U
T,E75L,LKU UUA /OV GVE090020/TM 1719/FL140/TP E75L/TB SEV,SEV,,14000.0,38.156,-77.74185627420306,2024-04-03 17:19:00,5.0,U
T,E75L,HGR UUA /OV THS/TM 1730/FL250/TP E75L/TB SEV FL245-260/RM NO DAMEGE/INJURIES,SEV FL245-260,,25000.0,39.93,-77.95,2024-04-03 17:30:00,5.0,U
T,E170,MOB UUA /OV GCV225030/TM 1735/FL160/TP E170/TB SEV 160-170/RM 30SW GCV E170 RPTD SEVERE TURB FL160-170 DURC AT 1735Z KZHU,SEV 160-170,,16000.0,30.74641797155345,-88.90293427577166,2024-04-03 17:35:00,5.0,U
T,GLF6,AVP UUA /OV LVZ175035/TM 1744/FL290/TP GLF6/TB SEV/RM NO INJURIES OR DAMAGE,SEV,,29000.0,40.6888393558666,-75.6223518917207,2024-04-03 17:44:00,5.0,U
T,B737,NCA UUA /OV 14NC/TM 1752/FL370/TP B737/TB SEV,SEV,,37000.0,34.51,-77.55,2024-04-03 17:52:00,5.0,M
T,A319,MMU UUA /OV STW320020/TM 1801/FL230/TP A319/TB SEV,SEV,,23000.0,41.255368830926976,-75.153923640908,2024-04-03 18:01:00,5.0,M
T,A20N,TTN UUA /OV ARD/TM 1802/FL290/TP A20N/TB SEV 280-290,SEV 280-290,,29000.0,40.25,-74.91,2024-04-03 18:02:00,5.0,U
T,B788,ACY UUA /OV ENO180030/TM 1803/FL240/TP B788/H/TB SEV,SEV,,24000.0,38.7299594999595,-75.52,2024-04-03 18:03:00,5.0,U
T,SF50,IPT UUA /OV FQM045015/TM 1809/FL310/TP SF50/TB SEV,SEV,,31000.0,41.51679101422328,-76.53453081396921,2024-04-03 18:09:00,5.0,U
T,GLF6,ACY UUA /OV CYN040014/TM 1810/FL280/TP GLF6/TB SEV/RM SEV THROUGH CLIMB,SEV,,28000.0,39.99875818164888,-74.23470807333845,2024-04-03 18:10:00,5.0,U
T,E75,IPT UUA /OV FQM/TM 1823/FL220/TP E75/TB SEV,SEV,,22000.0,41.34,-76.77,2024-04-03 18:23:00,5.0,U
T,B737,N38 UUA /OV SFK215005/TM 1831/FL300/TP B737/TB SEV,SEV,,30000.0,41.63173180036076,-77.4840228549002,2024-04-03 18:31:00,5.0,M
T,B737,ELM UUA /OV SFK180020/TM 1833/FL300/TP B737/TB SEV,SEV,,30000.0,41.36663966663967,-77.42,2024-04-03 18:33:00,5.0,M
F,BCS1,ACY UA /OV VCN/TM 1837/FL240/TP BCS1/TB MOND-SEV 240-280,MOND-SEV 240-280,,24000.0,39.54,-74.97,2024-04-03 18:37:00,5.0,U
T,E55P,BWI UUA /OV BAL/TM 1842/FL250/TP E55P/TB SEV,SEV,,25000.0,39.17,-76.66,2024-04-03 18:42:00,5.0,U
T,CRJ9,CXY UUA /OV HAR350010/TM 1848/FL200/TP CRJ9/TB SEV 200-190,SEV 200-190,,20000.0,40.39414792041999,-77.05791133054645,2024-04-03 18:48:00,5.0,U
F,CRJ9,BWI UA /OV BAL290017/TM 1855/FL290/TP CRJ9/TB SEV CONS CAT/RM FL250-FL290,SEV CONS CAT,,29000.0,39.26691355664575,-77.0034493583411,2024-04-03 18:55:00,5.0,U
T,A333,ELM UUA /OV SFK015010/TM 1859/FL260/TP A333/TB SEV,SEV,,26000.0,41.861000677726544,-77.36222100797787,2024-04-03 18:59:00,5.0,H
T,CL60,BGM UUA /OV CFB300020/TM 1900/FL280/TP CL60/TB SEV,SEV,,28000.0,42.32668016668016,-76.52946295776205,2024-04-03 19:00:00,5.0,M
T,A333,IPT UUA /OV ETG110012/TM 1906/FL260/TP A333/TB SEV,SEV,,26000.0,41.141590430603,-77.89016115436293,2024-04-03 19:06:00,5.0,H
T,GALX,ILG UUA /OV DQO200020/TM 1906/FL270/TP GALX/TB SEV,SEV,,27000.0,39.366743754678566,-75.75814529451566,2024-04-03 19:06:00,5.0,M
T,CRJ9,SYR UUA /OV SYR220033/TM 1909/FL270/TP CRJ9/TB SEV TURB/RM ZBW REPORTED,SEV TURB,,27000.0,42.68983142897049,-76.5906221435192,2024-04-03 19:09:00,5.0,U
T,E75L,CHS UUA /OV CHS360020/TM 1911/FL160/TP E75L/TB OCNL SEV,OCNL SEV,,16000.0,33.231960333360334,-80.0405,2024-04-03 19:11:00,5.0,U
T,E75L,CHS UUA /OV CHS360010/TM 1916/FL140/TP E75L/TB SEV/RM DURD,SEV,,14000.0,33.06528016668017,-80.0405,2024-04-03 19:16:00,5.0,U
T,C25B,UTA UUA /OV HEE/TM 1930/FL060/TP C25B/TB SEV 085/RM SFC-085. DURC. NO DAMAGE/NO INJURIES. ZME,SEV 085,,6000.0,34.57,-90.67,2024-04-03 19:30:00,5.0,U
T,A20N,DOV UUA /OV ENO/TM 1938/FL160/TP A20N/TB SEV CONS CAT 160,SEV CONS CAT 160,,16000.0,39.23,-75.52,2024-04-03 19:38:00,5.0,U
T,B739,WWD UUA /OV SIE190030/TM 2007/FL170/TP B739/TB SEV CONS CAT 170,SEV CONS CAT 170,,17000.0,38.60755623874002,-74.911889083953,2024-04-03 20:07:00,5.0,M
T,GLF4,ELM UUA /OV ULW010015/TM 2014/FL290/TP GLF4/TB SEV TURB/RM NO INJURIES NO DAMAGE,SEV TURB,,29000.0,42.33622188063,-76.9614957827567,2024-04-03 20:14:00,5.0,M
T,B739,WWD UUA /OV SIE/TM 2014/FL140/TP B739/TB SEV CONS CAT 150,SEV CONS CAT 150,,14000.0,39.1,-74.8,2024-04-03 20:14:00,5.0,M
T,BE33,AVL UUA /OV SUG/TM 2015/FL108/TP BE33/TB SEV CHOP/RM MTN WAVE NO DAMAGES OR INJURIES REPORTED ZTLFD 44,SEV CHOP,,10800.0,35.41,-82.27,2024-04-03 20:15:00,5.0,L
T,B739,WWD UUA /OV SIE010010/TM 2015/FL140/TP B739/TB SEV CONS CAT 140,SEV CONS CAT 140,,14000.0,39.26414792042,-74.76270363868232,2024-04-03 20:15:00,5.0,M
F,A321,UUA /OV 4559N06658W /TM 2020 /FL340 /TP A321 /TB SEV,SEV,,34000.0,45.9833,-66.9666,2024-04-03 20:20:00,5.0,M
T,CRJ9,POU UUA /OV IGN/TM 2025/FL330/TP CRJ9/TB SEV CAT,SEV CAT,,33000.0,41.67,-73.82,2024-04-03 20:25:00,5.0,U
T,E190,POU UUA /OV IGN220005/TM 2032/FL360/TP E190/TB SEV,SEV,,36000.0,41.606157792268256,-73.89171479080682,2024-04-03 20:32:00,5.0,U
