URGENT,AIRCRAFT,REPORT,TURBULENCE,PRODUCT_ID,FL,LAT,LON,datetime,turbulence_intensity,in_sigmet,Plane Weight,nexrad_sites,aws_files
F,B737,RNO UA /OV KRNO/TM 2335/FL110/TP B737/TB MOD 010-110/RM B737 REPORTED DURD  MOD TURB FROM 110 TO 010 AGL...ZOA FD,MOD 010-110,,11000.0,39.48389,-119.77111,2018-09-08 23:35:00+00:00,3.0,0,M,"('KRGX', 'KBBX', 'KDAX', 'KMUX', 'KHNX')","['s3://unidata-nexrad-level2/2018/09/08/KRGX/KRGX20180908_233301_V06', 's3://unidata-nexrad-level2/2018/09/08/KBBX/KBBX20180908_233159_V06', 's3://unidata-nexrad-level2/2018/09/08/KDAX/KDAX20180908_232843_V06', 's3://unidata-nexrad-level2/2018/09/08/KMUX/KMUX20180908_232847_V06', 's3://unidata-nexrad-level2/2018/09/08/KHNX/KHNX20180908_232832_V06']"
F,A319,PSK UA /OV PSK030015/TM 1742/FL380/TP A319/TB OCNL LGT CHOP/RM ZTLFD,OCNL LGT CHOP,,38000.0,37.35387388797807,-80.52166664264458,2018-09-05 17:42:00+00:00,1.0,1,M,"('KFCX', 'KRLX', 'KRAX', 'KJKL', 'KAKQ')","['s3://unidata-nexrad-level2/2018/09/05/KFCX/KFCX20180905_173449_V06', 's3://unidata-nexrad-level2/2018/09/05/KRLX/KRLX20180905_173714_V06', 's3://unidata-nexrad-level2/2018/09/05/KRAX/KRAX20180905_174037_V06', 's3://unidata-nexrad-level2/2018/09/05/KJKL/KJKL20180905_174126_V06', 's3://unidata-nexrad-level2/2018/09/05/KAKQ/KAKQ20180905_173710_V06']"
F,B737,UUA /OV CYMT 235075 /TM 1430 /FL325 /TP B737 /TB SEV,SEV,,32500.0,49.054911379888935,-76.11364807207642,2018-09-26 14:30:00+00:00,5.0,0,M,"('KTYX', 'KCXX', 'KBUF', 'KENX', 'KBGM')","['s3://unidata-nexrad-level2/2018/09/26/KTYX/KTYX20180926_142529_V06', 's3://unidata-nexrad-level2/2018/09/26/KCXX/KCXX20180926_142922_V06', 's3://unidata-nexrad-level2/2018/09/26/KBUF/KBUF20180926_142956_V06', 's3://unidata-nexrad-level2/2018/09/26/KENX/KENX20180926_142825_V06', 's3://unidata-nexrad-level2/2018/09/26/KBGM/KBGM20180926_142444_V06']"
F,B737,BIX UA /OV GPT130070 /TM 1251 /FL400 /TP B737 /TB LGT-MOD /RM FM KZHU AWC-WEB:,LGT-MOD,,40000.0,29.65729037854252,-88.03375995230007,2018-09-30 12:51:00+00:00,2.0,0,M,"('KMOB', 'KLIX', 'KEVX', 'KHDC', 'KEOX')","['s3://unidata-nexrad-level2/2018/09/30/KMOB/KMOB20180930_124840_V06', 's3://unidata-nexrad-level2/2018/09/30/KLIX/KLIX20180930_124851_V06', 's3://unidata-nexrad-level2/2018/09/30/KEVX/KEVX20180930_124831_V06', 's3://unidata-nexrad-level2/2018/09/30/KEOX/KEOX20180930_125004_V06']"
F,AA5,SLC UA /OV TCH180025/TM 1645/FL105/TP AA5/TB SEV,SEV,,10500.0,40.43329958329959,-111.98,2018-09-15 16:45:00+00:00,5.0,0,L,"('KMTX', 'KSFX', 'KICX', 'KGJX', 'KRIW')","['s3://unidata-nexrad-level2/2018/09/15/KMTX/KMTX20180915_164244_V06', 's3://unidata-nexrad-level2/2018/09/15/KSFX/KSFX20180915_163929_V06', 's3://unidata-nexrad-level2/2018/09/15/KICX/KICX20180915_164434_V06', 's3://unidata-nexrad-level2/2018/09/15/KGJX/KGJX20180915_164405_V06', 's3://unidata-nexrad-level2/2018/09/15/KRIW/KRIW20180915_164254_V06']"
T,A320,FLL UUA /OV FATHR/TM 1432/FL270/TP A320/TB SEV/RM +/- 4000 FT,SEV,,27000.0,36.78,-119.7194,2018-09-02 14:32:00+00:00,5.0,0,M,"('KHNX', 'KMUX', 'KVBX', 'KVTX', 'KEYX')","['s3://unidata-nexrad-level2/2018/09/02/KHNX/KHNX20180902_143021_V06', 's3://unidata-nexrad-level2/2018/09/02/KMUX/KMUX20180902_142841_V06', 's3://unidata-nexrad-level2/2018/09/02/KVBX/KVBX20180902_143109_V06', 's3://unidata-nexrad-level2/2018/09/02/KVTX/KVTX20180902_142730_V06', 's3://unidata-nexrad-level2/2018/09/02/KEYX/KEYX20180902_142917_V06']"
T,CRJ9,AVP UUA /OV LVZ120010/TM 2116/FL290/TP CRJ9/TB SEV,SEV,,29000.0,41.18665991665992,-75.4979464959069,2018-09-26 21:16:00+00:00,5.0,0,U,"('KBGM', 'KCCX', 'KOKX', 'KDIX', 'KENX')","['s3://unidata-nexrad-level2/2018/09/26/KBGM/KBGM20180926_211428_V06', 's3://unidata-nexrad-level2/2018/09/26/KCCX/KCCX20180926_211121_V06', 's3://unidata-nexrad-level2/2018/09/26/KOKX/KOKX20180926_211423_V06', 's3://unidata-nexrad-level2/2018/09/26/KENX/KENX20180926_211327_V06']"
F,P46T,GPI UA /OV FCA210015/TM 1655/FL105/TP P46T/TB NEG CHOP/IC NEG/RM BASES 105 TOPS 135/ZLC,NEG CHOP,,10500.0,47.99347611202193,-114.36758956208924,2018-09-03 16:55:00+00:00,0.0,0,L,"('KMSX', 'KTFX', 'KOTX', 'KCBX', 'KPDT')","['s3://unidata-nexrad-level2/2018/09/03/KMSX/KMSX20180903_165415_V06', 's3://unidata-nexrad-level2/2018/09/03/KTFX/KTFX20180903_165454_V06', 's3://unidata-nexrad-level2/2018/09/03/KOTX/KOTX20180903_165212_V06', 's3://unidata-nexrad-level2/2018/09/03/KCBX/KCBX20180903_165009_V06', 's3://unidata-nexrad-level2/2018/09/03/KPDT/KPDT20180903_165009_V06']"
F,B737,DTW UA /OV CRL /TM 1504 /FL050 /TP B737 /TB MOD /RM MDT CHOP DURC 5000-8000 AWC-WEB:,MOD,,5000.0,42.05,-83.46,2018-09-20 15:04:00+00:00,3.0,1,M,"('KDTX', 'KCLE', 'KGRR', 'KIWX', 'KILN')","['s3://unidata-nexrad-level2/2018/09/20/KDTX/KDTX20180920_145947_V06', 's3://unidata-nexrad-level2/2018/09/20/KCLE/KCLE20180920_150046_V06', 's3://unidata-nexrad-level2/2018/09/20/KGRR/KGRR20180920_150304_V06', 's3://unidata-nexrad-level2/2018/09/20/KIWX/KIWX20180920_150202_V06']"
T,C172,DEN UUA /OV DEN260035/TM 2145/FL125/TP C172/TB SEV,SEV,,12500.0,39.73149702480969,-105.40565084811573,2018-09-08 21:45:00+00:00,5.0,0,L,"('KFTG', 'KCYS', 'KPUX', 'KGJX', 'KGLD')","['s3://unidata-nexrad-level2/2018/09/08/KFTG/KFTG20180908_213845_V06', 's3://unidata-nexrad-level2/2018/09/08/KCYS/KCYS20180908_214450_V06', 's3://unidata-nexrad-level2/2018/09/08/KGJX/KGJX20180908_214334_V06', 's3://unidata-nexrad-level2/2018/09/08/KGLD/KGLD20180908_213759_V06']"
