,URGENT,AIRCRAFT,REPORT,TURBULENCE,PRODUCT_ID,FL,LAT,LON,datetime,turbulence_intensity,Plane Weight,nexrad_sites,aws_files
24174,F,A319,EVV UA /OV OWB/TM 1100/FL340/TP A319/TB NEG,NEG,,34000.0,37.73883,-87.16683,2024-02-14 11:00:00,0.0,M,"('KVWX', 'KHPX', 'KLVX', 'KOHX', 'KPAH')","['s3://noaa-nexrad-level2/2024/02/14/KVWX/KVWX20240214_105918_V06', 's3://noaa-nexrad-level2/2024/02/14/KHPX/KHPX20240214_105400_V06', 's3://noaa-nexrad-level2/2024/02/14/KLVX/KLVX20240214_105739_V06', 's3://noaa-nexrad-level2/2024/02/14/KOHX/KOHX20240214_105852_V06']"
24175,F,BCS3,FAI UA /OV FAI170045/TM 1100/FL240/TP BCS3/TB LGT OCNL MOD BLO 240 OCNL LGT 330/RM DURC ZAN,LGT OCNL MOD BLO 240 OCNL LGT 330,,24000.0,64.07133435811002,-147.54398462173256,2024-02-14 11:00:00,2.0,U,"('PAPD', 'PAIH', 'PAIH', 'PAHG', 'PAKC')","['s3://noaa-nexrad-level2/2024/02/14/PAPD/PAPD20240214_105816_V06', 's3://noaa-nexrad-level2/2024/02/14/PAIH/PAIH20240214_105529_V06', 's3://noaa-nexrad-level2/2024/02/14/PAIH/PAIH20240214_105529_V06', 's3://noaa-nexrad-level2/2024/02/14/PAHG/PAHG20240214_105405_V06', 's3://noaa-nexrad-level2/2024/02/14/PAKC/PAKC20240214_105935_V06']"
24176,F,B752,TPA UA /OV TPA330030/TM 1109/FL370/TP B752/TB NEG,NEG,,37000.0,28.394947775956147,-82.82336542608783,2024-02-14 11:09:00,0.0,M,"('KTBW', 'KMLB', 'KJAX', 'KVAX', 'KTLH')","['s3://noaa-nexrad-level2/2024/02/14/KTBW/KTBW20240214_110159_V06', 's3://noaa-nexrad-level2/2024/02/14/KMLB/KMLB20240214_110345_V06', 's3://noaa-nexrad-level2/2024/02/14/KJAX/KJAX20240214_110450_V06', 's3://noaa-nexrad-level2/2024/02/14/KVAX/KVAX20240214_110237_V06', 's3://noaa-nexrad-level2/2024/02/14/KTLH/KTLH20240214_110521_V06']"
24177,F,A306,MEI UA /OV MEI/TM 1114/FL300/TP A306/TB LGT CHOP 280-260 CONS MOD 300-290/RM ZME,LGT CHOP 280-260 CONS MOD 300-290,,30000.0,32.33475,-88.75107,2024-02-14 11:14:00,2.0,H,"('KDGX', 'KGWX', 'KMOB', 'KBMX', 'KLIX')","['s3://noaa-nexrad-level2/2024/02/14/KDGX/KDGX20240214_110649_V06', 's3://noaa-nexrad-level2/2024/02/14/KGWX/KGWX20240214_110744_V06', 's3://noaa-nexrad-level2/2024/02/14/KMOB/KMOB20240214_111324_V06', 's3://noaa-nexrad-level2/2024/02/14/KBMX/KBMX20240214_110622_V06']"
24178,F,BCS3,GKN UA /OV GKN272029/TM 1115/FL330/TP BCS3/TB LGT OCNL MOD/RM ZAN,LGT OCNL MOD,,33000.0,62.166869456389534,-146.48407756460847,2024-02-14 11:15:00,2.0,U,"('PAIH', 'PAIH', 'PAPD', 'PAHG', 'PAKC')","['s3://noaa-nexrad-level2/2024/02/14/PAIH/PAIH20240214_111353_V06', 's3://noaa-nexrad-level2/2024/02/14/PAIH/PAIH20240214_111353_V06', 's3://noaa-nexrad-level2/2024/02/14/PAPD/PAPD20240214_111145_V06', 's3://noaa-nexrad-level2/2024/02/14/PAHG/PAHG20240214_110917_V06', 's3://noaa-nexrad-level2/2024/02/14/PAKC/PAKC20240214_111334_V06']"
24179,F,B763,MHT UA /OV KMHT/TM 1117/FL040/TP B763/TB MOD TURB 040 AND BLO /RM DURD RWY 35,MOD TURB 040 AND BLO,,4000.0,42.93281,-71.43575,2024-02-14 11:17:00,3.0,H,"('KBOX', 'KGYX', 'KCXX', 'KOKX', 'KENX')","['s3://noaa-nexrad-level2/2024/02/14/KBOX/KBOX20240214_111528_V06', 's3://noaa-nexrad-level2/2024/02/14/KGYX/KGYX20240214_111622_V06', 's3://noaa-nexrad-level2/2024/02/14/KCXX/KCXX20240214_111244_V06', 's3://noaa-nexrad-level2/2024/02/14/KOKX/KOKX20240214_111317_V06', 's3://noaa-nexrad-level2/2024/02/14/KENX/KENX20240214_111656_V06']"
24180,F,B739,BMG UA /OV OOM/TM 1120/FL160/TP B739/TB NEG/IC NEG/RM LAYER 090,NEG,,16000.0,39.14,-86.61,2024-02-14 11:20:00,0.0,M,"('KIND', 'KLVX', 'KVWX', 'KIWX', 'KHPX')","['s3://noaa-nexrad-level2/2024/02/14/KIND/KIND20240214_111815_V06', 's3://noaa-nexrad-level2/2024/02/14/KLVX/KLVX20240214_111908_V06', 's3://noaa-nexrad-level2/2024/02/14/KVWX/KVWX20240214_111329_V06', 's3://noaa-nexrad-level2/2024/02/14/KIWX/KIWX20240214_111327_V06', 's3://noaa-nexrad-level2/2024/02/14/KHPX/KHPX20240214_111439_V06']"
24181,F,A321,GNV UA /OV GNV270015/TM 1122/FL350/TP A321/TB OCNL LGT CHOP,OCNL LGT CHOP,,35000.0,29.6917,-82.56382857189519,2024-02-14 11:22:00,1.0,M,"('KJAX', 'KVAX', 'KTLH', 'KTBW', 'KMLB')","['s3://noaa-nexrad-level2/2024/02/14/KJAX/KJAX20240214_111853_V06', 's3://noaa-nexrad-level2/2024/02/14/KVAX/KVAX20240214_111634_V06', 's3://noaa-nexrad-level2/2024/02/14/KTLH/KTLH20240214_111400_V06', 's3://noaa-nexrad-level2/2024/02/14/KTBW/KTBW20240214_111900_V06', 's3://noaa-nexrad-level2/2024/02/14/KMLB/KMLB20240214_111749_V06']"
24182,F,B753,WRB UA /OV DBN168032/TM 1131/FL250/TP B753/TB CONS LGT OCNL MOD CHOP/RM ZTLFD 20,CONS LGT OCNL MOD CHOP,,25000.0,32.04269572359003,-82.85369622778832,2024-02-14 11:31:00,2.0,M,"('KJGX', 'KVAX', 'KCLX', 'KJAX', 'KFFC')","['s3://noaa-nexrad-level2/2024/02/14/KJGX/KJGX20240214_112938_V06', 's3://noaa-nexrad-level2/2024/02/14/KVAX/KVAX20240214_113042_V06', 's3://noaa-nexrad-level2/2024/02/14/KCLX/KCLX20240214_112217_V06', 's3://noaa-nexrad-level2/2024/02/14/KJAX/KJAX20240214_112553_V06', 's3://noaa-nexrad-level2/2024/02/14/KFFC/KFFC20240214_112456_V06']"
24183,F,B737,PVD UA /OV 5 S PVD/TM 1135/FL030/TP B737/TB MOD/RM DURC,MOD,,3000.0,41.63855991665992,-71.4325,2024-02-14 11:35:00,3.0,M,"('KBOX', 'KOKX', 'KGYX', 'KENX', 'KCXX')","['s3://noaa-nexrad-level2/2024/02/14/KBOX/KBOX20240214_113340_V06', 's3://noaa-nexrad-level2/2024/02/14/KOKX/KOKX20240214_113330_V06', 's3://noaa-nexrad-level2/2024/02/14/KGYX/KGYX20240214_113033_V06', 's3://noaa-nexrad-level2/2024/02/14/KENX/KENX20240214_113049_V06', 's3://noaa-nexrad-level2/2024/02/14/KCXX/KCXX20240214_113422_V06']"
