,URGENT,AIRCRAFT,REPORT,TURBULENCE,PRODUCT_ID,FL,LAT,LON,datetime,turbulence_intensity,Plane Weight,nexrad_sites,aws_files
3792,F,B738,BHM UA /OV VUZ120038/TM 1204/FL260/TP B738/TB OCNL LGT CHOP/IC NEG/RM ZTLFD-03,OCNL LGT CHOP,,26000.0,33.35330768330768,-86.24090622755614,2024-02-04 12:04:00,1.0,M,"('KBMX', 'KMXX', 'KHTX', 'KFFC', 'KEOX')","['s3://noaa-nexrad-level2/2024/02/04/KBMX/KBMX20240204_120342_V06', 's3://noaa-nexrad-level2/2024/02/04/KMXX/KMXX20240204_120103_V06', 's3://noaa-nexrad-level2/2024/02/04/KHTX/KHTX20240204_120311_V06', 's3://noaa-nexrad-level2/2024/02/04/KFFC/KFFC20240204_120245_V06', 's3://noaa-nexrad-level2/2024/02/04/KEOX/KEOX20240204_115902_V06']"
3793,F,B738,AMG UA /OV AMG150040/TM 1205/FL190/TP B738/TB LGT CHOP/RM DURC 170 THROUGH 190,LGT CHOP,,19000.0,30.9586629653918,-82.11543484311652,2024-02-04 12:05:00,1.0,M,"('KJAX', 'KVAX', 'KCLX', 'KJGX', 'KTLH')","['s3://noaa-nexrad-level2/2024/02/04/KJAX/KJAX20240204_120045_V06', 's3://noaa-nexrad-level2/2024/02/04/KVAX/KVAX20240204_120426_V06', 's3://noaa-nexrad-level2/2024/02/04/KCLX/KCLX20240204_120413_V06', 's3://noaa-nexrad-level2/2024/02/04/KJGX/KJGX20240204_120441_V06', 's3://noaa-nexrad-level2/2024/02/04/KTLH/KTLH20240204_120108_V06']"
3794,F,B738,HTS UA /OV ECB190015/TM 1205/FL360/TP B738/TB LGT-OCNL MOD CHOP,LGT-OCNL MOD CHOP,,36000.0,37.91377811937,-82.96521582032928,2024-02-04 12:05:00,2.0,M,"('KJKL', 'KRLX', 'KILN', 'KMRX', 'KFCX')","['s3://noaa-nexrad-level2/2024/02/04/KJKL/KJKL20240204_120446_V06', 's3://noaa-nexrad-level2/2024/02/04/KRLX/KRLX20240204_120003_V06', 's3://noaa-nexrad-level2/2024/02/04/KILN/KILN20240204_120140_V06', 's3://noaa-nexrad-level2/2024/02/04/KMRX/KMRX20240204_120021_V06', 's3://noaa-nexrad-level2/2024/02/04/KFCX/KFCX20240204_120424_V06']"
3795,F,B38M,MIA UA /OV ZBV020020/TM 1206/FL340/TP B38M/TB LGT OCNL MOD CHOP,LGT OCNL MOD CHOP,,34000.0,25.98325624532144,-79.17349889281715,2024-02-04 12:06:00,2.0,U,"('KAMX', 'KAMX', 'KMLB', 'KBYX', 'KTBW')","['s3://noaa-nexrad-level2/2024/02/04/KAMX/KAMX20240204_120201_V06', 's3://noaa-nexrad-level2/2024/02/04/KAMX/KAMX20240204_120201_V06', 's3://noaa-nexrad-level2/2024/02/04/KMLB/KMLB20240204_120505_V06', 's3://noaa-nexrad-level2/2024/02/04/KBYX/KBYX20240204_120539_V06', 's3://noaa-nexrad-level2/2024/02/04/KTBW/KTBW20240204_120240_V06']"
3796,F,E170,OMA UA /OV OMA030030/TM 1206/FL230/TP E170/SK TOP 015/TB LGT CHOP/RM DURC,LGT CHOP,,23000.0,41.74332777595615,-95.56631813293306,2024-02-04 12:06:00,1.0,U,"('KOAX', 'KDMX', 'KFSD', 'KTWX', 'KUEX')","['s3://noaa-nexrad-level2/2024/02/04/KOAX/KOAX20240204_120210_V06', 's3://noaa-nexrad-level2/2024/02/04/KDMX/KDMX20240204_120310_V06', 's3://noaa-nexrad-level2/2024/02/04/KFSD/KFSD20240204_120128_V06', 's3://noaa-nexrad-level2/2024/02/04/KTWX/KTWX20240204_120228_V06', 's3://noaa-nexrad-level2/2024/02/04/KUEX/KUEX20240204_120544_V06']"
3797,F,E145,CRW UA /OV HVQ/TM 1206/FL360/TP E145/TB NEG,NEG,,36000.0,38.35,-81.77,2024-02-04 12:06:00,0.0,M,"('KRLX', 'KJKL', 'KFCX', 'KILN', 'KPBZ')","['s3://noaa-nexrad-level2/2024/02/04/KRLX/KRLX20240204_120003_V06', 's3://noaa-nexrad-level2/2024/02/04/KJKL/KJKL20240204_120446_V06', 's3://noaa-nexrad-level2/2024/02/04/KFCX/KFCX20240204_120424_V06', 's3://noaa-nexrad-level2/2024/02/04/KILN/KILN20240204_120140_V06', 's3://noaa-nexrad-level2/2024/02/04/KPBZ/KPBZ20240204_120500_V06']"
3798,F,CRJ9,EUF UA /OV EUF/TM 1208/FL330/TP CRJ9/SK TOP 330/TB OCNL LGT CHOP/RM ZTLFD-09,OCNL LGT CHOP,,33000.0,31.9513,-85.1289,2024-02-04 12:08:00,1.0,U,"('KEOX', 'KMXX', 'KFFC', 'KEVX', 'KTLH')","['s3://noaa-nexrad-level2/2024/02/04/KEOX/KEOX20240204_120417_V06', 's3://noaa-nexrad-level2/2024/02/04/KMXX/KMXX20240204_120756_V06', 's3://noaa-nexrad-level2/2024/02/04/KFFC/KFFC20240204_120713_V06', 's3://noaa-nexrad-level2/2024/02/04/KEVX/KEVX20240204_120558_V06', 's3://noaa-nexrad-level2/2024/02/04/KTLH/KTLH20240204_120622_V06']"
3799,F,E75L,PNC UA /OV PER330015/TM 1208/FL267/TP E75L/TB CONS LGT OCNL MOD 240-265/RM DURC ZKC/FDC/CW,CONS LGT OCNL MOD 240-265,,26700.0,36.96652388797807,-97.31601813436652,2024-02-04 12:08:00,2.0,U,"('KICT', 'KVNX', 'KTLX', 'KOUN', 'KINX')","['s3://noaa-nexrad-level2/2024/02/04/KICT/KICT20240204_120042_V06', 's3://noaa-nexrad-level2/2024/02/04/KVNX/KVNX20240204_120635_V06', 's3://noaa-nexrad-level2/2024/02/04/KTLX/KTLX20240204_120743_V06', 's3://noaa-nexrad-level2/2024/02/04/KINX/KINX20240204_120604_V06']"
3800,F,B737,SPA UA /OV SPA/TM 1208/FL330/TP B737/TB OCNL LGT/RM ZTLFD-32,OCNL LGT,,33000.0,34.9157222,-81.9565,2024-02-04 12:08:00,1.0,M,"('KGSP', 'KCAE', 'KMRX', 'KCLX', 'KJGX')","['s3://noaa-nexrad-level2/2024/02/04/KGSP/KGSP20240204_120144_V06', 's3://noaa-nexrad-level2/2024/02/04/KCAE/KCAE20240204_120059_V06', 's3://noaa-nexrad-level2/2024/02/04/KMRX/KMRX20240204_120724_V06', 's3://noaa-nexrad-level2/2024/02/04/KCLX/KCLX20240204_120413_V06', 's3://noaa-nexrad-level2/2024/02/04/KJGX/KJGX20240204_120441_V06']"
3801,F,E170,BHM UA /OV VUZ110020/TM 1208/FL125/TP E170/TB CONS LGT CHOP 110-125/RM ZTLFD-05,CONS LGT CHOP 110-125,,12500.0,33.555984051005005,-86.52360071311816,2024-02-04 12:08:00,1.0,U,"('KBMX', 'KMXX', 'KHTX', 'KGWX', 'KFFC')","['s3://noaa-nexrad-level2/2024/02/04/KBMX/KBMX20240204_120342_V06', 's3://noaa-nexrad-level2/2024/02/04/KMXX/KMXX20240204_120756_V06', 's3://noaa-nexrad-level2/2024/02/04/KHTX/KHTX20240204_120741_V06', 's3://noaa-nexrad-level2/2024/02/04/KGWX/KGWX20240204_120221_V06', 's3://noaa-nexrad-level2/2024/02/04/KFFC/KFFC20240204_120713_V06']"
