,URGENT,AIRCRAFT,REPORT,TURBULENCE,PRODUCT_ID,FL,LAT,LON,datetime,turbulence_intensity,Plane Weight,nexrad_sites,aws_files
15642,F,B739,AMA UA /OV PNH230035/TM 0306/FL340/TP B739/TB CONS LGT CAT/RM ZAB/FDCS,CONS LGT CAT,,34000.0,34.86501018927126,-102.24716826664742,2024-02-10 03:06:00,1.0,M,"('KAMA', 'KLBB', 'KFDX', 'KMAF', 'KFDR')","['s3://noaa-nexrad-level2/2024/02/10/KAMA/KAMA20240210_030304_V06', 's3://noaa-nexrad-level2/2024/02/10/KLBB/KLBB20240210_030209_V06', 's3://noaa-nexrad-level2/2024/02/10/KFDX/KFDX20240210_030234_V06', 's3://noaa-nexrad-level2/2024/02/10/KMAF/KMAF20240210_030131_V06', 's3://noaa-nexrad-level2/2024/02/10/KFDR/KFDR20240210_030416_V06']"
15643,T,A320,BTV UUA /OV FINAL RY 15/TM 0310/FL010/TP A320/TB MOD BLW 010/RM +/-5 KTS,MOD BLW 010,,1000.0,29.4657,-81.2087,2024-02-10 03:10:00,3.0,M,"('KJAX', 'KMLB', 'KTBW', 'KVAX', 'KCLX')","['s3://noaa-nexrad-level2/2024/02/10/KJAX/KJAX20240210_030654_V06', 's3://noaa-nexrad-level2/2024/02/10/KMLB/KMLB20240210_030810_V06', 's3://noaa-nexrad-level2/2024/02/10/KTBW/KTBW20240210_030809_V06', 's3://noaa-nexrad-level2/2024/02/10/KVAX/KVAX20240210_030616_V06', 's3://noaa-nexrad-level2/2024/02/10/KCLX/KCLX20240210_030644_V06']"
15644,F,A320,TYS UA /OV VXV/TM 0311/FL370/TP A320/SK SKC/TB NEG/RM SMOOTH ZTLFD-40,NEG,,37000.0,35.9,-83.89,2024-02-10 03:11:00,0.0,M,"('KMRX', 'KJKL', 'KGSP', 'KHTX', 'KFFC')","['s3://noaa-nexrad-level2/2024/02/10/KMRX/KMRX20240210_030636_V06', 's3://noaa-nexrad-level2/2024/02/10/KJKL/KJKL20240210_030917_V06', 's3://noaa-nexrad-level2/2024/02/10/KGSP/KGSP20240210_031022_V06', 's3://noaa-nexrad-level2/2024/02/10/KHTX/KHTX20240210_030951_V06', 's3://noaa-nexrad-level2/2024/02/10/KFFC/KFFC20240210_030736_V06']"
15645,F,C172,HNL UA /OV HNL090006/TM 0313/FL015/TP C172/SK BASES SCT025/TB LGT CHP,LGT CHP,,1500.0,21.31,-157.81265230331792,2024-02-10 03:13:00,1.0,L,"('PHMO', 'PHKI', 'PHKM', 'PHWA', 'PAKC')","['s3://noaa-nexrad-level2/2024/02/10/PHMO/PHMO20240210_031220_V06', 's3://noaa-nexrad-level2/2024/02/10/PHKI/PHKI20240210_031013_V06', 's3://noaa-nexrad-level2/2024/02/10/PHKM/PHKM20240210_031202_V06', 's3://noaa-nexrad-level2/2024/02/10/PHWA/PHWA20240210_031033_V06', 's3://noaa-nexrad-level2/2024/02/10/PAKC/PAKC20240210_031109_V06']"
15646,F,BCS1,FOD UA /OV FOD/TM 0313/FL360/TP BCS1/TB NEG,NEG,,36000.0,42.549741,-94.203203,2024-02-10 03:13:00,0.0,U,"('KDMX', 'KMPX', 'KOAX', 'KFSD', 'KARX')","['s3://noaa-nexrad-level2/2024/02/10/KDMX/KDMX20240210_031144_V06', 's3://noaa-nexrad-level2/2024/02/10/KMPX/KMPX20240210_031054_V06', 's3://noaa-nexrad-level2/2024/02/10/KOAX/KOAX20240210_031032_V06', 's3://noaa-nexrad-level2/2024/02/10/KFSD/KFSD20240210_031207_V06', 's3://noaa-nexrad-level2/2024/02/10/KARX/KARX20240210_030442_V06']"
15647,F,E75L,LOZ UA /OV LVT360015/TM 0313/FL230/TP E75L/TB OCNL LGT 250-230,OCNL LGT 250-230,,23000.0,36.83002025002025,-85.17,2024-02-10 03:13:00,1.0,U,"('KLVX', 'KOHX', 'KMRX', 'KJKL', 'KHTX')","['s3://noaa-nexrad-level2/2024/02/10/KLVX/KLVX20240210_030819_V06', 's3://noaa-nexrad-level2/2024/02/10/KOHX/KOHX20240210_031034_V06', 's3://noaa-nexrad-level2/2024/02/10/KMRX/KMRX20240210_031226_V06', 's3://noaa-nexrad-level2/2024/02/10/KJKL/KJKL20240210_030917_V06', 's3://noaa-nexrad-level2/2024/02/10/KHTX/KHTX20240210_030951_V06']"
15648,F,B738,HUF UA /OV CMI/TM 0314/FL290/TP B738/TB LGT MOD,LGT MOD,,29000.0,40.0324,-88.2755,2024-02-10 03:14:00,2.0,M,"('KILX', 'KLOT', 'KVWX', 'KIND', 'KLSX')","['s3://noaa-nexrad-level2/2024/02/10/KILX/KILX20240210_030844_V06', 's3://noaa-nexrad-level2/2024/02/10/KLOT/KLOT20240210_030935_V06', 's3://noaa-nexrad-level2/2024/02/10/KVWX/KVWX20240210_031306_V06', 's3://noaa-nexrad-level2/2024/02/10/KIND/KIND20240210_031034_V06', 's3://noaa-nexrad-level2/2024/02/10/KLSX/KLSX20240210_030930_V06']"
15649,F,CRJ2,IND UA /OV SHB/TM 0315/FL280/TP CRJ2/TB LGT MOD,LGT MOD,,28000.0,39.63,-85.82,2024-02-10 03:15:00,2.0,M,"('KIND', 'KLVX', 'KIWX', 'KILN', 'KVWX')","['s3://noaa-nexrad-level2/2024/02/10/KIND/KIND20240210_031034_V06', 's3://noaa-nexrad-level2/2024/02/10/KLVX/KLVX20240210_030819_V06', 's3://noaa-nexrad-level2/2024/02/10/KIWX/KIWX20240210_031410_V06', 's3://noaa-nexrad-level2/2024/02/10/KILN/KILN20240210_030949_V06', 's3://noaa-nexrad-level2/2024/02/10/KVWX/KVWX20240210_031306_V06']"
15650,F,PA32,MRI UA /OV MRI150005/TM 0315/FL012/TP PA32/SK BKN012/WX FV99SM/WV UNKNOWN/TB CONS MOD 012,CONS MOD 012,,1200.0,61.13782537067398,-149.75347595688257,2024-02-10 03:15:00,3.0,L,"('PAHG', 'PAIH', 'PAIH', 'PAPD', 'PAKC')","['s3://noaa-nexrad-level2/2024/02/10/PAHG/PAHG20240210_031057_V06', 's3://noaa-nexrad-level2/2024/02/10/PAIH/PAIH20240210_031218_V06', 's3://noaa-nexrad-level2/2024/02/10/PAIH/PAIH20240210_031218_V06', 's3://noaa-nexrad-level2/2024/02/10/PAPD/PAPD20240210_031311_V06', 's3://noaa-nexrad-level2/2024/02/10/PAKC/PAKC20240210_031109_V06']"
15651,F,A320,SBA UA /OV SBA/TM 0316/FL030/TP A320/TB MOD/RM DURC 030-050,MOD,,3000.0,34.42611,-119.84361,2024-02-10 03:16:00,3.0,M,"('KVTX', 'KVBX', 'KHNX', 'KSOX', 'KEYX')","['s3://noaa-nexrad-level2/2024/02/10/KVTX/KVTX20240210_031440_V06', 's3://noaa-nexrad-level2/2024/02/10/KVBX/KVBX20240210_030745_V06', 's3://noaa-nexrad-level2/2024/02/10/KHNX/KHNX20240210_030655_V06', 's3://noaa-nexrad-level2/2024/02/10/KSOX/KSOX20240210_031148_V06', 's3://noaa-nexrad-level2/2024/02/10/KEYX/KEYX20240210_031132_V06']"
15652,F,A320,SBA UA /OV SBA/TM 0316/FL030/TP A320/TB MOD 030-050/RM DURC. COR TURB. ZLA CWSU,MOD 030-050,,3000.0,34.42611,-119.84361,2024-02-10 03:16:00,3.0,M,"('KVTX', 'KVBX', 'KHNX', 'KSOX', 'KEYX')","['s3://noaa-nexrad-level2/2024/02/10/KVTX/KVTX20240210_031440_V06', 's3://noaa-nexrad-level2/2024/02/10/KVBX/KVBX20240210_030745_V06', 's3://noaa-nexrad-level2/2024/02/10/KHNX/KHNX20240210_030655_V06', 's3://noaa-nexrad-level2/2024/02/10/KSOX/KSOX20240210_031148_V06', 's3://noaa-nexrad-level2/2024/02/10/KEYX/KEYX20240210_031132_V06']"
15653,F,CL30,STL UA /OV STL360030/TM 0317/FL400/TP CL30/TB LGT-MOD CHOP/RM ZKCFDC,LGT-MOD CHOP,,40000.0,39.2524905000405,-90.3734,2024-02-10 03:17:00,2.0,U,"('KLSX', 'KILX', 'KDVN', 'KPAH', 'KVWX')","['s3://noaa-nexrad-level2/2024/02/10/KLSX/KLSX20240210_031431_V06', 's3://noaa-nexrad-level2/2024/02/10/KILX/KILX20240210_031530_V06', 's3://noaa-nexrad-level2/2024/02/10/KDVN/KDVN20240210_031554_V06', 's3://noaa-nexrad-level2/2024/02/10/KPAH/KPAH20240210_031149_V06', 's3://noaa-nexrad-level2/2024/02/10/KVWX/KVWX20240210_031306_V06']"
15654,F,E75L,CNM UA /OV CNM020100/TM 0318/FL340/TP E75L/TB CONS LGT CHOP OCNL MOD CHOP/RM ZAB/FDCS,CONS LGT CHOP OCNL MOD CHOP,,34000.0,33.903751226607184,-103.5885593067472,2024-02-10 03:18:00,2.0,U,"('KFDX', 'KLBB', 'KAMA', 'KMAF', 'KHDX')","['s3://noaa-nexrad-level2/2024/02/10/KFDX/KFDX20240210_031610_V06', 's3://noaa-nexrad-level2/2024/02/10/KLBB/KLBB20240210_031606_V06', 's3://noaa-nexrad-level2/2024/02/10/KAMA/KAMA20240210_031627_V06', 's3://noaa-nexrad-level2/2024/02/10/KMAF/KMAF20240210_031110_V06', 's3://noaa-nexrad-level2/2024/02/10/KHDX/KHDX20240210_031121_V06']"
