,URGENT,AIRCRAFT,REPORT,TURBULENCE,PRODUCT_ID,FL,LAT,LON,datetime,turbulence_intensity,Plane Weight,nexrad_sites,aws_files
23226,F,CRJ9,BGR UA /OV BGR320060/TM 1547/FL350/TP CRJ9/TB LGT MOD,LGT MOD,,35000.0,45.57354649278092,-69.73421257619592,2024-02-13 15:47:00,2.0,U,"('KGYX', 'KCBW', 'KCXX', 'KBOX', 'KENX')","['s3://noaa-nexrad-level2/2024/02/13/KGYX/KGYX20240213_154618_V06', 's3://noaa-nexrad-level2/2024/02/13/KCBW/KCBW20240213_154021_V06', 's3://noaa-nexrad-level2/2024/02/13/KCXX/KCXX20240213_154051_V06', 's3://noaa-nexrad-level2/2024/02/13/KBOX/KBOX20240213_154511_V06', 's3://noaa-nexrad-level2/2024/02/13/KENX/KENX20240213_154255_V06']"
23227,F,B772,ALB UA /OV ALB210010/TM 1548/FL160/TP B772/TB MOD CHOP,MOD CHOP,,16000.0,42.61322074134795,-73.91711634457383,2024-02-13 15:48:00,3.0,H,"('KENX', 'KOKX', 'KCXX', 'KTYX', 'KBGM')","['s3://noaa-nexrad-level2/2024/02/13/KENX/KENX20240213_154726_V06', 's3://noaa-nexrad-level2/2024/02/13/KOKX/KOKX20240213_154359_V06', 's3://noaa-nexrad-level2/2024/02/13/KCXX/KCXX20240213_154734_V06', 's3://noaa-nexrad-level2/2024/02/13/KTYX/KTYX20240213_154416_V06', 's3://noaa-nexrad-level2/2024/02/13/KBGM/KBGM20240213_154605_V06']"
23228,F,GLEX,ILM UA /OV ILM180080/TM 1548/FL400/TP GLEX/TB INTMT LGT CHOP,INTMT LGT CHOP,,40000.0,32.93655866655867,-77.9,2024-02-13 15:48:00,1.0,M,"('KLTX', 'KMHX', 'KRAX', 'KCLX', 'KCAE')","['s3://noaa-nexrad-level2/2024/02/13/KLTX/KLTX20240213_154421_V06', 's3://noaa-nexrad-level2/2024/02/13/KMHX/KMHX20240213_154245_V06', 's3://noaa-nexrad-level2/2024/02/13/KRAX/KRAX20240213_154403_V06', 's3://noaa-nexrad-level2/2024/02/13/KCLX/KCLX20240213_154543_V06', 's3://noaa-nexrad-level2/2024/02/13/KCAE/KCAE20240213_154645_V06']"
23229,F,B783,ANC UA /OV 43N154W/TM 1550/FL340/TP B783/TB MOD,MOD,,34000.0,43.0,-154.0,2024-02-13 15:50:00,3.0,H,"('PAKC', 'PAHG', 'PAIH', 'PAIH', 'PABC')","['s3://noaa-nexrad-level2/2024/02/13/PAKC/PAKC20240213_154652_V06', 's3://noaa-nexrad-level2/2024/02/13/PAHG/PAHG20240213_154950_V06', 's3://noaa-nexrad-level2/2024/02/13/PAIH/PAIH20240213_154935_V06', 's3://noaa-nexrad-level2/2024/02/13/PAIH/PAIH20240213_154935_V06', 's3://noaa-nexrad-level2/2024/02/13/PABC/PABC20240213_154626_V06']"
23230,F,BE9L,WRB UA /OV MCN/TM 1550/FL180/TP BE9L/TB NEG/IC NEG/RM ZTLFD 21,NEG,,18000.0,32.69285,-83.64921,2024-02-13 15:50:00,0.0,L,"('KJGX', 'KFFC', 'KVAX', 'KMXX', 'KEOX')","['s3://noaa-nexrad-level2/2024/02/13/KJGX/KJGX20240213_154902_V06', 's3://noaa-nexrad-level2/2024/02/13/KFFC/KFFC20240213_154450_V06', 's3://noaa-nexrad-level2/2024/02/13/KVAX/KVAX20240213_154521_V06', 's3://noaa-nexrad-level2/2024/02/13/KMXX/KMXX20240213_154518_V06', 's3://noaa-nexrad-level2/2024/02/13/KEOX/KEOX20240213_154639_V06']"
23231,F,B737,PSX UA /OV KPSX/TM 1551/FL220/TP B737/TB MOD/RM ZHU,MOD,,22000.0,28.73,-96.25,2024-02-13 15:51:00,3.0,M,"('KHGX', 'KCRP', 'KEWX', 'KGRK', 'KBRO')","['s3://noaa-nexrad-level2/2024/02/13/KHGX/KHGX20240213_154843_V06', 's3://noaa-nexrad-level2/2024/02/13/KCRP/KCRP20240213_154417_V06', 's3://noaa-nexrad-level2/2024/02/13/KEWX/KEWX20240213_154439_V06', 's3://noaa-nexrad-level2/2024/02/13/KGRK/KGRK20240213_154803_V06', 's3://noaa-nexrad-level2/2024/02/13/KBRO/KBRO20240213_154844_V06']"
23232,F,E190,PVD UA /OV PVD/TM 1554/FL160/TP E190/TB LGT MOD CHOP 110-190,LGT MOD CHOP 110-190,,16000.0,41.7219,-71.4325,2024-02-13 15:54:00,2.0,U,"('KBOX', 'KOKX', 'KGYX', 'KENX', 'KCXX')","['s3://noaa-nexrad-level2/2024/02/13/KBOX/KBOX20240213_155108_V06', 's3://noaa-nexrad-level2/2024/02/13/KOKX/KOKX20240213_155000_V06', 's3://noaa-nexrad-level2/2024/02/13/KGYX/KGYX20240213_155118_V06', 's3://noaa-nexrad-level2/2024/02/13/KENX/KENX20240213_155157_V06', 's3://noaa-nexrad-level2/2024/02/13/KCXX/KCXX20240213_154734_V06']"
23233,F,B38M,JPX UA /OV HTO/TM 1554/FL350/TP B38M/TB LGT MOD OCNL 350,LGT MOD OCNL 350,,35000.0,40.96,-72.25,2024-02-13 15:54:00,2.0,U,"('KOKX', 'KBOX', 'KDIX', 'KENX', 'KGYX')","['s3://noaa-nexrad-level2/2024/02/13/KOKX/KOKX20240213_155000_V06', 's3://noaa-nexrad-level2/2024/02/13/KBOX/KBOX20240213_155108_V06', 's3://noaa-nexrad-level2/2024/02/13/KDIX/KDIX20240213_155152_V06', 's3://noaa-nexrad-level2/2024/02/13/KENX/KENX20240213_155157_V06', 's3://noaa-nexrad-level2/2024/02/13/KGYX/KGYX20240213_155118_V06']"
23234,F,B739,FOD UA /OV FOD/TM 1555/FL360/TP B739/TB CONS LGT CHOP,CONS LGT CHOP,,36000.0,42.549741,-94.203203,2024-02-13 15:55:00,1.0,M,"('KDMX', 'KMPX', 'KOAX', 'KFSD', 'KARX')","['s3://noaa-nexrad-level2/2024/02/13/KDMX/KDMX20240213_155332_V06', 's3://noaa-nexrad-level2/2024/02/13/KMPX/KMPX20240213_154940_V06', 's3://noaa-nexrad-level2/2024/02/13/KOAX/KOAX20240213_154933_V06', 's3://noaa-nexrad-level2/2024/02/13/KFSD/KFSD20240213_154821_V06', 's3://noaa-nexrad-level2/2024/02/13/KARX/KARX20240213_155013_V06']"
23235,F,BE20,GUC UA /OV HBU180030/TM 1556/FL140/TP BE20/SK SKC/TB NEG/IC NEG/RM ZDV,NEG,,14000.0,37.94995949995951,-107.04,2024-02-13 15:56:00,0.0,M,"('KGJX', 'KABX', 'KPUX', 'KFTG', 'KCYS')","['s3://noaa-nexrad-level2/2024/02/13/KGJX/KGJX20240213_155120_V06', 's3://noaa-nexrad-level2/2024/02/13/KABX/KABX20240213_144201_V06', 's3://noaa-nexrad-level2/2024/02/13/KPUX/KPUX20240213_155118_V06', 's3://noaa-nexrad-level2/2024/02/13/KFTG/KFTG20240213_155357_V06', 's3://noaa-nexrad-level2/2024/02/13/KCYS/KCYS20240213_155141_V06']"
