,URGENT,AIRCRAFT,REPORT,TURBULENCE,PRODUCT_ID,FL,LAT,LON,datetime,turbulence_intensity,Plane Weight,nexrad_sites,aws_files
14220,F,A321,DMN UA /OV DMN230045/TM 1611/FL310/TP A321/TB MOD/RM ZAB/FDCS,MOD,,31000.0,31.78018024334876,-108.40012312550144,2024-02-09 16:11:00,3.0,M,"('KEPZ', 'KEMX', 'KHDX', 'KIWA', 'KABX')","['s3://noaa-nexrad-level2/2024/02/09/KEPZ/KEPZ20240209_160716_V06', 's3://noaa-nexrad-level2/2024/02/09/KEMX/KEMX20240209_161020_V06', 's3://noaa-nexrad-level2/2024/02/09/KHDX/KHDX20240209_160833_V06', 's3://noaa-nexrad-level2/2024/02/09/KIWA/KIWA20240209_160752_V06']"
14221,F,B739,SGF UA /OV DGD/TM 1611/FL320/TP B739/TB LGT-MOD/RM ZKC FDC XJ,LGT-MOD,,32000.0,37.02,-92.88,2024-02-09 16:11:00,2.0,M,"('KSGF', 'KEAX', 'KLZK', 'KSRX', 'KLSX')","['s3://noaa-nexrad-level2/2024/02/09/KSGF/KSGF20240209_161034_V06', 's3://noaa-nexrad-level2/2024/02/09/KEAX/KEAX20240209_161054_V06', 's3://noaa-nexrad-level2/2024/02/09/KLZK/KLZK20240209_160736_V06', 's3://noaa-nexrad-level2/2024/02/09/KSRX/KSRX20240209_160305_V06', 's3://noaa-nexrad-level2/2024/02/09/KLSX/KLSX20240209_160507_V06']"
14222,F,B739,END UA /OV END300015/TM 1611/FL310/TP B739/TB CONS LGT OCNL MOD/RM ZKC FDC XJ,CONS LGT OCNL MOD,,31000.0,36.46418012501013,-98.18529901551828,2024-02-09 16:11:00,2.0,M,"('KVNX', 'KICT', 'KOUN', 'KTLX', 'KDDC')","['s3://noaa-nexrad-level2/2024/02/09/KVNX/KVNX20240209_160541_V06', 's3://noaa-nexrad-level2/2024/02/09/KICT/KICT20240209_161029_V06', 's3://noaa-nexrad-level2/2024/02/09/KTLX/KTLX20240209_160734_V06', 's3://noaa-nexrad-level2/2024/02/09/KDDC/KDDC20240209_160917_V06']"
14223,F,A320,AMA UA /OV PNH120040/TM 1612/FL370/TP A320/TB OCNL LGT CHOP/RM ZAB/FDCS,OCNL LGT CHOP,,37000.0,34.90663966663967,-100.99304867239142,2024-02-09 16:12:00,1.0,M,"('KAMA', 'KLBB', 'KFDR', 'KFDX', 'KDYX')","['s3://noaa-nexrad-level2/2024/02/09/KAMA/KAMA20240209_160901_V06', 's3://noaa-nexrad-level2/2024/02/09/KLBB/KLBB20240209_160610_V06', 's3://noaa-nexrad-level2/2024/02/09/KFDR/KFDR20240209_160616_V06', 's3://noaa-nexrad-level2/2024/02/09/KFDX/KFDX20240209_161106_V06', 's3://noaa-nexrad-level2/2024/02/09/KDYX/KDYX20240209_161000_V06']"
14224,F,A321,MYGF UA /OV ZFP320025/TM 1612/FL300/TP A321/TB LGT CHOP,LGT CHOP,,30000.0,26.81921103865872,-79.07929554199569,2024-02-09 16:12:00,1.0,M,"('KAMX', 'KAMX', 'KMLB', 'KBYX', 'KTBW')","['s3://noaa-nexrad-level2/2024/02/09/KAMX/KAMX20240209_161127_V06', 's3://noaa-nexrad-level2/2024/02/09/KAMX/KAMX20240209_161127_V06', 's3://noaa-nexrad-level2/2024/02/09/KMLB/KMLB20240209_160817_V06', 's3://noaa-nexrad-level2/2024/02/09/KBYX/KBYX20240209_160630_V06', 's3://noaa-nexrad-level2/2024/02/09/KTBW/KTBW20240209_160902_V06']"
14225,F,B747,ANC UA /OV TED320010/TM 1612/FL100/TP B747/SK TOP100/TB LGT OCNL MOD /RM TURB SFC UP TO 100 ZAN,LGT OCNL MOD,,10000.0,61.297684415463486,-150.21218411799475,2024-02-09 16:12:00,2.0,H,"('PAHG', 'PAIH', 'PAIH', 'PAPD', 'PAKC')","['s3://noaa-nexrad-level2/2024/02/09/PAHG/PAHG20240209_160948_V06', 's3://noaa-nexrad-level2/2024/02/09/PAIH/PAIH20240209_160611_V06', 's3://noaa-nexrad-level2/2024/02/09/PAIH/PAIH20240209_160611_V06', 's3://noaa-nexrad-level2/2024/02/09/PAPD/PAPD20240209_160949_V06', 's3://noaa-nexrad-level2/2024/02/09/PAKC/PAKC20240209_160526_V06']"
14226,F,E75L,HUF UA /OV TTH/TM 1612/FL350/TP E75L/TB CONS LGT CHOP,CONS LGT CHOP,,35000.0,39.49,-87.25,2024-02-09 16:12:00,1.0,U,"('KIND', 'KVWX', 'KLVX', 'KILX', 'KLOT')","['s3://noaa-nexrad-level2/2024/02/09/KIND/KIND20240209_160532_V06', 's3://noaa-nexrad-level2/2024/02/09/KVWX/KVWX20240209_160851_V06', 's3://noaa-nexrad-level2/2024/02/09/KLVX/KLVX20240209_161035_V06', 's3://noaa-nexrad-level2/2024/02/09/KILX/KILX20240209_152426_V06', 's3://noaa-nexrad-level2/2024/02/09/KLOT/KLOT20240209_160846_V06']"
14227,F,E55P,GNV UA /OV TAY190035/TM 1613/FL410/TP E55P/TB CONS LGT CHOP,CONS LGT CHOP,,41000.0,29.925482278530016,-82.66757143309587,2024-02-09 16:13:00,1.0,U,"('KVAX', 'KJAX', 'KTLH', 'KTBW', 'KMLB')","['s3://noaa-nexrad-level2/2024/02/09/KVAX/KVAX20240209_161139_V06', 's3://noaa-nexrad-level2/2024/02/09/KJAX/KJAX20240209_161013_V06', 's3://noaa-nexrad-level2/2024/02/09/KTLH/KTLH20240209_161001_V06', 's3://noaa-nexrad-level2/2024/02/09/KTBW/KTBW20240209_160902_V06', 's3://noaa-nexrad-level2/2024/02/09/KMLB/KMLB20240209_161253_V06']"
14228,F,A320,AMA UA /OV PNH355018/TM 1613/FL350/TP A320/TB OCNL LGT CHOP/RM ZAB/FDCS,OCNL LGT CHOP,,35000.0,35.538882616982896,-101.73201602458624,2024-02-09 16:13:00,1.0,M,"('KAMA', 'KLBB', 'KFDX', 'KDDC', 'KFDR')","['s3://noaa-nexrad-level2/2024/02/09/KAMA/KAMA20240209_160901_V06', 's3://noaa-nexrad-level2/2024/02/09/KLBB/KLBB20240209_160610_V06', 's3://noaa-nexrad-level2/2024/02/09/KFDX/KFDX20240209_161106_V06', 's3://noaa-nexrad-level2/2024/02/09/KDDC/KDDC20240209_160917_V06', 's3://noaa-nexrad-level2/2024/02/09/KFDR/KFDR20240209_160616_V06']"
14229,F,BE40,MYGF UA /OV ZFP360100/TM 1613/FL410/TP BE40/TB LGT CHOP,LGT CHOP,,41000.0,28.166801666801668,-78.78,2024-02-09 16:13:00,1.0,M,"('KMLB', 'KAMX', 'KAMX', 'KTBW', 'KJAX')","['s3://noaa-nexrad-level2/2024/02/09/KMLB/KMLB20240209_161253_V06', 's3://noaa-nexrad-level2/2024/02/09/KAMX/KAMX20240209_161127_V06', 's3://noaa-nexrad-level2/2024/02/09/KAMX/KAMX20240209_161127_V06', 's3://noaa-nexrad-level2/2024/02/09/KTBW/KTBW20240209_160902_V06', 's3://noaa-nexrad-level2/2024/02/09/KJAX/KJAX20240209_161013_V06']"
