,URGENT,AIRCRAFT,REPORT,TURBULENCE,PRODUCT_ID,FL,LAT,LON,datetime,turbulence_intensity,Plane Weight,nexrad_sites,aws_files
19908,F,B738,ATL UA /OV ATL/TM 2303/FL340/TP B738/TB LGT-MOD CONS CHOP 240-340/IC NEG/RM ZTLFD-22,LGT-MOD CONS CHOP 240-340,,34000.0,33.6301,-84.4418,2024-02-11 23:03:00,2.0,M,"('KFFC', 'KJGX', 'KMXX', 'KHTX', 'KBMX')","['s3://noaa-nexrad-level2/2024/02/11/KFFC/KFFC20240211_225958_V06', 's3://noaa-nexrad-level2/2024/02/11/KJGX/KJGX20240211_230123_V06', 's3://noaa-nexrad-level2/2024/02/11/KMXX/KMXX20240211_225820_V06', 's3://noaa-nexrad-level2/2024/02/11/KHTX/KHTX20240211_230052_V06', 's3://noaa-nexrad-level2/2024/02/11/KBMX/KBMX20240211_225804_V06']"
19909,F,A320,CAE UA /OV CAE/TM 2304/FL350/TP A320/TB LGT-MOD CHOP,LGT-MOD CHOP,,35000.0,33.9419,-81.1181,2024-02-11 23:04:00,2.0,M,"('KCAE', 'KCLX', 'KGSP', 'KJGX', 'KLTX')","['s3://noaa-nexrad-level2/2024/02/11/KCAE/KCAE20240211_230014_V06', 's3://noaa-nexrad-level2/2024/02/11/KCLX/KCLX20240211_230034_V06', 's3://noaa-nexrad-level2/2024/02/11/KGSP/KGSP20240211_230006_V06', 's3://noaa-nexrad-level2/2024/02/11/KJGX/KJGX20240211_230123_V06', 's3://noaa-nexrad-level2/2024/02/11/KLTX/KLTX20240211_225830_V06']"
19910,F,C560,LBL UA /OV LBL215030/TM 2304/FL290/TP C560/TB MOD CHOP OCNL MOD/RM /ZKC FDC,MOD CHOP OCNL MOD,,29000.0,36.63461080216454,-101.31919593135932,2024-02-11 23:04:00,3.0,M,"('KAMA', 'KDDC', 'KGLD', 'KLBB', 'KFDX')","['s3://noaa-nexrad-level2/2024/02/11/KAMA/KAMA20240211_230251_V06', 's3://noaa-nexrad-level2/2024/02/11/KDDC/KDDC20240211_225946_V06', 's3://noaa-nexrad-level2/2024/02/11/KGLD/KGLD20240211_225821_V06', 's3://noaa-nexrad-level2/2024/02/11/KLBB/KLBB20240211_230110_V06', 's3://noaa-nexrad-level2/2024/02/11/KFDX/KFDX20240211_230216_V06']"
19911,F,B737,SRQ UA /OV SRQ270150/TM 2304/FL340/TP B737/TB LGT-MOD,LGT-MOD,,34000.0,27.40139,-85.37477424294023,2024-02-11 23:04:00,2.0,M,"('KTBW', 'KTLH', 'KEVX', 'KEOX', 'KVAX')","['s3://noaa-nexrad-level2/2024/02/11/KTBW/KTBW20240211_225849_V06', 's3://noaa-nexrad-level2/2024/02/11/KTLH/KTLH20240211_225956_V06', 's3://noaa-nexrad-level2/2024/02/11/KEVX/KEVX20240211_230225_V06', 's3://noaa-nexrad-level2/2024/02/11/KEOX/KEOX20240211_230208_V06', 's3://noaa-nexrad-level2/2024/02/11/KVAX/KVAX20240211_230023_V06']"
19912,F,A320,TRI UA /OV HMV300040/TM 2304/FL310/TP A320/TB CONS LGT OCNL MOD 310/RM ZTLFD-42,CONS LGT OCNL MOD 310,,31000.0,36.77336033336033,-82.84772763154798,2024-02-11 23:04:00,2.0,M,"('KMRX', 'KJKL', 'KRLX', 'KGSP', 'KFCX')","['s3://noaa-nexrad-level2/2024/02/11/KMRX/KMRX20240211_230031_V06', 's3://noaa-nexrad-level2/2024/02/11/KJKL/KJKL20240211_230242_V06', 's3://noaa-nexrad-level2/2024/02/11/KRLX/KRLX20240211_225741_V06', 's3://noaa-nexrad-level2/2024/02/11/KGSP/KGSP20240211_230006_V06', 's3://noaa-nexrad-level2/2024/02/11/KFCX/KFCX20240211_225912_V06']"
19913,F,B738,SDF UA /OV MYS030050/TM 2304/FL290/TP B738/TB CONS LGT CHOP,CONS LGT CHOP,,29000.0,38.611746293260246,-85.7119906007661,2024-02-11 23:04:00,1.0,M,"('KLVX', 'KIND', 'KVWX', 'KILN', 'KHPX')","['s3://noaa-nexrad-level2/2024/02/11/KLVX/KLVX20240211_230130_V06', 's3://noaa-nexrad-level2/2024/02/11/KIND/KIND20240211_225820_V06', 's3://noaa-nexrad-level2/2024/02/11/KVWX/KVWX20240211_225822_V06', 's3://noaa-nexrad-level2/2024/02/11/KILN/KILN20240211_230324_V06', 's3://noaa-nexrad-level2/2024/02/11/KHPX/KHPX20240211_230035_V06']"
19914,F,C560,DHT UA /OV DHT060060/TM 2305/FL290/TP C560/TB MOD CHOP/RM ZAB/FDCS,MOD CHOP,,29000.0,36.5226305000405,-101.47642018770344,2024-02-11 23:05:00,3.0,M,"('KAMA', 'KDDC', 'KGLD', 'KFDX', 'KLBB')","['s3://noaa-nexrad-level2/2024/02/11/KAMA/KAMA20240211_230251_V06', 's3://noaa-nexrad-level2/2024/02/11/KDDC/KDDC20240211_225946_V06', 's3://noaa-nexrad-level2/2024/02/11/KGLD/KGLD20240211_225821_V06', 's3://noaa-nexrad-level2/2024/02/11/KFDX/KFDX20240211_230216_V06', 's3://noaa-nexrad-level2/2024/02/11/KLBB/KLBB20240211_230110_V06']"
19915,F,A319,DTW UA /OV ONZ/TM 2305/FL070/TP A319/SK SKC/TB NEG/RM GOOD VISIBILITY,NEG,,7000.0,42.09908,-83.16147,2024-02-11 23:05:00,0.0,M,"('KDTX', 'KCLE', 'KGRR', 'KIWX', 'KILN')","['s3://noaa-nexrad-level2/2024/02/11/KDTX/KDTX20240211_230242_V06', 's3://noaa-nexrad-level2/2024/02/11/KCLE/KCLE20240211_225723_V06', 's3://noaa-nexrad-level2/2024/02/11/KGRR/KGRR20240211_230146_V06', 's3://noaa-nexrad-level2/2024/02/11/KIWX/KIWX20240211_230028_V06', 's3://noaa-nexrad-level2/2024/02/11/KILN/KILN20240211_230324_V06']"
19916,F,A318,MGM UA /OV MGM01050/TM 2305/FL370/TP A318/TB MOD/RM ZTLFD-08,MOD,,37000.0,32.30064,-86.39397,2024-02-11 23:05:00,3.0,U,"('KMXX', 'KBMX', 'KEOX', 'KEVX', 'KFFC')","['s3://noaa-nexrad-level2/2024/02/11/KMXX/KMXX20240211_230429_V06', 's3://noaa-nexrad-level2/2024/02/11/KBMX/KBMX20240211_230351_V06', 's3://noaa-nexrad-level2/2024/02/11/KEOX/KEOX20240211_230208_V06', 's3://noaa-nexrad-level2/2024/02/11/KEVX/KEVX20240211_230225_V06', 's3://noaa-nexrad-level2/2024/02/11/KFFC/KFFC20240211_225958_V06']"
19917,F,B738,WRB UA /OV DBN009028/TM 2305/FL370/TP B738/TB LGT-MOD/RM ZTLFD-23,LGT-MOD,,37000.0,33.02537526026767,-82.89865012562544,2024-02-11 23:05:00,2.0,M,"('KJGX', 'KFFC', 'KCLX', 'KGSP', 'KCAE')","['s3://noaa-nexrad-level2/2024/02/11/KJGX/KJGX20240211_230123_V06', 's3://noaa-nexrad-level2/2024/02/11/KFFC/KFFC20240211_225958_V06', 's3://noaa-nexrad-level2/2024/02/11/KCLX/KCLX20240211_230034_V06', 's3://noaa-nexrad-level2/2024/02/11/KGSP/KGSP20240211_230006_V06', 's3://noaa-nexrad-level2/2024/02/11/KCAE/KCAE20240211_230454_V06']"
