,URGENT,AIRCRAFT,REPORT,TURBULENCE,PRODUCT_ID,FL,LAT,LON,datetime,turbulence_intensity,Plane Weight,nexrad_sites,aws_files
15168,F,B772,TBN UA /OV MAP360010/TM 2246/FL360/TP B772/TB OCNL MOD/RM /ZKC FDC XJ,OCNL MOD,,36000.0,37.75668016668017,-91.79,2024-02-09 22:46:00,3.0,H,"('KLSX', 'KSGF', 'KEAX', 'KLZK', 'KNQA')","['s3://noaa-nexrad-level2/2024/02/09/KLSX/KLSX20240209_224142_V06', 's3://noaa-nexrad-level2/2024/02/09/KSGF/KSGF20240209_223711_V06', 's3://noaa-nexrad-level2/2024/02/09/KEAX/KEAX20240209_224129_V06', 's3://noaa-nexrad-level2/2024/02/09/KLZK/KLZK20240209_224400_V06', 's3://noaa-nexrad-level2/2024/02/09/KNQA/KNQA20240209_224142_V06']"
15169,F,E75S,TYS UA /OV MOR270010/TM 2246/FL080/TP E75S/TB LGT 080,LGT 080,,8000.0,36.1794,-83.58189879051304,2024-02-09 22:46:00,1.0,U,"('KMRX', 'KJKL', 'KGSP', 'KHTX', 'KRLX')","['s3://noaa-nexrad-level2/2024/02/09/KMRX/KMRX20240209_224502_V06', 's3://noaa-nexrad-level2/2024/02/09/KJKL/KJKL20240209_224232_V06', 's3://noaa-nexrad-level2/2024/02/09/KGSP/KGSP20240209_224106_V06', 's3://noaa-nexrad-level2/2024/02/09/KHTX/KHTX20240209_224137_V06', 's3://noaa-nexrad-level2/2024/02/09/KRLX/KRLX20240209_224252_V06']"
15170,F,B737,END UA /OV END360025/TM 2248/FL350/TP B737/TB LGT CHOP OCNL MOD 350/RM /ZKC FDC XJ,LGT CHOP OCNL MOD 350,,35000.0,36.75587041670042,-97.9165,2024-02-09 22:48:00,2.0,M,"('KVNX', 'KICT', 'KTLX', 'KOUN', 'KDDC')","['s3://noaa-nexrad-level2/2024/02/09/KVNX/KVNX20240209_224750_V06', 's3://noaa-nexrad-level2/2024/02/09/KICT/KICT20240209_224400_V06', 's3://noaa-nexrad-level2/2024/02/09/KTLX/KTLX20240209_224736_V06', 's3://noaa-nexrad-level2/2024/02/09/KDDC/KDDC20240209_224326_V06']"
15171,F,B737,BVO UA /OV BVO350040/TM 2249/FL330/TP B737/TB LGT OCNL MOD 330/RM /ZKC FDC XJ,LGT OCNL MOD 330,,33000.0,37.41907168167998,-96.15566558762322,2024-02-09 22:49:00,2.0,M,"('KICT', 'KINX', 'KTWX', 'KVNX', 'KEAX')","['s3://noaa-nexrad-level2/2024/02/09/KICT/KICT20240209_224400_V06', 's3://noaa-nexrad-level2/2024/02/09/KINX/KINX20240209_224117_V06', 's3://noaa-nexrad-level2/2024/02/09/KTWX/KTWX20240209_224830_V06', 's3://noaa-nexrad-level2/2024/02/09/KVNX/KVNX20240209_224750_V06', 's3://noaa-nexrad-level2/2024/02/09/KEAX/KEAX20240209_224816_V06']"
15172,F,CRJ9,CHA UA /OV GQO270020/TM 2249/FL230/TP CRJ9/TB CONS LGT CHOP/RM ZTLFD-05,CONS LGT CHOP,,23000.0,34.96,-85.55675908408547,2024-02-09 22:49:00,1.0,U,"('KHTX', 'KOHX', 'KFFC', 'KBMX', 'KMXX')","['s3://noaa-nexrad-level2/2024/02/09/KHTX/KHTX20240209_224630_V06', 's3://noaa-nexrad-level2/2024/02/09/KOHX/KOHX20240209_224601_V06', 's3://noaa-nexrad-level2/2024/02/09/KFFC/KFFC20240209_224350_V06', 's3://noaa-nexrad-level2/2024/02/09/KBMX/KBMX20240209_224632_V06', 's3://noaa-nexrad-level2/2024/02/09/KMXX/KMXX20240209_224204_V06']"
15173,F,B752,HKY UA /OV BZM340015/TM 2249/FL240/TP B752/TB LGT OCNL MOD 240-260/RM ZTLFD-43,LGT OCNL MOD 240-260,,24000.0,36.10494218399107,-81.34552491443864,2024-02-09 22:49:00,2.0,M,"('KFCX', 'KGSP', 'KMRX', 'KCAE', 'KRLX')","['s3://noaa-nexrad-level2/2024/02/09/KFCX/KFCX20240209_224846_V06', 's3://noaa-nexrad-level2/2024/02/09/KGSP/KGSP20240209_224629_V06', 's3://noaa-nexrad-level2/2024/02/09/KMRX/KMRX20240209_224502_V06', 's3://noaa-nexrad-level2/2024/02/09/KCAE/KCAE20240209_224557_V06', 's3://noaa-nexrad-level2/2024/02/09/KRLX/KRLX20240209_224252_V06']"
15174,F,B712,JVL UA /OV JVL/TM 2250/FL170/TP B712/TB NEG/IC NEG/RM MOSTLY SMOOTH,NEG,,17000.0,42.62025,-89.04156,2024-02-09 22:50:00,0.0,M,"('KMKX', 'KLOT', 'KDVN', 'KGRB', 'KARX')","['s3://noaa-nexrad-level2/2024/02/09/KMKX/KMKX20240209_224443_V06', 's3://noaa-nexrad-level2/2024/02/09/KLOT/KLOT20240209_224728_V06', 's3://noaa-nexrad-level2/2024/02/09/KDVN/KDVN20240209_224500_V06', 's3://noaa-nexrad-level2/2024/02/09/KGRB/KGRB20240209_224311_V06', 's3://noaa-nexrad-level2/2024/02/09/KARX/KARX20240209_224533_V06']"
15175,F,B772,FAM UA /OV FAM225040/TM 2250/FL380/TP B772/TB MOD/RM MTN WAVE +/.-5-10KT/ZME,MOD,,38000.0,37.2895872954046,-91.02494136861073,2024-02-09 22:50:00,3.0,H,"('KLSX', 'KNQA', 'KPAH', 'KSGF', 'KLZK')","['s3://noaa-nexrad-level2/2024/02/09/KLSX/KLSX20240209_224827_V06', 's3://noaa-nexrad-level2/2024/02/09/KNQA/KNQA20240209_224142_V06', 's3://noaa-nexrad-level2/2024/02/09/KPAH/KPAH20240209_224935_V06', 's3://noaa-nexrad-level2/2024/02/09/KSGF/KSGF20240209_224736_V06', 's3://noaa-nexrad-level2/2024/02/09/KLZK/KLZK20240209_224822_V06']"
15176,F,E75L,DAN UA /OV SBV/TM 2250/FL270/TP E75L/TB MOD,MOD,,27000.0,36.68,-79.01,2024-02-09 22:50:00,3.0,U,"('KRAX', 'KFCX', 'KAKQ', 'KLTX', 'KLWX')","['s3://noaa-nexrad-level2/2024/02/09/KRAX/KRAX20240209_224617_V06', 's3://noaa-nexrad-level2/2024/02/09/KFCX/KFCX20240209_224846_V06', 's3://noaa-nexrad-level2/2024/02/09/KAKQ/KAKQ20240209_224931_V06', 's3://noaa-nexrad-level2/2024/02/09/KLTX/KLTX20240209_224942_V06', 's3://noaa-nexrad-level2/2024/02/09/KLWX/KLWX20240209_224935_V06']"
15177,F,B738,BHM UA /OV BHM/TM 2250/FL280/TP B738/TB LGT-MOD CHOP/RM ZTLFD-03,LGT-MOD CHOP,,28000.0,33.56546,-86.74488,2024-02-09 22:50:00,2.0,M,"('KBMX', 'KMXX', 'KHTX', 'KGWX', 'KFFC')","['s3://noaa-nexrad-level2/2024/02/09/KBMX/KBMX20240209_224632_V06', 's3://noaa-nexrad-level2/2024/02/09/KMXX/KMXX20240209_224204_V06', 's3://noaa-nexrad-level2/2024/02/09/KHTX/KHTX20240209_224630_V06', 's3://noaa-nexrad-level2/2024/02/09/KGWX/KGWX20240209_224657_V06', 's3://noaa-nexrad-level2/2024/02/09/KFFC/KFFC20240209_224350_V06']"
