,URGENT,AIRCRAFT,REPORT,TURBULENCE,PRODUCT_ID,FL,LAT,LON,datetime,turbulence_intensity,Plane Weight,nexrad_sites,aws_files
47874,F,B767,FWA UA /OV FWA020015/TM 0741/FL320/TP B767/TB CONS LGT CHOP,CONS LGT CHOP,,32000.0,41.21299218399108,-85.07386325178132,2024-02-29 07:41:00,1.0,H,"('KIWX', 'KGRR', 'KIND', 'KDTX', 'KILN')","['s3://noaa-nexrad-level2/2024/02/29/KIWX/KIWX20240229_073543_V06', 's3://noaa-nexrad-level2/2024/02/29/KGRR/KGRR20240229_073923_V06', 's3://noaa-nexrad-level2/2024/02/29/KIND/KIND20240229_073409_V06', 's3://noaa-nexrad-level2/2024/02/29/KDTX/KDTX20240229_073626_V06', 's3://noaa-nexrad-level2/2024/02/29/KILN/KILN20240229_073624_V06']"
47875,F,B753,CDS UA /OV CDS013023 /TM 0743/FL390/TP B753/TB MOD CHOP /RM -ZFW AWC-WEB,MOD CHOP,,39000.0,34.8074287790551,-100.18350083522004,2024-02-29 07:43:00,3.0,M,"('KFDR', 'KAMA', 'KLBB', 'KDYX', 'KOUN')","['s3://noaa-nexrad-level2/2024/02/29/KFDR/KFDR20240229_074120_V06', 's3://noaa-nexrad-level2/2024/02/29/KAMA/KAMA20240229_074017_V06', 's3://noaa-nexrad-level2/2024/02/29/KLBB/KLBB20240229_074251_V06', 's3://noaa-nexrad-level2/2024/02/29/KDYX/KDYX20240229_074005_V06']"
47876,F,A321,SJN UA /OV SJN200030/TM 0745/FL330/TP A321/TB LGT-MOD CAT/RM ZAB/FDCS,LGT-MOD CAT,,33000.0,34.05011563201785,-109.5875713353637,2024-02-29 07:45:00,2.0,M,"('KFSX', 'KFSX', 'KIWA', 'KEMX', 'KABX')","['s3://noaa-nexrad-level2/2024/02/29/KFSX/KFSX20240229_073925_V06', 's3://noaa-nexrad-level2/2024/02/29/KFSX/KFSX20240229_073925_V06', 's3://noaa-nexrad-level2/2024/02/29/KIWA/KIWA20240229_073956_V06', 's3://noaa-nexrad-level2/2024/02/29/KEMX/KEMX20240229_074348_V06', 's3://noaa-nexrad-level2/2024/02/29/KABX/KABX20240229_074125_V06']"
47877,F,B737,OKK UA /OV OKK/TM 0751/FL340/TP B737/TB INTMT LGT CHOP,INTMT LGT CHOP,,34000.0,40.52818,-86.05899,2024-02-29 07:51:00,1.0,M,"('KIND', 'KIWX', 'KLOT', 'KGRR', 'KILN')","['s3://noaa-nexrad-level2/2024/02/29/KIND/KIND20240229_074237_V06', 's3://noaa-nexrad-level2/2024/02/29/KIWX/KIWX20240229_074931_V06', 's3://noaa-nexrad-level2/2024/02/29/KLOT/KLOT20240229_074801_V06', 's3://noaa-nexrad-level2/2024/02/29/KGRR/KGRR20240229_074612_V06', 's3://noaa-nexrad-level2/2024/02/29/KILN/KILN20240229_075006_V06']"
47878,F,B763,CMH UA /OV APE210055/TM 0802/FL350/TP B763/WX VMC/TB NEG,NEG,,35000.0,39.35607907741373,-83.18967954178419,2024-02-29 08:02:00,0.0,H,"('KILN', 'KJKL', 'KRLX', 'KCLE', 'KLVX')","['s3://noaa-nexrad-level2/2024/02/29/KILN/KILN20240229_075659_V06', 's3://noaa-nexrad-level2/2024/02/29/KJKL/KJKL20240229_075608_V06', 's3://noaa-nexrad-level2/2024/02/29/KRLX/KRLX20240229_075948_V06', 's3://noaa-nexrad-level2/2024/02/29/KCLE/KCLE20240229_075851_V06', 's3://noaa-nexrad-level2/2024/02/29/KLVX/KLVX20240229_075747_V06']"
47879,F,PC12,CNM UA /OV PIO/TM 0805/FL130/TP PC12/TA M04/TB MOD/IC MOD RIME/RM ZAB/FDCS,MOD,,13000.0,32.53,-105.31,2024-02-29 08:05:00,3.0,L,"('KHDX', 'KEPZ', 'KFDX', 'KABX', 'KMAF')","['s3://noaa-nexrad-level2/2024/02/29/KHDX/KHDX20240229_080121_V06', 's3://noaa-nexrad-level2/2024/02/29/KEPZ/KEPZ20240229_080309_V06', 's3://noaa-nexrad-level2/2024/02/29/KFDX/KFDX20240229_080146_V06', 's3://noaa-nexrad-level2/2024/02/29/KABX/KABX20240229_080232_V06', 's3://noaa-nexrad-level2/2024/02/29/KMAF/KMAF20240229_080225_V06']"
47880,F,B748,LEX UA /OV HYK140025/TM 0806/FL330/TP B748/TB NEG,NEG,,33000.0,37.65078896134128,-84.13023258819511,2024-02-29 08:06:00,0.0,U,"('KJKL', 'KMRX', 'KILN', 'KLVX', 'KRLX')","['s3://noaa-nexrad-level2/2024/02/29/KJKL/KJKL20240229_080249_V06', 's3://noaa-nexrad-level2/2024/02/29/KMRX/KMRX20240229_080021_V06', 's3://noaa-nexrad-level2/2024/02/29/KILN/KILN20240229_080348_V06', 's3://noaa-nexrad-level2/2024/02/29/KLVX/KLVX20240229_080432_V06', 's3://noaa-nexrad-level2/2024/02/29/KRLX/KRLX20240229_075948_V06']"
47881,F,A20N,TCC UA /OV ACH/TM 0807/FL370/TP A20N/TB LGT-MOD CAT/RM ZAB/FDCS,LGT-MOD CAT,,37000.0,35.11,-105.04,2024-02-29 08:07:00,2.0,U,"('KFDX', 'KABX', 'KHDX', 'KAMA', 'KPUX')","['s3://noaa-nexrad-level2/2024/02/29/KFDX/KFDX20240229_080626_V06', 's3://noaa-nexrad-level2/2024/02/29/KABX/KABX20240229_080232_V06', 's3://noaa-nexrad-level2/2024/02/29/KHDX/KHDX20240229_080121_V06', 's3://noaa-nexrad-level2/2024/02/29/KAMA/KAMA20240229_080032_V06', 's3://noaa-nexrad-level2/2024/02/29/KPUX/KPUX20240229_080554_V06']"
47882,F,C208,ENA UA /OV ANC-ENA020010 /TM 0808 /FL025 /TP C208 /SK SKC /TB LGT CHOP /RM (AKFSS,LGT CHOP,,2500.0,60.57,-151.24,2024-02-29 08:08:00,1.0,L,"('PAHG', 'PAIH', 'PAIH', 'PAKC', 'PAPD')","['s3://noaa-nexrad-level2/2024/02/29/PAHG/PAHG20240229_080520_V06', 's3://noaa-nexrad-level2/2024/02/29/PAIH/PAIH20240229_080459_V06', 's3://noaa-nexrad-level2/2024/02/29/PAIH/PAIH20240229_080459_V06', 's3://noaa-nexrad-level2/2024/02/29/PAKC/PAKC20240229_080442_V06', 's3://noaa-nexrad-level2/2024/02/29/PAPD/PAPD20240229_080724_V06']"
47883,F,A20N,TCC UA /OV ACH/TM 0808/FL370/TP A20N/TB MOD CHOP/RM ZAB/FDCS,MOD CHOP,,37000.0,35.11,-105.04,2024-02-29 08:08:00,3.0,U,"('KFDX', 'KABX', 'KHDX', 'KAMA', 'KPUX')","['s3://noaa-nexrad-level2/2024/02/29/KFDX/KFDX20240229_080626_V06', 's3://noaa-nexrad-level2/2024/02/29/KABX/KABX20240229_080232_V06', 's3://noaa-nexrad-level2/2024/02/29/KHDX/KHDX20240229_080729_V06', 's3://noaa-nexrad-level2/2024/02/29/KAMA/KAMA20240229_080714_V06', 's3://noaa-nexrad-level2/2024/02/29/KPUX/KPUX20240229_080554_V06']"
