,URGENT,AIRCRAFT,REPORT,TURBULENCE,PRODUCT_ID,FL,LAT,LON,datetime,turbulence_intensity,Plane Weight,nexrad_sites,aws_files
6162,F,Q9,CEW UA /OV CEW180010/TM 1501/FL240/TP Q9/SK OVC230/TB NEG,NEG,,24000.0,30.613319833319835,-86.52,2024-02-05 15:01:00,0.0,U,"('KEVX', 'KEOX', 'KMOB', 'KMXX', 'KTLH')","['s3://noaa-nexrad-level2/2024/02/05/KEVX/KEVX20240205_145804_V06', 's3://noaa-nexrad-level2/2024/02/05/KEOX/KEOX20240205_145425_V06', 's3://noaa-nexrad-level2/2024/02/05/KMOB/KMOB20240205_145908_V06', 's3://noaa-nexrad-level2/2024/02/05/KMXX/KMXX20240205_150036_V06', 's3://noaa-nexrad-level2/2024/02/05/KTLH/KTLH20240205_145638_V06']"
6163,F,A321,GCD UA /OV IMB /TM 1502/FL290/TP A321/TB CONS LGT OCNL MOD 290-320/RM ZSE,CONS LGT OCNL MOD 290-320,,29000.0,44.65,-119.71,2024-02-05 15:02:00,2.0,M,"('KPDT', 'KRTX', 'KCBX', 'KOTX', 'KMAX')","['s3://noaa-nexrad-level2/2024/02/05/KPDT/KPDT20240205_145729_V06', 's3://noaa-nexrad-level2/2024/02/05/KRTX/KRTX20240205_150158_V06', 's3://noaa-nexrad-level2/2024/02/05/KCBX/KCBX20240205_145943_V06', 's3://noaa-nexrad-level2/2024/02/05/KOTX/KOTX20240205_150145_V06', 's3://noaa-nexrad-level2/2024/02/05/KMAX/KMAX20240205_150139_V06']"
6164,F,M600,PBI UA /OV PHK030015/TM 1502/FL150/TP M600/TB LGT RIME,LGT RIME,,15000.0,26.996523887978075,-80.54997078218176,2024-02-05 15:02:00,1.0,U,"('KMLB', 'KAMX', 'KAMX', 'KTBW', 'KBYX')","['s3://noaa-nexrad-level2/2024/02/05/KMLB/KMLB20240205_145937_V06', 's3://noaa-nexrad-level2/2024/02/05/KAMX/KAMX20240205_150155_V06', 's3://noaa-nexrad-level2/2024/02/05/KAMX/KAMX20240205_150155_V06', 's3://noaa-nexrad-level2/2024/02/05/KTBW/KTBW20240205_145652_V06', 's3://noaa-nexrad-level2/2024/02/05/KBYX/KBYX20240205_150015_V06']"
6165,T,EA50,PBI UUA /OV PBI060035/TM 1502/FL090/TP EA50/TB MOD-SEV 070-090,MOD-SEV 070-090,,9000.0,26.97639029169029,-79.53395254420727,2024-02-05 15:02:00,4.0,U,"('KMLB', 'KAMX', 'KAMX', 'KTBW', 'KBYX')","['s3://noaa-nexrad-level2/2024/02/05/KMLB/KMLB20240205_145937_V06', 's3://noaa-nexrad-level2/2024/02/05/KAMX/KAMX20240205_150155_V06', 's3://noaa-nexrad-level2/2024/02/05/KAMX/KAMX20240205_150155_V06', 's3://noaa-nexrad-level2/2024/02/05/KTBW/KTBW20240205_145652_V06', 's3://noaa-nexrad-level2/2024/02/05/KBYX/KBYX20240205_150015_V06']"
6166,F,C56X,PIR UA /OV PIR/TM 1502/FL400/TP C56X/TB CONS LGT CHOP,CONS LGT CHOP,,40000.0,44.38269,-100.28597,2024-02-05 15:02:00,1.0,M,"('KABR', 'KBIS', 'KLNX', 'KUDX', 'KFSD')","['s3://noaa-nexrad-level2/2024/02/05/KABR/KABR20240205_150031_V06', 's3://noaa-nexrad-level2/2024/02/05/KBIS/KBIS20240205_145911_V06', 's3://noaa-nexrad-level2/2024/02/05/KLNX/KLNX20240205_145714_V06', 's3://noaa-nexrad-level2/2024/02/05/KUDX/KUDX20240205_145802_V06', 's3://noaa-nexrad-level2/2024/02/05/KFSD/KFSD20240205_150047_V06']"
6167,F,B738,MYNN UA /OV ZQA255075/TM 1502/FL340/TP B738/SK SKC/TB NEG,NEG,,34000.0,24.676449988167327,-78.78233444556095,2024-02-05 15:02:00,0.0,M,"('KAMX', 'KAMX', 'KBYX', 'KMLB', 'KTBW')","['s3://noaa-nexrad-level2/2024/02/05/KAMX/KAMX20240205_150155_V06', 's3://noaa-nexrad-level2/2024/02/05/KAMX/KAMX20240205_150155_V06', 's3://noaa-nexrad-level2/2024/02/05/KBYX/KBYX20240205_150015_V06', 's3://noaa-nexrad-level2/2024/02/05/KMLB/KMLB20240205_145937_V06', 's3://noaa-nexrad-level2/2024/02/05/KTBW/KTBW20240205_145652_V06']"
6168,F,B737,LBL UA /OV LBL270030/TM 1503/FL260/TP B737/TB CONS LGT OCNL MOD/RM ZKCFDC,CONS LGT OCNL MOD,,26000.0,37.04422,-101.58634307807992,2024-02-05 15:03:00,2.0,M,"('KDDC', 'KAMA', 'KGLD', 'KPUX', 'KFDX')","['s3://noaa-nexrad-level2/2024/02/05/KDDC/KDDC20240205_145523_V06', 's3://noaa-nexrad-level2/2024/02/05/KAMA/KAMA20240205_150129_V06', 's3://noaa-nexrad-level2/2024/02/05/KGLD/KGLD20240205_145923_V06', 's3://noaa-nexrad-level2/2024/02/05/KPUX/KPUX20240205_150211_V06', 's3://noaa-nexrad-level2/2024/02/05/KFDX/KFDX20240205_145958_V06']"
6169,T,BE20,PBI UUA /OV PBI064041/TM 1503/FL090/TP BE20/TB MOD-SEV 070-090,MOD-SEV 070-090,,9000.0,26.984277880839773,-79.41195553124268,2024-02-05 15:03:00,4.0,M,"('KMLB', 'KAMX', 'KAMX', 'KTBW', 'KBYX')","['s3://noaa-nexrad-level2/2024/02/05/KMLB/KMLB20240205_145937_V06', 's3://noaa-nexrad-level2/2024/02/05/KAMX/KAMX20240205_150155_V06', 's3://noaa-nexrad-level2/2024/02/05/KAMX/KAMX20240205_150155_V06', 's3://noaa-nexrad-level2/2024/02/05/KTBW/KTBW20240205_150203_V06', 's3://noaa-nexrad-level2/2024/02/05/KBYX/KBYX20240205_150015_V06']"
6170,F,A320,LEE UA /OV LEE/TM 1504/FL100/TP A320/TA M06/TB LGT RIME 100-090/RM DURD,LGT RIME 100-090,,10000.0,28.82,-81.81,2024-02-05 15:04:00,1.0,M,"('KTBW', 'KMLB', 'KJAX', 'KVAX', 'KTLH')","['s3://noaa-nexrad-level2/2024/02/05/KTBW/KTBW20240205_150203_V06', 's3://noaa-nexrad-level2/2024/02/05/KMLB/KMLB20240205_145937_V06', 's3://noaa-nexrad-level2/2024/02/05/KJAX/KJAX20240205_145951_V06', 's3://noaa-nexrad-level2/2024/02/05/KVAX/KVAX20240205_150242_V06', 's3://noaa-nexrad-level2/2024/02/05/KTLH/KTLH20240205_150153_V06']"
6171,F,B738,LCH UA /OV LCH090020/TM 1504/FL300/TP B738/TB MOD/RM ZHU,MOD,,30000.0,30.12550085,-92.8422840061628,2024-02-05 15:04:00,3.0,M,"('KLCH', 'KPOE', 'KHGX', 'KHDC', 'KSHV')","['s3://noaa-nexrad-level2/2024/02/05/KLCH/KLCH20240205_150245_V06', 's3://noaa-nexrad-level2/2024/02/05/KHGX/KHGX20240205_145819_V06', 's3://noaa-nexrad-level2/2024/02/05/KSHV/KSHV20240205_150100_V06']"
