,URGENT,AIRCRAFT,REPORT,TURBULENCE,PRODUCT_ID,FL,LAT,LON,datetime,turbulence_intensity,Plane Weight,nexrad_sites,aws_files
26070,F,B38M,BGR UA /OV BGR/TM 1250/FL350/TP B38M/TB LGT /RM +/- 10 KTS,LGT,,35000.0,44.80744,-68.82814,2024-02-15 12:50:00,1.0,U,"('KCBW', 'KGYX', 'KBOX', 'KCXX', 'KOKX')","['s3://noaa-nexrad-level2/2024/02/15/KCBW/KCBW20240215_124328_V06', 's3://noaa-nexrad-level2/2024/02/15/KGYX/KGYX20240215_124553_V06', 's3://noaa-nexrad-level2/2024/02/15/KBOX/KBOX20240215_124341_V06', 's3://noaa-nexrad-level2/2024/02/15/KCXX/KCXX20240215_124706_V06', 's3://noaa-nexrad-level2/2024/02/15/KOKX/KOKX20240215_124421_V06']"
26071,F,B737,BHM UA /OV VUZ/TM 1251/FL390/TP B737/TB MOD CHOP 360-390/RM ZTLFD-03,MOD CHOP 360-390,,39000.0,33.67,-86.9,2024-02-15 12:51:00,3.0,M,"('KBMX', 'KGWX', 'KHTX', 'KMXX', 'KFFC')","['s3://noaa-nexrad-level2/2024/02/15/KBMX/KBMX20240215_124320_V06', 's3://noaa-nexrad-level2/2024/02/15/KGWX/KGWX20240215_124301_V06', 's3://noaa-nexrad-level2/2024/02/15/KHTX/KHTX20240215_124558_V06', 's3://noaa-nexrad-level2/2024/02/15/KMXX/KMXX20240215_124705_V06', 's3://noaa-nexrad-level2/2024/02/15/KFFC/KFFC20240215_124958_V06']"
26072,F,B737,HNL UA /OV 38N137W/TM 1251/FL340/TP B737/TB CONS LGT-MOD,CONS LGT-MOD,,34000.0,38.0,-137.0,2024-02-15 12:51:00,2.0,M,"('KBHX', 'KMAX', 'KMUX', 'KDAX', 'KBBX')","['s3://noaa-nexrad-level2/2024/02/15/KBHX/KBHX20240215_124541_V06', 's3://noaa-nexrad-level2/2024/02/15/KMAX/KMAX20240215_124647_V06', 's3://noaa-nexrad-level2/2024/02/15/KMUX/KMUX20240215_125045_V06', 's3://noaa-nexrad-level2/2024/02/15/KDAX/KDAX20240215_125019_V06', 's3://noaa-nexrad-level2/2024/02/15/KBBX/KBBX20240215_125042_V06']"
26073,F,E75S,TCL UA /OV TDG/TM 1251/FL150/TP E75S/TB LGT CHOP/RM ZTLFD-04,LGT CHOP,,15000.0,33.58,-86.04,2024-02-15 12:51:00,1.0,U,"('KBMX', 'KMXX', 'KHTX', 'KFFC', 'KEOX')","['s3://noaa-nexrad-level2/2024/02/15/KBMX/KBMX20240215_124320_V06', 's3://noaa-nexrad-level2/2024/02/15/KMXX/KMXX20240215_124705_V06', 's3://noaa-nexrad-level2/2024/02/15/KHTX/KHTX20240215_124558_V06', 's3://noaa-nexrad-level2/2024/02/15/KFFC/KFFC20240215_124958_V06', 's3://noaa-nexrad-level2/2024/02/15/KEOX/KEOX20240215_124839_V06']"
26074,F,B739,VRB UA /OV VRB/TM 1251/FL250/TP B739/TB LGT MOD CHOP,LGT MOD CHOP,,25000.0,27.65556,-80.41794,2024-02-15 12:51:00,2.0,M,"('KMLB', 'KTBW', 'KAMX', 'KAMX', 'KJAX')","['s3://noaa-nexrad-level2/2024/02/15/KMLB/KMLB20240215_124515_V06', 's3://noaa-nexrad-level2/2024/02/15/KTBW/KTBW20240215_124618_V06', 's3://noaa-nexrad-level2/2024/02/15/KJAX/KJAX20240215_124911_V06']"
26075,F,A320,MYGF UA /OV ZFP295035/TM 1251/FL260/TP A320/TB LGT MOD CHOP/RM 210-280 DURING CLIMB,LGT MOD CHOP,,26000.0,26.746547288081576,-79.370794574674,2024-02-15 12:51:00,2.0,M,"('KAMX', 'KAMX', 'KMLB', 'KBYX', 'KTBW')","['s3://noaa-nexrad-level2/2024/02/15/KMLB/KMLB20240215_124515_V06', 's3://noaa-nexrad-level2/2024/02/15/KBYX/KBYX20240215_124845_V06', 's3://noaa-nexrad-level2/2024/02/15/KTBW/KTBW20240215_124618_V06']"
26076,F,A319,CLT UA /OV CLT/TM 1252/FL370/TP A319/TB NEG/RM ZTLFD-28,NEG,,37000.0,35.22255,-80.95431,2024-02-15 12:52:00,0.0,M,"('KCAE', 'KGSP', 'KFCX', 'KRAX', 'KCLX')","['s3://noaa-nexrad-level2/2024/02/15/KCAE/KCAE20240215_125107_V06', 's3://noaa-nexrad-level2/2024/02/15/KGSP/KGSP20240215_124350_V06', 's3://noaa-nexrad-level2/2024/02/15/KFCX/KFCX20240215_124921_V06', 's3://noaa-nexrad-level2/2024/02/15/KRAX/KRAX20240215_124436_V06', 's3://noaa-nexrad-level2/2024/02/15/KCLX/KCLX20240215_124446_V06']"
26077,F,B757,VAD UA /OV VLD/TM 1252/FL390/TP B757/TB OCNL LGT CHOP,OCNL LGT CHOP,,39000.0,30.7825,-83.27667,2024-02-15 12:52:00,1.0,M,"('KVAX', 'KTLH', 'KJAX', 'KJGX', 'KEOX')","['s3://noaa-nexrad-level2/2024/02/15/KVAX/KVAX20240215_125111_V06', 's3://noaa-nexrad-level2/2024/02/15/KTLH/KTLH20240215_124543_V06', 's3://noaa-nexrad-level2/2024/02/15/KJAX/KJAX20240215_124911_V06', 's3://noaa-nexrad-level2/2024/02/15/KJGX/KJGX20240215_124922_V06', 's3://noaa-nexrad-level2/2024/02/15/KEOX/KEOX20240215_124839_V06']"
26078,F,A321,CLT UA /OV CLT270025/TM 1253/FL340/TP A321/TB NEG/RM ZTLFD-33,NEG,,34000.0,35.22255,-81.46439844613208,2024-02-15 12:53:00,0.0,M,"('KGSP', 'KCAE', 'KMRX', 'KFCX', 'KCLX')","['s3://noaa-nexrad-level2/2024/02/15/KGSP/KGSP20240215_125214_V06', 's3://noaa-nexrad-level2/2024/02/15/KCAE/KCAE20240215_125107_V06', 's3://noaa-nexrad-level2/2024/02/15/KMRX/KMRX20240215_124753_V06', 's3://noaa-nexrad-level2/2024/02/15/KFCX/KFCX20240215_124921_V06', 's3://noaa-nexrad-level2/2024/02/15/KCLX/KCLX20240215_124446_V06']"
26079,F,B739,CAE UA /OV CAE030010/TM 1254/FL390/TP B739/TB MOD,MOD,,39000.0,34.086249258652046,-81.01764235461512,2024-02-15 12:54:00,3.0,M,"('KCAE', 'KCLX', 'KGSP', 'KLTX', 'KJGX')","['s3://noaa-nexrad-level2/2024/02/15/KCAE/KCAE20240215_125107_V06', 's3://noaa-nexrad-level2/2024/02/15/KCLX/KCLX20240215_125329_V06', 's3://noaa-nexrad-level2/2024/02/15/KGSP/KGSP20240215_125214_V06', 's3://noaa-nexrad-level2/2024/02/15/KLTX/KLTX20240215_125354_V06', 's3://noaa-nexrad-level2/2024/02/15/KJGX/KJGX20240215_124922_V06']"
