,URGENT,AIRCRAFT,REPORT,TURBULENCE,PRODUCT_ID,FL,LAT,LON,datetime,turbulence_intensity,Plane Weight,nexrad_sites,aws_files
7584,F,BCS1,DLL UA /OV DLL300015/TM 1520/FL230/TP BCS1/TB OCNL LGT CHOP,OCNL LGT CHOP,,23000.0,43.64701012501013,-90.06960832905457,2024-02-06 15:20:00,1.0,U,"('KARX', 'KMKX', 'KDVN', 'KGRB', 'KLOT')","['s3://noaa-nexrad-level2/2024/02/06/KARX/KARX20240206_151457_V06', 's3://noaa-nexrad-level2/2024/02/06/KMKX/KMKX20240206_151817_V06', 's3://noaa-nexrad-level2/2024/02/06/KDVN/KDVN20240206_151731_V06', 's3://noaa-nexrad-level2/2024/02/06/KGRB/KGRB20240206_134539_V06', 's3://noaa-nexrad-level2/2024/02/06/KLOT/KLOT20240206_151619_V06']"
7585,F,B739,MOX UA /OV KMOX/TM 1521/FL340/TP B739/TB OCNL LGT CHOP,OCNL LGT CHOP,,34000.0,45.56597,-95.96719,2024-02-06 15:21:00,1.0,M,"('KFSD', 'KMVX', 'KABR', 'KMPX', 'KDLH')","['s3://noaa-nexrad-level2/2024/02/06/KFSD/KFSD20240206_151602_V06', 's3://noaa-nexrad-level2/2024/02/06/KMVX/KMVX20240206_151542_V06', 's3://noaa-nexrad-level2/2024/02/06/KABR/KABR20240206_151415_V06', 's3://noaa-nexrad-level2/2024/02/06/KMPX/KMPX20240206_135018_V06', 's3://noaa-nexrad-level2/2024/02/06/KDLH/KDLH20240206_151316_V06']"
7586,F,E75L,SUS UA /OV FTZ250010/TM 1521/FL310/TP E75L/TB MOD/RM ZKC FDC,MOD,,31000.0,38.6329920255025,-91.1706664857712,2024-02-06 15:21:00,3.0,U,"('KLSX', 'KILX', 'KSGF', 'KPAH', 'KDVN')","['s3://noaa-nexrad-level2/2024/02/06/KLSX/KLSX20240206_151714_V06', 's3://noaa-nexrad-level2/2024/02/06/KILX/KILX20240206_151934_V06', 's3://noaa-nexrad-level2/2024/02/06/KSGF/KSGF20240206_151437_V06', 's3://noaa-nexrad-level2/2024/02/06/KPAH/KPAH20240206_152032_V06', 's3://noaa-nexrad-level2/2024/02/06/KDVN/KDVN20240206_151731_V06']"
7587,F,B712,JVL UA /OV JVL250016/TM 1521/FL290/TP B712/TB CONS LGT CHOP,CONS LGT CHOP,,29000.0,42.529037240804,-89.38212171135405,2024-02-06 15:21:00,1.0,M,"('KMKX', 'KDVN', 'KLOT', 'KARX', 'KGRB')","['s3://noaa-nexrad-level2/2024/02/06/KMKX/KMKX20240206_151817_V06', 's3://noaa-nexrad-level2/2024/02/06/KDVN/KDVN20240206_151731_V06', 's3://noaa-nexrad-level2/2024/02/06/KLOT/KLOT20240206_151619_V06', 's3://noaa-nexrad-level2/2024/02/06/KARX/KARX20240206_151457_V06', 's3://noaa-nexrad-level2/2024/02/06/KGRB/KGRB20240206_134539_V06']"
7588,F,B38M,MCW UA /OV MCW090020/TM 1521/FL300/TP B38M/TB OCNL LGT CHOP,OCNL LGT CHOP,,30000.0,43.154383,-92.8691344153848,2024-02-06 15:21:00,1.0,U,"('KDMX', 'KARX', 'KMPX', 'KDVN', 'KDLH')","['s3://noaa-nexrad-level2/2024/02/06/KDMX/KDMX20240206_151716_V06', 's3://noaa-nexrad-level2/2024/02/06/KARX/KARX20240206_151457_V06', 's3://noaa-nexrad-level2/2024/02/06/KMPX/KMPX20240206_135018_V06', 's3://noaa-nexrad-level2/2024/02/06/KDVN/KDVN20240206_151731_V06', 's3://noaa-nexrad-level2/2024/02/06/KDLH/KDLH20240206_151316_V06']"
7589,F,B737,VIH UA /OV VIH180010/TM 1522/FL410/TP B737/TB MOD/RM ZKC FDC,MOD,,41000.0,37.96331983331984,-91.77,2024-02-06 15:22:00,3.0,M,"('KLSX', 'KSGF', 'KEAX', 'KPAH', 'KLZK')","['s3://noaa-nexrad-level2/2024/02/06/KLSX/KLSX20240206_151714_V06', 's3://noaa-nexrad-level2/2024/02/06/KSGF/KSGF20240206_151437_V06', 's3://noaa-nexrad-level2/2024/02/06/KEAX/KEAX20240206_151941_V06', 's3://noaa-nexrad-level2/2024/02/06/KPAH/KPAH20240206_152032_V06', 's3://noaa-nexrad-level2/2024/02/06/KLZK/KLZK20240206_152045_V06']"
7590,F,B78X,ANC UA /OV 4405N16912W/TM 1522/FL350/TP B78X/TB MOD,MOD,,35000.0,44.833,-169.2,2024-02-06 15:22:00,3.0,U,"('PABC', 'PAKC', 'PAEC', 'PAHG', 'PHKI')","['s3://noaa-nexrad-level2/2024/02/06/PABC/PABC20240206_152113_V06', 's3://noaa-nexrad-level2/2024/02/06/PAKC/PAKC20240206_152145_V06', 's3://noaa-nexrad-level2/2024/02/06/PAEC/PAEC20240206_152015_V06', 's3://noaa-nexrad-level2/2024/02/06/PAHG/PAHG20240206_151511_V06', 's3://noaa-nexrad-level2/2024/02/06/PHKI/PHKI20240206_151908_V06']"
7591,F,PC12,PBI UA /OV PBI080030/TM 1523/FL145/TP PC12/TB LGT CHOP,LGT CHOP,,14500.0,26.771531121591693,-79.54825446683634,2024-02-06 15:23:00,1.0,L,"('KAMX', 'KAMX', 'KMLB', 'KTBW', 'KBYX')","['s3://noaa-nexrad-level2/2024/02/06/KAMX/KAMX20240206_122958_V06', 's3://noaa-nexrad-level2/2024/02/06/KAMX/KAMX20240206_122958_V06', 's3://noaa-nexrad-level2/2024/02/06/KMLB/KMLB20240206_151930_V06', 's3://noaa-nexrad-level2/2024/02/06/KTBW/KTBW20240206_151533_V06', 's3://noaa-nexrad-level2/2024/02/06/KBYX/KBYX20240206_151842_V06']"
7592,F,C414,VRB UA /OV TRV/TM 1523/FL070/TP C414/TB NEG,NEG,,7000.0,27.68,-80.49,2024-02-06 15:23:00,0.0,L,"('KMLB', 'KTBW', 'KAMX', 'KAMX', 'KJAX')","['s3://noaa-nexrad-level2/2024/02/06/KMLB/KMLB20240206_151930_V06', 's3://noaa-nexrad-level2/2024/02/06/KTBW/KTBW20240206_151533_V06', 's3://noaa-nexrad-level2/2024/02/06/KAMX/KAMX20240206_122958_V06', 's3://noaa-nexrad-level2/2024/02/06/KAMX/KAMX20240206_122958_V06', 's3://noaa-nexrad-level2/2024/02/06/KJAX/KJAX20240206_152124_V06']"
7593,F,B738,ALS UA /OV ALS145057/TM 1524/FL400/TP B738/TB CONS LGT OCNL MOD/RM ZDVFD,CONS LGT OCNL MOD,,40000.0,36.66063252411261,-105.1750672571437,2024-02-06 15:24:00,2.0,M,"('KPUX', 'KABX', 'KFDX', 'KFTG', 'KHDX')","['s3://noaa-nexrad-level2/2024/02/06/KPUX/KPUX20240206_151905_V06', 's3://noaa-nexrad-level2/2024/02/06/KABX/KABX20240206_151716_V06', 's3://noaa-nexrad-level2/2024/02/06/KFDX/KFDX20240206_152333_V06', 's3://noaa-nexrad-level2/2024/02/06/KFTG/KFTG20240206_152307_V06', 's3://noaa-nexrad-level2/2024/02/06/KHDX/KHDX20240206_152131_V06']"
