,URGENT,AIRCRAFT,REPORT,TURBULENCE,PRODUCT_ID,FL,LAT,LON,datetime,turbulence_intensity,Plane Weight,nexrad_sites,aws_files
48348,F,A21N,CVG UA /OV GVR090015/TM 1454/FL320/TP A21N/TB NEG,NEG,,32000.0,39.04306,-84.67167,2024-02-29 14:54:00,0.0,U,"('KILN', 'KLVX', 'KIND', 'KJKL', 'KIWX')","['s3://noaa-nexrad-level2/2024/02/29/KILN/KILN20240229_144717_V06', 's3://noaa-nexrad-level2/2024/02/29/KLVX/KLVX20240229_145124_V06', 's3://noaa-nexrad-level2/2024/02/29/KIND/KIND20240229_145103_V06', 's3://noaa-nexrad-level2/2024/02/29/KJKL/KJKL20240229_144915_V06', 's3://noaa-nexrad-level2/2024/02/29/KIWX/KIWX20240229_145156_V06']"
48349,F,C208,GRI UA /OV GRI/TM 1454/FL030/TP C208/TB LGT-MOD BLO 030 /RM DURD,LGT-MOD BLO 030,,3000.0,40.96754,-98.30964,2024-02-29 14:54:00,2.0,L,"('KUEX', 'KOAX', 'KLNX', 'KTWX', 'KFSD')","['s3://noaa-nexrad-level2/2024/02/29/KUEX/KUEX20240229_145201_V06', 's3://noaa-nexrad-level2/2024/02/29/KOAX/KOAX20240229_144825_V06', 's3://noaa-nexrad-level2/2024/02/29/KLNX/KLNX20240229_145148_V06', 's3://noaa-nexrad-level2/2024/02/29/KTWX/KTWX20240229_144732_V06', 's3://noaa-nexrad-level2/2024/02/29/KFSD/KFSD20240229_144812_V06']"
48350,F,B737,DEN UA /OV RY17R/TM 1455/FL080/TP B737/TB NEG,NEG,,8000.0,39.8328,-104.6575,2024-02-29 14:55:00,0.0,M,"('KFTG', 'KCYS', 'KPUX', 'KGLD', 'KGJX')","['s3://noaa-nexrad-level2/2024/02/29/KFTG/KFTG20240229_144920_V06', 's3://noaa-nexrad-level2/2024/02/29/KCYS/KCYS20240229_145012_V06', 's3://noaa-nexrad-level2/2024/02/29/KPUX/KPUX20240229_145003_V06', 's3://noaa-nexrad-level2/2024/02/29/KGLD/KGLD20240229_144920_V06', 's3://noaa-nexrad-level2/2024/02/29/KGJX/KGJX20240229_143048_V06']"
48351,F,E75L,BTV UA /OV BTV/TM 1455/FL050/TP E75L/TB MOD/RM MOD TURB 050-080 MOD TURB 050,MOD,,5000.0,44.47,-73.15,2024-02-29 14:55:00,3.0,U,"('KCXX', 'KENX', 'KTYX', 'KGYX', 'KBOX')","['s3://noaa-nexrad-level2/2024/02/29/KCXX/KCXX20240229_145235_V06', 's3://noaa-nexrad-level2/2024/02/29/KENX/KENX20240229_145356_V06', 's3://noaa-nexrad-level2/2024/02/29/KTYX/KTYX20240229_144946_V06', 's3://noaa-nexrad-level2/2024/02/29/KGYX/KGYX20240229_141727_V06', 's3://noaa-nexrad-level2/2024/02/29/KBOX/KBOX20240229_145042_V06']"
48352,F,E75L,RNO UA /OV FMG180020/TM 1458/FL100/TP E75L/TA M02/TB MOD/IC LGT RIME/RM DURC 100-130,MOD,,10000.0,39.19663966663967,-119.66,2024-02-29 14:58:00,3.0,U,"('KRGX', 'KBBX', 'KDAX', 'KHNX', 'KMUX')","['s3://noaa-nexrad-level2/2024/02/29/KRGX/KRGX20240229_145454_V06', 's3://noaa-nexrad-level2/2024/02/29/KBBX/KBBX20240229_145515_V06', 's3://noaa-nexrad-level2/2024/02/29/KDAX/KDAX20240229_145414_V06', 's3://noaa-nexrad-level2/2024/02/29/KHNX/KHNX20240229_145156_V06', 's3://noaa-nexrad-level2/2024/02/29/KMUX/KMUX20240229_145658_V06']"
48353,F,B739,PIE UA /OV PIE090010/TM 1458/FL210/TP B739/TB NEG/RM DURD,NEG,,21000.0,27.91,-82.49880033891246,2024-02-29 14:58:00,0.0,M,"('KTBW', 'KMLB', 'KJAX', 'KVAX', 'KTLH')","['s3://noaa-nexrad-level2/2024/02/29/KTBW/KTBW20240229_145046_V06', 's3://noaa-nexrad-level2/2024/02/29/KMLB/KMLB20240229_145720_V06', 's3://noaa-nexrad-level2/2024/02/29/KJAX/KJAX20240229_145355_V06', 's3://noaa-nexrad-level2/2024/02/29/KVAX/KVAX20240229_145250_V06', 's3://noaa-nexrad-level2/2024/02/29/KTLH/KTLH20240229_145158_V06']"
48354,F,A320,MGM UA /OV MGM110050/TM 1458/FL320/TP A320/TB LGT CONS CHOP/RM ZTLFD-10,LGT CONS CHOP,,32000.0,32.01560012751251,-85.46745692119028,2024-02-29 14:58:00,1.0,M,"('KEOX', 'KMXX', 'KEVX', 'KFFC', 'KBMX')","['s3://noaa-nexrad-level2/2024/02/29/KEOX/KEOX20240229_145202_V06', 's3://noaa-nexrad-level2/2024/02/29/KMXX/KMXX20240229_145347_V06', 's3://noaa-nexrad-level2/2024/02/29/KEVX/KEVX20240229_145650_V06', 's3://noaa-nexrad-level2/2024/02/29/KFFC/KFFC20240229_145223_V06', 's3://noaa-nexrad-level2/2024/02/29/KBMX/KBMX20240229_145520_V06']"
48355,F,B738,VJI UA /OV HMV200010/TM 1458/FL320/TP B738/TB CONS LGT CHOP 320/RM ZTLFD-42,CONS LGT CHOP 320,,32000.0,36.28337187733928,-82.20086319475679,2024-02-29 14:58:00,1.0,M,"('KMRX', 'KGSP', 'KJKL', 'KFCX', 'KRLX')","['s3://noaa-nexrad-level2/2024/02/29/KMRX/KMRX20240229_145529_V06', 's3://noaa-nexrad-level2/2024/02/29/KGSP/KGSP20240229_145750_V06', 's3://noaa-nexrad-level2/2024/02/29/KJKL/KJKL20240229_145606_V06', 's3://noaa-nexrad-level2/2024/02/29/KFCX/KFCX20240229_144930_V06', 's3://noaa-nexrad-level2/2024/02/29/KRLX/KRLX20240229_145505_V06']"
48356,F,C172,FAR UA /OV KFAR/TM 1500/FL019/TP C172/WV 16042/TB LGT-MOD BLO 019/RM WIND AT FL 019 16042,LGT-MOD BLO 019,,1900.0,46.92528,-96.81111,2024-02-29 15:00:00,2.0,L,"('KMVX', 'KABR', 'KFSD', 'KMPX', 'KBIS')","['s3://noaa-nexrad-level2/2024/02/29/KMVX/KMVX20240229_145818_V06', 's3://noaa-nexrad-level2/2024/02/29/KABR/KABR20240229_145921_V06', 's3://noaa-nexrad-level2/2024/02/29/KFSD/KFSD20240229_145509_V06', 's3://noaa-nexrad-level2/2024/02/29/KMPX/KMPX20240229_145430_V06', 's3://noaa-nexrad-level2/2024/02/29/KBIS/KBIS20240229_145802_V06']"
48357,F,B737,DFW UA /OV FUZ180030/TM 1500/FL190/TP B737/TB MOD 180-200/RM ZFW,MOD 180-200,,19000.0,32.3899594999595,-97.18,2024-02-29 15:00:00,3.0,M,"('KFWS', 'KGRK', 'KDYX', 'KFDR', 'KEWX')","['s3://noaa-nexrad-level2/2024/02/29/KFWS/KFWS20240229_145646_V06', 's3://noaa-nexrad-level2/2024/02/29/KGRK/KGRK20240229_145713_V06', 's3://noaa-nexrad-level2/2024/02/29/KDYX/KDYX20240229_145846_V06', 's3://noaa-nexrad-level2/2024/02/29/KFDR/KFDR20240229_145649_V06', 's3://noaa-nexrad-level2/2024/02/29/KEWX/KEWX20240229_145331_V06']"
48358,F,P28A,RDU UA /OV DUHAM/TM 1500/FL045/TP P28A/TB MOD TURB,MOD TURB,,4500.0,41.73583,-83.65528,2024-02-29 15:00:00,3.0,L,"('KDTX', 'KCLE', 'KIWX', 'KGRR', 'KILN')","['s3://noaa-nexrad-level2/2024/02/29/KDTX/KDTX20240229_145432_V06', 's3://noaa-nexrad-level2/2024/02/29/KCLE/KCLE20240229_145013_V06', 's3://noaa-nexrad-level2/2024/02/29/KIWX/KIWX20240229_145849_V06', 's3://noaa-nexrad-level2/2024/02/29/KGRR/KGRR20240229_145334_V06', 's3://noaa-nexrad-level2/2024/02/29/KILN/KILN20240229_145406_V06']"
48359,F,C25C,LWT UA /OV LWT090090/TM 1500/FL410/TP C25C/TB MOD/RM MTW 430-390 DURD /ZLC,MOD,,41000.0,47.04925,-107.26506283732266,2024-02-29 15:00:00,3.0,U,"('KGGW', 'KBLX', 'KTFX', 'KRIW', 'KUDX')","['s3://noaa-nexrad-level2/2024/02/29/KGGW/KGGW20240229_145810_V06', 's3://noaa-nexrad-level2/2024/02/29/KBLX/KBLX20240229_145755_V06', 's3://noaa-nexrad-level2/2024/02/29/KTFX/KTFX20240229_145911_V06', 's3://noaa-nexrad-level2/2024/02/29/KRIW/KRIW20240229_145539_V06', 's3://noaa-nexrad-level2/2024/02/29/KUDX/KUDX20240229_145839_V06']"
48360,F,E75L,MTJ UA /OV MTJ/TM 1500/FL230/TP E75L/TB NEG 058-230/RM PERFECTLY SMOOTH DURC. ZDV,NEG 058-230,,23000.0,38.505,-107.8975,2024-02-29 15:00:00,0.0,U,"('KGJX', 'KABX', 'KFTG', 'KPUX', 'KCYS')","['s3://noaa-nexrad-level2/2024/02/29/KGJX/KGJX20240229_145643_V06', 's3://noaa-nexrad-level2/2024/02/29/KABX/KABX20240229_145436_V06', 's3://noaa-nexrad-level2/2024/02/29/KFTG/KFTG20240229_145620_V06', 's3://noaa-nexrad-level2/2024/02/29/KPUX/KPUX20240229_145708_V06', 's3://noaa-nexrad-level2/2024/02/29/KCYS/KCYS20240229_145718_V06']"
