,URGENT,AIRCRAFT,REPORT,TURBULENCE,PRODUCT_ID,FL,LAT,LON,datetime,turbulence_intensity,Plane Weight,nexrad_sites,aws_files
36972,F,CRJ9,AND UA /OV ELW/TM 1440/FL310/TP CRJ9/TB NEG/RM ZTLFD-32,NEG,,31000.0,34.42,-82.78,2024-02-23 14:40:00,0.0,U,"('KGSP', 'KCAE', 'KJGX', 'KMRX', 'KFFC')","['s3://noaa-nexrad-level2/2024/02/23/KGSP/KGSP20240223_143434_V06', 's3://noaa-nexrad-level2/2024/02/23/KCAE/KCAE20240223_143845_V06', 's3://noaa-nexrad-level2/2024/02/23/KJGX/KJGX20240223_143608_V06', 's3://noaa-nexrad-level2/2024/02/23/KMRX/KMRX20240223_143935_V06', 's3://noaa-nexrad-level2/2024/02/23/KFFC/KFFC20240223_143557_V06']"
36973,F,E75L,GRD UA /OV GRD/TM 1440/FL250/TP E75L/TB NEG/IC NEG/RM ZTLFD-32,NEG,,25000.0,34.25,-82.16,2024-02-23 14:40:00,0.0,U,"('KGSP', 'KCAE', 'KCLX', 'KJGX', 'KMRX')","['s3://noaa-nexrad-level2/2024/02/23/KGSP/KGSP20240223_143434_V06', 's3://noaa-nexrad-level2/2024/02/23/KCAE/KCAE20240223_143845_V06', 's3://noaa-nexrad-level2/2024/02/23/KCLX/KCLX20240223_143651_V06', 's3://noaa-nexrad-level2/2024/02/23/KJGX/KJGX20240223_143608_V06', 's3://noaa-nexrad-level2/2024/02/23/KMRX/KMRX20240223_143935_V06']"
36974,F,PA44,VGT UA /OV KVGT260001/TM 1440/FL030/TP PA44/TB LGT CHOP/RM COR LOCTN AND TURB. ZLA CWSU,LGT CHOP,,3000.0,36.20779562928028,-115.21478428939332,2024-02-23 14:40:00,1.0,L,"('KESX', 'KEYX', 'KICX', 'KSOX', 'KYUX')","['s3://noaa-nexrad-level2/2024/02/23/KESX/KESX20240223_143334_V06', 's3://noaa-nexrad-level2/2024/02/23/KEYX/KEYX20240223_143540_V06', 's3://noaa-nexrad-level2/2024/02/23/KICX/KICX20240223_143712_V06', 's3://noaa-nexrad-level2/2024/02/23/KSOX/KSOX20240223_143224_V06', 's3://noaa-nexrad-level2/2024/02/23/KYUX/KYUX20240223_143406_V06']"
36975,F,B738,AMA UA /OV DHT020030/TM 1441/FL370/TP B738/TB MOD CHOP/RM ZAB/FDCS,MOD CHOP,,37000.0,36.49247436798216,-102.3358222154576,2024-02-23 14:41:00,3.0,M,"('KAMA', 'KFDX', 'KDDC', 'KPUX', 'KLBB')","['s3://noaa-nexrad-level2/2024/02/23/KAMA/KAMA20240223_143736_V06', 's3://noaa-nexrad-level2/2024/02/23/KFDX/KFDX20240223_143627_V06', 's3://noaa-nexrad-level2/2024/02/23/KDDC/KDDC20240223_143426_V06', 's3://noaa-nexrad-level2/2024/02/23/KPUX/KPUX20240223_143805_V06', 's3://noaa-nexrad-level2/2024/02/23/KLBB/KLBB20240223_143733_V06']"
36976,F,B737,FLO UA /OV FLO080070/TM 1441/FL340/TP B737/TB NEG/RM SMOOTH,NEG,,34000.0,34.38796595038062,-78.33486452608491,2024-02-23 14:41:00,0.0,M,"('KLTX', 'KRAX', 'KMHX', 'KCAE', 'KAKQ')","['s3://noaa-nexrad-level2/2024/02/23/KLTX/KLTX20240223_143823_V06', 's3://noaa-nexrad-level2/2024/02/23/KRAX/KRAX20240223_143943_V06', 's3://noaa-nexrad-level2/2024/02/23/KMHX/KMHX20240223_143619_V06', 's3://noaa-nexrad-level2/2024/02/23/KCAE/KCAE20240223_143845_V06', 's3://noaa-nexrad-level2/2024/02/23/KAKQ/KAKQ20240223_143657_V06']"
36977,F,B77L,MSO UA /OV MSO090020/TM 1442/FL340/TP B77L/TB LGT CONS 340/ZLC,LGT CONS 340,,34000.0,46.9208,-113.60442370845044,2024-02-23 14:42:00,1.0,U,"('KMSX', 'KTFX', 'KSFX', 'KOTX', 'KCBX')","['s3://noaa-nexrad-level2/2024/02/23/KMSX/KMSX20240223_143342_V06', 's3://noaa-nexrad-level2/2024/02/23/KTFX/KTFX20240223_143511_V06', 's3://noaa-nexrad-level2/2024/02/23/KSFX/KSFX20240223_143925_V06', 's3://noaa-nexrad-level2/2024/02/23/KOTX/KOTX20240223_143907_V06', 's3://noaa-nexrad-level2/2024/02/23/KCBX/KCBX20240223_143458_V06']"
36978,F,C208,OAK UA /OV OAK050005/TM 1442/FL018/TP C208/TB MOD/RM DURC SFC-018,MOD,,1800.0,37.77484997296125,-122.14000887226186,2024-02-23 14:42:00,3.0,L,"('KMUX', 'KDAX', 'KBBX', 'KHNX', 'KRGX')","['s3://noaa-nexrad-level2/2024/02/23/KMUX/KMUX20240223_143540_V06', 's3://noaa-nexrad-level2/2024/02/23/KDAX/KDAX20240223_143557_V06', 's3://noaa-nexrad-level2/2024/02/23/KBBX/KBBX20240223_143832_V06', 's3://noaa-nexrad-level2/2024/02/23/KHNX/KHNX20240223_143924_V06', 's3://noaa-nexrad-level2/2024/02/23/KRGX/KRGX20240223_143504_V06']"
36979,F,B738,RKS UA /OV OCS045020/TM 1442/FL320/TP B738/TB CONS LGT CHOP/ZLC,CONS LGT CHOP,,32000.0,41.825721352297705,-108.7048282474507,2024-02-23 14:42:00,1.0,M,"('KRIW', 'KGJX', 'KMTX', 'KCYS', 'KBLX')","['s3://noaa-nexrad-level2/2024/02/23/KRIW/KRIW20240223_143730_V06', 's3://noaa-nexrad-level2/2024/02/23/KGJX/KGJX20240223_143848_V06', 's3://noaa-nexrad-level2/2024/02/23/KMTX/KMTX20240223_143516_V06', 's3://noaa-nexrad-level2/2024/02/23/KCYS/KCYS20240223_144105_V06', 's3://noaa-nexrad-level2/2024/02/23/KBLX/KBLX20240223_144035_V06']"
36980,F,E75L,HLN UA /OV HLN275020/TM 1443/FL360/TP E75L/TB LGT OCNL/ZLC,LGT OCNL,,36000.0,46.63465426745663,-112.44698256782895,2024-02-23 14:43:00,1.0,U,"('KTFX', 'KMSX', 'KSFX', 'KBLX', 'KCBX')","['s3://noaa-nexrad-level2/2024/02/23/KTFX/KTFX20240223_144215_V06', 's3://noaa-nexrad-level2/2024/02/23/KMSX/KMSX20240223_144234_V06', 's3://noaa-nexrad-level2/2024/02/23/KSFX/KSFX20240223_143925_V06', 's3://noaa-nexrad-level2/2024/02/23/KBLX/KBLX20240223_144035_V06', 's3://noaa-nexrad-level2/2024/02/23/KCBX/KCBX20240223_144205_V06']"
36981,F,FA50,CHA UA /OV GQO150037/TM 1443/FL400/TP FA50/TB NEG/RM SMOOTH RIDE ZTLFD-36,NEG,,40000.0,34.42590774298742,-84.77374784722095,2024-02-23 14:43:00,0.0,M,"('KFFC', 'KHTX', 'KMXX', 'KMRX', 'KJGX')","['s3://noaa-nexrad-level2/2024/02/23/KFFC/KFFC20240223_144016_V06', 's3://noaa-nexrad-level2/2024/02/23/KHTX/KHTX20240223_143850_V06', 's3://noaa-nexrad-level2/2024/02/23/KMXX/KMXX20240223_144042_V06', 's3://noaa-nexrad-level2/2024/02/23/KMRX/KMRX20240223_143935_V06', 's3://noaa-nexrad-level2/2024/02/23/KJGX/KJGX20240223_144038_V06']"
