,URGENT,AIRCRAFT,REPORT,TURBULENCE,PRODUCT_ID,FL,LAT,LON,datetime,turbulence_intensity,Plane Weight,nexrad_sites,aws_files
40290,F,A321,SRQ UA /OV SRQ308097/TM 1039/FL280/TP A321/TB CONS LGT CHOP 280-290/RM SMOOTH ABV,CONS LGT CHOP 280-290,,28000.0,28.396790006060627,-83.99367178409257,2024-02-26 10:39:00,1.0,M,"('KTBW', 'KTLH', 'KVAX', 'KEVX', 'KJAX')","['s3://noaa-nexrad-level2/2024/02/26/KTBW/KTBW20240226_103428_V06', 's3://noaa-nexrad-level2/2024/02/26/KTLH/KTLH20240226_103500_V06', 's3://noaa-nexrad-level2/2024/02/26/KVAX/KVAX20240226_103855_V06', 's3://noaa-nexrad-level2/2024/02/26/KEVX/KEVX20240226_103213_V06', 's3://noaa-nexrad-level2/2024/02/26/KJAX/KJAX20240226_103752_V06']"
40291,F,CRJ9,RUT UA /OV RUT/TM 1045/FL340/TP CRJ9/TB NEG 340,NEG 340,,34000.0,43.53,-72.95,2024-02-26 10:45:00,0.0,U,"('KCXX', 'KENX', 'KBOX', 'KOKX', 'KGYX')","['s3://noaa-nexrad-level2/2024/02/26/KCXX/KCXX20240226_103859_V06', 's3://noaa-nexrad-level2/2024/02/26/KENX/KENX20240226_104312_V06', 's3://noaa-nexrad-level2/2024/02/26/KBOX/KBOX20240226_103855_V06', 's3://noaa-nexrad-level2/2024/02/26/KOKX/KOKX20240226_104023_V06', 's3://noaa-nexrad-level2/2024/02/26/KGYX/KGYX20240226_235638_V06']"
40292,F,B77W,SIT UA /OV BKA252171/TM 1045/FL350/TP B77W/TB LGT CHOP/RM ZAN,LGT CHOP,,35000.0,55.979230229386914,-140.50847217840206,2024-02-26 10:45:00,1.0,U,"('PACG', 'PAIH', 'PAIH', 'PAPD', 'PAHG')","['s3://noaa-nexrad-level2/2024/02/26/PACG/PACG20240226_104234_V06', 's3://noaa-nexrad-level2/2024/02/26/PAIH/PAIH20240226_104446_V06', 's3://noaa-nexrad-level2/2024/02/26/PAIH/PAIH20240226_104446_V06', 's3://noaa-nexrad-level2/2024/02/26/PAPD/PAPD20240226_104129_V06', 's3://noaa-nexrad-level2/2024/02/26/PAHG/PAHG20240226_103837_V06']"
40293,F,E145,BGM UA /OV HNK/TM 1046/FL250/TP E145/TB NEG,NEG,,25000.0,42.06,-75.32,2024-02-26 10:46:00,0.0,M,"('KBGM', 'KENX', 'KTYX', 'KDIX', 'KOKX')","['s3://noaa-nexrad-level2/2024/02/26/KBGM/KBGM20240226_104357_V06', 's3://noaa-nexrad-level2/2024/02/26/KENX/KENX20240226_104312_V06', 's3://noaa-nexrad-level2/2024/02/26/KTYX/KTYX20240226_104233_V06', 's3://noaa-nexrad-level2/2024/02/26/KDIX/KDIX20240226_104544_V06', 's3://noaa-nexrad-level2/2024/02/26/KOKX/KOKX20240226_104023_V06']"
40294,F,A321,SRQ UA /OV SRQ302156/TM 1046/FL320/TP A321/TB CONS LGT OCNL MOD CHOP/RM FL300 SMOOTH,CONS LGT OCNL MOD CHOP,,32000.0,28.77929168811498,-85.04238243367683,2024-02-26 10:46:00,2.0,M,"('KTLH', 'KEVX', 'KEOX', 'KTBW', 'KVAX')","['s3://noaa-nexrad-level2/2024/02/26/KTLH/KTLH20240226_104159_V06', 's3://noaa-nexrad-level2/2024/02/26/KEVX/KEVX20240226_103920_V06', 's3://noaa-nexrad-level2/2024/02/26/KEOX/KEOX20240226_104428_V06', 's3://noaa-nexrad-level2/2024/02/26/KTBW/KTBW20240226_104313_V06', 's3://noaa-nexrad-level2/2024/02/26/KVAX/KVAX20240226_104558_V06']"
40295,F,B763,GXY UA /OV GLL/TM 1050/FL370/TP B763/TB LGT OCNL MOD CHOP/RM ZDV,LGT OCNL MOD CHOP,,37000.0,40.5,-104.55,2024-02-26 10:50:00,2.0,H,"('KCYS', 'KFTG', 'KPUX', 'KGLD', 'KGJX')","['s3://noaa-nexrad-level2/2024/02/26/KCYS/KCYS20240226_104753_V06', 's3://noaa-nexrad-level2/2024/02/26/KFTG/KFTG20240226_104855_V06', 's3://noaa-nexrad-level2/2024/02/26/KPUX/KPUX20240226_104818_V06', 's3://noaa-nexrad-level2/2024/02/26/KGLD/KGLD20240226_104428_V06', 's3://noaa-nexrad-level2/2024/02/26/KGJX/KGJX20240226_104757_V06']"
40296,F,A320,CGC UA /OV CGC/TM 1051/FL260/TP A320/TB NEG,NEG,,26000.0,28.8672778,-82.5713056,2024-02-26 10:51:00,0.0,M,"('KTBW', 'KJAX', 'KMLB', 'KVAX', 'KTLH')","['s3://noaa-nexrad-level2/2024/02/26/KTBW/KTBW20240226_104313_V06', 's3://noaa-nexrad-level2/2024/02/26/KJAX/KJAX20240226_104452_V06', 's3://noaa-nexrad-level2/2024/02/26/KMLB/KMLB20240226_104529_V06', 's3://noaa-nexrad-level2/2024/02/26/KVAX/KVAX20240226_104558_V06', 's3://noaa-nexrad-level2/2024/02/26/KTLH/KTLH20240226_104859_V06']"
40297,F,B39M,MDO UA /OV MDO113022/TM 1053/FL330/TP B39M/TB OCNL LGT CHOP/RM ZAN,OCNL LGT CHOP,,33000.0,59.29672031482781,-145.6361153081779,2024-02-26 10:53:00,1.0,U,"('PAIH', 'PAIH', 'PAHG', 'PAPD', 'PACG')","['s3://noaa-nexrad-level2/2024/02/26/PAIH/PAIH20240226_105129_V06', 's3://noaa-nexrad-level2/2024/02/26/PAIH/PAIH20240226_105129_V06', 's3://noaa-nexrad-level2/2024/02/26/PAHG/PAHG20240226_105240_V06', 's3://noaa-nexrad-level2/2024/02/26/PAPD/PAPD20240226_104834_V06', 's3://noaa-nexrad-level2/2024/02/26/PACG/PACG20240226_104918_V06']"
40298,F,C560,DEN UA /OV DEN235035/TM 1055/FL220/TP C560/TB LGT/RM ZDV,LGT,,22000.0,39.498186643948166,-105.27980348491472,2024-02-26 10:55:00,1.0,M,"('KFTG', 'KPUX', 'KCYS', 'KGJX', 'KGLD')","['s3://noaa-nexrad-level2/2024/02/26/KFTG/KFTG20240226_104855_V06', 's3://noaa-nexrad-level2/2024/02/26/KPUX/KPUX20240226_104818_V06', 's3://noaa-nexrad-level2/2024/02/26/KCYS/KCYS20240226_105459_V06', 's3://noaa-nexrad-level2/2024/02/26/KGJX/KGJX20240226_104757_V06', 's3://noaa-nexrad-level2/2024/02/26/KGLD/KGLD20240226_105128_V06']"
40299,F,E190,PYM UA /OV PYM/TM 1057/FL220/TP E190/SK TOP 220/TB CONS LGT CHOP,CONS LGT CHOP,,22000.0,41.90903,-70.72878,2024-02-26 10:57:00,1.0,U,"('KBOX', 'KGYX', 'KOKX', 'KENX', 'KCXX')","['s3://noaa-nexrad-level2/2024/02/26/KBOX/KBOX20240226_105259_V06', 's3://noaa-nexrad-level2/2024/02/26/KGYX/KGYX20240226_235638_V06', 's3://noaa-nexrad-level2/2024/02/26/KOKX/KOKX20240226_105655_V06', 's3://noaa-nexrad-level2/2024/02/26/KENX/KENX20240226_105015_V06', 's3://noaa-nexrad-level2/2024/02/26/KCXX/KCXX20240226_105304_V06']"
