,URGENT,AIRCRAFT,REPORT,TURBULENCE,PRODUCT_ID,FL,LAT,LON,datetime,turbulence_intensity,Plane Weight,nexrad_sites,aws_files
39342,F,B772,HNL UA /OV ELOYI/TM 0850/FL030/TP B772/TB MOD,MOD,,3000.0,47.82873049,-91.83706672,2024-02-25 08:50:00,3.0,H,"('KDLH', 'KMPX', 'KARX', 'KMQT', 'KGRB')","['s3://noaa-nexrad-level2/2024/02/25/KDLH/KDLH20240225_084623_V06', 's3://noaa-nexrad-level2/2024/02/25/KMPX/KMPX20240225_084512_V06', 's3://noaa-nexrad-level2/2024/02/25/KARX/KARX20240225_084812_V06', 's3://noaa-nexrad-level2/2024/02/25/KMQT/KMQT20240225_084329_V06', 's3://noaa-nexrad-level2/2024/02/25/KGRB/KGRB20240225_084345_V06']"
39343,F,B763,LAL UA /OV LAL/TM 0856/FL340/TP B763/TB NEG,NEG,,34000.0,27.98892,-82.01856,2024-02-25 08:56:00,0.0,H,"('KTBW', 'KMLB', 'KJAX', 'KAMX', 'KAMX')","['s3://noaa-nexrad-level2/2024/02/25/KTBW/KTBW20240225_085517_V06', 's3://noaa-nexrad-level2/2024/02/25/KMLB/KMLB20240225_085411_V06', 's3://noaa-nexrad-level2/2024/02/25/KJAX/KJAX20240225_085254_V06', 's3://noaa-nexrad-level2/2024/02/25/KAMX/KAMX20240225_085339_V06', 's3://noaa-nexrad-level2/2024/02/25/KAMX/KAMX20240225_085339_V06']"
39344,F,C208,GNV UA /OV TAY325015/TM 0903/FL090/TP C208/TB NEG,NEG,,9000.0,30.704804598917733,-82.71643555093786,2024-02-25 09:03:00,0.0,L,"('KVAX', 'KJAX', 'KTLH', 'KJGX', 'KCLX')","['s3://noaa-nexrad-level2/2024/02/25/KVAX/KVAX20240225_090123_V06', 's3://noaa-nexrad-level2/2024/02/25/KJAX/KJAX20240225_085955_V06', 's3://noaa-nexrad-level2/2024/02/25/KTLH/KTLH20240225_090011_V06', 's3://noaa-nexrad-level2/2024/02/25/KJGX/KJGX20240225_085634_V06', 's3://noaa-nexrad-level2/2024/02/25/KCLX/KCLX20240225_085937_V06']"
39345,F,B739,COS UA /OV BRK230025/TM 0905/FL320/TP B739/TB CONS LGT CHOP  SMTH ABV FL330 ZDV/FD,CONS LGT CHOP  SMTH ABV FL330 ZDV,,32000.0,38.67215013519375,-105.04040006178826,2024-02-25 09:05:00,1.0,M,"('KPUX', 'KFTG', 'KCYS', 'KGJX', 'KGLD')","['s3://noaa-nexrad-level2/2024/02/25/KPUX/KPUX20240225_085917_V06', 's3://noaa-nexrad-level2/2024/02/25/KFTG/KFTG20240225_090035_V06', 's3://noaa-nexrad-level2/2024/02/25/KCYS/KCYS20240225_085759_V06', 's3://noaa-nexrad-level2/2024/02/25/KGJX/KGJX20240225_090044_V06', 's3://noaa-nexrad-level2/2024/02/25/KGLD/KGLD20240225_090038_V06']"
39346,F,B764,MLB UA /OV MLB/TM 0906/FL370/TP B764/TB NEG,NEG,,37000.0,28.10275,-80.64526,2024-02-25 09:06:00,0.0,H,"('KMLB', 'KTBW', 'KAMX', 'KAMX', 'KJAX')","['s3://noaa-nexrad-level2/2024/02/25/KMLB/KMLB20240225_090102_V06', 's3://noaa-nexrad-level2/2024/02/25/KTBW/KTBW20240225_090401_V06', 's3://noaa-nexrad-level2/2024/02/25/KAMX/KAMX20240225_090232_V06', 's3://noaa-nexrad-level2/2024/02/25/KAMX/KAMX20240225_090232_V06', 's3://noaa-nexrad-level2/2024/02/25/KJAX/KJAX20240225_085955_V06']"
39347,F,BE9L,CPR UA /OV CPR/TM 1033/FL150/TP BE9L/TB NEG/IC NEG/RM DURC OUT OF CPR ZDV,NEG,,15000.0,42.908,-106.46442,2024-02-25 10:33:00,0.0,L,"('KRIW', 'KCYS', 'KBLX', 'KFTG', 'KUDX')","['s3://noaa-nexrad-level2/2024/02/25/KRIW/KRIW20240225_102545_V06', 's3://noaa-nexrad-level2/2024/02/25/KCYS/KCYS20240225_102959_V06', 's3://noaa-nexrad-level2/2024/02/25/KBLX/KBLX20240225_102657_V06', 's3://noaa-nexrad-level2/2024/02/25/KFTG/KFTG20240225_103131_V06', 's3://noaa-nexrad-level2/2024/02/25/KUDX/KUDX20240225_102557_V06']"
39348,F,E75S,ALB UA /OV ALB/TM 1037/FL170/TP E75S/TB NEG/IC NEG /RM CLEAR FROM GROUND TO SPACE,NEG,,17000.0,42.75757,-73.80361,2024-02-25 10:37:00,0.0,U,"('KENX', 'KCXX', 'KOKX', 'KTYX', 'KBGM')","['s3://noaa-nexrad-level2/2024/02/25/KENX/KENX20240225_103052_V06', 's3://noaa-nexrad-level2/2024/02/25/KCXX/KCXX20240225_103318_V06', 's3://noaa-nexrad-level2/2024/02/25/KOKX/KOKX20240225_103233_V06', 's3://noaa-nexrad-level2/2024/02/25/KTYX/KTYX20240225_103125_V06', 's3://noaa-nexrad-level2/2024/02/25/KBGM/KBGM20240225_103421_V06']"
39349,F,A321,DXR UA /OV CMK/TM 1038/FL340/TP A321/TB NEG,NEG,,34000.0,41.28,-73.58,2024-02-25 10:38:00,0.0,M,"('KOKX', 'KENX', 'KDIX', 'KBOX', 'KBGM')","['s3://noaa-nexrad-level2/2024/02/25/KOKX/KOKX20240225_103233_V06', 's3://noaa-nexrad-level2/2024/02/25/KENX/KENX20240225_103754_V06', 's3://noaa-nexrad-level2/2024/02/25/KDIX/KDIX20240225_103358_V06', 's3://noaa-nexrad-level2/2024/02/25/KBOX/KBOX20240225_103316_V06', 's3://noaa-nexrad-level2/2024/02/25/KBGM/KBGM20240225_103421_V06']"
39350,F,MULTI,FIT UA /OV GDM/TM 1042/FL170/TP MULTI/TB NEG/RM DURD JFUND STAR KBOS,NEG,,17000.0,42.54,-72.01,2024-02-25 10:42:00,0.0,U,"('KBOX', 'KOKX', 'KENX', 'KGYX', 'KCXX')","['s3://noaa-nexrad-level2/2024/02/25/KBOX/KBOX20240225_104003_V06', 's3://noaa-nexrad-level2/2024/02/25/KOKX/KOKX20240225_104048_V06', 's3://noaa-nexrad-level2/2024/02/25/KENX/KENX20240225_103754_V06', 's3://noaa-nexrad-level2/2024/02/25/KCXX/KCXX20240225_104001_V06']"
39351,F,CRJ9,BTV UA /OV BTV208055/TM 1044/FL230/TP CRJ9/TB NEG/RM DURC OUT OF BTV 0-FL230,NEG,,23000.0,43.66056581428832,-73.75310163829842,2024-02-25 10:44:00,0.0,U,"('KCXX', 'KENX', 'KTYX', 'KBGM', 'KOKX')","['s3://noaa-nexrad-level2/2024/02/25/KCXX/KCXX20240225_104001_V06', 's3://noaa-nexrad-level2/2024/02/25/KENX/KENX20240225_103754_V06', 's3://noaa-nexrad-level2/2024/02/25/KTYX/KTYX20240225_103808_V06', 's3://noaa-nexrad-level2/2024/02/25/KBGM/KBGM20240225_104116_V06', 's3://noaa-nexrad-level2/2024/02/25/KOKX/KOKX20240225_104048_V06']"
39352,F,B77W,LEB UA /OV LEB/TM 1044/FL380/TP B77W/TB NEG,NEG,,38000.0,43.62611,-72.30419,2024-02-25 10:44:00,0.0,U,"('KCXX', 'KBOX', 'KENX', 'KGYX', 'KOKX')","['s3://noaa-nexrad-level2/2024/02/25/KCXX/KCXX20240225_104001_V06', 's3://noaa-nexrad-level2/2024/02/25/KBOX/KBOX20240225_104003_V06', 's3://noaa-nexrad-level2/2024/02/25/KENX/KENX20240225_103754_V06', 's3://noaa-nexrad-level2/2024/02/25/KOKX/KOKX20240225_104048_V06']"
39353,F,E75S,ALB UA /OV ALB200040/TM 1045/FL260/TP E75S/TB LGT CHOP,LGT CHOP,,26000.0,42.13105750935713,-74.11418164991609,2024-02-25 10:45:00,1.0,U,"('KENX', 'KOKX', 'KBGM', 'KDIX', 'KTYX')","['s3://noaa-nexrad-level2/2024/02/25/KENX/KENX20240225_104456_V06', 's3://noaa-nexrad-level2/2024/02/25/KOKX/KOKX20240225_104048_V06', 's3://noaa-nexrad-level2/2024/02/25/KBGM/KBGM20240225_104116_V06', 's3://noaa-nexrad-level2/2024/02/25/KDIX/KDIX20240225_104044_V06', 's3://noaa-nexrad-level2/2024/02/25/KTYX/KTYX20240225_103808_V06']"
39354,F,E75S,POU UA /OV IGN290015/TM 1048/FL260/TP E75S/TB NEG,NEG,,26000.0,41.75551196174624,-74.13452003137661,2024-02-25 10:48:00,0.0,U,"('KENX', 'KOKX', 'KDIX', 'KBGM', 'KTYX')","['s3://noaa-nexrad-level2/2024/02/25/KENX/KENX20240225_104456_V06', 's3://noaa-nexrad-level2/2024/02/25/KOKX/KOKX20240225_104048_V06', 's3://noaa-nexrad-level2/2024/02/25/KDIX/KDIX20240225_104727_V06', 's3://noaa-nexrad-level2/2024/02/25/KBGM/KBGM20240225_104116_V06', 's3://noaa-nexrad-level2/2024/02/25/KTYX/KTYX20240225_104508_V06']"
39355,F,A321,MDQ UA /OV RQZ220020/TM 1054/FL350/TP A321/TB OCNL LGT CHOP/RM ZTLFD-03,OCNL LGT CHOP,,35000.0,34.54463116907302,-86.8909512247732,2024-02-25 10:54:00,1.0,M,"('KHTX', 'KBMX', 'KGWX', 'KOHX', 'KHPX')","['s3://noaa-nexrad-level2/2024/02/25/KHTX/KHTX20240225_104718_V06', 's3://noaa-nexrad-level2/2024/02/25/KBMX/KBMX20240225_104847_V06', 's3://noaa-nexrad-level2/2024/02/25/KGWX/KGWX20240225_104433_V06', 's3://noaa-nexrad-level2/2024/02/25/KOHX/KOHX20240225_104825_V06', 's3://noaa-nexrad-level2/2024/02/25/KHPX/KHPX20240225_104936_V06']"
39356,F,B737,JPX UA /OV HTO/TM 1102/FL340/TP B737/TB LGT CHOP 340 NEG 320-280,LGT CHOP 340 NEG 320-280,,34000.0,40.96,-72.25,2024-02-25 11:02:00,0.0,M,"('KOKX', 'KBOX', 'KDIX', 'KENX', 'KGYX')","['s3://noaa-nexrad-level2/2024/02/25/KOKX/KOKX20240225_105721_V06', 's3://noaa-nexrad-level2/2024/02/25/KBOX/KBOX20240225_110050_V06', 's3://noaa-nexrad-level2/2024/02/25/KDIX/KDIX20240225_110055_V06', 's3://noaa-nexrad-level2/2024/02/25/KENX/KENX20240225_105849_V06']"
