,URGENT,AIRCRAFT,REPORT,TURBULENCE,PRODUCT_ID,FL,LAT,LON,datetime,turbulence_intensity,Plane Weight,nexrad_sites,aws_files
18486,F,B39M,ILM UA /OV ILM200165/TM 1358/FL340/TP B39M/TB NEG,NEG,,34000.0,31.68563597609816,-79.0382372586095,2024-02-11 13:58:00,0.0,U,"('KCLX', 'KLTX', 'KJAX', 'KCAE', 'KMHX')","['s3://noaa-nexrad-level2/2024/02/11/KCLX/KCLX20240211_135258_V06', 's3://noaa-nexrad-level2/2024/02/11/KLTX/KLTX20240211_135509_V06', 's3://noaa-nexrad-level2/2024/02/11/KJAX/KJAX20240211_135539_V06', 's3://noaa-nexrad-level2/2024/02/11/KCAE/KCAE20240211_135654_V06', 's3://noaa-nexrad-level2/2024/02/11/KMHX/KMHX20240211_135658_V06']"
18487,F,B739,HKY UA /OV BZM27012/TM 1358/FL260/TP B739/TA M01/TB MOD OCNL CHOP 260/IC LGT RIME 260/RM ZTLFD-43,MOD OCNL CHOP 260,,26000.0,35.87,-81.24,2024-02-11 13:58:00,3.0,M,"('KGSP', 'KFCX', 'KCAE', 'KMRX', 'KRLX')","['s3://noaa-nexrad-level2/2024/02/11/KGSP/KGSP20240211_135251_V06', 's3://noaa-nexrad-level2/2024/02/11/KFCX/KFCX20240211_135159_V06', 's3://noaa-nexrad-level2/2024/02/11/KCAE/KCAE20240211_135654_V06', 's3://noaa-nexrad-level2/2024/02/11/KMRX/KMRX20240211_135724_V06', 's3://noaa-nexrad-level2/2024/02/11/KRLX/KRLX20240211_135416_V06']"
18488,F,A320,BIV UA /OV PMM090020/TM 1359/FL320/TP A320/TB LGT CHOP 220-310 MOD CHOP 240-260,LGT CHOP 220-310 MOD CHOP 240-260,,32000.0,42.47,-85.65806624838172,2024-02-11 13:59:00,2.0,M,"('KGRR', 'KIWX', 'KDTX', 'KLOT', 'KAPX')","['s3://noaa-nexrad-level2/2024/02/11/KGRR/KGRR20240211_135159_V06', 's3://noaa-nexrad-level2/2024/02/11/KIWX/KIWX20240211_135856_V06', 's3://noaa-nexrad-level2/2024/02/11/KDTX/KDTX20240211_135541_V06', 's3://noaa-nexrad-level2/2024/02/11/KLOT/KLOT20240211_135825_V06', 's3://noaa-nexrad-level2/2024/02/11/KAPX/KAPX20240211_135424_V06']"
18489,F,C25B,CHA UA /OV GQO300030/TM 1359/FL240/TP C25B/TB CONS LGT OCNL MOD 240-270/RM ZTLFD-06,CONS LGT OCNL MOD 240-270,,24000.0,35.21002025002025,-85.67839555005716,2024-02-11 13:59:00,2.0,U,"('KHTX', 'KOHX', 'KFFC', 'KHPX', 'KBMX')","['s3://noaa-nexrad-level2/2024/02/11/KHTX/KHTX20240211_135449_V06', 's3://noaa-nexrad-level2/2024/02/11/KOHX/KOHX20240211_135829_V06', 's3://noaa-nexrad-level2/2024/02/11/KFFC/KFFC20240211_135432_V06', 's3://noaa-nexrad-level2/2024/02/11/KHPX/KHPX20240211_135245_V06', 's3://noaa-nexrad-level2/2024/02/11/KBMX/KBMX20240211_135524_V06']"
18490,F,A320,TVF UA /OV TVF190030/TM 1400/FL340/TP A320/TB CONS LGT CHOP,CONS LGT CHOP,,34000.0,47.57322623874001,-96.31493255629816,2024-02-11 14:00:00,1.0,M,"('KMVX', 'KABR', 'KMPX', 'KFSD', 'KDLH')","['s3://noaa-nexrad-level2/2024/02/11/KMVX/KMVX20240211_135437_V06', 's3://noaa-nexrad-level2/2024/02/11/KABR/KABR20240211_135659_V06', 's3://noaa-nexrad-level2/2024/02/11/KMPX/KMPX20240211_135424_V06', 's3://noaa-nexrad-level2/2024/02/11/KFSD/KFSD20240211_135630_V06', 's3://noaa-nexrad-level2/2024/02/11/KDLH/KDLH20240211_135410_V06']"
18491,F,BE35,YKN UA /OV YKN/TM 1400/FL080/TP BE35/SK SKC/TA M04/TB NEG/IC NEG,NEG,,8000.0,42.91669,-97.38594,2024-02-11 14:00:00,0.0,L,"('KFSD', 'KOAX', 'KABR', 'KUEX', 'KLNX')","['s3://noaa-nexrad-level2/2024/02/11/KFSD/KFSD20240211_135630_V06', 's3://noaa-nexrad-level2/2024/02/11/KOAX/KOAX20240211_135454_V06', 's3://noaa-nexrad-level2/2024/02/11/KABR/KABR20240211_135659_V06', 's3://noaa-nexrad-level2/2024/02/11/KUEX/KUEX20240211_135708_V06', 's3://noaa-nexrad-level2/2024/02/11/KLNX/KLNX20240211_135902_V06']"
18492,F,B39M,ORF UA /OV ORF030025/TM 1401/FL340/TP B39M/TB MOD,MOD,,34000.0,37.26420314663012,-75.93166817030821,2024-02-11 14:01:00,3.0,U,"('KAKQ', 'KDOX', 'KLWX', 'KMHX', 'KRAX')","['s3://noaa-nexrad-level2/2024/02/11/KAKQ/KAKQ20240211_135739_V06', 's3://noaa-nexrad-level2/2024/02/11/KDOX/KDOX20240211_135836_V06', 's3://noaa-nexrad-level2/2024/02/11/KLWX/KLWX20240211_135605_V06', 's3://noaa-nexrad-level2/2024/02/11/KMHX/KMHX20240211_135658_V06', 's3://noaa-nexrad-level2/2024/02/11/KRAX/KRAX20240211_135928_V06']"
18493,F,A319,CNU UA /OV CNU/TM 1402/FL300/TP A319/TB LGT-MOD 300/RM ZKCFDC,LGT-MOD 300,,30000.0,37.67028,-95.48417,2024-02-11 14:02:00,2.0,M,"('KINX', 'KTWX', 'KEAX', 'KICT', 'KSGF')","['s3://noaa-nexrad-level2/2024/02/11/KINX/KINX20240211_135748_V06', 's3://noaa-nexrad-level2/2024/02/11/KTWX/KTWX20240211_135903_V06', 's3://noaa-nexrad-level2/2024/02/11/KEAX/KEAX20240211_135825_V06', 's3://noaa-nexrad-level2/2024/02/11/KICT/KICT20240211_135611_V06', 's3://noaa-nexrad-level2/2024/02/11/KSGF/KSGF20240211_135530_V06']"
18494,F,A20N,MEM UA /OV MEM090005/TM 1402/FL380/TP A20N/TB OCNL MOD/RM ZME,OCNL MOD,,38000.0,35.06111,-89.88318444815947,2024-02-11 14:02:00,3.0,U,"('KNQA', 'KGWX', 'KPAH', 'KLZK', 'KDGX')","['s3://noaa-nexrad-level2/2024/02/11/KNQA/KNQA20240211_135453_V06', 's3://noaa-nexrad-level2/2024/02/11/KGWX/KGWX20240211_135843_V06', 's3://noaa-nexrad-level2/2024/02/11/KPAH/KPAH20240211_135352_V06', 's3://noaa-nexrad-level2/2024/02/11/KLZK/KLZK20240211_140132_V06', 's3://noaa-nexrad-level2/2024/02/11/KDGX/KDGX20240211_135751_V06']"
18495,F,A320,OJC UA /OV BUM300040/TM 1402/FL360/TP A320/TB LGT-MOD 360/RM ZKCFDC,LGT-MOD 360,,36000.0,38.61336033336033,-95.0755444952718,2024-02-11 14:02:00,2.0,M,"('KEAX', 'KTWX', 'KSGF', 'KINX', 'KICT')","['s3://noaa-nexrad-level2/2024/02/11/KEAX/KEAX20240211_135825_V06', 's3://noaa-nexrad-level2/2024/02/11/KTWX/KTWX20240211_135903_V06', 's3://noaa-nexrad-level2/2024/02/11/KSGF/KSGF20240211_135530_V06', 's3://noaa-nexrad-level2/2024/02/11/KINX/KINX20240211_135748_V06', 's3://noaa-nexrad-level2/2024/02/11/KICT/KICT20240211_135611_V06']"
