,URGENT,AIRCRAFT,REPORT,TURBULENCE,PRODUCT_ID,FL,LAT,LON,datetime,turbulence_intensity,Plane Weight,nexrad_sites,aws_files
35076,F,A320,AVL UA /OV SOT/TM 1245/FL280/TP A320/TB CONS LGT/RM ZTLFD-50,CONS LGT,,28000.0,35.79,-83.05,2024-02-22 12:45:00,1.0,M,"('KMRX', 'KGSP', 'KJKL', 'KCAE', 'KRLX')","['s3://noaa-nexrad-level2/2024/02/22/KMRX/KMRX20240222_124154_V06', 's3://noaa-nexrad-level2/2024/02/22/KGSP/KGSP20240222_124006_V06', 's3://noaa-nexrad-level2/2024/02/22/KJKL/KJKL20240222_123855_V06', 's3://noaa-nexrad-level2/2024/02/22/KCAE/KCAE20240222_124439_V06', 's3://noaa-nexrad-level2/2024/02/22/KRLX/KRLX20240222_124400_V06']"
35077,F,B77W,ANC UA /OV 40N172W/TM 1245/FL320/TP B77W/TB LGT,LGT,,32000.0,40.0,-172.0,2024-02-22 12:45:00,1.0,U,"('PHKI', 'PABC', 'PHMO', 'PAKC', 'PAEC')","['s3://noaa-nexrad-level2/2024/02/22/PHKI/PHKI20240222_124048_V06', 's3://noaa-nexrad-level2/2024/02/22/PABC/PABC20240222_124131_V06', 's3://noaa-nexrad-level2/2024/02/22/PHMO/PHMO20240222_124444_V06', 's3://noaa-nexrad-level2/2024/02/22/PAKC/PAKC20240222_124119_V06', 's3://noaa-nexrad-level2/2024/02/22/PAEC/PAEC20240222_124451_V06']"
35078,F,TBM8,CSV UA /OV HCH320045/TM 1247/FL190/TP TBM8/TB LGT-MOD CHOP/RM ZTLFD-41,LGT-MOD CHOP,,19000.0,36.35457986958569,-85.5742916291792,2024-02-22 12:47:00,2.0,U,"('KOHX', 'KHTX', 'KLVX', 'KHPX', 'KMRX')","['s3://noaa-nexrad-level2/2024/02/22/KOHX/KOHX20240222_124554_V06', 's3://noaa-nexrad-level2/2024/02/22/KHTX/KHTX20240222_124033_V06', 's3://noaa-nexrad-level2/2024/02/22/KLVX/KLVX20240222_124101_V06', 's3://noaa-nexrad-level2/2024/02/22/KHPX/KHPX20240222_124208_V06', 's3://noaa-nexrad-level2/2024/02/22/KMRX/KMRX20240222_124154_V06']"
35079,F,A321,DNL UA /OV GQO270020/TM 1248/FL240/TP A321/TB CONS LGT 240/RM ZTLFD-05,CONS LGT 240,,24000.0,34.96,-85.55675908408547,2024-02-22 12:48:00,1.0,M,"('KHTX', 'KOHX', 'KFFC', 'KBMX', 'KMXX')","['s3://noaa-nexrad-level2/2024/02/22/KHTX/KHTX20240222_124733_V06', 's3://noaa-nexrad-level2/2024/02/22/KOHX/KOHX20240222_124554_V06', 's3://noaa-nexrad-level2/2024/02/22/KFFC/KFFC20240222_124437_V06', 's3://noaa-nexrad-level2/2024/02/22/KBMX/KBMX20240222_124559_V06', 's3://noaa-nexrad-level2/2024/02/22/KMXX/KMXX20240222_124412_V06']"
35080,F,A320,BDL UA /OV BDL090010/TM 1248/FL290/TP A320/TB NEG/RM CONT LGT CHOP 240-260 SMOOTH AT 290,NEG,,29000.0,41.9381,-72.4584275501213,2024-02-22 12:48:00,0.0,M,"('KOKX', 'KBOX', 'KENX', 'KCXX', 'KDIX')","['s3://noaa-nexrad-level2/2024/02/22/KOKX/KOKX20240222_124533_V06', 's3://noaa-nexrad-level2/2024/02/22/KBOX/KBOX20240222_124409_V06', 's3://noaa-nexrad-level2/2024/02/22/KENX/KENX20240222_124414_V06', 's3://noaa-nexrad-level2/2024/02/22/KCXX/KCXX20240222_124601_V06', 's3://noaa-nexrad-level2/2024/02/22/KDIX/KDIX20240222_124122_V06']"
35081,F,A319,ILM UA /OV ILM140020/TM 1249/FL340/TP A319/TB CONS LGT CHOP,CONS LGT CHOP,,34000.0,34.01463116907303,-77.6407046902742,2024-02-22 12:49:00,1.0,M,"('KLTX', 'KMHX', 'KRAX', 'KAKQ', 'KCAE')","['s3://noaa-nexrad-level2/2024/02/22/KLTX/KLTX20240222_124718_V06', 's3://noaa-nexrad-level2/2024/02/22/KMHX/KMHX20240222_124532_V06', 's3://noaa-nexrad-level2/2024/02/22/KRAX/KRAX20240222_124648_V06', 's3://noaa-nexrad-level2/2024/02/22/KAKQ/KAKQ20240222_124638_V06', 's3://noaa-nexrad-level2/2024/02/22/KCAE/KCAE20240222_124439_V06']"
35082,F,CRJ2,DEN UA /OV 180002/TM 1251/FL056/TP CRJ2/TB NEG/RM DURD RY35L DEN,NEG,,5600.0,39.8328,-104.6575,2024-02-22 12:51:00,0.0,M,"('KFTG', 'KCYS', 'KPUX', 'KGLD', 'KGJX')","['s3://noaa-nexrad-level2/2024/02/22/KFTG/KFTG20240222_125052_V06', 's3://noaa-nexrad-level2/2024/02/22/KCYS/KCYS20240222_124840_V06', 's3://noaa-nexrad-level2/2024/02/22/KPUX/KPUX20240222_124940_V06', 's3://noaa-nexrad-level2/2024/02/22/KGLD/KGLD20240222_124935_V06', 's3://noaa-nexrad-level2/2024/02/22/KGJX/KGJX20240222_125027_V06']"
35083,F,B38M,FWA UA /OV FWA360020/TM 1251/FL300/TP B38M/TB CONS LGT CHOP,CONS LGT CHOP,,30000.0,41.311410333360335,-85.18713,2024-02-22 12:51:00,1.0,U,"('KIWX', 'KGRR', 'KIND', 'KDTX', 'KILN')","['s3://noaa-nexrad-level2/2024/02/22/KIWX/KIWX20240222_125046_V06', 's3://noaa-nexrad-level2/2024/02/22/KGRR/KGRR20240222_124903_V06', 's3://noaa-nexrad-level2/2024/02/22/KIND/KIND20240222_124757_V06', 's3://noaa-nexrad-level2/2024/02/22/KDTX/KDTX20240222_124810_V06', 's3://noaa-nexrad-level2/2024/02/22/KILN/KILN20240222_124847_V06']"
35084,F,A319,CLT UA /OV CLT/TM 1252/FL190/TP A319/TB NEG/IC NEG/RM ZTLFD-29,NEG,,19000.0,35.22255,-80.95431,2024-02-22 12:52:00,0.0,M,"('KCAE', 'KGSP', 'KFCX', 'KRAX', 'KCLX')","['s3://noaa-nexrad-level2/2024/02/22/KCAE/KCAE20240222_124439_V06', 's3://noaa-nexrad-level2/2024/02/22/KGSP/KGSP20240222_124845_V06', 's3://noaa-nexrad-level2/2024/02/22/KFCX/KFCX20240222_124701_V06', 's3://noaa-nexrad-level2/2024/02/22/KRAX/KRAX20240222_124648_V06', 's3://noaa-nexrad-level2/2024/02/22/KCLX/KCLX20240222_125112_V06']"
35085,F,B753,DAY UA /OV ROD/TM 1252/FL350/TP B753/TB INTMT LGT CHOP,INTMT LGT CHOP,,35000.0,40.29,-84.04,2024-02-22 12:52:00,1.0,M,"('KILN', 'KIWX', 'KIND', 'KCLE', 'KDTX')","['s3://noaa-nexrad-level2/2024/02/22/KILN/KILN20240222_124847_V06', 's3://noaa-nexrad-level2/2024/02/22/KIWX/KIWX20240222_125046_V06', 's3://noaa-nexrad-level2/2024/02/22/KIND/KIND20240222_124757_V06', 's3://noaa-nexrad-level2/2024/02/22/KCLE/KCLE20240222_124947_V06', 's3://noaa-nexrad-level2/2024/02/22/KDTX/KDTX20240222_124810_V06']"
