,URGENT,AIRCRAFT,REPORT,TURBULENCE,PRODUCT_ID,FL,LAT,LON,datetime,turbulence_intensity,Plane Weight,nexrad_sites,aws_files
45978,F,A320,MLT UA /OV MLT/TM 1718/FL300/TP A320/TB CONS LGT,CONS LGT,,30000.0,45.64784,-68.68556,2024-02-28 17:18:00,1.0,M,"('KCBW', 'KGYX', 'KBOX', 'KCXX', 'KENX')","['s3://noaa-nexrad-level2/2024/02/28/KCBW/KCBW20240228_171548_V06', 's3://noaa-nexrad-level2/2024/02/28/KGYX/KGYX20240228_171420_V06', 's3://noaa-nexrad-level2/2024/02/28/KBOX/KBOX20240228_171646_V06', 's3://noaa-nexrad-level2/2024/02/28/KCXX/KCXX20240228_171447_V06', 's3://noaa-nexrad-level2/2024/02/28/KENX/KENX20240228_171355_V06']"
45979,F,E75S,POU UA /OV DNY120025/TM 1718/FL360/TP E75S/TB CONS MOD CAT,CONS MOD CAT,,36000.0,41.97164979164979,-74.47301735261883,2024-02-28 17:18:00,3.0,U,"('KENX', 'KBGM', 'KOKX', 'KDIX', 'KTYX')","['s3://noaa-nexrad-level2/2024/02/28/KENX/KENX20240228_171355_V06', 's3://noaa-nexrad-level2/2024/02/28/KBGM/KBGM20240228_171656_V06', 's3://noaa-nexrad-level2/2024/02/28/KOKX/KOKX20240228_171351_V06', 's3://noaa-nexrad-level2/2024/02/28/KDIX/KDIX20240228_171621_V06', 's3://noaa-nexrad-level2/2024/02/28/KTYX/KTYX20240228_171505_V06']"
45980,F,B737,DAY UA /OV ROD/TM 1718/FL350/TP B737/TB NEG,NEG,,35000.0,40.29,-84.04,2024-02-28 17:18:00,0.0,M,"('KILN', 'KIWX', 'KIND', 'KCLE', 'KDTX')","['s3://noaa-nexrad-level2/2024/02/28/KILN/KILN20240228_171341_V06', 's3://noaa-nexrad-level2/2024/02/28/KIWX/KIWX20240228_171301_V06', 's3://noaa-nexrad-level2/2024/02/28/KIND/KIND20240228_171209_V06', 's3://noaa-nexrad-level2/2024/02/28/KCLE/KCLE20240228_171636_V06', 's3://noaa-nexrad-level2/2024/02/28/KDTX/KDTX20240228_171138_V06']"
45981,F,C750,MJX UA /OV CYN/TM 1718/FL370/TP C750/TB CONS MOD CAT 350-370,CONS MOD CAT 350-370,,37000.0,39.82,-74.43,2024-02-28 17:18:00,3.0,M,"('KDIX', 'KDOX', 'KOKX', 'KENX', 'KBGM')","['s3://noaa-nexrad-level2/2024/02/28/KDIX/KDIX20240228_171621_V06', 's3://noaa-nexrad-level2/2024/02/28/KOKX/KOKX20240228_171351_V06', 's3://noaa-nexrad-level2/2024/02/28/KENX/KENX20240228_171355_V06', 's3://noaa-nexrad-level2/2024/02/28/KBGM/KBGM20240228_171656_V06']"
45982,F,E170,UCA UA /OV UCA/TM 1718/FL250/TP E170/TB MOD CAT MOD CHOP,MOD CAT MOD CHOP,,25000.0,43.14511,-75.38386,2024-02-28 17:18:00,3.0,U,"('KTYX', 'KBGM', 'KENX', 'KCXX', 'KDIX')","['s3://noaa-nexrad-level2/2024/02/28/KTYX/KTYX20240228_171505_V06', 's3://noaa-nexrad-level2/2024/02/28/KBGM/KBGM20240228_171656_V06', 's3://noaa-nexrad-level2/2024/02/28/KENX/KENX20240228_171355_V06', 's3://noaa-nexrad-level2/2024/02/28/KCXX/KCXX20240228_171447_V06', 's3://noaa-nexrad-level2/2024/02/28/KDIX/KDIX20240228_171621_V06']"
45983,F,B38M,BNA UA /OV BNA180050/TM 1719/FL400/TP B38M/TB CONS LGT OCNL MOD/RM ZME,CONS LGT OCNL MOD,,40000.0,35.28548916659917,-86.68917,2024-02-28 17:19:00,2.0,U,"('KHTX', 'KOHX', 'KHPX', 'KBMX', 'KGWX')","['s3://noaa-nexrad-level2/2024/02/28/KHTX/KHTX20240228_171848_V06', 's3://noaa-nexrad-level2/2024/02/28/KOHX/KOHX20240228_171426_V06', 's3://noaa-nexrad-level2/2024/02/28/KHPX/KHPX20240228_171647_V06', 's3://noaa-nexrad-level2/2024/02/28/KBMX/KBMX20240228_171845_V06', 's3://noaa-nexrad-level2/2024/02/28/KGWX/KGWX20240228_171523_V06']"
45984,F,B738,GSO UA /OV GSO/TM 1719/FL300/TP B738/TB OCNL LGT/RM ZTLFD 34,OCNL LGT,,30000.0,36.0975,-79.94361,2024-02-28 17:19:00,1.0,M,"('KFCX', 'KRAX', 'KCAE', 'KGSP', 'KLTX')","['s3://noaa-nexrad-level2/2024/02/28/KFCX/KFCX20240228_171619_V06', 's3://noaa-nexrad-level2/2024/02/28/KRAX/KRAX20240228_171728_V06', 's3://noaa-nexrad-level2/2024/02/28/KCAE/KCAE20240228_145401_V06', 's3://noaa-nexrad-level2/2024/02/28/KGSP/KGSP20240228_171602_V06', 's3://noaa-nexrad-level2/2024/02/28/KLTX/KLTX20240228_171456_V06']"
45985,F,BE40,MYR UA /OV 5 MILES N OF MYR/TM 1719/FL005/TP BE40/TB ABV 005 MOD/RM SMOOTH RIDE BLW 005,ABV 005 MOD,,500.0,33.68,-78.93,2024-02-28 17:19:00,3.0,M,"('KLTX', 'KRAX', 'KCAE', 'KMHX', 'KCLX')","['s3://noaa-nexrad-level2/2024/02/28/KLTX/KLTX20240228_171456_V06', 's3://noaa-nexrad-level2/2024/02/28/KRAX/KRAX20240228_171728_V06', 's3://noaa-nexrad-level2/2024/02/28/KCAE/KCAE20240228_145401_V06', 's3://noaa-nexrad-level2/2024/02/28/KMHX/KMHX20240228_171725_V06', 's3://noaa-nexrad-level2/2024/02/28/KCLX/KCLX20240228_171052_V06']"
45986,F,C750,IND UA /OV VHP/TM 1720/FL190/TP C750/TB LGT CHOP/IC NEG/RM DURC,LGT CHOP,,19000.0,39.81,-86.37,2024-02-28 17:20:00,1.0,M,"('KIND', 'KIWX', 'KLVX', 'KVWX', 'KLOT')","['s3://noaa-nexrad-level2/2024/02/28/KIND/KIND20240228_171209_V06', 's3://noaa-nexrad-level2/2024/02/28/KIWX/KIWX20240228_171954_V06', 's3://noaa-nexrad-level2/2024/02/28/KLVX/KLVX20240228_171501_V06', 's3://noaa-nexrad-level2/2024/02/28/KVWX/KVWX20240228_171617_V06', 's3://noaa-nexrad-level2/2024/02/28/KLOT/KLOT20240228_171529_V06']"
45987,F,G150,EVV UA /OV PXV050025/TM 1720/FL400/TP G150/TB MOD CHOP,MOD CHOP,,40000.0,38.19784986480624,-87.35530136848627,2024-02-28 17:20:00,3.0,U,"('KVWX', 'KLVX', 'KHPX', 'KPAH', 'KIND')","['s3://noaa-nexrad-level2/2024/02/28/KVWX/KVWX20240228_171617_V06', 's3://noaa-nexrad-level2/2024/02/28/KLVX/KLVX20240228_171501_V06', 's3://noaa-nexrad-level2/2024/02/28/KHPX/KHPX20240228_171647_V06', 's3://noaa-nexrad-level2/2024/02/28/KPAH/KPAH20240228_171148_V06', 's3://noaa-nexrad-level2/2024/02/28/KIND/KIND20240228_171209_V06']"
