label,issue,expire,fl_low,fl_high,polygon
1C,2014-05-01 00:55:00+00:00,2014-05-01 02:55:00+00:00,0.0,40000.0,"POLYGON ((-86.26072304531084 29.787079073203632, -86.61711745032795 28.25671101813315, -87.91957873341623 27.20337091909507, -86.07265645258246 29.71902794022601, -86.58596670363582 28.300440097465295, -88.04534383276034 27.358880210736984, -86.74288254967206 28.412220309775062, -86.7740332963642 28.368491230442917, -86.26072304531084 29.787079073203632))"
2C,2014-05-01 00:55:00+00:00,2014-05-01 02:55:00+00:00,0.0,36000.0,"POLYGON ((-91.28820362389658 29.264481887769676, -92.42986059920592 28.69029710324114, -92.38492925237696 28.700959686264063, -93.83507074762302 28.700959686264063, -93.87739343888569 28.691562058221344, -94.78297226013545 28.268542969009964, -92.339997905548 28.511622269286985, -91.19834093023866 29.085807053815522, -93.83507074762302 28.50095968626406, -92.38492925237696 28.50095968626406, -94.69832687761011 28.0873382250954, -93.79274805636035 28.51035731430678, -91.28820362389658 29.264481887769676))"
1E,2014-05-01 00:55:00+00:00,2014-05-01 02:55:00+00:00,0.0,43000.0,"POLYGON ((-79.7910356531027 29.82127051910695, -79.80109953997892 28.789402572945527, -80.75622218957459 27.492922510925332, -79.59484246922763 29.782434522905472, -79.78351382356342 28.8292972962684, -80.91724394061866 27.611547953772558, -79.962121291023 28.908028015792752, -79.97970700743849 28.868133292469878, -79.7910356531027 29.82127051910695))"
3C,2014-05-01 01:55:00+00:00,2014-05-01 03:55:00+00:00,0.0,40000.0,"POLYGON ((-86.71868373874364 28.09394254715557, -86.64131626125638 27.909512957807067, -88.07394695565966 27.308530092810408, -88.15131443314692 27.49295968215891, -86.71868373874364 28.09394254715557))"
4C,2014-05-01 01:55:00+00:00,2014-05-01 03:55:00+00:00,0.0,34000.0,"POLYGON ((-89.67116853068279 29.93309259555796, -93.10635267072249 28.376376979826357, -94.6225181871793 28.3210406117846, -91.31295902866688 28.629730203435138, -93.09598223662934 28.377297805512907, -89.56156611357142 29.765798512687873, -91.27217558348185 28.645095799123265, -94.62981284573432 28.52090753740404, -93.11364732927751 28.576243905445796, -93.12401776337066 28.575323079759247, -91.3409945554082 28.827755477681478, -91.38177800059323 28.81238988199335, -89.67116853068279 29.93309259555796))"
3E,2014-05-01 02:23:00+00:00,2014-05-01 03:55:00+00:00,0.0,45000.0,"POLYGON ((-75.87221541978876 36.45390295395615, -75.72406194267653 36.31955062900584, -76.9337012425305 34.98565284650569, -77.08185471964273 35.120005171456, -75.87221541978876 36.45390295395615))"
2E,2014-05-01 02:23:00+00:00,2014-05-01 03:55:00+00:00,0.0,43000.0,"POLYGON ((-79.43397533229957 29.947166078444575, -79.64289510597808 28.294141014806307, -80.79271406444502 27.717510439458835, -79.23897412179561 29.902730418193038, -79.59022286930497 28.361312319202344, -80.88237080160275 27.896288708502446, -79.73255184313581 28.47291928384992, -79.78522407980893 28.40574797945388, -79.43397533229957 29.947166078444575))"
4E,2014-05-01 02:55:00+00:00,2014-05-01 04:55:00+00:00,0.0,45000.0,"POLYGON ((-75.50807215123221 36.69987578603394, -75.35960903147809 36.565865704051774, -78.25346021533962 33.359911581007175, -78.40192333509374 33.493921662989344, -75.50807215123221 36.69987578603394))"
5C,2014-05-01 02:55:00+00:00,2014-05-01 04:55:00+00:00,0.0,36000.0,"POLYGON ((-91.69186209806304 29.245116679180654, -91.55678918244891 29.097619874240685, -93.04246354219293 27.737086217220522, -93.17753645780707 27.88458302216049, -91.69186209806304 29.245116679180654))"
FOXTROT 1,2014-05-01 03:45:00+00:00,2014-05-01 07:45:00+00:00,0.0,33000.0,"POLYGON ((-91.27495988646066 27.944070454659602, -93.27495988646066 26.244070454659603, -93.62504011353934 26.655929545340395, -91.62504011353934 28.355929545340395, -91.27495988646066 27.944070454659602))"
