label,issue,expire,fl_low,fl_high,polygon
BRAVO 1,2014-03-01 00:30:00+00:00,2014-03-01 04:30:00+00:00,25000.0,35000.0,"POLYGON ((-73 31.15, -70 29.3, -76.3 23, -79 24.45, -73 31.15))"
1W,2014-03-01 00:55:00+00:00,2014-03-01 02:55:00+00:00,0.0,31000.0,"POLYGON ((-114.33661019839288 36.077183985203185, -113.16243696141012 35.492077421212876, -114.47 33.938155221318056, -115.15999999999998 35.41452417705444, -114.33661019839288 36.077183985203185))"
2W,2014-03-01 00:55:00+00:00,2014-03-01 02:55:00+00:00,0.0,30000.0,"POLYGON ((-116.95661580405624 36.614848854259364, -115.98816981668153 34.90200124962864, -116.58583816555124 32.563052438129894, -117.12925170635583 36.513869424486714, -116.17137467256086 34.87626891125783, -116.7796119750103 32.61256719116093, -116.1819436261406 34.95151600265967, -115.99873877026127 34.97724834103048, -116.95661580405624 36.614848854259364))"
3W,2014-03-01 00:55:00+00:00,2014-03-01 02:55:00+00:00,0.0,30000.0,"POLYGON ((-121.24000007034823 39.77735639982129, -120.3298002144132 37.628324106766144, -121.52047526705425 36.81367846083738, -122.18720750968806 38.43827456745044, -121.24000007034823 39.77735639982129))"
CHARLIE 1,2014-03-01 01:00:00+00:00,2014-03-01 05:00:00+00:00,30000.0,40000.0,"POLYGON ((-43.3 45, -40 45, -40 41, -57.3 32.45, -59.45 37.45, -43.3 45))"
4W,2014-03-01 01:55:00+00:00,2014-03-01 03:55:00+00:00,0.0,32000.0,"POLYGON ((-113.93009617875998 35.86115880981558, -113.83047843280289 34.51702676476017, -114.94191653490158 33.06152697101366, -113.73048410732127 35.84870806943783, -113.81015008631329 34.57149156605482, -115.10087191336108 33.18290731398071, -113.98943381126239 34.63840710772721, -114.009762157752 34.58394230643256, -113.93009617875998 35.86115880981558))"
5W,2014-03-01 01:55:00+00:00,2014-03-01 03:55:00+00:00,0.0,32000.0,"POLYGON ((-115.80806749960865 37.64034523977383, -115.6126853823962 37.597615527937954, -116.12839516538061 35.23952639188927, -116.32377728259307 35.282256103725146, -115.80806749960865 37.64034523977383))"
6W,2014-03-01 01:55:00+00:00,2014-03-01 03:55:00+00:00,0.0,30000.0,"POLYGON ((-121.0411331266848 39.711801794040966, -120.51224625337572 37.982077645180524, -121.77163457977281 38.08207458748916, -121.96081672773788 39.207810865524465, -121.0411331266848 39.711801794040966))"
CHARLIE 2,2014-03-01 02:30:00+00:00,2014-03-01 06:30:00+00:00,30000.0,40000.0,"POLYGON ((-47.3 45, -40.15 45, -40 41, -57.3 32.45, -60.3 39.3, -47.3 45))"
7W,2014-03-01 02:55:00+00:00,2014-03-01 04:55:00+00:00,0.0,32000.0,"POLYGON ((-113.89292166187927 37.508987421266006, -113.23449771082677 35.08914070671074, -115.09072586503895 33.16978791606266, -114.0848058597093 37.45259190173547, -113.40232266672515 35.13046168450527, -115.23449157900568 33.30882539118227, -113.3782634247935 35.228178181830344, -113.21043846889512 35.18685720403581, -113.89292166187927 37.508987421266006))"
8W,2014-03-01 02:55:00+00:00,2014-03-01 04:55:00+00:00,0.0,32000.0,"POLYGON ((-115.821880009437 36.82119523915706, -115.45303413083745 35.334927658312075, -115.64714596009905 35.2867550754385, -116.0159918386986 36.77302265628349, -115.821880009437 36.82119523915706))"
9W,2014-03-01 02:55:00+00:00,2014-03-01 04:55:00+00:00,0.0,29000.0,"POLYGON ((-120.86225568819506 39.905824893868704, -120.18102696002465 37.88210988322819, -121.92156691555138 37.96490560487633, -122.48802262485036 39.63861994766571, -120.86225568819506 39.905824893868704))"
10W,2014-03-01 03:55:00+00:00,2014-03-01 05:55:00+00:00,0.0,34000.0,"POLYGON ((-113.19049645575033 36.02218243833388, -113.0173434021432 35.92209237875492, -113.82337959522907 34.52767190645421, -113.99653264883621 34.62776196603317, -113.19049645575033 36.02218243833388))"
11W,2014-03-01 03:55:00+00:00,2014-03-01 05:55:00+00:00,0.0,32000.0,"POLYGON ((-113.54262590075437 38.24695344129987, -115.28010783960266 34.767317061028685, -115.86028243909168 37.50254284081938, -113.54262590075437 38.24695344129987))"
12W,2014-03-01 03:55:00+00:00,2014-03-01 05:55:00+00:00,0.0,28000.0,"POLYGON ((-122.24 40.1, -120.25620085781172 39.337475143633654, -120.18102696002465 37.88210988322819, -121.85137018756647 38.674895879235265, -122.24 40.1))"
