label,issue,expire,fl_low,fl_high,polygon
1C,2014-04-01 00:55:00+00:00,2014-04-01 02:55:00+00:00,0.0,34000.0,"POLYGON ((-89.34139636755043 47.3845168036545, -88.69278459552955 46.144926691446415, -88.8699918604287 46.05220352677348, -89.51860363244958 47.29179363898157, -89.34139636755043 47.3845168036545))"
2C,2014-04-01 00:55:00+00:00,2014-04-01 02:55:00+00:00,0.0,30000.0,"POLYGON ((-91.85251286220279 42.73970921615672, -91.6594536689291 42.687477540972814, -92.49347040336316 39.60477729519887, -92.68652959663684 39.657008970382776, -91.85251286220279 42.73970921615672))"
3C,2014-04-01 00:55:00+00:00,2014-04-01 02:55:00+00:00,0.0,34000.0,"POLYGON ((-94.66982330548475 37.05588831659232, -94.57590734555012 36.87931030983736, -96.50245669289457 35.85464288583388, -96.5963726528292 36.03122089258885, -94.66982330548475 37.05588831659232))"
4C,2014-04-01 00:55:00+00:00,2014-04-01 02:55:00+00:00,0.0,36000.0,"POLYGON ((-91.04101015921232 34.13212409056728, -90.93875090246071 33.96024318875266, -93.47979363099205 32.44846882609567, -93.58205288774366 32.62034972791029, -91.04101015921232 34.13212409056728))"
5C,2014-04-01 01:55:00+00:00,2014-04-01 03:55:00+00:00,0.0,34000.0,"POLYGON ((-88.7774164169777 47.290206458092285, -87.12135126395617 43.8937704643307, -87.30112023563655 43.806117074088334, -88.95718538865808 47.20255306784992, -88.7774164169777 47.290206458092285))"
6C,2014-04-01 01:55:00+00:00,2014-04-01 03:55:00+00:00,0.0,30000.0,"POLYGON ((-91.06849177591592 42.88109036385598, -91.21812476086498 41.22268787806938, -92.51122960738621 39.56928773329151, -90.87264337630815 42.840551439708015, -91.19897095367489 41.26402381549471, -92.6687703926138 39.69249853229014, -91.37566554609256 41.34589867706801, -91.39481935328266 41.30456273964268, -91.06849177591592 42.88109036385598))"
7C,2014-04-01 01:55:00+00:00,2014-04-01 03:55:00+00:00,0.0,34000.0,"POLYGON ((-93.96111170524456 36.97836773934713, -93.87556721126789 36.79758571714836, -96.3268793203897 35.63764596537851, -96.41242381436636 35.81842798757728, -93.96111170524456 36.97836773934713))"
8C,2014-04-01 02:55:00+00:00,2014-04-01 04:55:00+00:00,0.0,34000.0,"POLYGON ((-87.17757997067326 46.28611756471879, -87.18049446240185 43.16433574246689, -88.8392839869712 44.74916463865349, -87.17757997067326 46.28611756471879))"
9C,2014-04-01 02:55:00+00:00,2014-04-01 04:55:00+00:00,0.0,30000.0,"POLYGON ((-90.87118526955136 42.87191852056628, -90.714173108216 41.199737575604004, -91.85219181099154 39.7854938690768, -91.0699498826727 42.849723282997715, -90.89146398274832 41.25133170297987, -92.00800894693484 39.9108773613971, -90.8699902441593 41.3251210679243, -90.69269936962698 41.273526940548436, -90.87118526955136 42.87191852056628))"
10C,2014-04-01 02:55:00+00:00,2014-04-01 04:55:00+00:00,0.0,34000.0,"POLYGON ((-94.08638073219149 36.49273626075284, -93.99541308426001 36.314621446574414, -95.73451617603428 35.426418415856354, -95.82548382396575 35.60453323003478, -94.08638073219149 36.49273626075284))"
11C,2014-04-01 03:55:00+00:00,2014-04-01 05:55:00+00:00,0.0,34000.0,"POLYGON ((-87.0435637813704 45.598516305079976, -86.84681254135789 45.56261436148997, -87.34283161243269 42.84431118497383, -87.53958285244519 42.88021312856384, -87.0435637813704 45.598516305079976))"
1E,2014-04-01 04:55:00+00:00,2014-04-01 06:55:00+00:00,0.0,31000.0,"POLYGON ((-86.37961707160841 46.67313040484003, -86.58518404201196 44.67642092190533, -86.38987195035207 44.69472973503695, -85.94416211974362 43.198549968615815, -86.38623561920495 44.65593861093694, -86.1806686488014 46.65264809387164, -86.13583788025639 43.14145003138419, -86.58154771086484 44.637629797805324, -86.37961707160841 46.67313040484003))"
12C,2014-04-01 05:55:00+00:00,2014-04-01 07:55:00+00:00,0.0,35000.0,"POLYGON ((-94.53324864182655 35.94700009679641, -94.47803498232103 35.754772492628824, -96.3290993066161 35.22309008537528, -96.38431296612161 35.41531768954287, -94.53324864182655 35.94700009679641))"
ALFA 1,2014-04-01 06:00:00+00:00,2014-04-01 10:00:00+00:00,0.0,40000.0,"POLYGON ((-57 32.45, -54 32.45, -56.45 29.45, -59.45 29.45, -57 32.45))"
13C,2014-04-01 06:55:00+00:00,2014-04-01 08:55:00+00:00,0.0,35000.0,"POLYGON ((-94.30367313933439 35.98326694201462, -94.2363268606656 35.794946792403735, -95.74632686066562 35.254946792403736, -95.81367313933441 35.443266942014624, -94.30367313933439 35.98326694201462))"
14C,2014-04-01 07:55:00+00:00,2014-04-01 09:55:00+00:00,0.0,35000.0,"POLYGON ((-93.56448570050794 35.874986327107756, -93.51548255942394 35.68108250516527, -95.06178540425145 35.29030270668268, -95.11078854533545 35.484206528625165, -93.56448570050794 35.874986327107756))"
15C,2014-04-01 19:55:00+00:00,2014-04-01 21:55:00+00:00,0.0,38000.0,"POLYGON ((-92.9686807736934 38.21939860491814, -93.09116251271224 36.89864465938136, -94.75921582054427 36.80626036111646, -94.49 37.93726208852723, -92.9686807736934 38.21939860491814))"
16C,2014-04-01 19:55:00+00:00,2014-04-01 21:55:00+00:00,0.0,34000.0,"POLYGON ((-93.01442305522687 38.07410154395599, -91.34493100848172 38.003135226812965, -89.41117478489298 37.56944028788596, -92.99946065824398 37.87466201257736, -91.31556584495624 38.000991544639994, -89.3674068548249 37.76459245491865, -91.30116307841365 38.19828739384565, -91.33052824193913 38.200431076018624, -93.01442305522687 38.07410154395599))"
17C,2014-04-01 20:55:00+00:00,2014-04-01 22:55:00+00:00,0.0,38000.0,"POLYGON ((-92.81016945304573 38.61751372798924, -88.20530215644412 37.576237342404134, -89.45593390677304 37.412800292515804, -94.57373928200809 37.1583523586101, -92.81016945304573 38.61751372798924))"
18C,2014-04-01 21:55:00+00:00,2014-04-01 23:55:00+00:00,0.0,38000.0,"POLYGON ((-92.61520983645674 38.93666819746116, -87.54907629864074 37.929811762162885, -88.0006467716323 37.46863966968255, -93.77611730141368 37.712085859526454, -92.61520983645674 38.93666819746116))"
19C,2014-04-01 23:55:00+00:00,2014-04-02 01:55:00+00:00,0.0,40000.0,"POLYGON ((-99.78329721526262 33.32172740722611, -99.32875176071715 33.32172740722611, -99.32875176071715 32.86718195268066, -99.78329721526262 32.86718195268066, -99.78329721526262 33.32172740722611))"
1C,2014-04-02 00:55:00+00:00,2014-04-02 02:55:00+00:00,0.0,40000.0,"POLYGON ((-99.38540049242977 33.29353073174351, -98.9308550378843 33.29353073174351, -98.9308550378843 32.838985277198056, -99.38540049242977 32.838985277198056, -99.38540049242977 33.29353073174351))"
2C,2014-04-02 01:55:00+00:00,2014-04-02 03:55:00+00:00,0.0,40000.0,"POLYGON ((-98.81727272727274 33.38542794859077, -98.36272727272727 33.38542794859077, -98.36272727272727 32.93088249404531, -98.81727272727274 32.93088249404531, -98.81727272727274 33.38542794859077))"
3C,2014-04-02 02:55:00+00:00,2014-04-02 04:55:00+00:00,0.0,43000.0,"POLYGON ((-98.75480090950822 33.60524189455948, -97.96605457178909 32.9426672942951, -98.0946961395632 32.789528967803584, -98.88344247728233 33.45210356806796, -98.75480090950822 33.60524189455948))"
4C,2014-04-02 04:55:00+00:00,2014-04-02 06:55:00+00:00,0.0,35000.0,"POLYGON ((-91.36274391450976 39.696265700442524, -91.07058135057012 38.66751107370577, -94.81361875733047 37.28670656736876, -95.67082751316073 38.64609730694379, -91.36274391450976 39.696265700442524))"
5C,2014-04-02 05:55:00+00:00,2014-04-02 07:55:00+00:00,0.0,36000.0,"POLYGON ((-90.48214243740559 39.59259528345068, -92.22 37.97815522131804, -96.84194445957378 37.15948780915211, -94.43701714525884 39.05432549024071, -90.48214243740559 39.59259528345068))"
1E,2014-04-02 06:15:00+00:00,2014-04-02 07:55:00+00:00,0.0,31000.0,"POLYGON ((-84.78835895003934 39.565933098617926, -84.61164104996067 39.47228063580044, -85.06364087927727 38.61937769796293, -85.24035877935594 38.71303016078042, -84.78835895003934 39.565933098617926))"
6C,2014-04-02 06:55:00+00:00,2014-04-02 08:55:00+00:00,0.0,36000.0,"POLYGON ((-88.86 39.74, -91.40108650897163 38.04622367236579, -96.41967128547165 37.36229953977741, -94.43701714525884 39.05432549024071, -88.86 39.74))"
2E,2014-04-02 06:55:00+00:00,2014-04-02 08:55:00+00:00,0.0,30000.0,"POLYGON ((-84.12582394666265 39.67584912400275, -83.95417605333736 39.57319923010611, -84.61417605333736 38.46956818584251, -84.78582394666265 38.57221807973915, -84.12582394666265 39.67584912400275))"
3E,2014-04-02 07:55:00+00:00,2014-04-02 09:55:00+00:00,0.0,27000.0,"POLYGON ((-83.13485426913712 39.84800349623598, -82.96382091667257 39.7443329008642, -83.62975934636536 38.64568306908811, -83.80079269882991 38.74935366445989, -83.13485426913712 39.84800349623598))"
4E,2014-04-02 07:55:00+00:00,2014-04-02 09:55:00+00:00,0.0,24000.0,"POLYGON ((-84.91532025072252 39.413483354771245, -84.81390127565939 39.24110530658312, -85.85566607233562 38.62818087074991, -85.95708504739875 38.80055891893803, -84.91532025072252 39.413483354771245))"
7C,2014-04-02 07:55:00+00:00,2014-04-02 09:55:00+00:00,0.0,38000.0,"POLYGON ((-90.15008780344714 39.474357431332706, -90.97905614135281 38.25584298855346, -94.09913246252593 38.14201787786918, -93.66524729358947 39.28505953289656, -90.15008780344714 39.474357431332706))"
8C,2014-04-02 07:55:00+00:00,2014-04-02 09:55:00+00:00,0.0,38000.0,"POLYGON ((-96.42811624329526 39.3059558370838, -94.73175056075276 37.808636657037304, -96.45246684574691 37.15340977489635, -97.16856702490209 38.57620672639682, -96.42811624329526 39.3059558370838))"
9C,2014-04-02 08:55:00+00:00,2014-04-02 10:55:00+00:00,0.0,38000.0,"POLYGON ((-92.54967538127465 39.42435825961499, -89.18826847650142 39.12471611685555, -91.009396530976 37.92210618444479, -93.33 38.191844778681954, -92.54967538127465 39.42435825961499))"
10C,2014-04-02 08:55:00+00:00,2014-04-02 10:55:00+00:00,0.0,42000.0,"POLYGON ((-96.02967656285381 39.28288589275387, -94.94172145534311 38.62205792988006, -95.79415694983281 37.62908336415014, -97.62 39.26273791147279, -96.02967656285381 39.28288589275387))"
5E,2014-04-02 08:55:00+00:00,2014-04-02 10:55:00+00:00,0.0,25000.0,"POLYGON ((-83.69535128206945 39.5940475300721, -83.55932557941424 39.4474289493357, -84.23702597599426 38.818690953295146, -84.37305167864947 38.96530953403155, -83.69535128206945 39.5940475300721))"
11C,2014-04-02 09:55:00+00:00,2014-04-02 11:55:00+00:00,0.0,38000.0,"POLYGON ((-90.48214243740559 39.59259528345068, -88.25219396380571 39.26784713992989, -90.23 37.83636895573639, -93.00618568755917 38.55269463572637, -90.48214243740559 39.59259528345068))"
12C,2014-04-02 09:55:00+00:00,2014-04-02 11:55:00+00:00,0.0,40000.0,"POLYGON ((-95.40807616543289 39.94256117660805, -93.75153378812225 38.967478339823195, -95.52218226608115 37.77438494881977, -97.22411940068002 39.05666533792293, -95.40807616543289 39.94256117660805))"
