label,issue,expire,fl_low,fl_high,polygon
TANGO 5,2014-12-01 03:20:00+00:00,2014-12-01 07:20:00+00:00,0.0,55000.0,"POLYGON ((150.3 5.3, 155 5.3, 155.3 0.3, 150.3 0.3, 150.3 5.3))"
BRAVO 1,2014-12-01 21:15:00+00:00,2014-12-02 01:15:00+00:00,0.0,50000.0,"POLYGON ((-124 23.3, -121.15 20.45, -123.45 19.3, -127 20.15, -124 23.3))"
1C,2014-12-01 21:55:00+00:00,2014-12-01 23:55:00+00:00,,,"POLYGON ((-92.19412538561173 32.53542983351262, -92.55752195101664 31.08263157511068, -93.28735658877571 30.08086294499324, -92.00816466752462 32.46181861610297, -92.54536621555626 31.10471043144238, -93.44900583594205 30.19863187506629, -92.71917119818298 31.20040050518373, -92.73132693364336 31.17832164885203, -92.19412538561173 32.53542983351262))"
CHARLIE 1,2014-12-01 22:10:00+00:00,2014-12-02 02:10:00+00:00,0.0,35000.0,"POLYGON ((-128 38.3, -128 34.3, -132.15 34, -132.15 37.15, -128 38.3))"
2C,2014-12-01 22:55:00+00:00,2014-12-02 00:55:00+00:00,,,"POLYGON ((-92.07161918695813 32.53597125533034, -92.42148751576151 31.14224730286445, -93.21050025129837 30.14202777000062, -91.88609075990557 32.46127719428526, -92.40723578647372 31.16683402581044, -93.36752521977535 30.26589527693769, -92.57851248423849 31.26611480980152, -92.59276421352628 31.24152808685553, -92.07161918695813 32.53597125533034))"
3C,2014-12-01 23:55:00+00:00,2014-12-02 01:55:00+00:00,0.0,25000.0,"POLYGON ((-91.7520987387953 32.27942309713736, -91.60295202205967 32.14617424390786, -93.27233573036995 30.277617081636382, -93.42148244710557 30.410865934865885, -91.7520987387953 32.27942309713736))"
BRAVO 2,2014-12-02 01:00:00+00:00,2014-12-02 05:00:00+00:00,0.0,50000.0,"POLYGON ((-123.3 24, -120 22.45, -120 20.45, -122.45 19.3, -126.15 20, -123.3 24))"
BRAVO 3,2014-12-02 04:30:00+00:00,2014-12-02 08:30:00+00:00,0.0,50000.0,"POLYGON ((-120 24.15, -120 20.45, -124.15 18.45, -126.15 24, -120 24.15))"
ECHO 1,2014-12-02 05:15:00+00:00,2014-12-02 09:15:00+00:00,0.0,40000.0,"POLYGON ((-75.3 24.15, -70 21.15, -70.45 20.3, -73.45 20.3, -77.3 23.45, -75.3 24.15))"
DELTA 1,2014-12-02 05:15:00+00:00,2014-12-02 09:15:00+00:00,0.0,40000.0,"POLYGON ((-87.3 27, -87.15 24.15, -89.15 24.3, -89.15 27, -87.3 27))"
FOXTROT 1,2014-12-02 05:25:00+00:00,2014-12-02 09:25:00+00:00,0.0,45000.0,"POLYGON ((-52 25.15, -52.45 21.15, -58 18.15, -61.3 18.15, -60.3 21, -52 25.15))"
GOLF 1,2014-12-02 06:30:00+00:00,2014-12-02 10:30:00+00:00,0.0,42000.0,"POLYGON ((-169.15 34.15, -167.3 30, -171.45 27.45, -177.15 27.45, -177.45 33.15, -169.15 34.15))"
BRAVO 4,2014-12-02 07:15:00+00:00,2014-12-02 11:15:00+00:00,0.0,50000.0,"POLYGON ((-120 27.45, -120 17.3, -123.15 17, -126.3 26.15, -120 27.45))"
HOTEL 1,2014-12-02 07:55:00+00:00,2014-12-02 11:55:00+00:00,0.0,40000.0,"POLYGON ((-88.15 26.3, -84 26.3, -83 24, -86 24, -89.15 24.3, -88.15 26.3))"
ALFA 1,2014-12-02 08:05:00+00:00,2014-12-02 12:05:00+00:00,0.0,34000.0,"POLYGON ((-132.45 35, -127.45 34, -130.45 28.45, -135.45 30.3, -132.45 35))"
FOXTROT 2,2014-12-02 09:15:00+00:00,2014-12-02 13:15:00+00:00,0.0,45000.0,"POLYGON ((-53.3 22.45, -52.3 20.3, -57 18, -60.3 18, -59.45 20, -53.3 22.45))"
CHARLIE 1,2014-12-02 10:25:00+00:00,2014-12-02 14:25:00+00:00,30000.0,40000.0,"POLYGON ((-156.15 36.45, -155 31.3, -167.3 30, -175.45 30, -177.15 33.3, -156.15 36.45))"
BRAVO 5,2014-12-02 10:45:00+00:00,2014-12-02 14:45:00+00:00,0.0,50000.0,"POLYGON ((-120 28.3, -120.15 17.45, -123.45 17.15, -124.45 26.45, -120 28.3))"
ALFA 2,2014-12-02 11:15:00+00:00,2014-12-02 15:15:00+00:00,0.0,34000.0,"POLYGON ((-131.15 36, -126.45 34.45, -130 29.15, -134.3 31, -131.15 36))"
3E,2014-12-02 14:55:00+00:00,2014-12-02 16:55:00+00:00,0.0,30000.0,"POLYGON ((-82.77148303049273 38.74765787802722, -83.02348380244581 37.02504690245632, -83.74781393845811 37.02944963053401, -84.1767077121465 38.6099194403233, -82.77148303049273 38.74765787802722))"
ALFA 3,2014-12-02 15:05:00+00:00,2014-12-02 19:05:00+00:00,0.0,35000.0,"POLYGON ((-131.3 37.15, -125.3 36, -126.45 32.15, -130.15 31, -131.3 37.15))"
5E,2014-12-02 15:55:00+00:00,2014-12-02 17:55:00+00:00,0.0,30000.0,"POLYGON ((-82.3159065097736 39.28391758975932, -81.88758644424587 39.01704602346597, -83.2050855021032 37.74216770931573, -83.78815939064454 38.30084379181796, -82.3159065097736 39.28391758975932))"
7E,2014-12-02 16:55:00+00:00,2014-12-02 18:55:00+00:00,0.0,32000.0,"POLYGON ((-82.05822977836073 39.73987155082237, -81.10673302461737 39.48538070539166, -82.03 38.17171624231642, -82.88299669884549 38.47027014585068, -82.05822977836073 39.73987155082237))"
1W,2014-12-02 16:55:00+00:00,2014-12-02 18:55:00+00:00,0.0,32000.0,"POLYGON ((-126.05409833042576 39.016896848994186, -125.41188712779628 39.03040951413471, -124.48548919558849 36.77480981656786, -125.20156274834046 36.17446066933188, -126.05409833042576 39.016896848994186))"
8E,2014-12-02 17:55:00+00:00,2014-12-02 19:55:00+00:00,0.0,28000.0,"POLYGON ((-80.8921016744566 39.88641150356289, -80.31451252962273 39.310502681590606, -81.95919249458332 38.616412491018274, -82.29291293264653 38.95416013434941, -80.8921016744566 39.88641150356289))"
9E,2014-12-02 17:55:00+00:00,2014-12-02 19:55:00+00:00,,,"POLYGON ((-76.89443743733891 34.4380905382657, -77.34766967635952 34.24874287010377, -77.35024252714511 34.2476253684013, -77.91112126324913 33.99460239577207, -77.27057285143246 34.06419997648236, -76.81734061241185 34.25354764464429, -77.82887873675088 33.81229450555559, -77.26800000064686 34.06531747818482, -76.89443743733891 34.4380905382657))"
2W,2014-12-02 17:55:00+00:00,2014-12-02 19:55:00+00:00,0.0,35000.0,"POLYGON ((-125.41188712779628 39.03040951413471, -124.19592514095397 37.01373808859697, -125.05923286742454 36.294871460214274, -126.69603218756168 38.99986468720851, -125.41188712779628 39.03040951413471))"
ALFA 4,2014-12-02 18:50:00+00:00,2014-12-02 22:50:00+00:00,0.0,34000.0,"POLYGON ((-127.45 37, -125.15 35.15, -126.3 31.45, -129.45 32.15, -127.45 37))"
10E,2014-12-02 18:55:00+00:00,2014-12-02 20:55:00+00:00,0.0,33000.0,"POLYGON ((-71.11610559378445 38.6430022747771, -71.24555373716045 37.883766594615054, -72.65242447664231 37.37458910853288, -72.24885203076799 38.24216413225924, -71.11610559378445 38.6430022747771))"
3W,2014-12-02 18:55:00+00:00,2014-12-02 20:55:00+00:00,0.0,38000.0,"POLYGON ((-125.83877297734116 40.149455362147734, -123.25897684521728 36.6484956241647, -124.91646325492118 36.41511304621817, -126.48208897731456 39.005932909309315, -125.83877297734116 40.149455362147734))"
11E,2014-12-02 19:55:00+00:00,2014-12-02 21:55:00+00:00,0.0,33000.0,"POLYGON ((-71.18476220426493 38.77728025322719, -70.77663332648162 37.97101949378611, -72.23927878390518 37.02706654332174, -72.24885203076799 38.24216413225924, -71.18476220426493 38.77728025322719))"
12E,2014-12-02 19:55:00+00:00,2014-12-02 21:55:00+00:00,0.0,28000.0,"POLYGON ((-79.29531724774417 40.67199231482545, -78.52033151886704 40.554869161421244, -79.49122735773099 39.378986970685496, -80.1 39.40910686720918, -79.29531724774417 40.67199231482545))"
4W,2014-12-02 19:55:00+00:00,2014-12-02 21:55:00+00:00,0.0,35000.0,"POLYGON ((-125.83877297734116 40.149455362147734, -123.25897684521728 36.6484956241647, -124.91646325492118 36.41511304621817, -126.48208897731456 39.005932909309315, -125.83877297734116 40.149455362147734))"
13E,2014-12-02 20:55:00+00:00,2014-12-02 22:55:00+00:00,0.0,30000.0,"POLYGON ((-72.18091678914877 38.185722307341365, -71.98098956066968 38.1803275587215, -72.01501660730885 36.91929880515867, -72.21494383578793 36.92469355377853, -72.18091678914877 38.185722307341365))"
5W,2014-12-02 20:55:00+00:00,2014-12-02 22:55:00+00:00,0.0,36000.0,"POLYGON ((-125.30248612266783 39.84152094616474, -123.92673444729265 38.07526881868125, -124.61359905950113 37.49407370850243, -125.84005560181652 39.02179229243567, -125.30248612266783 39.84152094616474))"
DELTA 1,2014-12-02 23:00:00+00:00,2014-12-03 03:00:00+00:00,0.0,35000.0,"POLYGON ((168.15 46, 169.3 41.45, 165 40.45, 164.15 44, 168.15 46))"
DELTA 2,2014-12-03 00:45:00+00:00,2014-12-03 04:45:00+00:00,0.0,35000.0,"POLYGON ((174.15 47.3, 172.3 43, 167 41.45, 168.3 46, 174.15 47.3))"
1E,2014-12-03 01:55:00+00:00,2014-12-03 03:55:00+00:00,0.0,34000.0,"POLYGON ((-70.03 38.618096708217735, -70.03 37.952620885272154, -70.9107273746298 37.76147064377434, -71.4849127585348 37.97036505946073, -70.03 38.618096708217735))"
1W,2014-12-03 02:25:00+00:00,2014-12-03 03:55:00+00:00,0.0,34000.0,"POLYGON ((-123.54302082865242 37.47146520519902, -123.48240678806985 36.65094376170262, -123.681863295614 36.63620939377286, -123.74247733619656 37.456730837269255, -123.54302082865242 37.47146520519902))"
2W,2014-12-03 02:55:00+00:00,2014-12-03 04:55:00+00:00,0.0,33000.0,"POLYGON ((-123.61458418570466 37.57436386645692, -123.41511292017127 37.55983065530097, -123.48239940907523 36.636309972159765, -123.68187067460862 36.650843183315715, -123.61458418570466 37.57436386645692))"
2E,2014-12-03 02:55:00+00:00,2014-12-03 04:55:00+00:00,0.0,34000.0,"POLYGON ((-70.03 39.11143590868659, -70.03 38.67772309042391, -70.91166842396247 38.23992983918023, -71.39229452385449 39.17987087726393, -70.03 39.11143590868659))"
3W,2014-12-03 03:55:00+00:00,2014-12-03 05:55:00+00:00,0.0,32000.0,"POLYGON ((-123.22919353269671 38.30008381746027, -123.03174319647775 38.26825042733271, -123.2703227003874 36.788433069736044, -123.46777303660636 36.8202664598636, -123.22919353269671 38.30008381746027))"
3E,2014-12-03 03:55:00+00:00,2014-12-03 05:55:00+00:00,0.0,34000.0,"POLYGON ((-71.25643258679824 38.91687249029341, -70.03 38.950834619690504, -68.64439000461954 38.65853257062535, -70.78573254774315 37.98920689375615, -71.25643258679824 38.91687249029341))"
INDIA 1,2014-12-03 04:45:00+00:00,2014-12-03 08:45:00+00:00,0.0,36000.0,"POLYGON ((-67.45 39.3, -67.15 38, -69.3 37.15, -70.15 38.45, -67.45 39.3))"
4W,2014-12-03 04:55:00+00:00,2014-12-03 06:55:00+00:00,0.0,33000.0,"POLYGON ((-122.95886398068407 38.125860581515965, -122.78113601931594 38.03413941848403, -123.47148934290665 36.696442808784845, -123.64921730427479 36.78816397181678, -122.95886398068407 38.125860581515965))"
5W,2014-12-03 05:55:00+00:00,2014-12-03 07:55:00+00:00,0.0,33000.0,"POLYGON ((-122.69377846901885 38.33804170849565, -122.52528480180676 38.23029253629733, -123.33999252381561 36.95628653711809, -123.5084861910277 37.064035709316414, -122.69377846901885 38.33804170849565))"
4E,2014-12-03 06:55:00+00:00,2014-12-03 08:55:00+00:00,0.0,30000.0,"POLYGON ((-71.17713667859279 38.76239319143765, -70.03 38.28535879674494, -71.1017607889584 37.83141170401015, -71.17713667859279 38.76239319143765))"
5E,2014-12-03 07:55:00+00:00,2014-12-03 09:55:00+00:00,0.0,30000.0,"POLYGON ((-71.17713667859279 38.76239319143765, -70.03 38.28535879674494, -71.1017607889584 37.83141170401015, -71.17713667859279 38.76239319143765))"
6E,2014-12-03 07:55:00+00:00,2014-12-03 09:55:00+00:00,0.0,35000.0,"POLYGON ((-74.47702885257405 35.67489660334179, -74.60118707224883 34.955516670633756, -75.32964868748161 34.56621388586957, -75.16936097829462 35.43224824078843, -74.47702885257405 35.67489660334179))"
6W,2014-12-03 07:55:00+00:00,2014-12-03 09:55:00+00:00,0.0,33000.0,"POLYGON ((-122.67463279300067 39.23948854701205, -122.24000000000001 39.26815522131804, -121.97480876708363 38.439233133303524, -122.87000000000002 38.579106867209184, -122.67463279300067 39.23948854701205))"
8E,2014-12-03 08:55:00+00:00,2014-12-03 10:55:00+00:00,0.0,35000.0,"POLYGON ((-74.69871802208637 35.75292175784732, -74.80513867927289 35.127593646571825, -75.4390534242497 34.78847230916255, -75.17624502900875 35.43797387268577, -74.69871802208637 35.75292175784732))"
7E,2014-12-03 08:55:00+00:00,2014-12-03 10:55:00+00:00,0.0,32000.0,"POLYGON ((-68.8813193150752 39.12232121281624, -68.64439000461954 38.65853257062535, -70.78573254774315 37.98920689375615, -70.03 38.618096708217735, -68.8813193150752 39.12232121281624))"
