URGENT,AIRCRAFT,REPORT,TURBULENCE,PRODUCT_ID,FL,LAT,LON,datetime,turbulence_intensity,Plane Weight,nexrad_sites,aws_files
F,DHC6,UA /OV CYYR 140010 /TM 0605 /FL025 /TP DHC6 /TB SEV CHOP,SEV CHOP,,2500.0,53.19148558453652,-60.24647331413853,2019-03-11 06:05:00,5.0,L,"('KCBW', 'KGYX', 'KCXX', 'KBOX', 'KENX')","['s3://unidata-nexrad-level2/2019/03/11/KCBW/KCBW20190311_060425_V06', 's3://unidata-nexrad-level2/2019/03/11/KGYX/KGYX20190311_060139_V06', 's3://unidata-nexrad-level2/2019/03/11/KCXX/KCXX20190311_060246_V06', 's3://unidata-nexrad-level2/2019/03/11/KBOX/KBOX20190311_055810_V06', 's3://unidata-nexrad-level2/2019/03/11/KENX/KENX20190311_060113_V06']"
F,SB20,DUT UA /OV DUT360010/TM 2134/FL080/TP SB20/TB NEG/IC NEG/RM AS ADVERTISED. ZAN,NEG,,8000.0,54.05668016668017,-166.54,2019-03-04 21:34:00,0.0,M,"('PABC', 'PAEC', 'PAKC', 'PAHG', 'PAIH')","['s3://unidata-nexrad-level2/2019/03/04/PABC/PABC20190304_212732_V06', 's3://unidata-nexrad-level2/2019/03/04/PAEC/PAEC20190304_212720_V06', 's3://unidata-nexrad-level2/2019/03/04/PAKC/PAKC20190304_212813_V06', 's3://unidata-nexrad-level2/2019/03/04/PAHG/PAHG20190304_213121_V06', 's3://unidata-nexrad-level2/2019/03/04/PAIH/PAIH20190304_213312_V06']"
F,B789,ELY UA /OV ILC130030/TM 1747/FL320/TP B789/TB MOD CHOP/ZLC,MOD CHOP,,32000.0,37.92858016223251,-113.9022310097646,2019-03-12 17:47:00,3.0,U,"('KICX', 'KESX', 'KMTX', 'KLRX', 'KFSX')","['s3://unidata-nexrad-level2/2019/03/12/KICX/KICX20190312_174221_V06', 's3://unidata-nexrad-level2/2019/03/12/KESX/KESX20190312_174107_V06', 's3://unidata-nexrad-level2/2019/03/12/KMTX/KMTX20190312_173925_V06', 's3://unidata-nexrad-level2/2019/03/12/KLRX/KLRX20190312_174218_V06', 's3://unidata-nexrad-level2/2019/03/12/KFSX/KFSX20190312_174523_V06']"
T,E75L,DAG UUA /OV DAG /TM 0248 /FL290 /TP E75L /TB SEV /RM ZLAWC AWC-WEB,SEV,,29000.0,34.85361,-116.78583,2019-03-12 02:48:00,5.0,U,"('KEYX', 'KSOX', 'KESX', 'KNKX', 'KVTX')","['s3://unidata-nexrad-level2/2019/03/12/KEYX/KEYX20190312_024438_V06', 's3://unidata-nexrad-level2/2019/03/12/KSOX/KSOX20190312_024620_V06', 's3://unidata-nexrad-level2/2019/03/12/KESX/KESX20190312_024548_V06', 's3://unidata-nexrad-level2/2019/03/12/KVTX/KVTX20190312_024724_V06']"
F,A319,LIT UA /OV LIT045025 /TM 1253 /FL360 /TP A319 /TB CONT MOD /RM ZME AWC-WEB,CONT MOD,,36000.0,35.02195169037213,-91.87721743441976,2019-03-13 12:53:00,3.0,M,"('KLZK', 'KNQA', 'KSGF', 'KSRX', 'KSHV')","['s3://unidata-nexrad-level2/2019/03/13/KLZK/KLZK20190313_125214_V06', 's3://unidata-nexrad-level2/2019/03/13/KNQA/KNQA20190313_125047_V06', 's3://unidata-nexrad-level2/2019/03/13/KSGF/KSGF20190313_125223_V06', 's3://unidata-nexrad-level2/2019/03/13/KSRX/KSRX20190313_125147_V06', 's3://unidata-nexrad-level2/2019/03/13/KSHV/KSHV20190313_124814_V06']"
F,E175,BKW UA /OV BKW/TM 2119/FL270/TP E175/TB LGT,LGT,,27000.0,37.78733,-81.12416,2019-03-01 21:19:00,1.0,U,"('KRLX', 'KFCX', 'KJKL', 'KMRX', 'KILN')","['s3://unidata-nexrad-level2/2019/03/01/KRLX/KRLX20190301_211530_V06', 's3://unidata-nexrad-level2/2019/03/01/KFCX/KFCX20190301_211605_V06', 's3://unidata-nexrad-level2/2019/03/01/KJKL/KJKL20190301_211627_V06', 's3://unidata-nexrad-level2/2019/03/01/KMRX/KMRX20190301_211827_V06', 's3://unidata-nexrad-level2/2019/03/01/KILN/KILN20190301_211859_V06']"
F,C172,AMA UA /OV AMA/TM 1515/FL470/TP C172/TB SEV/RM TEST,SEV,,47000.0,35.21936,-101.70592,2019-03-25 15:15:00,5.0,L,"('KAMA', 'KLBB', 'KFDX', 'KFDR', 'KDDC')","['s3://unidata-nexrad-level2/2019/03/25/KAMA/KAMA20190325_151328_V06', 's3://unidata-nexrad-level2/2019/03/25/KLBB/KLBB20190325_150518_V06', 's3://unidata-nexrad-level2/2019/03/25/KFDX/KFDX20190325_151031_V06', 's3://unidata-nexrad-level2/2019/03/25/KFDR/KFDR20190325_151102_V06', 's3://unidata-nexrad-level2/2019/03/25/KDDC/KDDC20190325_151422_V06']"
T,B777,ANC UUA /OV TED070050/TM 0901/FL260/TP B777/TB SEV 260-290/RM DURC ZAN,SEV 260-290,,26000.0,61.45503987248749,-148.36594274540155,2019-03-10 09:01:00,5.0,H,"('PAHG', 'PAIH', 'PAIH', 'PAPD', 'PAKC')","['s3://unidata-nexrad-level2/2019/03/10/PAHG/PAHG20190310_085927_V06', 's3://unidata-nexrad-level2/2019/03/10/PAIH/PAIH20190310_085607_V06', 's3://unidata-nexrad-level2/2019/03/10/PAIH/PAIH20190310_085607_V06', 's3://unidata-nexrad-level2/2019/03/10/PAPD/PAPD20190310_085150_V06', 's3://unidata-nexrad-level2/2019/03/10/PAKC/PAKC20190310_085815_V06']"
T,B737,CGZ UUA /OV CGZ/TM 1931/FL130/TP B737/TB SEV/RM REPORTED TO PHX TRACON ZAB/FDCS,SEV,,13000.0,32.95489,-111.76683,2019-03-12 19:31:00,5.0,M,"('KIWA', 'KEMX', 'KFSX', 'KFSX', 'KYUX')","['s3://unidata-nexrad-level2/2019/03/12/KIWA/KIWA20190312_192856_V06', 's3://unidata-nexrad-level2/2019/03/12/KEMX/KEMX20190312_192743_V06', 's3://unidata-nexrad-level2/2019/03/12/KFSX/KFSX20190312_192533_V06', 's3://unidata-nexrad-level2/2019/03/12/KFSX/KFSX20190312_192533_V06', 's3://unidata-nexrad-level2/2019/03/12/KYUX/KYUX20190312_192833_V06']"
F,B738,ITH UA /OV ITH295020/TM 0954/FL350/TP B738/TB CONT MOD CHOP,CONT MOD CHOP,,35000.0,42.63191196461804,-76.86817315189488,2019-03-13 09:54:00,3.0,M,"('KBGM', 'KBUF', 'KTYX', 'KCCX', 'KENX')","['s3://unidata-nexrad-level2/2019/03/13/KBGM/KBGM20190313_094912_V06', 's3://unidata-nexrad-level2/2019/03/13/KBUF/KBUF20190313_095149_V06', 's3://unidata-nexrad-level2/2019/03/13/KTYX/KTYX20190313_094943_V06', 's3://unidata-nexrad-level2/2019/03/13/KCCX/KCCX20190313_094811_V06', 's3://unidata-nexrad-level2/2019/03/13/KENX/KENX20190313_095221_V06']"
F,MD11,UUA /OV 49N040W /TM 1452 /FL350 /TP MD11 /TB SEV /RM MDT-SEV,SEV,,35000.0,49.0,-40.0,2019-03-03 14:52:00,5.0,H,"('LPLA', 'KCBW', 'KGYX', 'KBOX', 'KCXX')","['s3://unidata-nexrad-level2/2019/03/03/KCBW/KCBW20190303_144816_V06', 's3://unidata-nexrad-level2/2019/03/03/KGYX/KGYX20190303_145108_V06', 's3://unidata-nexrad-level2/2019/03/03/KBOX/KBOX20190303_144742_V06', 's3://unidata-nexrad-level2/2019/03/03/KCXX/KCXX20190303_145047_V06']"
T,C182,MRB UUA /OV MRB280015 /TM 2136 /FL055 /TP C182 /TB SEV /RM COR,SEV,,5500.0,39.44531556079585,-78.30331616243119,2019-03-10 21:36:00,5.0,L,"('KLWX', 'KCCX', 'KPBZ', 'KDOX', 'KAKQ')","['s3://unidata-nexrad-level2/2019/03/10/KLWX/KLWX20190310_213455_V06', 's3://unidata-nexrad-level2/2019/03/10/KCCX/KCCX20190310_212735_V06', 's3://unidata-nexrad-level2/2019/03/10/KPBZ/KPBZ20190310_212945_V06', 's3://unidata-nexrad-level2/2019/03/10/KDOX/KDOX20190310_213337_V06', 's3://unidata-nexrad-level2/2019/03/10/KAKQ/KAKQ20190310_213530_V06']"
F,A321,ISO UA /OV ISO100040/TM 1556/FL350/TP A321/TB CONT MOD,CONT MOD,,35000.0,35.21422517121108,-76.80519050793364,2019-03-25 15:56:00,3.0,M,"('KMHX', 'KRAX', 'KAKQ', 'KLTX', 'KFCX')","['s3://unidata-nexrad-level2/2019/03/25/KMHX/KMHX20190325_155243_V06', 's3://unidata-nexrad-level2/2019/03/25/KRAX/KRAX20190325_155337_V06', 's3://unidata-nexrad-level2/2019/03/25/KAKQ/KAKQ20190325_155319_V06', 's3://unidata-nexrad-level2/2019/03/25/KLTX/KLTX20190325_155354_V06', 's3://unidata-nexrad-level2/2019/03/25/KFCX/KFCX20190325_155329_V06']"
F,E170,MKG UA /OV MKG050030/TM 1407/FL310/TP E170/TB OCNL MOD CHOP,OCNL MOD CHOP,,31000.0,43.49252983776749,-85.71144574341088,2019-03-14 14:07:00,3.0,U,"('KGRR', 'KGRB', 'KAPX', 'KDTX', 'KIWX')","['s3://unidata-nexrad-level2/2019/03/14/KGRR/KGRR20190314_140659_V06', 's3://unidata-nexrad-level2/2019/03/14/KGRB/KGRB20190314_140354_V06', 's3://unidata-nexrad-level2/2019/03/14/KAPX/KAPX20190314_140346_V06', 's3://unidata-nexrad-level2/2019/03/14/KDTX/KDTX20190314_140320_V06', 's3://unidata-nexrad-level2/2019/03/14/KIWX/KIWX20190314_140659_V06']"
F,DC91,FWA UA /OV OLK/TM 1750/FL340/TP DC91/TB NEG,NEG,,34000.0,41.25,-85.5,2019-03-28 17:50:00,0.0,M,"('KIWX', 'KGRR', 'KIND', 'KILN', 'KLOT')","['s3://unidata-nexrad-level2/2019/03/28/KIWX/KIWX20190328_174752_V06', 's3://unidata-nexrad-level2/2019/03/28/KGRR/KGRR20190328_174448_V06', 's3://unidata-nexrad-level2/2019/03/28/KIND/KIND20190328_174827_V06', 's3://unidata-nexrad-level2/2019/03/28/KILN/KILN20190328_174227_V06', 's3://unidata-nexrad-level2/2019/03/28/KLOT/KLOT20190328_174653_V06']"
F,A319,LBL UA /OV LBL/TM 1730/FL370/TP A319/TB LGT/RM ZKCFD,LGT,,37000.0,37.04422,-100.95986,2019-03-29 17:30:00,1.0,M,"('KDDC', 'KAMA', 'KVNX', 'KGLD', 'KICT')","['s3://unidata-nexrad-level2/2019/03/29/KDDC/KDDC20190329_172155_V06', 's3://unidata-nexrad-level2/2019/03/29/KAMA/KAMA20190329_172913_V06', 's3://unidata-nexrad-level2/2019/03/29/KVNX/KVNX20190329_172313_V06', 's3://unidata-nexrad-level2/2019/03/29/KGLD/KGLD20190329_172802_V06', 's3://unidata-nexrad-level2/2019/03/29/KICT/KICT20190329_172835_V06']"
F,E190,ILM UA /OV DIW035065/TM 1629/FL380/TP E190/TB LGT OCNL MOD CHOP,LGT OCNL MOD CHOP,,38000.0,35.45748659531017,-76.69532491664579,2019-03-16 16:29:00,2.0,U,"('KMHX', 'KRAX', 'KLTX', 'KAKQ', 'KFCX')","['s3://unidata-nexrad-level2/2019/03/16/KMHX/KMHX20190316_162812_V06', 's3://unidata-nexrad-level2/2019/03/16/KRAX/KRAX20190316_162343_V06', 's3://unidata-nexrad-level2/2019/03/16/KLTX/KLTX20190316_162554_V06', 's3://unidata-nexrad-level2/2019/03/16/KAKQ/KAKQ20190316_162448_V06', 's3://unidata-nexrad-level2/2019/03/16/KFCX/KFCX20190316_162821_V06']"
F,C650,LAS UA /OV LAS300018/TM 2308/FL110/TP C650/TB MDT-SEV,MDT-SEV,,11000.0,36.23007215001216,-115.47374258796695,2019-03-06 23:08:00,5.0,M,"('KESX', 'KEYX', 'KICX', 'KSOX', 'KNKX')","['s3://unidata-nexrad-level2/2019/03/06/KESX/KESX20190306_224610_V06', 's3://unidata-nexrad-level2/2019/03/06/KEYX/KEYX20190306_230331_V06', 's3://unidata-nexrad-level2/2019/03/06/KICX/KICX20190306_230509_V06', 's3://unidata-nexrad-level2/2019/03/06/KSOX/KSOX20190306_230722_V06']"
T,B744,ORF UUA /OV 38N37W/TM 1732/FL340/TP B744/TB SEV,SEV,,34000.0,38.0,-37.0,2019-03-17 17:32:00,5.0,H,"('LPLA', 'KCBW', 'KGYX', 'KBOX', 'KOKX')","['s3://unidata-nexrad-level2/2019/03/17/KCBW/KCBW20190317_172746_V06', 's3://unidata-nexrad-level2/2019/03/17/KGYX/KGYX20190317_172359_V06', 's3://unidata-nexrad-level2/2019/03/17/KBOX/KBOX20190317_173043_V06', 's3://unidata-nexrad-level2/2019/03/17/KOKX/KOKX20190317_172521_V06']"
F,C402,ORD UA /OV 15S ORD/TM 2101/FL080/TP C402/SK BASES OVC032 TOPS 059/TA M8/TB NEG/IC TRACE RIME,NEG,,8000.0,41.73751974997976,-87.93193,2019-03-15 21:01:00,0.0,L,"('KLOT', 'KMKX', 'KIWX', 'KILX', 'KIND')","['s3://unidata-nexrad-level2/2019/03/15/KLOT/KLOT20190315_205348_V06', 's3://unidata-nexrad-level2/2019/03/15/KMKX/KMKX20190315_205618_V06', 's3://unidata-nexrad-level2/2019/03/15/KIWX/KIWX20190315_210036_V06', 's3://unidata-nexrad-level2/2019/03/15/KILX/KILX20190315_210032_V06', 's3://unidata-nexrad-level2/2019/03/15/KIND/KIND20190315_205934_V06']"
F,LJ35,JNU UA /OV JNU /TM 0628 /FL029 /TP LJ35 /SK SCT029-TOPUNKN /TB NEG /IC NEG /RM DURD RWY 8,NEG,,2900.0,58.35,-134.57,2019-03-15 06:28:00,0.0,M,"('PACG', 'PAIH', 'PAIH', 'PAPD', 'KLGX')","['s3://unidata-nexrad-level2/2019/03/15/PACG/PACG20190315_062505_V06', 's3://unidata-nexrad-level2/2019/03/15/PAIH/PAIH20190315_062727_V06', 's3://unidata-nexrad-level2/2019/03/15/PAIH/PAIH20190315_062727_V06', 's3://unidata-nexrad-level2/2019/03/15/PAPD/PAPD20190315_062547_V06', 's3://unidata-nexrad-level2/2019/03/15/KLGX/KLGX20190315_062435_V06']"
