URGENT,AIRCRAFT,REPORT,TURBULENCE,PRODUCT_ID,FL,LAT,LON,datetime,turbulence_intensity,in_sigmet,Plane Weight,nexrad_sites,aws_files
F,B737,AZO UA /OV AZO180020/TM 1932/FL340/TP B737/TB CONS LGT CHOP OCNL MOD CHOP,CONS LGT CHOP OCNL MOD CHOP,,34000.0,41.90135966663967,-85.55194,2019-09-01 19:32:00+00:00,2.0,0,M,"('KIWX', 'KGRR', 'KLOT', 'KDTX', 'KMKX')","['s3://unidata-nexrad-level2/2019/09/01/KIWX/KIWX20190901_192956_V06', 's3://unidata-nexrad-level2/2019/09/01/KGRR/KGRR20190901_193018_V06', 's3://unidata-nexrad-level2/2019/09/01/KLOT/KLOT20190901_192505_V06', 's3://unidata-nexrad-level2/2019/09/01/KDTX/KDTX20190901_192736_V06', 's3://unidata-nexrad-level2/2019/09/01/KMKX/KMKX20190901_192940_V06']"
F,GLEX,UUA /OV 47N050W /TM 0233 /FL410 /TP GLEX /TB MDT-SEV,MDT-SEV,,41000.0,47.0,-50.0,2019-09-07 02:33:00+00:00,5.0,0,M,"('KCBW', 'KGYX', 'KBOX', 'KCXX', 'KOKX')","['s3://unidata-nexrad-level2/2019/09/07/KCBW/KCBW20190907_023231_V06', 's3://unidata-nexrad-level2/2019/09/07/KGYX/KGYX20190907_022956_V06', 's3://unidata-nexrad-level2/2019/09/07/KBOX/KBOX20190907_022821_V06', 's3://unidata-nexrad-level2/2019/09/07/KCXX/KCXX20190907_023133_V06', 's3://unidata-nexrad-level2/2019/09/07/KOKX/KOKX20190907_022909_V06']"
F,B787,UUA /OV CYTS 225250 /TM 0645 /FL390 /TP B787 /TB SEV,SEV,,39000.0,45.62320309627875,-85.82956467753807,2019-09-03 06:45:00+00:00,5.0,0,U,"('KAPX', 'KMQT', 'KGRB', 'KGRR', 'KMKX')","['s3://unidata-nexrad-level2/2019/09/03/KAPX/KAPX20190903_064151_V06', 's3://unidata-nexrad-level2/2019/09/03/KMQT/KMQT20190903_064213_V06', 's3://unidata-nexrad-level2/2019/09/03/KGRB/KGRB20190903_064325_V06', 's3://unidata-nexrad-level2/2019/09/03/KGRR/KGRR20190903_064052_V06', 's3://unidata-nexrad-level2/2019/09/03/KMKX/KMKX20190903_064104_V06']"
F,B738,SFO UA /OV MOD001001/TM 1358/FL160/TP B738/TB LGT CHOP 210-160/RM DURD,LGT CHOP 210-160,,16000.0,37.64248547804834,-120.95405271257918,2019-09-28 13:58:00+00:00,1.0,0,M,"('KMUX', 'KDAX', 'KHNX', 'KBBX', 'KRGX')","['s3://unidata-nexrad-level2/2019/09/28/KMUX/KMUX20190928_135238_V06', 's3://unidata-nexrad-level2/2019/09/28/KDAX/KDAX20190928_135657_V06', 's3://unidata-nexrad-level2/2019/09/28/KHNX/KHNX20190928_135454_V06', 's3://unidata-nexrad-level2/2019/09/28/KBBX/KBBX20190928_135753_V06', 's3://unidata-nexrad-level2/2019/09/28/KRGX/KRGX20190928_135458_V06']"
T,BE65,AKO UUA /OV AKO090060/TM 0235/FL100/TP BE65/TB SEV /RM LOSS OF 1200FT ZDV,SEV,,10000.0,40.17563,-101.91314422992116,2019-09-12 02:35:00+00:00,5.0,0,L,"('KGLD', 'KLNX', 'KFTG', 'KCYS', 'KPUX')","['s3://unidata-nexrad-level2/2019/09/12/KGLD/KGLD20190912_023450_V06', 's3://unidata-nexrad-level2/2019/09/12/KLNX/KLNX20190912_022955_V06', 's3://unidata-nexrad-level2/2019/09/12/KFTG/KFTG20190912_023454_V06', 's3://unidata-nexrad-level2/2019/09/12/KCYS/KCYS20190912_023310_V06', 's3://unidata-nexrad-level2/2019/09/12/KPUX/KPUX20190912_023319_V06']"
F,B737,JNU UA /OV JNU /TM 1440 /FL050 /TP B737 /TB LGT /RM DURD RY 08/MOD RA SQ OVR BARLO,LGT,,5000.0,58.35,-134.57,2019-09-19 14:40:00+00:00,1.0,0,M,"('PACG', 'PAIH', 'PAIH', 'PAPD', 'KLGX')","['s3://unidata-nexrad-level2/2019/09/19/PACG/PACG20190919_143751_V06', 's3://unidata-nexrad-level2/2019/09/19/PAIH/PAIH20190919_143713_V06', 's3://unidata-nexrad-level2/2019/09/19/PAIH/PAIH20190919_143713_V06', 's3://unidata-nexrad-level2/2019/09/19/PAPD/PAPD20190919_143540_V06']"
T,P180,MHR UUA /OV HNW260010/TM 1645/FL190/TP P180/TB SEV TURB/RM NO INJURIES  ENROUTE TO TRK,SEV TURB,,19000.0,38.69105629280277,-120.96038883982936,2019-09-16 16:45:00+00:00,5.0,0,L,"('KDAX', 'KBBX', 'KRGX', 'KMUX', 'KHNX')","['s3://unidata-nexrad-level2/2019/09/16/KDAX/KDAX20190916_164237_V06', 's3://unidata-nexrad-level2/2019/09/16/KBBX/KBBX20190916_164232_V06', 's3://unidata-nexrad-level2/2019/09/16/KRGX/KRGX20190916_164310_V06', 's3://unidata-nexrad-level2/2019/09/16/KMUX/KMUX20190916_164235_V06', 's3://unidata-nexrad-level2/2019/09/16/KHNX/KHNX20190916_164455_V06']"
T,CRJ9,GRB UUA /OV GRB090035/TM 1212/FL310/TP CRJ9/TB SEV CAT,SEV CAT,,31000.0,44.4794,-87.31907054547595,2019-09-22 12:12:00+00:00,5.0,1,U,"('KGRB', 'KMKX', 'KGRR', 'KMQT', 'KAPX')","['s3://unidata-nexrad-level2/2019/09/22/KGRB/KGRB20190922_120730_V06', 's3://unidata-nexrad-level2/2019/09/22/KMKX/KMKX20190922_120739_V06', 's3://unidata-nexrad-level2/2019/09/22/KGRR/KGRR20190922_120615_V06', 's3://unidata-nexrad-level2/2019/09/22/KMQT/KMQT20190922_121045_V06', 's3://unidata-nexrad-level2/2019/09/22/KAPX/KAPX20190922_121109_V06']"
T,PA24,CMH UUA /OV I95/TM 2302/FL040/TP PA24/TB SEV TURB,SEV TURB,,4000.0,40.61,-83.64,2019-09-27 23:02:00+00:00,5.0,1,L,"('KILN', 'KCLE', 'KIWX', 'KDTX', 'KIND')","['s3://unidata-nexrad-level2/2019/09/27/KILN/KILN20190927_230110_V06', 's3://unidata-nexrad-level2/2019/09/27/KCLE/KCLE20190927_230035_V06', 's3://unidata-nexrad-level2/2019/09/27/KIWX/KIWX20190927_230038_V06', 's3://unidata-nexrad-level2/2019/09/27/KDTX/KDTX20190927_225920_V06', 's3://unidata-nexrad-level2/2019/09/27/KIND/KIND20190927_230149_V06']"
F,B777,UUA /OV 5017N05752W /TM 0715 /FL380 /TP B777 /TB MDT-SEV /RM LASTEDFOR 2 MINUTES,MDT-SEV,,38000.0,50.2833,-57.8666,2019-09-23 07:15:00+00:00,5.0,0,H,"('KCBW', 'KGYX', 'KBOX', 'KCXX', 'KOKX')","['s3://unidata-nexrad-level2/2019/09/23/KCBW/KCBW20190923_071432_V06', 's3://unidata-nexrad-level2/2019/09/23/KGYX/KGYX20190923_071028_V06', 's3://unidata-nexrad-level2/2019/09/23/KBOX/KBOX20190923_071217_V06', 's3://unidata-nexrad-level2/2019/09/23/KCXX/KCXX20190923_071045_V06', 's3://unidata-nexrad-level2/2019/09/23/KOKX/KOKX20190923_071158_V06']"
F,A321,SLC UA /OV TCH/TM 0027/FL300/TP A321/TB LGT/ZLC,LGT,,30000.0,40.85,-111.98,2019-09-24 00:27:00+00:00,1.0,0,M,"('KMTX', 'KSFX', 'KICX', 'KGJX', 'KRIW')","['s3://unidata-nexrad-level2/2019/09/24/KMTX/KMTX20190924_002619_V06', 's3://unidata-nexrad-level2/2019/09/24/KSFX/KSFX20190924_002513_V06', 's3://unidata-nexrad-level2/2019/09/24/KICX/KICX20190924_002048_V06', 's3://unidata-nexrad-level2/2019/09/24/KGJX/KGJX20190924_002304_V06', 's3://unidata-nexrad-level2/2019/09/24/KRIW/KRIW20190924_002139_V06']"
