URGENT,AIRCRAFT,REPORT,TURBULENCE,PRODUCT_ID,FL,LAT,LON,datetime,turbulence_intensity,in_sigmet,Plane Weight
F,B738,OTH UA /OV HEMLO/TM 1629/FL350/TP B738/TA M48/WV 30267KT/TB NEG/RM AWC-WEB:ASA,NEG,201101201650-KWBC-UBOR90-PIREP,35000.0,35.99,-85.59,2011-01-20 16:29:00+00:00,0.0,0,M
T,C208,EPH UUA /OV MWH289019 /TM 0104 /FL070 /TP C208 /TA 00 /TB SEV /IC NEG,SEV,201101060115-KWBC-UBWA90-PIREP,7000.0,47.31310493307628,-119.76079587036108,2011-01-06 01:04:00+00:00,5.0,0,L
T,B737,LVM UUA /OV LVM 020011/TM 1652/FL390/TP B737/TB SEV/RM MOD MTN WAVEZLC,SEV,,39000.0,45.8722909349268,-110.3602127727509,2011-01-23 16:52:00+00:00,5.0,0,M
T,H,FOD UUA /OV 4530N14200W/TM 1040/FL320/TP H/B777/TB SEV,SEV,201101271105-KWBC-UBIA91-PIREP,32000.0,45.5,-142.0,2011-01-27 10:40:00+00:00,5.0,0,L
F,C210,SJT UA /OV SJT090014 /TM 1801 /FL080 /TP C210 /SK OVCUNKN-TOP055/ SKC /TB NEG,NEG,,8000.0,31.35167,-100.22175061727286,2011-01-15 18:01:00+00:00,0.0,0,L
T,LJ60,SRQ UUA /OV SRQ /TM 1750 /FL430 /TP LJ60 /TB SEV,SEV,201101021800-KWBC-UBFL91-PIREP,43000.0,27.4,-82.55,2011-01-02 17:50:00+00:00,5.0,0,M
F,A330,UUA /OV CYYC /TM 2239 /FL330 /TP A330 /TB MDT-SEV /RM OVR CYYC ATF330 MDT OCNL SEV AT F350 SMOOTH,MDT-SEV,,33000.0,51.11389,-114.02028,2011-01-29 22:39:00+00:00,5.0,0,L
F,CRJ7,BKW UA /OV 2103/TM 2103/FL310/TP CRJ7/TB LGT MOD/RM FROM FL310 -300LGT TO MOD,LGT MOD,,31000.0,37.78733,-81.12416,2011-01-26 21:03:00+00:00,2.0,0,M
T,B737,DWH UUA /OV IAH270010 /TM 1503 /FL040 /TP B737 /TB SEV 040-050 /RM PILOT COULD HARDLY CONTROL AIRCRAFT,SEV 040-050,201101091515-KWBC-UBTX90-PIREP,4000.0,29.96,-95.54238817985768,2011-01-09 15:03:00+00:00,5.0,0,M
F,B752,U24 UA /OV DTA 290025/TM 1656/FL360/TP B752/TB OCNL MOD CHOP/RM ZLC,OCNL MOD CHOP,,36000.0,39.52311993624375,-113.01429304531034,2011-01-23 16:56:00+00:00,3.0,0,M
F,B757,LOL UA /OV LLC/TM 0311/FL390/TP B757/WV 295140KT/TB LGT CHOP/RM ZOA CWSU AWC-WEB:KZOA,LGT CHOP,201101100315-KWBC-UBNV90-PIREP,39000.0,40.12,-118.58,2011-01-10 03:11:00+00:00,1.0,0,M
T,C172,BJC UUA /OV BJC145002 /TM 1835 /FL065 /TP C172 /TB SEV,SEV,,6500.0,39.881502720144304,-105.09226287448514,2011-01-16 18:35:00+00:00,5.0,0,L
F,MD83,EVV UA /OV PXV050030/TM 1240/FL320/TP MD83/TB LGT-MOD CHOP/RMCWSU ZID,LGT-MOD CHOP,,32000.0,38.25141983776749,-87.27436164218351,2011-01-18 12:40:00+00:00,2.0,0,M
F,MD11,MDO UA /OV MDO104300/TM 1410/FL320/TP MD11/TB MOD/RM FL340 LGT OCNLMOD,MOD,,32000.0,58.23029254353596,-136.75734408975674,2011-01-19 14:10:00+00:00,3.0,0,H
F,B757,PGA UA /OV PGA 020040/TM 0040/FL290/TP B757/TB OCNL MOD/RM CWSU ZDV,OCNL MOD,201101160105-KWBC-UBAZ90-PIREP,29000.0,37.55651249064288,-111.16473554222364,2011-01-16 00:40:00+00:00,3.0,0,M
F,PA32,IDP UA /OV CNU230024 /TM 2239 /FL050 /TP PA32 /SK SKC /WX FV99SM /TB LGT,LGT,,5000.0,37.413144129786005,-95.87131701987602,2011-01-27 22:39:00+00:00,1.0,0,L
F,C210,VEL UA /OV 74V /TM 2324 /FL115 /TP C210 /TB LGT CHOP /RM OTHERWISE SMOOTH SLC-VEL,LGT CHOP,,11500.0,40.2783,-110.0513,2011-01-18 23:24:00+00:00,1.0,0,L
F,B734,ANC UA /OV PANC/TM 1000/FL100/TP B734/TB CONT LGT 010-100/RM AWC-WEB:ASA,CONT LGT 010-100,201101031020-KWBC-UBAK90-PIREP,10000.0,61.16972,-150.02611,2011-01-03 10:00:00+00:00,1.0,0,M
