URGENT,AIRCRAFT,REPORT,TURBULENCE,PRODUCT_ID,FL,LAT,LON,datetime,turbulence_intensity,in_sigmet,Plane Weight,nexrad_sites,aws_files
F,MD80,EED UA /OV EED360020/TM 2055/FL320/TP MD80/TB MOD/RM ZLA/CWSU,MOD,200810112105-KWBC-UBCA90-PIREP,32000.0,35.103360333360335,-114.47,2008-10-11 20:55:00+00:00,3.0,0,M,"('KESX', 'KEYX', 'KYUX', 'KFSX', 'KFSX')","['s3://unidata-nexrad-level2/2008/10/11/KESX/KESX20081011_205320_V03.gz', 's3://unidata-nexrad-level2/2008/10/11/KYUX/KYUX20081011_210513_V03.gz', 's3://unidata-nexrad-level2/2008/10/11/KFSX/KFSX20081011_205348_V03.gz', 's3://unidata-nexrad-level2/2008/10/11/KFSX/KFSX20081011_205348_V03.gz']"
F,C182,UUA /OV CYBA 310010 /TM 2125 /FL085 /TP C182 /TB MDT-SEV /RMOVER LAKE LOUISE,MDT-SEV,,8500.0,51.3171399459225,-115.74381641194654,2008-10-22 21:25:00+00:00,5.0,0,L,"('KOTX', 'KMSX', 'KTFX', 'KPDT', 'KATX')","['s3://unidata-nexrad-level2/2008/10/22/KOTX/KOTX20081022_212009_V03.gz', 's3://unidata-nexrad-level2/2008/10/22/KMSX/KMSX20081022_211710_V03.gz', 's3://unidata-nexrad-level2/2008/10/22/KTFX/KTFX20081022_211821_V03.gz', 's3://unidata-nexrad-level2/2008/10/22/KPDT/KPDT20081022_212344_V03.gz', 's3://unidata-nexrad-level2/2008/10/22/KATX/KATX20081022_212449_V03.gz']"
F,B737,TLH UA /OV SZW/TM 1523/FL340/TP B737/TB OCC MOD/RM CONT LGT CHOP AWC-WEB:SWA,OCC MOD,,34000.0,30.56,-84.37,2008-10-26 15:23:00+00:00,3.0,0,M,"('KTLH', 'KEOX', 'KEVX', 'KVAX', 'KJGX')","['s3://unidata-nexrad-level2/2008/10/26/KTLH/KTLH20081026_152049_V03.gz', 's3://unidata-nexrad-level2/2008/10/26/KEVX/KEVX20081026_152017_V04.gz', 's3://unidata-nexrad-level2/2008/10/26/KJGX/KJGX20081026_152146_V04.gz']"
F,E145,LBB UA /OV LBB170030/TM 2055/FL370/TP E145/SK TOPS FL370/TB LGT/RM AWC-WEB:KZFW,LGT,,37000.0,33.171196238740016,-101.71845404854476,2008-10-05 20:55:00+00:00,1.0,1,M,"('KLBB', 'KMAF', 'KFDX', 'KAMA', 'KSJT')","['s3://unidata-nexrad-level2/2008/10/05/KMAF/KMAF20081005_205132_V03.gz', 's3://unidata-nexrad-level2/2008/10/05/KFDX/KFDX20081005_205258_V04.gz', 's3://unidata-nexrad-level2/2008/10/05/KAMA/KAMA20081005_205421_V03.gz', 's3://unidata-nexrad-level2/2008/10/05/KSJT/KSJT20081005_205259_V03.gz']"
F,B744,UA /OV 5800N12700W /TM 1217 /FL340 /TP B744 /TB MDT OCNL SEV /RMACFT WESTBOUND,MDT OCNL SEV,,34000.0,58.0,-127.0,2008-10-29 12:17:00+00:00,5.0,0,H,"('PACG', 'KATX', 'KLGX', 'KRTX', 'KOTX')","['s3://unidata-nexrad-level2/2008/10/29/KATX/KATX20081029_121556_V03.gz', 's3://unidata-nexrad-level2/2008/10/29/KRTX/KRTX20081029_121614_V03.gz', 's3://unidata-nexrad-level2/2008/10/29/KOTX/KOTX20081029_121326_V03.gz']"
T,PA46,4BM UUA /OV DEN225045 /TM 2109 /FL155 /TP PA46 /TB SEV,SEV,,15500.0,39.30242695733018,-105.34816458154828,2008-10-24 21:09:00+00:00,5.0,0,L,"('KFTG', 'KPUX', 'KCYS', 'KGJX', 'KGLD')","['s3://unidata-nexrad-level2/2008/10/24/KFTG/KFTG20081024_210811_V03.gz', 's3://unidata-nexrad-level2/2008/10/24/KPUX/KPUX20081024_210751_V03.gz', 's3://unidata-nexrad-level2/2008/10/24/KCYS/KCYS20081024_210725_V03.gz', 's3://unidata-nexrad-level2/2008/10/24/KGJX/KGJX20081024_210220_V03.gz', 's3://unidata-nexrad-level2/2008/10/24/KGLD/KGLD20081024_210046_V03.gz']"
F,P28A,GFL UA /OV GFL /TM 1951 /FL032 /TP P28A /TA 16 /TB NEG /RM SMTH,NEG,,3200.0,43.34122,-73.61031,2008-10-11 19:51:00+00:00,0.0,0,L,"('KENX', 'KCXX', 'KTYX', 'KBGM', 'KOKX')","['s3://unidata-nexrad-level2/2008/10/11/KENX/KENX20081011_194444_V03.gz', 's3://unidata-nexrad-level2/2008/10/11/KCXX/KCXX20081011_195012_V03.gz', 's3://unidata-nexrad-level2/2008/10/11/KTYX/KTYX20081011_194720_V04.gz', 's3://unidata-nexrad-level2/2008/10/11/KBGM/KBGM20081011_194713_V03.gz', 's3://unidata-nexrad-level2/2008/10/11/KOKX/KOKX20081011_194533_V03.gz']"
F,RV7,UA /OV CEA3 /TM 1908 /FL055 /TP RV7 /TB LGT-MDT,LGT-MDT,,5500.0,51.71,-114.11,2008-10-21 19:08:00+00:00,1.0,0,L,"('KMSX', 'KTFX', 'KOTX', 'KPDT', 'KBLX')","['s3://unidata-nexrad-level2/2008/10/21/KMSX/KMSX20081021_190721_V03.gz', 's3://unidata-nexrad-level2/2008/10/21/KTFX/KTFX20081021_190706_V03.gz', 's3://unidata-nexrad-level2/2008/10/21/KOTX/KOTX20081021_190137_V03.gz', 's3://unidata-nexrad-level2/2008/10/21/KPDT/KPDT20081021_190843_V03.gz', 's3://unidata-nexrad-level2/2008/10/21/KBLX/KBLX20081021_190734_V03.gz']"
F,B737,BOI UA /OV BOI/TM 1350/FL400/TP B737/WV 339055KT/TB CONT LGT/RM AWC-WEB:SWA,CONT LGT,200810161400-KMSC-UBUS01-PIREP,40000.0,43.55,-116.19,2008-10-16 13:50:00+00:00,1.0,0,M,"('KCBX', 'KSFX', 'KLRX', 'KPDT', 'KMTX')","['s3://unidata-nexrad-level2/2008/10/16/KCBX/KCBX20081016_134925_V03.gz', 's3://unidata-nexrad-level2/2008/10/16/KSFX/KSFX20081016_134459_V03.gz', 's3://unidata-nexrad-level2/2008/10/16/KLRX/KLRX20081016_134522_V04.gz', 's3://unidata-nexrad-level2/2008/10/16/KPDT/KPDT20081016_134449_V03.gz', 's3://unidata-nexrad-level2/2008/10/16/KMTX/KMTX20081016_134837_V03.gz']"
T,UNKN,JFK UUA /OV JFK225010 /TM 1226 /FL015 /TP UNKN /TB SEV /RM ALL TYPES,SEV,200810281235-KWBC-UBNY90-PIREP,1500.0,40.51213932385115,-73.92529838709152,2008-10-28 12:26:00+00:00,5.0,0,U,"('KDIX', 'KOKX', 'KDOX', 'KENX', 'KBGM')","['s3://unidata-nexrad-level2/2008/10/28/KDIX/KDIX20081028_122413_V03.gz', 's3://unidata-nexrad-level2/2008/10/28/KOKX/KOKX20081028_122202_V03.gz', 's3://unidata-nexrad-level2/2008/10/28/KDOX/KDOX20081028_122203_V04.gz', 's3://unidata-nexrad-level2/2008/10/28/KENX/KENX20081028_122021_V03.gz', 's3://unidata-nexrad-level2/2008/10/28/KBGM/KBGM20081028_122137_V03.gz']"
F,BE35,UUA /OV CYYC 300050 /TM 1817 /FL085 /TP BE35 /SK 085 OVC /TB MDT-SEV/IC NIL /RM FROM AA8 TO STONY FLATS MDT-SEV TB -FZDZ,MDT-SEV,,8500.0,51.53059041670041,-115.1699705969913,2008-10-13 18:17:00+00:00,5.0,0,L,"('KOTX', 'KMSX', 'KTFX', 'KPDT', 'KATX')","['s3://unidata-nexrad-level2/2008/10/13/KOTX/KOTX20081013_181609_V03.gz', 's3://unidata-nexrad-level2/2008/10/13/KMSX/KMSX20081013_181128_V03.gz', 's3://unidata-nexrad-level2/2008/10/13/KTFX/KTFX20081013_181411_V03.gz', 's3://unidata-nexrad-level2/2008/10/13/KPDT/KPDT20081013_181104_V03.gz', 's3://unidata-nexrad-level2/2008/10/13/KATX/KATX20081013_181557_V03.gz']"
F,LR35,JFK UA /OV BUENO/TM 1230/FL170/TP LR35/TB SEV/RM MOD TO SEV TURB...ZNY CWSU,SEV,200810281250-KWBC-UBNY90-PIREP,17000.0,40.63,-73.77,2008-10-28 12:30:00+00:00,5.0,0,U,"('KOKX', 'KDIX', 'KENX', 'KDOX', 'KBGM')","['s3://unidata-nexrad-level2/2008/10/28/KOKX/KOKX20081028_122618_V03.gz', 's3://unidata-nexrad-level2/2008/10/28/KDIX/KDIX20081028_122413_V03.gz', 's3://unidata-nexrad-level2/2008/10/28/KENX/KENX20081028_122610_V03.gz', 's3://unidata-nexrad-level2/2008/10/28/KDOX/KDOX20081028_122750_V04.gz', 's3://unidata-nexrad-level2/2008/10/28/KBGM/KBGM20081028_122903_V03.gz']"
