URGENT,AIRCRAFT,REPORT,TURBULENCE,PRODUCT_ID,FL,LAT,LON,datetime,turbulence_intensity,in_sigmet,Plane Weight,nexrad_sites,aws_files
T,C172,GAG UUA /OV GAG 270030/TM 2309/FL055/TP C172/TB SEV/RM 1800FTIMMEDIATE DROP AND TWO WALL CLDS..FM ZKC,SEV,,5500.0,36.29554,-100.39683737669054,2008-07-29 23:09:00+00:00,5.0,0,L,"('KAMA', 'KDDC', 'KVNX', 'KFDR', 'KLBB')","['s3://unidata-nexrad-level2/2008/07/29/KAMA/KAMA20080729_230806_V03.gz', 's3://unidata-nexrad-level2/2008/07/29/KDDC/KDDC20080729_230330_V03.gz', 's3://unidata-nexrad-level2/2008/07/29/KVNX/KVNX20080729_230843_V04.gz', 's3://unidata-nexrad-level2/2008/07/29/KFDR/KFDR20080729_230519_V04.gz', 's3://unidata-nexrad-level2/2008/07/29/KLBB/KLBB20080729_230641_V03.gz']"
F,BE33,LVS UA /OV FTI047020 /TM 1516 /FL110 /TP BE33 /SK OVC180-TOPUNKN /TA 16 /WV 14710KT /TB NEG,NEG,,11000.0,35.887351200661634,-104.83992972411664,2008-07-26 15:16:00+00:00,0.0,0,L,"('KFDX', 'KABX', 'KPUX', 'KAMA', 'KHDX')","['s3://unidata-nexrad-level2/2008/07/26/KFDX/KFDX20080726_151407.gz', 's3://unidata-nexrad-level2/2008/07/26/KABX/KABX20080726_151507_V04.gz', 's3://unidata-nexrad-level2/2008/07/26/KPUX/KPUX20080726_150757_V03.gz', 's3://unidata-nexrad-level2/2008/07/26/KAMA/KAMA20080726_151240_V03.gz', 's3://unidata-nexrad-level2/2008/07/26/KHDX/KHDX20080726_151458_V03.gz']"
T,C560,ILG UUA /OV DQO180020/TM 2011/FL150/TP C560/TB SEV,SEV,,15000.0,39.34663966663967,-75.61,2008-07-06 20:11:00+00:00,5.0,1,M,"('KDOX', 'KDIX', 'KLWX', 'KCCX', 'KOKX')","['s3://unidata-nexrad-level2/2008/07/06/KDOX/KDOX20080706_200851_V04.gz', 's3://unidata-nexrad-level2/2008/07/06/KDIX/KDIX20080706_200911.gz', 's3://unidata-nexrad-level2/2008/07/06/KLWX/KLWX20080706_200601.gz', 's3://unidata-nexrad-level2/2008/07/06/KCCX/KCCX20080706_201007_V02.gz']"
F,DC9,BJI UA /OV BJI360030/TM 1148/FL330/TP DC9/TB CONT LGT CHOP330-310/NEG 310,CONT LGT CHOP330-310,,33000.0,48.0094705000405,-94.93372,2008-07-07 11:48:00+00:00,1.0,0,M,"('KDLH', 'KMVX', 'KMPX', 'KABR', 'KFSD')","['s3://unidata-nexrad-level2/2008/07/07/KDLH/KDLH20080707_114246_V03.gz', 's3://unidata-nexrad-level2/2008/07/07/KABR/KABR20080707_114704_V03.gz', 's3://unidata-nexrad-level2/2008/07/07/KFSD/KFSD20080707_114407_V04.gz']"
F,DV20,FCM UA /OV FCM270010 /TM 0010 /FL060 /TP DV20 /TB NEG,NEG,200807240000-KMSC-UBUS01-PIREP,6000.0,44.83,-93.69502505446071,2008-07-24 00:10:00+00:00,0.0,0,L,"('KMPX', 'KARX', 'KDLH', 'KFSD', 'KDMX')","['s3://unidata-nexrad-level2/2008/07/24/KMPX/KMPX20080724_000835_V03.gz', 's3://unidata-nexrad-level2/2008/07/24/KARX/KARX20080724_000939_V03.gz', 's3://unidata-nexrad-level2/2008/07/24/KDLH/KDLH20080724_000756_V03.gz', 's3://unidata-nexrad-level2/2008/07/24/KFSD/KFSD20080724_000631_V03.gz', 's3://unidata-nexrad-level2/2008/07/24/KDMX/KDMX20080724_000946_V03.gz']"
T,B737,MOB UUA /OV GCV/TM 1920/FL350/TP B737/TB SEV 350/RM ALT CHANGE +150FT -200FT AWC-WEB:KZHU,SEV 350,200807221950-KWBC-UBAL90-PIREP,35000.0,31.1,-88.49,2008-07-22 19:20:00+00:00,5.0,1,M,"('KMOB', 'KLIX', 'KEVX', 'KDGX', 'KHDC')","['s3://unidata-nexrad-level2/2008/07/22/KMOB/KMOB20080722_191715_V03.gz', 's3://unidata-nexrad-level2/2008/07/22/KLIX/KLIX20080722_191819_V04.gz', 's3://unidata-nexrad-level2/2008/07/22/KEVX/KEVX20080722_191446_V03.gz', 's3://unidata-nexrad-level2/2008/07/22/KDGX/KDGX20080722_191548_V03.gz']"
F,DH8B,DEN UA /OV DEN045008 /TM 2254 /FL080 /TP DH8B /TB LGT-MOD,LGT-MOD,200807082300-KWBC-UBCO90-PIREP,8000.0,39.90428854091908,-104.53725591860956,2008-07-08 22:54:00+00:00,2.0,1,M,"('KFTG', 'KCYS', 'KPUX', 'KGLD', 'KGJX')","['s3://unidata-nexrad-level2/2008/07/08/KFTG/KFTG20080708_224959_V03.gz', 's3://unidata-nexrad-level2/2008/07/08/KCYS/KCYS20080708_224958_V04.gz', 's3://unidata-nexrad-level2/2008/07/08/KPUX/KPUX20080708_225010_V03.gz', 's3://unidata-nexrad-level2/2008/07/08/KGLD/KGLD20080708_225238_V03.gz', 's3://unidata-nexrad-level2/2008/07/08/KGJX/KGJX20080708_225311_V03.gz']"
F,B737,PEO UA /OV GEE170015 /TM 1820 /FL330 /TP B737 /TB MOD,MOD,,33000.0,42.58377811937,-77.67080024619781,2008-07-30 18:20:00+00:00,3.0,1,M,"('KBUF', 'KCCX', 'KBGM', 'KTYX', 'KPBZ')","['s3://unidata-nexrad-level2/2008/07/30/KBUF/KBUF20080730_181637_V03.gz', 's3://unidata-nexrad-level2/2008/07/30/KCCX/KCCX20080730_180853_V04.gz', 's3://unidata-nexrad-level2/2008/07/30/KBGM/KBGM20080730_181812_V04.gz', 's3://unidata-nexrad-level2/2008/07/30/KTYX/KTYX20080730_175501_V04.gz', 's3://unidata-nexrad-level2/2008/07/30/KPBZ/KPBZ20080730_181636.gz']"
F,B752,CMH UA /OV CMH/TM 1106/FL330/TP B752/TB MOD CHOP,MOD CHOP,,33000.0,39.99139,-82.88083,2008-07-03 11:06:00+00:00,3.0,0,M,"('KILN', 'KPBZ', 'KCLE', 'KJKL', 'KRLX')","['s3://unidata-nexrad-level2/2008/07/03/KILN/KILN20080703_110227_V03.gz', 's3://unidata-nexrad-level2/2008/07/03/KPBZ/KPBZ20080703_110534.gz', 's3://unidata-nexrad-level2/2008/07/03/KCLE/KCLE20080703_110501_V03.gz', 's3://unidata-nexrad-level2/2008/07/03/KJKL/KJKL20080703_110404_V03.gz', 's3://unidata-nexrad-level2/2008/07/03/KRLX/KRLX20080703_110245.gz']"
T,MD82,MEI UUA /OV MEI060060/TM 2215/FL340/TP MD82/TB SEV/RM ZME,SEV,,34000.0,32.8347905000405,-87.72602914484666,2008-07-10 22:15:00+00:00,5.0,1,M,"('KBMX', 'KGWX', 'KMOB', 'KMXX', 'KHTX')","['s3://unidata-nexrad-level2/2008/07/10/KBMX/KBMX20080710_221404_V03.gz', 's3://unidata-nexrad-level2/2008/07/10/KGWX/KGWX20080710_221311_V04.gz', 's3://unidata-nexrad-level2/2008/07/10/KMOB/KMOB20080710_220925_V02.gz', 's3://unidata-nexrad-level2/2008/07/10/KHTX/KHTX20080710_221219_V03.gz']"
