label,issue,expire,fl_low,fl_high,polygon
FOXTROT 5,2015-01-01 01:45:00+00:00,2015-01-01 05:45:00+00:00,0.0,42000.0,"POLYGON ((-41.3 37.3, -43 35.3, -49.3 34, -47.3 36.3, -41.3 37.3))"
XRAY 1,2015-01-01 01:45:00+00:00,2015-01-01 05:45:00+00:00,0.0,39000.0,"POLYGON ((-146.45 30, -145.3 27.45, -149.45 30, -146.45 30))"
FOXTROT 6,2015-01-01 03:45:00+00:00,2015-01-01 07:45:00+00:00,0.0,44000.0,"POLYGON ((-40 38, -40 36, -46.3 35.3, -40 38))"
XRAY 2,2015-01-01 05:44:00+00:00,2015-01-01 09:45:00+00:00,0.0,36000.0,"POLYGON ((-149.2 30, -146.1 30, -144.4 26.4, -147.1 25.5, -149.2 30))"
FOXTROT 8,2015-01-01 05:45:00+00:00,2015-01-01 09:45:00+00:00,0.0,45000.0,"POLYGON ((-40.15 38, -40 36, -46.3 35.3, -40.15 38))"
FOXTROT 7,2015-01-01 07:45:00+00:00,2015-01-01 11:45:00+00:00,0.0,42000.0,"POLYGON ((-40.15 38, -40 35.45, -46 35.3, -40.15 38))"
YANKEE 1,2015-01-01 08:15:00+00:00,2015-01-01 12:15:00+00:00,0.0,30000.0,"POLYGON ((-160.3 23.4, -158.3 23.3, -160.3 21, -163 21, -160.3 23.4))"
1C,2015-01-01 08:55:00+00:00,2015-01-01 10:55:00+00:00,0.0,35000.0,"POLYGON ((-99.2547234101422 29.457037470273736, -99.19780072742695 29.26530899509986, -100.55184715112416 28.863303216417645, -100.60876983383942 29.05503169159152, -99.2547234101422 29.457037470273736))"
XRAY 3,2015-01-01 09:44:00+00:00,2015-01-01 13:45:00+00:00,0.0,36000.0,"POLYGON ((-145.1 30, -144.1 28.1, -146.4 25.3, -147.5 30, -145.1 30))"
2C,2015-01-01 09:55:00+00:00,2015-01-01 11:55:00+00:00,0.0,34000.0,"POLYGON ((-98.55191688468558 29.869498741402886, -98.49556050930626 29.677603043290333, -99.91245192646656 29.261487073194978, -99.96880830184588 29.45338277130753, -98.55191688468558 29.869498741402886))"
3C,2015-01-01 10:55:00+00:00,2015-01-01 12:55:00+00:00,0.0,35000.0,"POLYGON ((-97.41652465884506 30.52624419076985, -97.33364979548769 30.344222881513225, -99.0838993680883 29.54732885430848, -99.16677423144567 29.729350163565105, -97.41652465884506 30.52624419076985))"
FOXTROT 8,2015-01-01 11:45:00+00:00,2015-01-01 15:45:00+00:00,0.0,45000.0,"POLYGON ((-40.15 38, -40 36, -46.3 35.3, -40.15 38))"
4C,2015-01-01 11:55:00+00:00,2015-01-01 13:55:00+00:00,0.0,34000.0,"POLYGON ((-97.10512459383268 30.636631430809892, -97.02434705430302 30.453669715941636, -98.41961123023516 29.837661021407662, -98.50038876976483 30.020622736275918, -97.10512459383268 30.636631430809892))"
5C,2015-01-01 13:55:00+00:00,2015-01-01 15:55:00+00:00,0.0,35000.0,"POLYGON ((-98.35676546519316 31.729543601365936, -98.22135274975163 31.58235869556118, -99.13017358364448 30.746227461217707, -99.26558629908601 30.893412367022464, -98.35676546519316 31.729543601365936))"
ZULU 1,2015-01-01 15:20:00+00:00,2015-01-01 19:20:00+00:00,0.0,56000.0,"POLYGON ((158.2 5.3, 160.1 3.5, 157.5 2, 156.3 3.4, 158.2 5.3))"
ZULU 2,2015-01-01 18:54:00+00:00,2015-01-01 22:55:00+00:00,0.0,55000.0,"POLYGON ((158.3 7, 161.3 4, 153.45 4.3, 158.3 7))"
NOVEMBER 1,2015-01-01 18:59:00+00:00,2015-01-01 23:00:00+00:00,0.0,45000.0,"POLYGON ((-144.3 27, -141.3 25.3, -151 19, -144.3 27))"
NOVEMBER 2,2015-01-01 22:29:00+00:00,2015-01-02 02:30:00+00:00,0.0,45000.0,"POLYGON ((-141.45 29.45, -140.3 26.15, -151.15 19.3, -141.45 29.45))"
1C,2015-01-02 00:55:00+00:00,2015-01-02 02:55:00+00:00,0.0,42000.0,"POLYGON ((-93.1761940668858 32.54710413625029, -92.23963506388766 31.79400226855091, -95.07723333736983 30.852825490043973, -94.95944219125946 31.364232696063272, -93.1761940668858 32.54710413625029))"
NOVEMBER 3,2015-01-02 01:49:00+00:00,2015-01-02 05:50:00+00:00,0.0,50000.0,"POLYGON ((-144.15 29.3, -140.45 25.45, -153 16.3, -144.15 29.3))"
2C,2015-01-02 01:55:00+00:00,2015-01-02 03:55:00+00:00,0.0,42000.0,"POLYGON ((-92.51277805892217 32.798678519623316, -91.13179596163505 32.19840184218151, -95.645785444445 30.574489178409628, -95.04965583786851 31.804825488468147, -92.51277805892217 32.798678519623316))"
3C,2015-01-02 02:55:00+00:00,2015-01-02 04:55:00+00:00,0.0,40000.0,"POLYGON ((-92.35719627724421 32.630251888252296, -91.84403262094654 32.11914957172451, -94.40819410809821 31.04897448894024, -94.48937682950178 31.885466954374493, -92.35719627724421 32.630251888252296))"
INDIA 1,2015-01-02 03:06:00+00:00,2015-01-02 07:05:00+00:00,,,"POLYGON ((172.04 55.15, 179.5 54.1, 179.17 51.1, 170.09 53, 172.04 55.15))"
4C,2015-01-02 03:55:00+00:00,2015-01-02 05:55:00+00:00,0.0,40000.0,"POLYGON ((-91.81231023017445 32.98090973809599, -91.74001902142996 31.90482411935296, -94.33116448556851 31.1594157937704, -94.75 32.08726208852722, -91.81231023017445 32.98090973809599))"
5C,2015-01-02 04:55:00+00:00,2015-01-02 06:55:00+00:00,0.0,40000.0,"POLYGON ((-90.84100256953744 32.98817263217928, -90.1 32.43, -93.81888681032521 31.475196610588036, -94.35582833007234 32.41938638276148, -90.84100256953744 32.98817263217928))"
NOVEMBER 4,2015-01-02 05:04:00+00:00,2015-01-02 09:05:00+00:00,0.0,46000.0,"POLYGON ((-144.01 27.36, -140.39 23.53, -151.01 12.07, -152.56 16.29, -144.01 27.36))"
6C,2015-01-02 05:55:00+00:00,2015-01-02 07:55:00+00:00,0.0,38000.0,"POLYGON ((-91.93881396190822 33.53405745010067, -91.79807675853958 32.3153142031313, -94.55424680044473 32.01915015599876, -91.93881396190822 33.53405745010067))"
7C,2015-01-02 05:55:00+00:00,2015-01-02 07:55:00+00:00,0.0,25000.0,"POLYGON ((-89.02964169373433 33.174999106714154, -88.96637563017089 32.98526928512254, -90.92476359199875 32.33223806295881, -90.9880296555622 32.52196788455042, -89.02964169373433 33.174999106714154))"
INDIA 2,2015-01-02 06:12:00+00:00,2015-01-02 10:05:00+00:00,,,"POLYGON ((168.32 53.26, 168.48 53.15, 178.46 50.39, -179.59 54.12, 171.48 55.4, 168.32 53.26))"
8C,2015-01-02 06:55:00+00:00,2015-01-02 08:55:00+00:00,0.0,40000.0,"POLYGON ((-90.66005935337041 33.55374664311755, -90.59309868850714 33.365289036847415, -94.03814191389476 32.14123451646868, -94.10510257875804 32.32969212273881, -90.66005935337041 33.55374664311755))"
9C,2015-01-02 07:55:00+00:00,2015-01-02 09:55:00+00:00,0.0,40000.0,"POLYGON ((-90.93754256324121 33.33528212796291, -90.89998055777528 33.1388410534765, -93.63247120158607 32.61635445658341, -93.670033207052 32.812795531069824, -90.93754256324121 33.33528212796291))"
INDIA 3,2015-01-02 07:58:00+00:00,2015-01-02 10:05:00+00:00,,,"POLYGON ((168.32 53.26, 168.48 53.15, 178.46 50.39, -179.59 54.12, 171.48 55.4, 168.32 53.26))"
NOVEMBER 5,2015-01-02 08:05:00+00:00,2015-01-02 12:05:00+00:00,0.0,46000.0,"POLYGON ((-145.34 28.31, -140.19 24.26, -151.01 12.07, -152.5 17.42, -145.34 28.31))"
10C,2015-01-02 08:55:00+00:00,2015-01-02 10:55:00+00:00,0.0,40000.0,"POLYGON ((-90.82687958126849 33.555197403665694, -90.77285266293617 33.36263288955286, -92.91057234829748 32.762862950680685, -92.96459926662979 32.955427464793516, -90.82687958126849 33.555197403665694))"
11C,2015-01-02 09:55:00+00:00,2015-01-02 11:55:00+00:00,0.0,38000.0,"POLYGON ((-90.82414113003819 33.55592403274717, -90.77559111416647 33.361906260471386, -92.23744056818536 32.99610052338768, -92.28599058405707 33.19011829566347, -90.82414113003819 33.55592403274717))"
INDIA 4,2015-01-02 09:56:00+00:00,2015-01-02 14:00:00+00:00,,,"POLYGON ((171.09 55.26, 176.54 58.39, -179.55 57.21, 177.57 55.55, 172.07 53.29, 171.09 55.26))"
JULIET 1,2015-01-02 10:24:00+00:00,2015-01-02 14:19:00+00:00,,,"POLYGON ((-174.49 57.09, -172.08 59.13, -167.52 55.57, -170.44 54.04, -174.49 57.09))"
GOLF 1,2015-01-02 11:30:00+00:00,2015-01-02 15:30:00+00:00,0.0,40000.0,"POLYGON ((-40.33363850302807 34.05606144008293, -49.033638503028065 29.906061440082926, -49.26636149697193 30.39393855991707, -40.566361496971936 34.543938559917066, -40.33363850302807 34.05606144008293))"
NOVEMBER 6,2015-01-02 11:45:00+00:00,2015-01-02 15:45:00+00:00,0.0,46000.0,"POLYGON ((-145.23 28.05, -141.29 24.56, -150.17 12.26, -151.47 18.1, -145.23 28.05))"
14C,2015-01-02 12:55:00+00:00,2015-01-02 14:55:00+00:00,0.0,40000.0,"POLYGON ((-88.87904013171683 33.79613482268741, -88.75457729661679 33.28530546197656, -89.96021030605753 33.34893956818601, -88.87904013171683 33.79613482268741))"
