label,issue,expire,fl_low,fl_high,polygon
ALFA 4,2015-05-01 00:15:00+00:00,2015-05-01 04:15:00+00:00,0.0,40000.0,"POLYGON ((-69 29.3, -67.3 27, -72 26.3, -69 29.3))"
MIKE 5,2015-05-01 00:15:00+00:00,2015-05-01 04:15:00+00:00,0.0,36000.0,"POLYGON ((-60 30, -54.3 30, -60 28, -60 30))"
2E,2015-05-01 00:55:00+00:00,2015-05-01 02:55:00+00:00,0.0,25000.0,"POLYGON ((-77.02425656172943 40.571141790949994, -76.82442478693639 40.562940462821814, -76.88008411260348 39.20675745709413, -77.07991588739652 39.21495878522231, -77.02425656172943 40.571141790949994))"
1E,2015-05-01 00:55:00+00:00,2015-05-01 02:55:00+00:00,0.0,20000.0,"POLYGON ((-83.78682344217759 37.41408802087048, -83.6617421076451 37.258028225434344, -84.68345034398978 36.43913294655946, -84.80853167852227 36.5951927419956, -83.78682344217759 37.41408802087048))"
3E,2015-05-01 00:55:00+00:00,2015-05-01 02:55:00+00:00,0.0,23000.0,"POLYGON ((-77.97227770808365 35.92052203147495, -77.80371306849298 35.81288392354069, -78.5972818262285 34.57013045819927, -78.76584646581917 34.67776856613354, -77.97227770808365 35.92052203147495))"
2C,2015-05-01 00:55:00+00:00,2015-05-01 02:55:00+00:00,0.0,33000.0,"POLYGON ((-100.18647253024085 42.75400463002411, -100.07160400523898 42.59028162625282, -101.51355697015987 41.578603325786844, -101.62842549516174 41.74232632955814, -100.18647253024085 42.75400463002411))"
1C,2015-05-01 00:55:00+00:00,2015-05-01 02:55:00+00:00,0.0,40000.0,"POLYGON ((-103.77481632343502 41.355356633093585, -102.44072215861605 40.689830059060625, -103.70302209131445 39.992847152478575, -105.0617886888414 40.675365542371104, -103.77481632343502 41.355356633093585))"
3C,2015-05-01 00:55:00+00:00,2015-05-01 02:55:00+00:00,0.0,36000.0,"POLYGON ((-105.02506109952874 42.70111697496717, -105.11174011300854 41.824317088729245, -106.29383324238286 40.197292037902436, -106.9555050190518 41.71541548608721, -105.02506109952874 42.70111697496717))"
1W,2015-05-01 00:55:00+00:00,2015-05-01 02:55:00+00:00,0.0,33000.0,"POLYGON ((-115.09846229451551 39.76085145483954, -115.44425059034401 39.10748755471785, -117.77 38.83184477868197, -117.49747774474108 39.49261588178384, -115.09846229451551 39.76085145483954))"
4E,2015-05-01 01:55:00+00:00,2015-05-01 03:55:00+00:00,0.0,20000.0,"POLYGON ((-77.88893849546344 35.568840665612264, -77.70145061093646 35.49921097973333, -78.1002419038176 34.42540840650233, -78.28772978834458 34.495038092381265, -77.88893849546344 35.568840665612264))"
