URGENT,AIRCRAFT,REPORT,TURBULENCE,PRODUCT_ID,FL,LAT,LON,datetime,turbulence_intensity,Plane Weight,nexrad_sites,aws_files
T,C172,BCT UUA /OV KBCT360008/TM 1617/FL030/TP C172/TB SEV TB/RM NO INJURIES NO DAMAGE,SEV TB,202512011600-KMSC-UBUS01-PIREP,3000.0,26.51334413334413,-80.11,2025-12-01 16:17:00,5.0,L,"('KAMX', 'KAMX', 'KMLB', 'KTBW', 'KBYX')","['s3://unidata-nexrad-level2/2025/12/01/KAMX/KAMX20251201_161306_V06', 's3://unidata-nexrad-level2/2025/12/01/KAMX/KAMX20251201_161306_V06', 's3://unidata-nexrad-level2/2025/12/01/KMLB/KMLB20251201_161340_V06', 's3://unidata-nexrad-level2/2025/12/01/KTBW/KTBW20251201_161512_V06', 's3://unidata-nexrad-level2/2025/12/01/KBYX/KBYX20251201_161542_V06']"
T,B737,GLS UUA /OV KVUH130080/TM 1711/FL330/TP B737/TB SEV/RM +-50FT ZHU,SEV,202512011700-KMSC-UBUS01-PIREP,33000.0,28.41288043262001,-93.69902030367926,2025-12-01 17:11:00,5.0,M,"('KHGX', 'KLCH', 'KPOE', 'KCRP', 'KHDC')","['s3://unidata-nexrad-level2/2025/12/01/KHGX/KHGX20251201_170823_V06', 's3://unidata-nexrad-level2/2025/12/01/KLCH/KLCH20251201_170820_V06', 's3://unidata-nexrad-level2/2025/12/01/KPOE/KPOE20251201_170717_V06', 's3://unidata-nexrad-level2/2025/12/01/KCRP/KCRP20251201_170830_V06', 's3://unidata-nexrad-level2/2025/12/01/KHDC/KHDC20251201_170945_V06']"
F,A35K,UUA /OV 51N040W /TM 0649 /FL400 /TP A35K /TB SEV /RM EB ACFT DES F390 AND DEV 5 NM R OF TR DUE TURB SEV,SEV,202512020709-CYQX-UACN01-PIREP,40000.0,51.0,-40.0,2025-12-02 06:49:00,5.0,U,"('LPLA', 'KCBW', 'KGYX', 'KBOX', 'KCXX')","['s3://unidata-nexrad-level2/2025/12/02/KCBW/KCBW20251202_064720_V06', 's3://unidata-nexrad-level2/2025/12/02/KGYX/KGYX20251202_064329_V06', 's3://unidata-nexrad-level2/2025/12/02/KBOX/KBOX20251202_064245_V06', 's3://unidata-nexrad-level2/2025/12/02/KCXX/KCXX20251202_064409_V06']"
T,B738,CHS UUA /OV CHS340050/TM 0714/FL370/TP B738/TB SEV CAT,SEV CAT,202512020700-KMSC-UBUS01-PIREP,37000.0,33.68174061330359,-80.37998144741202,2025-12-02 07:14:00,5.0,M,"('KCLX', 'KCAE', 'KGSP', 'KLTX', 'KJGX')","['s3://unidata-nexrad-level2/2025/12/02/KCLX/KCLX20251202_071356_V06', 's3://unidata-nexrad-level2/2025/12/02/KCAE/KCAE20251202_070832_V06', 's3://unidata-nexrad-level2/2025/12/02/KGSP/KGSP20251202_070957_V06', 's3://unidata-nexrad-level2/2025/12/02/KLTX/KLTX20251202_071224_V06', 's3://unidata-nexrad-level2/2025/12/02/KJGX/KJGX20251202_071201_V06']"
T,B763,ILM UUA /OV ILM180090/TM 1001/FL360/TP B763/TB SEV CAT,SEV CAT,202512021000-KMSC-UBUS01-PIREP,36000.0,32.7698784998785,-77.9,2025-12-02 10:01:00,5.0,H,"('KLTX', 'KCLX', 'KMHX', 'KCAE', 'KRAX')","['s3://unidata-nexrad-level2/2025/12/02/KLTX/KLTX20251202_095724_V06', 's3://unidata-nexrad-level2/2025/12/02/KCLX/KCLX20251202_095751_V06', 's3://unidata-nexrad-level2/2025/12/02/KMHX/KMHX20251202_100017_V06', 's3://unidata-nexrad-level2/2025/12/02/KCAE/KCAE20251202_095616_V06', 's3://unidata-nexrad-level2/2025/12/02/KRAX/KRAX20251202_095630_V06']"
F,B77W,UUA /OV 60N030W /TM 1527 /FL350 /TP B77W /TB SEV,SEV,202512021530-CYQX-UACN01-PIREP,35000.0,60.0,-30.0,2025-12-02 15:27:00,5.0,U,"('LPLA', 'KCBW', 'KGYX', 'KBOX', 'KCXX')","['s3://unidata-nexrad-level2/2025/12/02/KCBW/KCBW20251202_152201_V06', 's3://unidata-nexrad-level2/2025/12/02/KGYX/KGYX20251202_152357_V06', 's3://unidata-nexrad-level2/2025/12/02/KBOX/KBOX20251202_152336_V06', 's3://unidata-nexrad-level2/2025/12/02/KCXX/KCXX20251202_152453_V06']"
T,GL5T,EEO UUA /OV EKR075110/TM 1639/FL460/TP GL5T/TB SEV/RM SEV MTN WAVE 445-465-NO INJURIES/DAMAGE ZDVWC-14,SEV,202512021600-KMSC-UBUS01-PIREP,46000.0,40.544540017354585,-105.60573976002222,2025-12-02 16:39:00,5.0,U,"('KCYS', 'KFTG', 'KPUX', 'KGJX', 'KRIW')","['s3://unidata-nexrad-level2/2025/12/02/KCYS/KCYS20251202_162938_V06', 's3://unidata-nexrad-level2/2025/12/02/KFTG/KFTG20251202_163417_V06', 's3://unidata-nexrad-level2/2025/12/02/KPUX/KPUX20251202_163240_V06', 's3://unidata-nexrad-level2/2025/12/02/KGJX/KGJX20251202_163447_V06', 's3://unidata-nexrad-level2/2025/12/02/KRIW/KRIW20251202_163151_V06']"
T,DA62,CNM UUA /OV CNM240020/TM 1838/FL100/TP DA62/TB SEV/RM +1000FT - ZAB/FDCS,SEV,202512021800-KMSC-UBUS01-PIREP,10000.0,32.17078983331984,-104.60497055374005,2025-12-02 18:38:00,5.0,U,"('KHDX', 'KEPZ', 'KMAF', 'KFDX', 'KLBB')","['s3://unidata-nexrad-level2/2025/12/02/KHDX/KHDX20251202_183654_V06', 's3://unidata-nexrad-level2/2025/12/02/KEPZ/KEPZ20251202_183347_V06', 's3://unidata-nexrad-level2/2025/12/02/KFDX/KFDX20251202_180824_V06', 's3://unidata-nexrad-level2/2025/12/02/KLBB/KLBB20251202_183744_V06']"
T,E50P,TTN UUA /OV RBV122036/TM 2006/FL040/TP E50P/TB EXTRM,EXTRM,202512022000-KMSC-UBUS01-PIREP,4000.0,39.88202268735808,-73.8337618241061,2025-12-02 20:06:00,7.0,U,"('KDIX', 'KOKX', 'KDOX', 'KENX', 'KBGM')","['s3://unidata-nexrad-level2/2025/12/02/KDIX/KDIX20251202_200120_V06', 's3://unidata-nexrad-level2/2025/12/02/KOKX/KOKX20251202_195952_V06', 's3://unidata-nexrad-level2/2025/12/02/KDOX/KDOX20251202_200150_V06', 's3://unidata-nexrad-level2/2025/12/02/KENX/KENX20251202_200506_V06', 's3://unidata-nexrad-level2/2025/12/02/KBGM/KBGM20251202_200241_V06']"
T,C172,MRI UUA /OV OVR MOOSERUN/TM 2328/FL020/TP C172/TB SEV/RM 016-020,SEV,202512022300-KMSC-UBUS01-PIREP,2000.0,41.17,-95.74,2025-12-02 23:28:00,5.0,L,"('KOAX', 'KDMX', 'KTWX', 'KFSD', 'KEAX')","['s3://unidata-nexrad-level2/2025/12/02/KOAX/KOAX20251202_232507_V06', 's3://unidata-nexrad-level2/2025/12/02/KDMX/KDMX20251202_232524_V06', 's3://unidata-nexrad-level2/2025/12/02/KTWX/KTWX20251202_232713_V06', 's3://unidata-nexrad-level2/2025/12/02/KFSD/KFSD20251202_232217_V06', 's3://unidata-nexrad-level2/2025/12/02/KEAX/KEAX20251202_232641_V06']"
