URGENT,AIRCRAFT,REPORT,TURBULENCE,PRODUCT_ID,FL,LAT,LON,datetime,turbulence_intensity,Plane Weight
T,B772,GTF UUA /OV GTF 090060/TM 1949/FL370/TP B772/TB SEV/ZLC,SEV,,37000.0,47.4733,-109.90264514308431,2010-01-15 19:49:00,5.0,H
T,A343,HLN UUA /OV HLN 270020/TM 0251/FL350/TP A343/TB SEV/RM ZLC,SEV,,35000.0,46.6056,-112.44882901070936,2010-01-16 02:51:00,5.0,H
T,B772,NSI UUA /OV SXC235055 /TM 0720 /FL280 /TP B772 /TB SEV /RM SEV TB FL240-FL280,SEV,201001130700-KMSC-UBUS01-PIREP,28000.0,32.85417901191855,-119.31929850812575,2010-01-13 07:20:00,5.0,H
F,C310,OGA UA /OV ATY-AIA132039 /TM 1926 /FL100 /TP C310 /TA M05 /TB NEG /RM ATY-PSN OVC ABV BUT NOW SKC ABV,NEG,,10000.0,41.11947,-101.76969,2010-01-05 19:26:00,0.0,L
T,C25A,TPA UUA /OV PIE020010 /TM 0000 /FL080 /TP C25A /TB SEV /RM ZCJ,SEV,,8000.0,28.06662812266072,-82.6229082764808,2010-01-17 00:00:00,5.0,L
T,C56X,MCE UUA /OV HYP 325017/TM 0151/FL310/TP C56X/TB SEV/RM ZOA CWSU,SEV,201001300200-KWBC-UBCA91-PIREP,31000.0,37.45211187877343,-120.60409725628104,2010-01-30 01:51:00,5.0,M
F,A343,ORF UA /OV 3653N 04324W/TM 0034/FL370/TP A343/TB MDT - SEV,MDT - SEV,,37000.0,36.8833,-43.4,2010-01-28 00:34:00,5.0,H
T,BE35,ROA UUA /OV ROA135020 /TM 1759 /FL065 /TP BE35 /TB SEV,SEV,,6500.0,37.081518807702295,-79.67728284550827,2010-01-02 17:59:00,5.0,L
F,B763,MYNN UA /OV ZFP360050/TM 2055/FL370/TP B763/TB MOD/RM CWSU ZMA,MOD,,37000.0,27.333400833400837,-78.78,2010-01-11 20:55:00,3.0,H
F,CRJ,DCA UA /OV BRV200020/TM 1748/FL100/TP CRJ/TB SEV,SEV,,10000.0,38.02674375467857,-77.49536481805177,2010-01-30 17:48:00,5.0,M
F,DV20,UA /OV CYYC 247040 /TM 1701 /FL105 /TP DV20 /TB MDT-SEV,MDT-SEV,,10500.0,50.85338148150511,-114.9978917604629,2010-01-17 17:01:00,5.0,L
T,C182,40J UUA /OV CTY315055 /TM 0250 /FL070 /TP C182 /TB SEV,SEV,201001170300-KMSC-UBUS01-PIREP,7000.0,30.248233718818675,-83.79552903855063,2010-01-17 02:50:00,5.0,L
F,B737,ABY UA /OV MCN190045/TM 1337/FL360/TP B737/TB CONT LT OCNL MOD CHOP/RM AWC-WEB:SWA,CONT LT OCNL MOD CHOP,201001211345-KWBC-UBGA90-PIREP,36000.0,31.951334358110017,-83.80475986154993,2010-01-21 13:37:00,3.0,M
T,C560,ILG UUA /OV DQO/TM 0041/FL230/TP C560/TB SEV,SEV,,23000.0,39.68,-75.61,2010-01-18 00:41:00,5.0,M
F,B737,PDX UA /OV BTG080050/TM 2300/FL310/TP B737/TB CONT LGT OCNL MODCHOP/RM ..ZSE,CONT LGT OCNL MODCHOP,,31000.0,45.89471853598616,-121.41380220233135,2010-01-21 23:00:00,1.0,M
F,NUMRS,STL UA /OV STL/TM 2031/FL360/TP NUMRS/TB MOD CHOP/RM CWSU ZKC.,MOD CHOP,201001202000-KMSC-UBUS01-PIREP,36000.0,38.86,-90.48,2010-01-20 20:31:00,3.0,U
F,C172,ONT UA /OV BNG-ONT /TM 2339 /FL065 /TP C172 /TB NEG 055-065,NEG 055-065,,6500.0,33.988,-117.225595,2010-01-02 23:39:00,0.0,L
F,BE40,FHU UA /OV AVQ-TUS090050 /TM 1840 /FL220 /TP BE40 /SK OVC010-TOP220 /TA 05 /TB LGT CHOP /IC LGT 020 /RM DURC AVQ / TOPS RAGGED,LGT CHOP,,22000.0,31.58833,-110.34417,2010-01-28 18:40:00,1.0,M
F,DH8D,SEA UA /OV SEA072070/TM 0515/FL250/TP DH8D/TB CONT LGT CHOP/RM ..ZSE,CONT LGT CHOP,201001140525-KWBC-UBWA90-PIREP,25000.0,47.80054902890594,-120.66937566734852,2010-01-14 05:15:00,1.0,M
F,DV20,UA /OV YYC 247040 /TM 1701 /FL105 /TP DV20 /TB MDT-SEV,MDT-SEV,,10500.0,50.85338148150511,-114.9978917604629,2010-01-17 17:01:00,5.0,L
T,A320,ORF UUA /OV 3522N 06917W/TM 1655/FL330/TP A320/TB SEV,SEV,,33000.0,35.3666,-69.2833,2010-01-01 16:55:00,5.0,M
