URGENT,AIRCRAFT,REPORT,TURBULENCE,PRODUCT_ID,FL,LAT,LON,datetime,turbulence_intensity,Plane Weight
T,P28A,XSA UUA /OV XSA360010 /TM 1539 /FL035 /TP P28A /TB SEV,SEV,,3500.0,38.02629126668017,-76.8941111,2010-02-28 15:39:00,5.0,L
F,C172,MOD UA /OV MOD120006 /TM 0015 /FL045 /TP C172 /WX FV30SM /TA 08 /TB NEG /RM HZ TOP 030 IN VALLEY,NEG,,4500.0,37.57581594999595,-120.84506651752292,2010-02-12 00:15:00,0.0,L
T,E170,EKN UUA /OV BLF/TM 0010/FL250/TP E170/TB SEV CAT FROM FL250-240,SEV CAT FROM FL250-240,,25000.0,37.2958,-81.2077,2010-02-06 00:10:00,5.0,U
F,COL4,MLB UA /OV PHK360064 /TM 0006 /FL060 /TP COL4 /SK SKC /TA 13 /WV 29636KT /TB NEG /RM SMTH,NEG,,6000.0,27.846753066753067,-80.69,2010-02-07 00:06:00,0.0,U
T,C172,AVL UUA /OV SUG /TM 1500 /FL050 /TP C172 /TB SEV,SEV,,5000.0,35.41,-82.27,2010-02-13 15:00:00,5.0,L
T,C560,PTW UUA /OV PTW /TM 1915/FL260/TP C560/TB SEV CAT 260/RM PTW,SEV CAT 260,,26000.0,40.23833,-75.55722,2010-02-12 19:15:00,5.0,M
F,A321,AKH UA /OV CLT315010 /TM 2307 /FL080 /TP A321 /TB CONT LGT CHOP,CONT LGT CHOP,,8000.0,35.34041067614885,-81.09858479970596,2010-02-06 23:07:00,1.0,M
T,BE58,FQD UUA /OV SUG050020 /TM 1510 /FL090 /TP BE58 /TB SEV /RM UDDF +/- 250FT,SEV,,9000.0,35.62427989184499,-81.95667426810083,2010-02-13 15:10:00,5.0,L
F,E45X,CID UA /OV CID /TM 1513 /FL260 /TP E45X /TB CONT MOD CHOP,CONT MOD CHOP,,26000.0,41.882899,-91.724588,2010-02-05 15:13:00,3.0,M
T,A25B,PIE UUA /OV PIE250090/TM 0020/FL320/TP A25B/TB SEV/RM CWSU ZMA,SEV,201002220050-KWBC-UBFL90-PIREP,32000.0,27.396928229522526,-84.27520053293195,2010-02-22 00:20:00,5.0,U
T,A332,TVC UUA /OV TVC210040/TM 1724/FL400/TP A332/TB OCNL SEV/RM FL400-380,OCNL SEV,,40000.0,44.1642429653918,-86.05169115986422,2010-02-04 17:24:00,5.0,H
F,B737,CDV UA /OV CDV /TM 2149 /FL000 /TP B737 /TB LGT CHOP /RM DURD BAGOOD,LGT CHOP,,0.0,60.49,-145.47,2010-02-05 21:49:00,1.0,M
T,B737,TYR UUA /OV LOA360040/TM 1530/FL360/TP B737/TB SEV 360/RM FM ZHU AWC-WEB:KZHU,SEV 360,201002091605-KWBC-UBTX91-PIREP,36000.0,31.78672066672067,-95.97,2010-02-09 15:30:00,5.0,M
T,A319,BNA UUA /OV BNA 050040/TM 1320/FL370/TP A319/TB SEV/RM ZME,SEV,,37000.0,36.54744978368999,-86.05690897933387,2010-02-11 13:20:00,5.0,M
T,G70,MCN UUA /OV OTK 270020/TM 1734/FL350/TP G70/TB SEV BTN FL340-FL350/RMZJX,SEV BTN FL340-FL350,,35000.0,30.78,-83.66801695166093,2010-02-22 17:34:00,5.0,U
T,GLF4,PBI UUA /OV PBI350020/TM 0142/FL220/TP GLF4/TB EXTRM/RM CWSU ZMA,EXTRM,,22000.0,27.01299584083999,-80.1641878851958,2010-02-06 01:42:00,7.0,M
F,LJ60,LAF UA /OV OKK270025 /TM 2037 /FL430 /TP LJ60 /TA M52 /WV 20577KT /TB NEG,NEG,,43000.0,40.52818,-86.60721765880504,2010-02-05 20:37:00,0.0,M
F,LJ45,WMC UA /OV WMC/TM 2330/FL450/TP LJ45/TB MOD CHOP450-440/RM SMOOTH ATFL430 ZLC,MOD CHOP450-440,,45000.0,40.90194,-117.80722,2010-02-12 23:30:00,3.0,M
