Radar,Reflectivity,Longitude,Latitude,Altitude,Ray,Gate
KJGX,16.5,-83.20466397726717,32.55559287941268,371.0,466,68
KJGX,12.0,-83.20275594450293,32.55402200090177,373.0,466,69
KJGX,18.5,-83.19894007934448,32.55088015742936,379.0,466,71
KJGX,12.0,-83.14352326777232,32.50221028975498,463.0,467,101
KJGX,10.5,-83.21773918794678,32.560475575327494,357.0,469,63
KJGX,12.0,-83.23184069672449,32.57087787355748,339.0,470,56
KJGX,13.0,-83.22999813104636,32.56925215482222,342.0,470,57
KJGX,16.5,-83.23156113840464,32.564956198367554,344.0,473,58
KJGX,10.5,-83.22797872896864,32.56162440956186,349.0,473,60
KJGX,13.0,-83.04206612651618,32.38823854805101,661.0,473,164
KJGX,13.0,-83.0402820329768,32.38657010548226,664.0,473,165
KJGX,13.5,-83.23271246704313,32.564084536908716,344.0,474,58
KJGX,14.5,-83.22916467482568,32.56072656670182,349.0,474,60
KJGX,15.5,-83.23385995406609,32.563230802533376,344.0,475,58
KJGX,11.5,-83.23034666226611,32.559847189639655,349.0,475,60
KJGX,12.0,-83.03856488722852,32.35812074424208,699.0,478,175
KJGX,11.0,-83.17877983803774,32.47395818016802,466.0,486,102
KJGX,15.5,-83.19162779972399,32.485560734701814,445.0,487,95
KJGX,10.5,-83.12109065842272,32.40100226883596,586.0,487,141
KJGX,17.0,-83.19663304767913,32.48809688109666,440.0,488,93
KJGX,10.5,-83.19360123239059,32.4843988295456,445.0,488,95
KJGX,11.5,-83.2138388382639,32.502698892660945,414.0,490,84
KJGX,18.5,-83.21088279308779,32.49895720017571,420.0,490,86
KJGX,19.5,-81.3716861644712,30.0966933505299,10007.0,490,1364
KJGX,18.0,-81.37028455598762,30.094805790880496,10019.0,490,1365
KJGX,16.5,-81.36888317658932,30.092918452806828,10031.0,490,1366
KJGX,13.5,-81.36748220180787,30.091031572768234,10043.0,490,1367
KJGX,15.5,-81.31847682072812,30.02497479929418,10475.0,490,1402
KJGX,11.0,-81.31707794278137,30.023087621832886,10488.0,490,1403
KJGX,14.0,-83.21563425173582,32.50169944716618,414.0,491,84
KJGX,16.5,-83.21271698166782,32.49793618845841,420.0,491,86
KJGX,11.0,-83.27218001127491,32.572605050479794,313.0,492,46
KJGX,11.0,-83.22896460073146,32.51584592720653,392.0,492,76
KJGX,13.0,-83.29174360643944,32.59675707265782,281.0,493,33
KJGX,11.0,-83.26046343012662,32.55490685571475,336.0,493,55
KJGX,15.5,-81.63670820999786,30.27138579774962,8596.0,494,1244
KJGX,10.5,-81.63537549089456,30.269459373064134,8608.0,494,1245
KJGX,17.0,-81.66142847269566,30.258752892747314,8596.0,495,1244
KJGX,11.5,-83.18645306490167,32.437671681140095,501.0,497,114
KJGX,11.5,-83.18110053731482,32.42989663611115,513.0,497,118
KJGX,12.5,-83.14024525785051,32.35129164540158,634.0,500,156
KJGX,10.5,-83.181283359819,32.40921921888958,538.0,501,126
KJGX,11.5,-83.1436050750392,32.3497574887441,634.0,501,156
KJGX,10.5,-83.141094980259,32.34579302067175,641.0,501,158
KJGX,11.0,-83.31058530479022,32.608422035018684,262.0,504,25
KJGX,12.5,-83.22599927520956,32.38981681266382,541.0,517,127
KJGX,14.5,-83.22894182047962,32.388915860874235,541.0,518,127
KJGX,13.0,-83.3220948351804,32.60436007096712,262.0,520,25
KJGX,10.5,-82.54998020535014,30.376291067036778,6629.0,524,1059
KJGX,11.0,-82.54924861381565,30.374136395003976,6639.0,524,1060
KJGX,14.0,-83.25492804497352,32.36802039831026,559.0,528,133
KJGX,12.0,-83.210354591624,32.189741738940505,839.0,530,214
KJGX,10.5,-83.20972668409205,32.187557533109896,843.0,530,215
KJGX,13.5,-83.29399339057407,32.45487769377753,436.0,533,92
KJGX,11.5,-83.22874095255672,32.20000617498791,817.0,533,208
KJGX,11.0,-83.33598649767346,32.612839006170844,251.0,535,20
KJGX,13.0,-83.32918199759764,32.57959985453941,286.0,536,35
KJGX,11.5,-83.32818781171599,32.57518224407117,291.0,536,37
KJGX,12.5,-83.33729409656502,32.612630015203194,251.0,537,20
KJGX,11.5,-82.98601449816458,30.85118275542085,4418.0,538,815
KJGX,12.5,-83.33431103699168,32.590251509078556,274.0,539,30
KJGX,12.0,-83.3338823964972,32.58803253366527,277.0,539,31
KJGX,14.0,-83.3334537755511,32.58581354812845,279.0,539,32
KJGX,10.5,-83.29240586997739,32.37279107423762,544.0,539,128
KJGX,12.0,-83.33560198331836,32.59235548441426,271.0,540,29
KJGX,15.0,-83.33519629414502,32.59013344679499,274.0,540,30
KJGX,10.5,-83.33723534843611,32.5966961439904,267.0,541,27
KJGX,13.5,-83.33685275099292,32.59447119840851,270.0,541,28
KJGX,12.0,-83.33647017105395,32.59224624297547,271.0,541,29
KJGX,14.5,-83.33608761160573,32.59002129507485,274.0,541,30
KJGX,11.0,-83.28085621358498,32.21069197775713,787.0,543,200
KJGX,10.5,-83.34282214154656,32.618750605895656,244.0,544,17
KJGX,13.0,-83.3317679521556,32.459329722805826,425.0,549,88
KJGX,20.0,-83.10651816805691,29.43124972489407,10942.0,550,1439
KJGX,17.0,-83.10635522820783,29.429011816711274,10955.0,550,1440
KJGX,15.5,-83.3459123122419,32.58922540245793,274.0,552,30
KJGX,14.0,-83.34612853698373,32.37558168767635,535.0,556,125
KJGX,11.0,-83.35040520220807,32.59362340136372,270.0,557,28
KJGX,11.5,-83.35038194410905,32.58912708860818,274.0,557,30
KJGX,10.5,-83.35002174453776,32.519434815594636,352.0,557,61
KJGX,11.5,-83.34927989240624,32.37555835350122,535.0,557,125
KJGX,14.5,-83.35125495404193,32.59362340136372,270.0,558,28
KJGX,13.5,-83.35126658340587,32.59137524059531,271.0,558,29
KJGX,12.5,-83.35127821214095,32.58912708860818,274.0,558,30
KJGX,13.0,-83.44399635126325,28.952347400183108,13794.0,560,1650
KJGX,16.0,-83.4440503175952,28.95010689968978,13808.0,560,1651
KJGX,11.0,-83.3617950468015,32.37344881910019,538.0,561,126
KJGX,11.0,-83.36498649181823,32.3712933673651,541.0,562,127
KJGX,18.0,-83.36519471767501,32.366800725215725,547.0,562,129
KJGX,11.0,-83.36803723204636,32.37365571399243,538.0,563,126
KJGX,12.5,-83.36816472789079,32.37141027041546,541.0,563,127
KJGX,15.0,-83.36841970256842,32.36691934778727,547.0,563,129
KJGX,15.5,-83.62439549631603,29.019529592671415,13410.0,565,1623
KJGX,19.5,-83.62455665586717,29.017293311805407,13425.0,565,1624
KJGX,25.5,-83.36481092530082,32.58312765918999,281.0,572,33
KJGX,22.0,-83.36548396311545,32.5786672214644,286.0,572,35
KJGX,12.0,-83.43898961974155,32.35944707526861,569.0,584,136
KJGX,13.0,-83.38671126539428,32.6018113251806,267.0,602,27
KJGX,12.0,-83.46236653822267,32.523645515784615,379.0,621,71
KJGX,12.5,-83.4639445665971,32.524474945806375,379.0,622,71
KJGX,10.5,-83.4345695159616,32.57003862595708,318.0,625,48
KJGX,17.0,-83.4375300722309,32.56629808506793,323.0,625,50
KJGX,11.0,-83.46989194737752,32.53874564684944,368.0,630,67
KJGX,10.5,-83.38996532851891,32.631543148427674,241.0,631,16
KJGX,11.5,-85.24512233969634,30.592740453627293,7715.0,634,1164
KJGX,15.0,-85.24670116682103,30.59095365996408,7725.0,634,1165
KJGX,14.0,-83.56390562067271,32.46687328919526,501.0,639,114
KJGX,10.5,-83.58178111082903,32.46832095871275,513.0,644,118
KJGX,13.0,-83.46059458770209,32.57899723715764,326.0,645,51
KJGX,13.5,-83.60519300836313,32.50632400844887,498.0,661,113
KJGX,15.0,-83.6093718060783,32.50353208469598,505.0,661,115
KJGX,11.0,-83.52272404365911,32.563386075293444,384.0,662,73
KJGX,10.5,-83.69135647061769,32.46069515495887,618.0,664,151
KJGX,11.5,-83.74750528298868,32.434042123679355,699.0,666,175
KJGX,12.5,-83.51412014487809,32.58007547323483,365.0,668,66
KJGX,17.5,-83.51512642358907,32.58130477643425,365.0,669,66
KJGX,11.0,-83.86473985423022,32.395547847021874,865.0,672,221
KJGX,10.5,-83.5166797652718,32.587383523663725,362.0,673,65
KJGX,12.0,-83.52118800683763,32.58497785320802,368.0,673,67
KJGX,14.0,-83.5256959888233,32.58257203119314,373.0,673,69
KJGX,14.0,-83.52794989788903,32.58136905513472,376.0,673,70
KJGX,11.0,-83.5302037464695,32.58016603884562,379.0,673,71
KJGX,12.0,-83.53245753456707,32.57896298232879,381.0,673,72
KJGX,18.5,-83.5369648941074,32.57655676742451,387.0,673,74
KJGX,13.5,-83.53921851837913,32.57535358084205,389.0,673,75
KJGX,12.5,-83.51759880617368,32.5886182884119,362.0,674,65
KJGX,17.5,-83.52213209381964,32.58624618232956,368.0,674,67
KJGX,17.0,-83.52666512382605,32.58387392276007,373.0,674,69
KJGX,19.5,-83.52893155771518,32.58268772731606,376.0,674,70
KJGX,16.0,-83.53346424556754,32.58031521439121,381.0,674,72
KJGX,11.5,-83.52078394967667,32.58869066145281,365.0,675,66
KJGX,15.5,-83.52306289370831,32.58752147149037,368.0,675,67
KJGX,13.5,-83.52534177828633,32.586352240394476,371.0,675,68
KJGX,12.5,-83.52989940469833,32.584013636541556,376.0,675,70
KJGX,11.0,-83.53445679331772,32.58167486818727,381.0,675,72
KJGX,17.0,-83.51938355096776,32.59108764331331,362.0,676,65
KJGX,13.5,-83.52167456433956,32.58993516476356,365.0,676,66
KJGX,15.5,-83.52396548299345,32.58878266265158,368.0,676,67
KJGX,12.5,-83.52625634273144,32.58763011897187,371.0,676,68
KJGX,19.5,-83.52854716145377,32.586477524721836,373.0,676,69
KJGX,13.0,-83.61494016546206,32.55071117786205,474.0,679,105
KJGX,14.5,-83.61958730480707,32.54850418277851,480.0,679,107
KJGX,17.0,-83.52278454002285,32.59608249683922,362.0,680,65
KJGX,13.0,-83.52745919135255,32.593913298983985,368.0,680,67
KJGX,12.5,-83.53213359810351,32.59174393651801,373.0,680,69
KJGX,11.5,-83.5282959164766,32.59520635770426,368.0,681,67
KJGX,15.5,-83.52441377236998,32.59862708311279,362.0,682,65
KJGX,12.0,-83.52435207227259,32.60346093895697,360.0,685,64
KJGX,14.0,-83.52674348402081,32.6024631331643,362.0,685,65
KJGX,20.0,-83.52412608362239,32.60826688823424,357.0,688,63
KJGX,14.0,-83.52654789523628,32.60732235378048,360.0,688,64
KJGX,13.0,-83.52896967469124,32.6063777654789,362.0,688,65
KJGX,10.5,-83.54349914631148,32.600709311662705,379.0,688,71
KJGX,12.0,-83.5292994069252,32.61861130589772,357.0,696,63
KJGX,10.5,-83.83691479508067,32.5356523513861,730.0,700,184
KJGX,12.5,-83.57009815712787,32.61461460205515,398.0,701,78
KJGX,12.0,-84.82814220228482,32.26733817081364,2671.0,702,575
KJGX,11.0,-84.83066160490048,32.26662385177762,2677.0,702,576
KJGX,10.5,-84.82476105394248,32.28016990406936,2652.0,703,572
KJGX,20.5,-84.8272885077524,32.279473925127625,2657.0,703,573
KJGX,19.0,-84.82981513261805,32.278778113458685,2664.0,703,574
KJGX,21.0,-84.83234219280618,32.27808212090716,2671.0,703,575
KJGX,18.0,-84.83739588079291,32.27669007190222,2683.0,703,577
KJGX,14.5,-84.83992266662055,32.27599397193064,2690.0,703,578
KJGX,15.5,-84.82887502859558,32.29100809487637,2652.0,704,572
KJGX,18.0,-84.83140983881182,32.290330697932326,2657.0,704,573
KJGX,19.5,-84.83394381869327,32.289653462149204,2664.0,704,574
KJGX,21.0,-84.83647823618664,32.288976048666534,2671.0,704,575
KJGX,10.5,-83.44695996945433,32.65204766265024,271.0,705,29
KJGX,12.5,-84.83029330580581,32.3024152440744,2645.0,705,571
KJGX,13.0,-84.8328346081864,32.30175649307496,2652.0,705,572
KJGX,14.0,-84.83537650937005,32.30109752634392,2657.0,705,573
KJGX,14.5,-84.83791757891362,32.30043871471913,2664.0,705,574
KJGX,15.0,-84.84045908831105,32.299779728559116,2671.0,705,575
KJGX,13.5,-84.84300040181907,32.299120732695634,2677.0,705,576
KJGX,12.0,-84.8444364467988,32.31091320800416,2671.0,706,575
KJGX,13.0,-84.84698485778445,32.310273202765075,2677.0,706,576
KJGX,12.5,-83.5504346964646,32.62970604724311,373.0,707,69
KJGX,11.0,-83.79446352817146,32.600579220392014,651.0,715,161
KJGX,14.0,-83.5829583643378,32.638365911101374,403.0,716,80
KJGX,13.0,-83.7907080235233,32.607871260843716,644.0,717,159
KJGX,12.0,-83.56528842614173,32.64447787963378,384.0,718,73
KJGX,10.5,-83.56791879040023,32.64409275595242,387.0,718,74
KJGX,11.5,-83.64681931570338,32.63251352568107,471.0,718,104
KJGX,10.5,-83.52872101202271,32.65116220549072,347.0,719,59
KJGX,17.0,-83.69088703590312,32.69126406810253,516.0,722,119
KJGX,19.5,-83.69622197768196,32.69150117323819,522.0,722,121
KJGX,14.0,-83.6880600537984,32.693500062425876,513.0,723,118
KJGX,17.5,-83.69072631324572,32.693637315285706,516.0,723,119
KJGX,11.5,-83.68474310787089,32.700726843963665,510.0,726,117
KJGX,15.5,-83.38399242856404,32.67893721101104,214.0,729,4
KJGX,11.0,-84.96745269777755,32.82395298226197,2833.0,729,600
KJGX,10.5,-83.83889513804954,32.733748184210846,702.0,732,176
KJGX,12.0,-83.84220431160895,32.74531454389084,709.0,735,178
KJGX,11.0,-83.9582331195996,32.761461573637604,869.0,735,222
KJGX,10.5,-84.31035769905036,32.81737355477832,1445.0,736,356
KJGX,14.0,-83.64352350178942,32.73319100397549,471.0,742,104
KJGX,11.0,-83.63774338854289,32.734214196750074,466.0,743,102
KJGX,11.0,-83.6371493817424,32.73624965519749,466.0,744,102
KJGX,12.5,-83.51932358709885,32.7154089467114,342.0,747,57
KJGX,13.0,-83.70727872588971,32.75941709887533,550.0,747,130
KJGX,12.0,-83.60553699801211,32.739753574973754,434.0,749,91
KJGX,11.0,-83.85417931493757,32.80171465546355,744.0,749,188
KJGX,13.0,-83.63729324693031,32.75232845920318,471.0,751,104
KJGX,11.5,-83.85774753672966,32.8148370893143,755.0,752,191
KJGX,10.5,-83.73222862517098,32.79000071664526,591.0,755,143
KJGX,11.5,-83.55498556933249,32.74563138838423,387.0,760,74
KJGX,16.0,-83.58053582415064,32.758356243365355,417.0,762,85
KJGX,11.5,-83.81681167658094,32.842798836647354,719.0,762,181
KJGX,16.0,-83.55765610228677,32.75187985385393,392.0,763,76
KJGX,14.5,-83.56255553930727,32.75367918633726,398.0,763,78
KJGX,16.0,-83.56500533205167,32.75457878109162,400.0,763,79
KJGX,10.5,-83.57970510865813,32.75997534160491,417.0,763,85
KJGX,15.0,-83.58460539820548,32.761773802010325,423.0,763,87
KJGX,15.5,-83.75869011834756,32.82549403078897,641.0,763,158
KJGX,10.5,-83.81022598708577,32.84429401238923,712.0,763,179
KJGX,15.5,-83.81513519736707,32.846083346518334,719.0,763,181
KJGX,11.5,-83.8231688881683,32.853079469856866,734.0,764,185
KJGX,13.0,-83.56821564816444,32.75955674290855,406.0,765,81
KJGX,14.5,-83.65090188276058,32.791320075565885,505.0,765,115
KJGX,13.5,-83.65576760266508,32.79318680927208,510.0,765,117
KJGX,16.0,-83.5503819663633,32.75449501196168,387.0,766,74
KJGX,11.0,-83.55522386940774,32.75640166358049,392.0,766,76
KJGX,15.5,-83.56006594194369,32.75830811411077,398.0,766,78
KJGX,14.5,-83.54953555695593,32.75599754966323,387.0,767,74
KJGX,11.5,-83.55435700623035,32.75794065883948,392.0,767,76
KJGX,11.5,-83.72631612462622,32.84078523116881,614.0,771,150
KJGX,11.0,-83.72936646541474,32.84557083347483,621.0,772,152
KJGX,11.0,-83.79112555298973,32.87725949381463,712.0,773,179
KJGX,12.5,-83.73044328612593,32.85332919340265,627.0,774,154
KJGX,12.0,-83.59354774190174,32.79190231894973,448.0,775,96
KJGX,11.0,-83.61777775924783,32.8060953339169,480.0,776,107
KJGX,14.0,-83.6224069613823,32.80834850645548,486.0,776,109
KJGX,13.0,-83.61645448246294,32.80799715926213,480.0,777,107
KJGX,15.5,-83.775599065591,32.895373589336764,709.0,779,178
KJGX,11.0,-83.61300039565658,32.825195763014996,489.0,784,110
KJGX,12.5,-83.61811183562513,32.83086648503143,498.0,785,113
KJGX,11.5,-83.80003497123354,32.94581567294926,780.0,787,198
KJGX,11.0,-83.9135722255659,33.013579073069806,979.0,787,250
KJGX,12.0,-83.54608409607533,32.7957658333365,409.0,788,82
KJGX,15.0,-83.81445198884573,32.95979499078023,809.0,788,206
KJGX,20.5,-83.90774093328908,33.016537941406064,975.0,788,249
KJGX,12.5,-83.90991180027405,33.01785667591417,979.0,788,250
KJGX,11.5,-83.91208276612825,33.01917539344966,983.0,788,251
KJGX,10.5,-83.91425379692777,33.02049407339917,987.0,788,252
KJGX,10.5,-83.90632334081236,33.02197171782383,979.0,789,250
KJGX,11.5,-83.90848047386714,33.023306414315456,983.0,789,251
KJGX,11.0,-83.91063767224573,33.02464107369615,987.0,789,252
KJGX,10.5,-83.91279496966672,33.02597571682068,990.0,789,253
KJGX,10.5,-83.58682724009837,32.82878890131216,468.0,791,103
KJGX,13.0,-83.53473705564369,32.79719672987277,400.0,792,79
KJGX,14.5,-83.53894638351277,32.799970980612194,406.0,792,81
KJGX,10.5,-83.66956362804648,32.885901230198826,591.0,792,143
KJGX,12.5,-83.53761483876048,32.80138540045106,406.0,793,81
KJGX,10.5,-83.67568706178642,32.89390025868316,604.0,793,147
KJGX,25.0,-84.44814675392638,33.43110696027954,2336.0,795,521
KJGX,11.0,-84.4502363737731,33.432524030593434,2342.0,795,522
KJGX,19.0,-84.45232606185976,33.433941065865525,2347.0,795,523
KJGX,13.5,-84.45441594887605,33.43535815470403,2354.0,795,524
KJGX,11.0,-83.49685629706691,32.77935531486806,357.0,796,63
KJGX,10.5,-83.73366661981477,32.9514628538411,716.0,797,180
KJGX,13.0,-83.38801889445409,32.70307358306652,228.0,798,10
KJGX,19.5,-83.53095216809075,32.808093040621024,406.0,798,81
KJGX,13.0,-83.53498327602698,32.81104893366238,411.0,798,83
KJGX,17.5,-83.61563590541986,32.87356718075902,532.0,799,124
KJGX,12.0,-83.61964186756406,32.8765497426519,538.0,799,126
KJGX,12.5,-83.64368298962562,32.89444219857731,576.0,799,138
KJGX,11.0,-83.64969470910155,32.898914535452626,586.0,799,141
KJGX,13.0,-83.54205506349162,32.821284368268664,425.0,800,88
KJGX,10.5,-83.62944979586648,32.88757338862944,556.0,800,132
KJGX,12.5,-83.54249831873646,32.82421264240128,428.0,801,89
KJGX,12.5,-83.54446738529015,32.82573445965402,431.0,801,90
KJGX,11.5,-83.54643655009207,32.82725626986013,434.0,801,91
KJGX,12.5,-83.60740842021008,32.87781847373595,529.0,802,123
KJGX,17.0,-83.6347922411543,32.89930680169165,573.0,802,137
KJGX,10.5,-83.57425745945007,32.85491861571113,480.0,803,107
KJGX,12.0,-83.60132161556072,32.8799317634472,525.0,804,122
KJGX,11.5,-83.81141181414873,33.05013246618317,903.0,804,231
KJGX,15.0,-83.81334291241447,33.05169223906758,907.0,804,232
KJGX,16.5,-83.8152739885518,33.053251909070575,912.0,804,233
KJGX,18.0,-83.81720531419622,33.054811695570685,915.0,804,234
KJGX,12.5,-83.5987805885849,32.88530077340469,529.0,806,123
KJGX,16.5,-83.53503510250364,32.83705235734103,434.0,808,91
KJGX,10.5,-83.57399655330329,32.87107460452573,495.0,808,112
KJGX,14.5,-83.5795648383665,32.875933872577974,505.0,808,115
KJGX,13.5,-83.568337576048,32.869395327950365,489.0,809,110
KJGX,17.0,-83.57201659346087,32.87266139951228,495.0,809,112
KJGX,14.0,-83.53169606852859,32.83970395647351,434.0,810,91
KJGX,15.0,-83.53533826633623,32.842998083842126,440.0,810,93
KJGX,10.5,-83.68307166747577,32.976318363219306,695.0,810,174
KJGX,11.5,-83.52817414584479,32.83937264430742,431.0,811,90
KJGX,14.0,-83.52997789946372,32.84103315622091,434.0,811,91
KJGX,12.5,-83.784970007891,33.07489097401523,907.0,811,232
KJGX,11.5,-83.53008985485828,32.843979966813116,436.0,812,92
KJGX,13.5,-83.53187684777772,32.8456531979717,440.0,812,93
KJGX,10.5,-83.59088612142101,32.900856189964664,538.0,812,126
KJGX,12.5,-83.52477871396444,32.84193125647813,431.0,813,90
KJGX,10.5,-83.675401694049,32.9851923025151,699.0,813,175
KJGX,11.0,-83.57790176986789,32.90435785599967,532.0,816,124
KJGX,13.0,-83.58133810832665,32.90780629627705,538.0,816,126
KJGX,12.5,-83.58305635108329,32.90953045421972,541.0,816,127
KJGX,13.0,-83.5790259758544,32.90941657478622,538.0,817,126
KJGX,13.0,-83.5807270148775,32.911152736041146,541.0,817,127
KJGX,11.5,-83.63689842372547,32.96843276672406,648.0,817,160
KJGX,16.0,-83.63860170807456,32.97016811624927,651.0,817,161
KJGX,12.0,-83.53577829740136,32.87228519363996,468.0,819,103
KJGX,16.5,-83.52220307986464,32.86123035660233,448.0,820,96
KJGX,22.0,-83.52548981734027,32.86477912340286,454.0,820,98
KJGX,11.0,-83.52713327829696,32.866553467642994,457.0,820,99
KJGX,13.0,-83.54357151896231,32.88429574165219,486.0,820,109
KJGX,17.0,-83.52034513412391,32.86243392193433,448.0,821,96
KJGX,22.5,-83.5235962834062,32.86600577182646,454.0,821,98
KJGX,14.5,-83.52522194990696,32.86779165826082,457.0,821,99
KJGX,14.0,-83.52684768188942,32.86957752366901,460.0,821,100
KJGX,12.5,-83.53985590855892,32.883863703670514,483.0,821,108
KJGX,13.5,-83.65688791470686,33.01816579437024,723.0,822,182
KJGX,17.0,-83.54114567158749,32.89706816598968,498.0,824,113
KJGX,13.5,-83.54899760573248,32.90617215111454,513.0,824,118
KJGX,11.0,-83.5521388241144,32.90981359919504,519.0,824,120
KJGX,15.0,-83.57256296488495,32.933481003599276,559.0,824,133
KJGX,12.0,-83.6590915247236,33.03357272161008,744.0,824,188
KJGX,14.5,-83.53571221941954,32.8948075865842,492.0,825,111
KJGX,17.0,-83.53881413483376,32.898472510698284,498.0,825,113
KJGX,15.0,-85.07837997012324,34.67094548197038,6900.0,825,1086
KJGX,10.5,-85.07999372620849,34.67275504030509,6911.0,825,1087
KJGX,10.5,-83.54107628909858,32.905383353978195,507.0,826,116
KJGX,11.5,-83.55639918892814,32.92381994931345,538.0,826,126
KJGX,16.0,-83.5625301174987,32.931194040818966,550.0,826,130
KJGX,17.0,-83.56559594113475,32.93488094550182,556.0,826,132
KJGX,11.5,-83.52658369505298,32.891931570571295,483.0,827,108
KJGX,16.0,-83.52960827618075,32.89564170845437,489.0,827,110
KJGX,12.5,-83.53414564659967,32.90120680772828,498.0,827,113
KJGX,11.0,-83.53717082580339,32.90491672005549,505.0,827,115
KJGX,10.5,-83.54927419635001,32.91975578555269,529.0,827,123
KJGX,13.5,-83.56440902973502,32.93830286782252,559.0,827,133
KJGX,10.5,-83.6693636624597,33.074176758043045,806.0,828,205
KJGX,15.5,-83.45436204355734,32.818756497174554,365.0,833,66
KJGX,10.5,-83.54496066041392,32.943511313976764,553.0,833,131
KJGX,18.0,-83.54635644342541,32.94543005798087,556.0,833,132
KJGX,23.5,-84.06691923323987,33.654161690587166,2223.0,833,502
KJGX,22.5,-84.06833750322741,33.656073954039464,2228.0,833,503
KJGX,21.0,-84.06975570321869,33.65798602194489,2234.0,833,504
KJGX,18.0,-84.07117383320279,33.65989789430611,2241.0,833,505
KJGX,11.5,-83.55729027955927,32.966152295492314,588.0,834,142
KJGX,16.0,-83.46623077448886,32.84160357052488,394.0,835,77
KJGX,15.5,-83.48516727675138,32.86876107487027,434.0,835,91
KJGX,10.5,-83.4892265788398,32.87458012771779,442.0,835,94
KJGX,13.0,-83.58860803062034,33.023717571647374,681.0,836,170
KJGX,11.0,-83.59128265266416,33.027614340930434,688.0,836,172
KJGX,12.5,-83.58226710716555,33.021571486738644,674.0,837,168
KJGX,13.0,-83.58358343290303,33.023529849204245,678.0,837,169
KJGX,12.5,-83.48989620400775,32.892320068729596,463.0,839,101
KJGX,11.5,-83.47560399046894,32.87832536614685,440.0,841,93
KJGX,10.5,-83.57240455085577,33.051380313043325,709.0,843,178
KJGX,11.0,-83.51924461683255,32.96808667600157,569.0,844,136
KJGX,13.5,-83.52158328595858,32.97213198716787,576.0,844,138
KJGX,12.0,-83.51268872100265,32.96324480308161,559.0,845,133
KJGX,11.0,-83.56733688541118,33.0683826584077,730.0,846,184
KJGX,11.5,-83.49619293310361,32.95227829256405,538.0,848,126
KJGX,11.0,-83.51896978488986,32.99544687567678,604.0,848,147
KJGX,10.5,-83.39471891155802,32.76136450008304,281.0,849,33
KJGX,12.0,-83.48806102017508,32.942994733921324,522.0,849,121
KJGX,11.0,-83.39378916786377,32.76169741550926,281.0,850,33
KJGX,15.0,-83.44773328860795,32.86945204991173,417.0,850,85
KJGX,11.5,-83.44981063562126,32.8735959111305,423.0,850,87
KJGX,12.0,-83.48619537840185,32.946107301169626,525.0,850,122
KJGX,15.5,-83.48723578708844,32.948178836832895,529.0,850,123
KJGX,12.5,-83.46105521653237,32.901320945190285,460.0,851,100
KJGX,11.5,-83.53144056076717,33.04475591012047,678.0,851,169
KJGX,11.0,-83.47852128986929,32.96557760963442,547.0,855,129
KJGX,10.5,-83.46007389968142,32.93054735802693,495.0,856,112
KJGX,15.5,-83.46189230849465,32.93477653342036,501.0,856,114
KJGX,13.5,-83.52290798694808,33.07643450940354,719.0,856,181
KJGX,10.5,-83.39604432594393,32.787416028492366,309.0,858,44
KJGX,10.5,-83.4660239867967,32.95976663988299,535.0,858,125
KJGX,11.5,-83.41747521679949,32.85012708150775,384.0,860,73
KJGX,12.0,-83.4584898816798,32.95712664793534,529.0,860,123
KJGX,14.0,-83.45552764486601,32.95791497360292,529.0,861,123
KJGX,12.0,-83.42104805275511,32.8774245878441,417.0,863,85
KJGX,14.0,-83.41602932541934,32.86928109415618,406.0,864,81
KJGX,13.0,-83.41748950656857,32.87360684816671,411.0,864,83
KJGX,14.0,-83.41474597117988,32.871915522220036,409.0,865,82
KJGX,11.5,-83.41686950700911,32.87841975827079,417.0,865,85
KJGX,11.0,-83.44017224219064,32.95929413364177,525.0,866,122
KJGX,15.5,-83.4415458444118,32.96363993943741,532.0,866,124
KJGX,12.0,-83.45528939091324,33.007097441463465,594.0,866,144
KJGX,11.5,-83.40466782931298,32.85322727943239,384.0,867,73
KJGX,10.5,-83.40281185692089,32.85361797417726,384.0,868,73
KJGX,11.0,-83.44369246483512,33.00490638755999,588.0,869,142
KJGX,11.0,-83.44493112328163,33.009280833517366,594.0,869,144
KJGX,12.5,-83.4467893074776,33.01584235988562,604.0,869,147
KJGX,11.5,-83.4009525736483,32.86091852121139,392.0,870,76
KJGX,12.0,-83.42362947592261,32.95571474250401,516.0,871,119
KJGX,11.0,-83.42420224894941,32.95791082785752,519.0,871,120
KJGX,11.5,-83.42993150532253,32.97987138314648,550.0,871,130
KJGX,13.5,-83.43107768869767,32.98426342505904,556.0,871,132
KJGX,11.5,-83.44025122827966,33.0193992458726,608.0,871,148
KJGX,16.0,-83.4413984302494,33.023791159121785,614.0,871,150
KJGX,13.0,-83.44254573757722,33.028183027557816,621.0,871,152
KJGX,10.5,-83.43932360795057,33.03106101315122,624.0,872,153
KJGX,15.5,-83.39477961181356,32.88946029970577,425.0,876,88
KJGX,11.0,-83.42388385854484,33.04948589769876,648.0,877,160
KJGX,12.0,-83.68054454827542,34.33755713550872,3834.0,877,741
KJGX,12.5,-83.50696640523701,33.76367175937571,2090.0,882,479
KJGX,10.5,-83.50729062122721,33.7659026471608,2096.0,882,480
KJGX,13.5,-83.3839841563928,32.949666855675396,501.0,884,114
KJGX,14.0,-83.39009568384625,33.03047912452046,614.0,885,150
KJGX,12.0,-83.3905931334944,33.03495571840206,621.0,885,152
