URGENT,AIRCRAFT,REPORT,TURBULENCE,PRODUCT_ID,FL,LAT,LON,datetime,turbulence_intensity,Plane Weight
F,C550,UIN UA /OV UIN/TM 2159/FL080/TP C550/SK 062-094 BKN/TB NEG/IC NEG/RM ZKC FD,NEG,,8000.0,39.94285,-91.19458,2012-10-09 21:59:00,0.0,L
T,TRIN,AST UUA /OV AST020025/TM 2048/FL090/TP TRIN/TA M01/TB SEV/IC SEV MX/RM SEV TB DURD 090-050...SEV MX DURC 080-090 ..ZSE,SEV,,9000.0,46.548470306651794,-123.67675027471142,2012-10-20 20:48:00,5.0,L
F,B777,UUA /OV CYSC /TM 0108 /FL370 /TP B777 /TB MDT-SEV CAT 350-360,MDT-SEV CAT 350-360,,37000.0,45.43861,-71.69139,2012-10-20 01:08:00,5.0,H
T,DA40,I75 UUA /OV DSM180015 /TM 1736 /FL017 /TP DA40 /TB SEV,SEV,,1700.0,41.28392974997975,-93.653114,2012-10-08 17:36:00,5.0,L
T,PA30,IYK UUA /OV IYK270005 /TM 1630 /FL085 /TP PA30 /TB SEV,SEV,,8500.0,35.65874,-117.93210196366306,2012-10-23 16:30:00,5.0,L
F,C208,UNV UA /OV UNV/TM 1254/FL040/TP C208/SK BKN032/TB MOD CHOP/RMFL040-020 ON GPS6 UNV BASES AT 032,MOD CHOP,,4000.0,40.85,-77.85,2012-10-16 12:54:00,3.0,L
F,B737,HUF UA /OV TTH/TM 1312/FL240/TP B737/TB LGT CHOP/RM CWSU ZID,LGT CHOP,201210031325-KWBC-UBIN90-PIREP,24000.0,39.49,-87.25,2012-10-03 13:12:00,1.0,M
F,GLAS,CRW UA /OV CRW045025 /TM 1718 /FL080 /TP GLAS /WX FV25SM /TA 13 /TB NEG /RM SCT-BKN ABV SMOOTH,NEG,,8000.0,38.67405169037213,-81.21412884169055,2012-10-14 17:18:00,0.0,L
F,B752,CMH UA /OV APE/TM 2109/FL380/TP B752/TB LGT-MOD,LGT-MOD,,38000.0,40.15,-82.59,2012-10-28 21:09:00,2.0,M
T,F2TH,ORL UUA /OV ORL150035/TM 2322/FL110/TP F2TH/TB SEV/RM LOST TOTAL 3100FT. NO INJ  LOST PANE OFF ACFT. CWSU ZMA,SEV,,11000.0,28.040237594717823,-81.00088445351874,2012-10-04 23:22:00,5.0,M
T,C421,C09 UUA /OV JOT180015 /TM 1420 /FL190 /TP C421 /WX GR /TB SEV 160-190,SEV 160-190,,19000.0,41.26766974997975,-88.17561,2012-10-23 14:20:00,5.0,L
F,B757,SCK UA /OV LIN065045/TM 1345/FL340/TP B757/TB LGT CHOP 270-340/RM NEGABV 370,LGT CHOP 270-340,,34000.0,38.3869893703906,-120.13651445356852,2012-10-15 13:45:00,1.0,M
F,A30,RKS UA /OV OCS220025/TM 1440/FL360/TP A30/TB CONT MOD/ZLC,CONT MOD,,36000.0,41.27078896134129,-109.37812925086422,2012-10-17 14:40:00,3.0,L
T,P46T,ICT UUA /OV ICT180030 /TM 1510 /FL160 /TP P46T /TB SEV 180-160 /RM DURD,SEV 180-160,201210261520-KWBC-UBKS91-PIREP,16000.0,37.2499594999595,-97.58,2012-10-26 15:10:00,5.0,L
T,B772,LWM UUA /OV BOS360030 /TM 2337 /FL350 /TP B772 /TB SEV,SEV,,35000.0,42.8606105000405,-71.00973,2012-10-19 23:37:00,5.0,H
F,B763,BIL UA /OV BIL280010/TM 0341/FL370/TP B763/TB CONT MOD TURB/RM ZLC,CONT MOD TURB,201210160400-KWBC-UBMT90-PIREP,37000.0,45.83894370719723,-108.85549283831494,2012-10-16 03:41:00,3.0,H
T,E50P,LCI UUA /OV ENE325025 /TM 2349 /FL310 /TP E50P /TB SEV /RM 300-320,SEV,,31000.0,43.77134099819622,-70.93911686141503,2012-10-20 23:49:00,5.0,U
F,PA32,EKN UA /OV EKN150033 /TM 1426 /FL100 /TP PA32 /SK TOP090/BKN-OVC120 /TA 10 /TB LGT CHOP /RM BL,LGT CHOP,,10000.0,38.40892744644824,-79.49946460788559,2012-10-02 14:26:00,1.0,L
F,B737,ABR UA /OV ABR040030/TM 0150/FL400/TP B737/TB LGT-MOD CHOP,LGT-MOD CHOP,,40000.0,45.83305324639046,-97.96183116256792,2012-10-02 01:50:00,2.0,M
T,EA50,DEN UUA /OV DVV300050/TM 1516/FL160/TP EA50/TB SEV/RM ONE BIG JOLTZDV,SEV,,16000.0,40.306700416700416,-105.56065924645216,2012-10-03 15:16:00,5.0,U
F,A321,PMP UA /OV ZQA070140 /TM 1743 /FL350 /TP A321 /TB MOD /RM OCNL LGT CHOP,MOD,,35000.0,25.79811164296496,-75.03051983154661,2012-10-13 17:43:00,3.0,M
T,A320,MBPV UUA /OV GTK033240/TM 1211/FL370/TP A320/TB SEV/RM LOST 900 FT ALTITUDE/ CWSUZMA,SEV,,37000.0,24.68495400131744,-68.81105153666347,2012-10-14 12:11:00,5.0,M
F,AT42,UUA /OV YBC 240030 /TM 1616 /FL200 /TP AT42 /TB MDT-SEV /RM BTN 30-35 SW YBC,MDT-SEV,,20000.0,48.88247974997975,-68.86627686024035,2012-10-30 16:16:00,5.0,L
T,BE35,JWY UUA /OV ACT360045 /TM 2125 /FL050 /TP BE35 /TB EXTRM,EXTRM,,5000.0,32.36803075006075,-97.2283,2012-10-22 21:25:00,7.0,L
T,C421,LAS UUA /OV LAS200045/TM 2336/FL130/TP C421/TB SEV/RM AWC-WEB:KZLA,SEV,201210250000-KWBC-UBNV91-PIREP,13000.0,35.375173448026764,-115.47741810525773,2012-10-24 23:36:00,5.0,L
T,PA32,LIT UUA /OV LIT270035/TM 1831/FL040/TP PA32/TB CONT SEV/RM ZME,CONT SEV,,4000.0,34.7273,-92.94554866553466,2012-10-18 18:31:00,5.0,L
T,EA50,GPI UUA /OV FCA 220025/TM 2212/FL090/TP EA50/TB SEV/RM ZLC,SEV,,9000.0,47.890788961341286,-114.58193415405832,2012-10-19 22:12:00,5.0,U
F,P28A,PTW UA /OV BDL-PTW /TM 1836 /FL025 /TP P28A /TB LGT-MOD,LGT-MOD,,2500.0,41.088215,-74.11986,2012-10-22 18:36:00,2.0,L
F,R44,PAQ UA /OV 4AK6 /TM 2140 /FL020 /TP R44 /TB SEV SFC-020,SEV SFC-020,201210242150-KWBC-UBAK90-PIREP,2000.0,61.59,-149.09,2012-10-24 21:40:00,5.0,L
F,B739,ABR UA /OV ABR/TM 1438/FL360/TP B739/TA M55/WV 324062KT/TB NEG/RM AWC-WEB:ASA,NEG,201210311505-KWBC-UBSD90-PIREP,36000.0,45.42,-98.37,2012-10-31 14:38:00,0.0,M
F,C340,PUB UA /OV LAA-PUB /TM 1619 /FL105 /TP C340 /TB CONT MOD,CONT MOD,,10500.0,38.18,-103.593195,2012-10-24 16:19:00,3.0,L
T,B738,TPA UUA /OV TPA270100/TM 1440/FL340/TP B738/TB SEV/RM 500 FT LOWW ALT...CWSU ZMA,SEV,,34000.0,27.9619,-84.42740284058549,2012-10-08 14:40:00,5.0,M
T,LJ60,SCH UUA /OV ALB270040 /TM 1405 /FL310 /TP LJ60 /TB SEV,SEV,201210191420-KWBC-UBNY91-PIREP,31000.0,42.75,-74.7079398468025,2012-10-19 14:05:00,5.0,M
F,B738,ISM UA /OV ORL160030 /TM 2252 /FL300 /TP B738 /SK TOP340 /TB CONT LGT CHOP /RM FL300-370,CONT LGT CHOP,,30000.0,28.075575632017845,-81.13824911040068,2012-10-25 22:52:00,1.0,M
T,BE20,BDU UUA /OV BJC270015 /TM 2010 /FL150 /TP BE20 /TB SEV,SEV,,15000.0,39.90881,-105.44313337827184,2012-10-16 20:10:00,5.0,M
F,CL60,UUA /OV CYYU /TM 1500 /FL360 /TP CL60 /TB MDT-SEV,MDT-SEV,,36000.0,49.4166666667,-82.4666666667,2012-10-02 15:00:00,5.0,M
F,A320,DEN UA /OV DVV300050/TM 1520/FL176/TP A320/TB MOD/RM FL176-170 DURDDEN NW GATE ZDV,MOD,,17600.0,40.306700416700416,-105.56065924645216,2012-10-03 15:20:00,3.0,M
